validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vnt_vrb,vis,vis_setor,vis_setor_dir,chuva,trovoada,nevoa_umida,teto,cobertura,tt,po,qnh,ur,chuvisco,vnt_rajada,nevoa_seca,pancada,nevoeiro
"['10:00', '22/04']",22/04 10:00,0,0,NIL,9999,NIL,NIL,,,NIL,700,5,13,13,1021,100,,,,,NIL
"['11:00', '22/04']",22/04 11:00,VRB,2,NIL,9999,NIL,NIL,,,NIL,500,5,13,13,1021,100,,,,,NIL
"['12:00', '22/04']",22/04 12:00,VRB,2,NIL,9999,NIL,NIL,,,NIL,NIL,2,15,13,1022,88,,,,,NIL
"['13:00', '22/04']",22/04 13:00,VRB,2,NIL,9999,NIL,NIL,,,NIL,NIL,2,18,12,1022,68,,,,,NIL
"['14:00', '22/04']",22/04 14:00,80,4,90,9999,NIL,NIL,,,NIL,NIL,2,20,11,1022,56,,,,,NIL
"['15:00', '22/04']",22/04 15:00,80,6,75,9999,NIL,NIL,,,NIL,NIL,2,22,10,1021,46,,,,,NIL
"['16:00', '22/04']",22/04 16:00,140,5,140,9999,NIL,NIL,,,NIL,NIL,2,22,08,1020,41,,,,,NIL
"['17:00', '22/04']",22/04 17:00,100,6,130,9999,NIL,NIL,,,NIL,NIL,2,23,11,1019,47,,,,,NIL
"['18:00', '22/04']",22/04 18:00,VRB,3,NIL,9999,NIL,NIL,,,NIL,NIL,2,23,11,1019,47,,,,,NIL
"['19:00', '22/04']",22/04 19:00,80,7,80,9999,NIL,NIL,,,NIL,NIL,2,22,10,1019,46,,,,,NIL
"['20:00', '22/04']",22/04 20:00,100,8,NIL,9999,NIL,NIL,,,NIL,NIL,2,21,11,1019,53,,,,,NIL
"['21:00', '22/04']",22/04 21:00,110,6,NIL,9999,NIL,NIL,,,NIL,NIL,2,18,10,1019,60,,,,,NIL
"['22:00', '22/04']",22/04 22:00,110,6,NIL,9999,NIL,NIL,,,NIL,NIL,2,16,12,1019,77,,,,,NIL
"['23:00', '22/04']",22/04 23:00,90,3,NIL,9999,NIL,NIL,,,NIL,NIL,2,15,15,1020,100,,,,,NIL
"['00:00', '23/04']",23/04 00:00,100,5,NIL,9999,NIL,NIL,,,NIL,NIL,2,14,14,1020,100,,,,,NIL
"['01:00', '23/04']",23/04 01:00,80,1,,9999,NIL,NIL,,,NIL,NIL,2,14,14,1020,100,,,,,NIL
"['02:00', '23/04']",23/04 02:00,60,2,,9999,NIL,NIL,,,NIL,NIL,2,13,13,1020,100,,,,,NIL
"['03:00', '23/04']",23/04 03:00,50,4,,9999,NIL,NIL,,,NIL,NIL,2,13,13,1020,100,,,,,NIL
"['04:00', '23/04']",23/04 04:00,60,2,,9999,NIL,NIL,,,NIL,NIL,2,12,12,1020,100,,,,,NIL
"['05:00', '23/04']",23/04 05:00,40,3,,9999,NIL,NIL,,,NIL,NIL,NIL,12,12,1020,100,,,,,NIL
"['06:00', '23/04']",23/04 06:00,120,3,,8000,2500,225,,,NIL,NIL,2,11,11,1020,100,,,,,1
"['06:10', '23/04']",23/04 06:10,120,2,,1500,NIL,NIL,,,1,200,5,11,11,1019,100,,,,,1
"['06:15', '23/04']",23/04 06:15,90,2,,450,NIL,NIL,,,NIL,NIL,NIL,10,10,1019,100,,,,,1
"['07:00', '23/04']",23/04 07:00,60,2,,350,NIL,NIL,,,NIL,NIL,NIL,10,10,1019,100,,,,,1
"['08:00', '23/04']",23/04 08:00,270,2,,550,NIL,NIL,,,NIL,NIL,NIL,11,11,1019,100,,,,,1
"['09:00', '23/04']",23/04 09:00,0,0,,350,NIL,NIL,,,NIL,NIL,NIL,11,11,1020,100,,,,,1
"['10:00', '23/04']",23/04 10:00,230,1,,350,NIL,NIL,,,NIL,NIL,NIL,11,11,1021,100,,,,,1
"['10:15', '23/04']",23/04 10:15,260,2,,250,NIL,NIL,,,NIL,NIL,NIL,11,11,1021,100,,,,,1
"['11:00', '23/04']",23/04 11:00,0,0,,300,NIL,NIL,,,NIL,NIL,NIL,12,12,1022,100,,,,,1
"['11:35', '23/04']",23/04 11:35,300,2,,350,NIL,NIL,,,NIL,NIL,NIL,12,12,1022,100,,,,,1
"['12:00', '23/04']",23/04 12:00,320,2,,500,NIL,NIL,,,NIL,NIL,NIL,12,12,1022,100,,,,,1
"['12:25', '23/04']",23/04 12:25,0,0,,900,NIL,NIL,,,NIL,100,8,13,13,1022,100,,,,,1
"['12:40', '23/04']",23/04 12:40,150,2,,1500,NIL,NIL,,,NIL,200,5,13,13,1022,100,,,,,1
"['13:00', '23/04']",23/04 13:00,120,3,,3000,NIL,NIL,,,1,500,5,13,13,1022,100,,,,,NIL
"['13:10', '23/04']",23/04 13:10,100,3,,5000,NIL,NIL,,,1,1000,5,13,13,1022,100,,,,,NIL
"['13:40', '23/04']",23/04 13:40,110,2,,9999,NIL,NIL,,,NIL,NIL,3,15,14,1022,94,,,,,NIL
"['14:00', '23/04']",23/04 14:00,0,0,,9999,NIL,NIL,,,NIL,NIL,2,16,10,1022,68,,,,,NIL
"['15:00', '23/04']",23/04 15:00,90,3,,9999,NIL,NIL,,,NIL,NIL,2,19,11,1021,60,,,,,NIL
"['16:00', '23/04']",23/04 16:00,100,3,,9999,NIL,NIL,,,NIL,NIL,NIL,21,10,1020,49,,,,,NIL
"['17:00', '23/04']",23/04 17:00,50,5,,9999,NIL,NIL,,,NIL,NIL,NIL,22,09,1020,43,,,,,NIL
"['18:00', '23/04']",23/04 18:00,80,5,,9999,NIL,NIL,,,NIL,NIL,NIL,22,09,1019,43,,,,,NIL
"['19:00', '23/04']",23/04 19:00,90,6,,9999,NIL,NIL,,,NIL,NIL,NIL,21,10,1019,49,,,,,NIL
"['20:00', '23/04']",23/04 20:00,100,6,,9999,NIL,NIL,,,NIL,NIL,NIL,20,10,1020,53,,,,,NIL
"['21:00', '23/04']",23/04 21:00,100,8,,9999,NIL,NIL,,,NIL,NIL,2,17,11,1020,68,,,,,NIL
"['22:00', '23/04']",23/04 22:00,100,6,,9999,NIL,NIL,,,NIL,NIL,2,15,11,1020,77,,,,,NIL
"['23:00', '23/04']",23/04 23:00,110,7,,9999,NIL,NIL,,,NIL,NIL,NIL,14,13,1020,94,,,,,NIL
"['00:00', '24/04']",24/04 00:00,100,5,,9999,NIL,NIL,,,NIL,NIL,2,13,13,1021,100,,,,,NIL
"['01:00', '24/04']",24/04 01:00,100,4,NIL,9999,,,,,,NIL,2,12,12,1021,100,,,,,
"['02:00', '24/04']",24/04 02:00,100,3,NIL,9999,,,,,,NIL,NIL,12,12,1021,100,,,,,
"['03:00', '24/04']",24/04 03:00,70,2,NIL,9999,,,,,,NIL,NIL,13,13,1022,100,,,,,
"['04:00', '24/04']",24/04 04:00,80,5,NIL,9999,,,,,,NIL,NIL,12,12,1021,100,,,,,
"['05:00', '24/04']",24/04 05:00,80,6,NIL,9999,,,,,,NIL,3,12,12,1021,100,,,,,
"['06:00', '24/04']",24/04 06:00,90,3,NIL,9999,,,,,,NIL,3,12,12,1021,100,,,,,
"['07:00', '24/04']",24/04 07:00,130,5,NIL,9999,,,,,,2000,5,12,12,1021,100,,,,,
"['08:00', '24/04']",24/04 08:00,60,3,NIL,9999,,,,,,NIL,3,12,12,1021,100,,,,,
"['09:00', '24/04']",24/04 09:00,60,2,NIL,9999,,,,,,NIL,2,12,12,1021,100,,,,,
"['10:00', '24/04']",24/04 10:00,10,3,NIL,8000,,,,,,NIL,3,12,12,1022,100,,,,,
"['11:00', '24/04']",24/04 11:00,310,2,NIL,9999,,,,,,NIL,2,14,13,1023,94,,,,,
"['12:00', '24/04']",24/04 12:00,40,6,NIL,9999,,,,,,NIL,3,16,14,1023,88,,,,,
"['13:00', '24/04']",24/04 13:00,70,12,NIL,9999,,,,,,NIL,2,19,13,1023,68,,,,,
"['14:00', '24/04']",24/04 14:00,80,11,NIL,9999,,,,,,NIL,2,20,13,1023,64,,,,,
"['15:00', '24/04']",24/04 15:00,50,9,NIL,9999,,,,,,NIL,2,22,13,1022,57,,,,,
"['16:00', '24/04']",24/04 16:00,30,8,NIL,9999,,,,,,NIL,2,22,13,1021,57,,,,,
"['17:00', '24/04']",24/04 17:00,90,8,NIL,9999,,,,,,NIL,2,24,13,1020,50,,,,,
"['18:00', '24/04']",24/04 18:00,20,6,NIL,9999,,,,,,NIL,2,24,13,1020,50,,,,,
"['19:00', '24/04']",24/04 19:00,80,8,NIL,9999,,,,,,NIL,2,23,15,1020,61,,,,,
"['20:00', '24/04']",24/04 20:00,100,9,NIL,9999,,,,,,NIL,2,20,15,1020,73,,,,,
"['21:00', '24/04']",24/04 21:00,90,8,NIL,9999,,,,,,NIL,2,18,16,1021,88,,,,,
"['22:00', '24/04']",24/04 22:00,90,5,NIL,9999,,,,,,NIL,2,17,17,1021,100,,,,,
"['22:30', '24/04']",24/04 22:30,100,5,NIL,9000,,,,,,900,5,17,17,1021,100,,,,,
"['23:00', '24/04']",24/04 23:00,90,3,NIL,9000,,,,,,900,5,17,17,1022,100,,,,,
"['00:00', '25/04']",25/04 00:00,50,4,50,9000,,,,,,800,8,18,18,1022,100,,,,,
"['01:00', '25/04']",25/04 01:00,50,6,NIL,9000,NIL,NIL,,,NIL,700,5,18,18,1023,100,,,,,NIL
"['02:00', '25/04']",25/04 02:00,90,4,90,9000,NIL,NIL,,,NIL,700,5,18,18,1023,100,,,,,NIL
"['03:00', '25/04']",25/04 03:00,80,6,NIL,9999,NIL,NIL,,,NIL,800,5,17,17,1023,100,,,,,NIL
"['04:00', '25/04']",25/04 04:00,80,5,NIL,9999,NIL,NIL,,,NIL,1000,5,17,17,1023,100,,,,,NIL
"['05:00', '25/04']",25/04 05:00,80,6,80,9999,NIL,NIL,,,NIL,1000,5,17,17,1022,100,,,,,NIL
"['06:00', '25/04']",25/04 06:00,100,3,NIL,9999,NIL,NIL,,,NIL,800,5,16,16,1022,100,,,,,NIL
"['07:00', '25/04']",25/04 07:00,60,6,NIL,9999,NIL,NIL,,,NIL,800,5,16,16,1022,100,,,,,NIL
"['08:00', '25/04']",25/04 08:00,100,3,NIL,9999,NIL,NIL,,,NIL,800,5,16,16,1022,100,,,,,NIL
"['09:00', '25/04']",25/04 09:00,20,3,NIL,9000,NIL,NIL,,,NIL,1000,8,17,17,1022,100,,,,,NIL
"['10:00', '25/04']",25/04 10:00,30,4,NIL,9999,NIL,NIL,,,NIL,1200,8,17,16,1023,94,,,,,NIL
"['11:00', '25/04']",25/04 11:00,360,7,NIL,9999,NIL,NIL,,,NIL,1300,8,17,15,1024,88,,,,,NIL
"['12:00', '25/04']",25/04 12:00,10,6,195,9999,NIL,NIL,,,NIL,NIL,3,18,14,1024,77,,,,,NIL
"['13:00', '25/04']",25/04 13:00,360,6,NIL,9999,NIL,NIL,,,NIL,NIL,2,20,15,1024,73,,,,,NIL
"['14:00', '25/04']",25/04 14:00,310,5,290,9999,NIL,NIL,,,NIL,NIL,2,22,14,1024,60,,,,,NIL
"['15:00', '25/04']",25/04 15:00,340,5,155,9999,NIL,NIL,,,NIL,NIL,2,25,15,1023,54,,,,,NIL
"['16:00', '25/04']",25/04 16:00,VRB,7,NIL,9999,NIL,NIL,,,NIL,NIL,2,26,13,1022,45,,,,,NIL
"['17:00', '25/04']",25/04 17:00,300,11,300,9999,NIL,NIL,,,NIL,NIL,3,27,13,1022,42,,,,,NIL
"['18:00', '25/04']",25/04 18:00,290,9,NIL,9999,NIL,NIL,,,NIL,NIL,3,27,10,1021,34,,,,,NIL
"['19:00', '25/04']",25/04 19:00,280,5,275,9999,NIL,NIL,,,NIL,NIL,3,27,12,1021,39,,,,,NIL
"['20:00', '25/04']",25/04 20:00,310,3,290,9999,NIL,NIL,,,NIL,NIL,2,27,13,1021,42,,,,,NIL
"['21:00', '25/04']",25/04 21:00,120,8,NIL,9999,NIL,NIL,,,NIL,NIL,2,21,17,1021,78,,,,,NIL
"['22:00', '25/04']",25/04 22:00,130,7,NIL,9999,NIL,NIL,,,NIL,NIL,2,18,18,1022,100,,,,,NIL
"['23:00', '25/04']",25/04 23:00,110,4,NIL,9000,NIL,NIL,,,NIL,NIL,NIL,18,18,1022,100,,,,,NIL
"['23:20', '25/04']",25/04 23:20,120,4,NIL,4000,NIL,NIL,,,1,NIL,3,17,17,1023,100,,,,,NIL
"['23:40', '25/04']",25/04 23:40,120,4,NIL,2500,1000,135,,,1,200,5,17,17,1023,100,,,,,NIL
"['00:00', '26/04']",26/04 00:00,130,5,NIL,500,NIL,NIL,,,NIL,200,5,17,17,1024,100,,,,,1
"['01:00', '26/04']",26/04 01:00,90,4,NIL,500,,,,,,NIL,NIL,17,17,1024,100,,,,,1
"['02:00', '26/04']",26/04 02:00,60,3,NIL,400,,,,,,NIL,NIL,17,17,1024,100,,,,,1
"['03:00', '26/04']",26/04 03:00,50,3,NIL,400,,,,,,NIL,NIL,17,17,1024,100,,,,,1
"['04:00', '26/04']",26/04 04:00,60,3,65,400,,,,,,NIL,NIL,16,16,1024,100,,,,,1
"['05:00', '26/04']",26/04 05:00,0,0,NIL,450,,,,,,NIL,NIL,16,16,1023,100,,,,,1
"['06:00', '26/04']",26/04 06:00,0,0,NIL,450,,,,,,NIL,NIL,16,16,1023,100,,,,,1
"['07:00', '26/04']",26/04 07:00,290,3,300,400,,,,,,NIL,NIL,16,16,1023,100,,,,,1
"['08:00', '26/04']",26/04 08:00,0,0,NIL,400,,,,,,NIL,NIL,16,16,1023,100,,,,,1
"['09:00', '26/04']",26/04 09:00,0,0,NIL,400,,,,,,NIL,NIL,16,16,1024,100,,,,,1
"['10:00', '26/04']",26/04 10:00,VRB,2,NIL,300,,,,,,NIL,NIL,15,15,1024,100,,,,,1
"['11:00', '26/04']",26/04 11:00,50,3,NIL,100,,,,,,NIL,NIL,16,16,1025,100,,,,,1
"['12:00', '26/04']",26/04 12:00,80,3,NIL,250,,,,,,NIL,NIL,16,16,1025,100,,,,,1
"['12:22', '26/04']",26/04 12:22,310,1,NIL,900,,,,,,400,8,17,17,1025,100,,,,,1
"['13:00', '26/04']",26/04 13:00,300,2,NIL,9000,,,,,,NIL,3,18,18,1026,100,,,,,NIL
"['14:00', '26/04']",26/04 14:00,340,5,NIL,9999,,,,,,NIL,NIL,24,15,1025,57,,,,,NIL
"['15:00', '26/04']",26/04 15:00,90,5,NIL,9999,,,,,,NIL,NIL,26,12,1025,42,,,,,NIL
"['16:00', '26/04']",26/04 16:00,10,9,NIL,9999,,,,,,NIL,NIL,28,07,1024,27,,,,,NIL
"['17:00', '26/04']",26/04 17:00,90,7,NIL,9999,,,,,,NIL,NIL,28,09,1024,30,,,,,NIL
"['18:00', '26/04']",26/04 18:00,90,10,NIL,9999,,,,,,NIL,NIL,27,11,1023,37,,,,,NIL
"['19:00', '26/04']",26/04 19:00,90,8,NIL,9999,,,,,,NIL,NIL,26,11,1023,39,,,,,NIL
"['20:00', '26/04']",26/04 20:00,100,6,NIL,9999,,,,,,NIL,NIL,24,14,1024,54,,,,,NIL
"['21:00', '26/04']",26/04 21:00,120,7,NIL,9999,,,,,,NIL,NIL,21,14,1024,64,,,,,NIL
"['22:00', '26/04']",26/04 22:00,120,5,NIL,9999,,,,,,NIL,NIL,19,10,1024,56,,,,,NIL
"['23:00', '26/04']",26/04 23:00,130,6,NIL,9999,,,,,,NIL,2,17,10,1025,63,,,,,NIL
"['00:00', '27/04']",27/04 00:00,80,5,NIL,9999,,,,,,NIL,2,17,12,1026,72,,,,,NIL
"['01:00', '27/04']",27/04 01:00,110,7,NIL,9999,,,,,,NIL,2,16,15,1026,94,NIL,,,,
"['02:00', '27/04']",27/04 02:00,100,6,NIL,9999,,,,,,NIL,2,16,16,1026,100,NIL,,,,
"['03:00', '27/04']",27/04 03:00,100,8,NIL,9999,,,,,,NIL,2,16,15,1026,94,NIL,,,,
"['04:00', '27/04']",27/04 04:00,100,9,NIL,9999,,,,,,NIL,2,16,15,1026,94,NIL,,,,
"['05:00', '27/04']",27/04 05:00,100,8,NIL,9999,,,,,,NIL,2,15,15,1026,100,NIL,,,,
"['06:00', '27/04']",27/04 06:00,90,5,NIL,9999,,,,,,NIL,NIL,15,15,1026,100,NIL,,,,
"['07:00', '27/04']",27/04 07:00,100,5,NIL,9999,,,,,,NIL,NIL,15,15,1026,100,NIL,,,,
"['08:00', '27/04']",27/04 08:00,100,5,NIL,9999,,,,,,NIL,2,14,14,1026,100,NIL,,,,
"['09:00', '27/04']",27/04 09:00,130,4,NIL,9999,,,,,,NIL,3,14,14,1026,100,NIL,,,,
"['09:35', '27/04']",27/04 09:35,130,4,NIL,9999,,,,,,1300,5,15,15,1026,100,NIL,,,,
"['10:00', '27/04']",27/04 10:00,120,4,NIL,9999,,,,,,1300,5,16,16,1027,100,NIL,,,,
"['11:00', '27/04']",27/04 11:00,120,5,NIL,9999,,,,,,1400,5,16,16,1027,100,NIL,,,,
"['12:00', '27/04']",27/04 12:00,110,10,NIL,9999,,,,,,1400,5,17,12,1028,72,NIL,,,,
"['12:20', '27/04']",27/04 12:20,120,7,NIL,9999,,,,,,2300,5,18,13,1028,73,NIL,,,,
"['13:00', '27/04']",27/04 13:00,100,8,NIL,9999,,,,,,2500,5,19,13,1028,68,NIL,,,,
"['14:00', '27/04']",27/04 14:00,120,10,130,9999,,,,,,2500,5,20,15,1028,73,NIL,,,,
"['15:00', '27/04']",27/04 15:00,70,11,NIL,9999,,,,,,2800,5,21,14,1027,64,NIL,,,,
"['16:00', '27/04']",27/04 16:00,100,11,NIL,9999,,,,,,3000,5,20,13,1027,64,NIL,,,,
"['17:00', '27/04']",27/04 17:00,80,10,NIL,9999,,,,,,3000,5,21,14,1026,64,NIL,,,,
"['18:00', '27/04']",27/04 18:00,90,10,85,9999,,,,,,3000,5,20,14,1025,68,NIL,,,,
"['19:00', '27/04']",27/04 19:00,100,8,105,9999,,,,,,1900,5,20,14,1025,68,NIL,,,,
"['20:00', '27/04']",27/04 20:00,130,9,NIL,9999,,,,,,3000,5,18,16,1025,88,NIL,,,,
"['21:00', '27/04']",27/04 21:00,120,6,NIL,9999,,,,,,2500,5,17,17,1025,100,NIL,,,,
"['21:45', '27/04']",27/04 21:45,120,7,NIL,8000,,,,,,1200,5,17,17,1025,100,1,,,,
"['22:00', '27/04']",27/04 22:00,120,7,NIL,9000,,,,,,1200,5,17,17,1026,100,1,,,,
"['23:00', '27/04']",27/04 23:00,110,7,NIL,9999,,,,,,1300,5,16,16,1026,100,NIL,,,,
"['00:00', '28/04']",28/04 00:00,120,6,NIL,9999,,,,,,1400,8,16,16,1026,100,NIL,,,,
"['01:00', '28/04']",28/04 01:00,110,4,NIL,9999,,,,,,500,5,16,16,1026,100,,,,,
"['02:00', '28/04']",28/04 02:00,110,6,NIL,9999,,,,,,1400,5,16,16,1026,100,,,,,
"['03:00', '28/04']",28/04 03:00,100,4,NIL,9999,,,,,,800,8,16,16,1026,100,,,,,
"['04:00', '28/04']",28/04 04:00,100,6,NIL,9999,,,,,,1400,5,15,15,1025,100,,,,,
"['05:00', '28/04']",28/04 05:00,120,5,NIL,9999,,,,,,1400,5,14,14,1025,100,,,,,
"['06:00', '28/04']",28/04 06:00,120,6,NIL,9999,,,,,,800,5,14,14,1025,100,,,,,
"['07:00', '28/04']",28/04 07:00,110,5,NIL,9999,,,,,,1400,8,15,15,1024,100,,,,,
"['08:00', '28/04']",28/04 08:00,90,3,NIL,9999,,,,,,800,5,15,15,1024,100,,,,,
"['09:00', '28/04']",28/04 09:00,140,4,NIL,9999,,,,,,1400,5,15,15,1024,100,,,,,
"['10:00', '28/04']",28/04 10:00,60,2,NIL,9999,,,,,,1000,5,15,15,1025,100,,,,,
"['11:00', '28/04']",28/04 11:00,70,4,NIL,9999,,,,,,NIL,3,17,17,1016,100,,,,,
"['12:00', '28/04']",28/04 12:00,40,6,NIL,9999,,,,,,2000,5,17,16,1026,94,,,,,
"['13:00', '28/04']",28/04 13:00,70,10,60,9999,,,,,,2000,5,19,15,1026,78,,,,,
"['14:00', '28/04']",28/04 14:00,80,7,65,9999,,,,,,2000,5,20,15,1026,73,,,,,
"['15:00', '28/04']",28/04 15:00,40,9,45,9999,,,,,,2000,5,22,15,1025,65,,,,,
"['16:00', '28/04']",28/04 16:00,50,11,NIL,9999,,,,,,3000,5,23,13,1024,53,,,,,
"['17:00', '28/04']",28/04 17:00,30,8,215,9999,,,,,,3000,5,23,14,1023,57,,,,,
"['18:00', '28/04']",28/04 18:00,150,7,200,9999,,,,,,2000,5,23,13,1022,53,,,,,
"['19:00', '28/04']",28/04 19:00,60,8,60,9999,,,,,,4000,5,23,13,1022,53,,,,,
"['20:00', '28/04']",28/04 20:00,50,6,60,9999,,,,,,NIL,3,22,14,1022,60,,,,,
"['21:00', '28/04']",28/04 21:00,90,5,NIL,9999,,,,,,NIL,3,19,15,1022,78,,,,,
"['22:00', '28/04']",28/04 22:00,90,5,NIL,9999,,,,,,NIL,2,17,17,1022,100,,,,,
"['23:00', '28/04']",28/04 23:00,100,4,NIL,9999,,,,,,NIL,NIL,17,17,1023,100,,,,,
"['00:00', '29/04']",29/04 00:00,110,3,NIL,9999,,,,,,NIL,2,16,16,1024,100,,,,,
"['01:00', '29/04']",29/04 01:00,60,2,,8000,NIL,NIL,,,,NIL,2,16,16,1024,100,,,,,NIL
"['02:00', '29/04']",29/04 02:00,40,4,,7000,1000,135,,,,400,8,16,16,1024,100,,,,,1
"['03:00', '29/04']",29/04 03:00,40,4,,8000,NIL,NIL,,,,600,5,17,17,1023,100,,,,,NIL
"['04:00', '29/04']",29/04 04:00,30,5,,9000,1000,135,,,,600,8,16,16,1023,100,,,,,1
"['05:00', '29/04']",29/04 05:00,30,4,,7000,1000,135,,,,500,8,16,16,1023,100,,,,,1
"['06:00', '29/04']",29/04 06:00,100,5,,9000,NIL,NIL,,,,400,8,16,16,1023,100,,,,,NIL
"['07:00', '29/04']",29/04 07:00,20,5,,9000,NIL,NIL,,,,500,8,16,16,1022,100,,,,,NIL
"['08:00', '29/04']",29/04 08:00,20,3,,9999,NIL,NIL,,,,600,5,16,16,1022,100,,,,,NIL
"['09:00', '29/04']",29/04 09:00,360,4,,9999,NIL,NIL,,,,500,8,16,16,1023,100,,,,,NIL
"['10:00', '29/04']",29/04 10:00,350,3,,9000,NIL,NIL,,,,500,5,15,15,1023,100,,,,,NIL
"['11:00', '29/04']",29/04 11:00,240,3,,9999,NIL,NIL,,,,500,5,16,16,1024,100,,,,,NIL
"['11:40', '29/04']",29/04 11:40,330,3,,9999,NIL,NIL,,,,NIL,3,17,15,1024,88,,,,,NIL
"['12:00', '29/04']",29/04 12:00,360,3,,9999,NIL,NIL,,,,NIL,2,18,15,1024,83,,,,,NIL
"['13:00', '29/04']",29/04 13:00,320,6,,9999,NIL,NIL,,,,NIL,NIL,21,13,1024,60,,,,,NIL
"['14:00', '29/04']",29/04 14:00,320,9,,9999,NIL,NIL,,,,NIL,NIL,24,12,1024,47,,,,,NIL
"['15:00', '29/04']",29/04 15:00,310,9,,9999,NIL,NIL,,,,NIL,NIL,25,12,1023,44,,,,,NIL
"['16:00', '29/04']",29/04 16:00,260,9,,9999,NIL,NIL,,,,NIL,NIL,25,12,1022,44,,,,,NIL
"['17:00', '29/04']",29/04 17:00,270,7,,9999,NIL,NIL,,,,NIL,NIL,26,12,1020,42,,,,,NIL
"['18:00', '29/04']",29/04 18:00,300,7,,9999,NIL,NIL,,,,NIL,NIL,26,13,1020,45,,,,,NIL
"['19:00', '29/04']",29/04 19:00,280,9,,9999,NIL,NIL,,,,NIL,NIL,25,11,1020,41,,,,,NIL
"['20:00', '29/04']",29/04 20:00,270,6,,9999,NIL,NIL,,,,NIL,NIL,25,11,1020,41,,,,,NIL
"['21:00', '29/04']",29/04 21:00,260,5,,9999,NIL,NIL,,,,NIL,NIL,24,10,1020,41,,,,,NIL
"['22:00', '29/04']",29/04 22:00,270,3,,9999,NIL,NIL,,,,NIL,NIL,22,10,1020,46,,,,,NIL
"['23:00', '29/04']",29/04 23:00,230,3,,9999,NIL,NIL,,,,NIL,NIL,21,11,1021,53,,,,,NIL
"['00:00', '30/04']",30/04 00:00,310,2,,9999,NIL,NIL,,,,NIL,NIL,20,11,1021,56,,,,,NIL
"['01:00', '30/04']",30/04 01:00,40,3,NIL,9999,,,,,,,2,18,12,1021,68,,,,,
"['02:00', '30/04']",30/04 02:00,90,3,NIL,9999,,,,,,,2,16,12,1021,77,,,,,
"['03:00', '30/04']",30/04 03:00,30,2,NIL,9999,,,,,,,2,16,12,1020,77,,,,,
"['04:00', '30/04']",30/04 04:00,30,2,NIL,9999,,,,,,,NIL,15,14,1020,94,,,,,
"['05:00', '30/04']",30/04 05:00,100,2,NIL,9999,,,,,,,NIL,15,14,1020,94,,,,,
"['06:00', '30/04']",30/04 06:00,20,2,NIL,9999,,,,,,,NIL,15,14,1020,94,,,,,
"['07:00', '30/04']",30/04 07:00,40,3,NIL,9999,,,,,,,NIL,14,14,1019,100,,,,,
"['08:00', '30/04']",30/04 08:00,70,2,NIL,9999,,,,,,,NIL,14,14,1019,100,,,,,
"['09:00', '30/04']",30/04 09:00,140,4,NIL,9999,,,,,,,2,13,13,1020,100,,,,,
"['10:00', '30/04']",30/04 10:00,VRB,2,NIL,9999,,,,,,,2,13,13,1021,100,,,,,
"['11:00', '30/04']",30/04 11:00,VRB,1,NIL,6000,,,,,,,NIL,16,14,1021,88,,,,,
"['12:00', '30/04']",30/04 12:00,270,3,270,7000,,,,,,,NIL,19,12,1022,64,,,,,
"['13:00', '30/04']",30/04 13:00,260,4,NIL,8000,,,,,,,NIL,21,13,1022,60,,,,,
"['14:00', '30/04']",30/04 14:00,240,4,235,9000,,,,,,,NIL,24,14,1022,54,,,,,
"['15:00', '30/04']",30/04 15:00,VRB,3,NIL,9000,,,,,,,NIL,26,13,1021,45,,,,,
"['16:00', '30/04']",30/04 16:00,260,6,250,9999,,,,,,,2,27,13,1020,42,,,,,
"['17:00', '30/04']",30/04 17:00,250,6,250,9999,,,,,,,2,26,12,1020,42,,,,,
"['18:00', '30/04']",30/04 18:00,290,6,285,9999,,,,,,,3,28,12,1019,37,,,,,
"['19:00', '30/04']",30/04 19:00,230,5,225,9999,,,,,,,3,27,12,1019,39,,,,,
"['20:00', '30/04']",30/04 20:00,190,5,NIL,9999,,,,,,,2,27,12,1019,39,,,,,
"['21:00', '30/04']",30/04 21:00,0,0,NIL,9999,,,,,,,NIL,24,12,1019,47,,,,,
"['22:00', '30/04']",30/04 22:00,100,2,NIL,9999,,,,,,,NIL,21,13,1020,60,,,,,
"['23:00', '30/04']",30/04 23:00,80,3,NIL,9999,,,,,,,NIL,20,15,1020,73,,,,,
"['00:00', '01/05']",01/05 00:00,140,5,NIL,9999,,,,,,,NIL,19,15,1021,78,,,,,
"['01:00', '01/05']",01/05 01:00,130,2,NIL,9999,NIL,NIL,,,NIL,NIL,NIL,18,16,1021,88,,,,,NIL
"['02:00', '01/05']",01/05 02:00,110,4,NIL,9999,NIL,NIL,,,NIL,NIL,NIL,18,17,1021,94,,,,,NIL
"['03:00', '01/05']",01/05 03:00,110,5,NIL,6000,NIL,NIL,,,NIL,200,5,18,18,1021,100,,,,,NIL
"['03:22', '01/05']",01/05 03:22,100,4,NIL,4000,800,315,,,NIL,200,8,18,18,1021,100,,,,,1
"['04:00', '01/05']",01/05 04:00,80,3,NIL,3000,NIL,NIL,,,1,400,5,18,18,1021,100,,,,,NIL
"['05:00', '01/05']",01/05 05:00,90,2,NIL,2000,400,135,,,NIL,200,8,18,18,1021,100,,,,,1
"['06:00', '01/05']",01/05 06:00,40,4,NIL,3000,300,135,,,1,200,5,17,17,1021,100,,,,,NIL
