validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vnt_rajada,vnt_vrb,vis,teto,cobertura,tt,po,qnh,ur,chuva,pancada,trovoada,chuvisco,nevoa_umida,nevoa_seca,nevoeiro,vis_setor,vis_setor_dir
"['07:00', '10/01']",10/01 07:00,250,2,,NIL,9999,NIL,3,26,25,1008,94,NIL,,,,,,,,
"['08:00', '10/01']",10/01 08:00,260,3,,NIL,9999,10000,5,26,24,1009,89,NIL,,,,,,,,
"['09:00', '10/01']",10/01 09:00,VRB,2,,NIL,9999,NIL,3,26,24,1009,89,NIL,,,,,,,,
"['10:00', '10/01']",10/01 10:00,280,4,,260,9999,NIL,3,28,23,1009,74,NIL,,,,,,,,
"['11:00', '10/01']",10/01 11:00,340,5,,155,9999,NIL,NIL,29,22,1010,66,NIL,,,,,,,,
"['12:00', '10/01']",10/01 12:00,330,9,,310,9999,NIL,NIL,31,20,1009,52,NIL,,,,,,,,
"['13:00', '10/01']",10/01 13:00,280,7,,280,9999,NIL,NIL,32,21,1009,52,NIL,,,,,,,,
"['14:00', '10/01']",10/01 14:00,310,8,,140,9999,NIL,NIL,34,20,1008,44,NIL,,,,,,,,
"['15:00', '10/01']",10/01 15:00,280,9,,285,9999,NIL,NIL,36,19,1007,37,NIL,,,,,,,,
"['16:00', '10/01']",10/01 16:00,VRB,6,,NIL,9999,10000,5,36,20,1006,39,NIL,,,,,,,,
"['17:00', '10/01']",10/01 17:00,VRB,5,,NIL,9999,3000,5,36,21,1005,42,NIL,,,,,,,,
"['18:00', '10/01']",10/01 18:00,300,10,,305,9999,4000,5,35,21,1004,44,NIL,,,,,,,,
"['19:00', '10/01']",10/01 19:00,260,19,,NIL,9999,4500,5,27,25,1006,89,1,,,,,,,,
"['20:00', '10/01']",10/01 20:00,190,9,,NIL,8000,4500,5,26,24,1007,89,1,,,,,,,,
"['20:25', '10/01']",10/01 20:25,160,12,,170,5000,800,8,25,24,1007,94,1,,,,,,,,
"['20:53', '10/01']",10/01 20:53,170,10,,NIL,4000,800,8,24,24,1008,100,1,,,,,,,,
"['21:00', '10/01']",10/01 21:00,180,8,,185,4000,800,8,24,24,1008,100,1,,,,,,,,
"['21:30', '10/01']",10/01 21:30,140,11,,140,5000,800,8,24,23,1008,94,1,,,,,,,,
"['22:00', '10/01']",10/01 22:00,160,7,,155,6000,800,8,24,23,1008,94,1,,,,,,,,
"['23:00', '10/01']",10/01 23:00,170,5,,180,5000,800,8,23,23,1010,100,1,,,,,,,,
"['00:00', '11/01']",11/01 00:00,120,3,,115,6000,800,8,23,23,1010,100,1,,,,,,,,
"['01:00', '11/01']",11/01 01:00,80,7,,NIL,9000,900,5,23,23,1009,100,,,,,,,,,
"['02:00', '11/01']",11/01 02:00,100,4,,NIL,9999,900,5,23,23,1008,100,,,,,,,,,
"['03:00', '11/01']",11/01 03:00,90,7,,NIL,9999,900,5,23,23,1007,100,,,,,,,,,
"['04:00', '11/01']",11/01 04:00,140,5,,NIL,9999,800,5,24,23,1007,94,,,,,,,,,
"['05:00', '11/01']",11/01 05:00,170,5,,NIL,9999,800,5,24,23,1007,94,,,,,,,,,
"['06:00', '11/01']",11/01 06:00,180,7,,NIL,9999,800,5,24,24,1006,100,,,,,,,,,
"['07:00', '11/01']",11/01 07:00,170,4,,170,9999,NIL,3,24,24,1007,100,,,,,,,,,
"['08:00', '11/01']",11/01 08:00,170,4,,NIL,9999,NIL,3,24,23,1007,94,,,,,,,,,
"['09:00', '11/01']",11/01 09:00,170,3,,NIL,9999,2500,8,24,24,1008,100,,,,,,,,,
"['10:00', '11/01']",11/01 10:00,0,0,,NIL,9999,3000,5,25,24,1009,94,,,,,,,,,
"['11:00', '11/01']",11/01 11:00,0,0,,NIL,9999,3000,5,26,23,1010,84,,,,,,,,,
"['12:00', '11/01']",11/01 12:00,170,3,,NIL,9999,3000,5,27,22,1010,74,,,,,,,,,
"['13:00', '11/01']",11/01 13:00,210,8,,NIL,9999,2500,8,26,24,1011,89,,,,,,,,,
"['14:00', '11/01']",11/01 14:00,180,5,,170,9999,3000,8,26,24,1011,89,,,,,,,,,
"['15:00', '11/01']",11/01 15:00,190,7,,205,9999,4500,5,28,24,1011,79,,,,,,,,,
"['16:00', '11/01']",11/01 16:00,190,8,,180,9999,4500,5,30,22,1010,62,,,,,,,,,
"['17:00', '11/01']",11/01 17:00,130,8,,140,9999,8000,8,30,21,1010,59,,,,,,,,,
"['18:00', '11/01']",11/01 18:00,190,8,,195,9999,7000,8,31,21,1010,55,,,,,,,,,
"['19:00', '11/01']",11/01 19:00,140,7,,135,9999,NIL,3,31,21,1009,55,,,,,,,,,
"['20:00', '11/01']",11/01 20:00,150,8,,170,9999,NIL,3,31,22,1009,59,,,,,,,,,
"['21:00', '11/01']",11/01 21:00,150,9,,145,9999,NIL,3,30,21,1009,59,,,,,,,,,
"['22:00', '11/01']",11/01 22:00,130,10,,125,9999,NIL,3,28,22,1010,70,,,,,,,,,
"['23:00', '11/01']",11/01 23:00,110,10,,NIL,9999,NIL,3,27,23,1011,79,,,,,,,,,
"['00:00', '12/01']",12/01 00:00,110,9,,NIL,9999,NIL,3,26,24,1011,89,,,,,,,,,
"['01:00', '12/01']",12/01 01:00,110,10,,NIL,9999,NIL,3,26,24,1012,89,,,,,,,,,
"['02:00', '12/01']",12/01 02:00,110,6,,NIL,9999,NIL,3,25,24,1012,94,,,,,,,,,
"['03:00', '12/01']",12/01 03:00,100,7,,NIL,9999,NIL,2,25,24,1013,94,,,,,,,,,
"['04:00', '12/01']",12/01 04:00,110,7,,NIL,9999,NIL,2,24,24,1012,100,,,,,,,,,
"['05:00', '12/01']",12/01 05:00,120,6,,NIL,9000,NIL,2,24,24,1012,100,,,,,,,,,
"['06:00', '12/01']",12/01 06:00,120,6,,NIL,9999,NIL,2,24,24,1012,100,,,,,,,,,
"['07:00', '12/01']",12/01 07:00,130,5,,NIL,9000,NIL,2,24,23,1012,94,,,,,,,,,
"['08:00', '12/01']",12/01 08:00,0,0,,NIL,9000,NIL,2,23,23,1013,100,,,,,,,,,
"['09:00', '12/01']",12/01 09:00,0,0,,NIL,9999,2300,5,23,23,1014,100,,,,,,,,,
"['10:00', '12/01']",12/01 10:00,80,4,,NIL,9000,NIL,3,24,24,1014,100,,,,,,,,,
"['11:00', '12/01']",12/01 11:00,70,4,,75,9999,2400,5,26,23,1014,84,,,,,,,,,
"['12:00', '12/01']",12/01 12:00,VRB,2,,NIL,9999,2400,5,27,22,1014,74,,,,,,,,,
"['13:00', '12/01']",12/01 13:00,VRB,2,,NIL,9999,3000,5,29,21,1014,62,,,,,,,,,
"['14:00', '12/01']",12/01 14:00,320,5,,120,9999,3500,5,29,21,1015,62,,,,,,,,,
"['15:00', '12/01']",12/01 15:00,270,11,,NIL,9999,4000,5,30,20,1014,55,,,,,,,,,
"['16:00', '12/01']",12/01 16:00,VRB,7,,NIL,9999,NIL,3,31,17,1014,43,,,,,,,,,
"['17:00', '12/01']",12/01 17:00,110,8,,120,9999,NIL,3,31,16,1014,40,,,,,,,,,
"['18:00', '12/01']",12/01 18:00,100,9,,100,9999,NIL,NIL,32,13,1014,32,,,,,,,,,
"['19:00', '12/01']",12/01 19:00,120,8,,115,9999,NIL,NIL,32,12,1013,30,,,,,,,,,
"['20:00', '12/01']",12/01 20:00,160,9,,150,9999,NIL,NIL,32,15,1012,36,,,,,,,,,
"['21:00', '12/01']",12/01 21:00,150,10,,NIL,9999,NIL,NIL,31,16,1012,40,,,,,,,,,
"['22:00', '12/01']",12/01 22:00,110,11,,NIL,9999,NIL,NIL,29,17,1014,48,,,,,,,,,
"['23:00', '12/01']",12/01 23:00,130,9,,NIL,9999,NIL,NIL,28,14,1015,42,,,,,,,,,
"['00:00', '13/01']",13/01 00:00,110,8,,NIL,9999,NIL,NIL,26,15,1016,51,,,,,,,,,
"['01:00', '13/01']",13/01 01:00,100,9,,NIL,9999,,NIL,25,16,1016,57,,,,,,,,,
"['02:00', '13/01']",13/01 02:00,80,7,,NIL,9999,,NIL,24,17,1016,65,,,,,,,,,
"['03:00', '13/01']",13/01 03:00,100,5,,NIL,9999,,NIL,23,18,1016,73,,,,,,,,,
"['04:00', '13/01']",13/01 04:00,100,6,,NIL,9999,,NIL,22,19,1016,83,,,,,,,,,
"['05:00', '13/01']",13/01 05:00,110,4,,NIL,9999,,NIL,22,19,1015,83,,,,,,,,,
"['06:00', '13/01']",13/01 06:00,120,3,,NIL,9999,,NIL,21,19,1015,88,,,,,,,,,
"['07:00', '13/01']",13/01 07:00,60,4,,NIL,9999,,NIL,22,19,1015,83,,,,,,,,,
"['08:00', '13/01']",13/01 08:00,VRB,2,,NIL,9999,,NIL,21,19,1016,88,,,,,,,,,
"['09:00', '13/01']",13/01 09:00,100,2,,NIL,9999,,NIL,20,19,1016,94,,,,,,,,,
"['10:00', '13/01']",13/01 10:00,50,3,,45,9999,,2,22,20,1017,88,,,,,,,,,
"['11:00', '13/01']",13/01 11:00,70,4,,70,9999,,2,25,21,1017,79,,,,,,,,,
"['12:00', '13/01']",13/01 12:00,120,7,,115,9999,,3,26,21,1017,74,,,,,,,,,
"['13:00', '13/01']",13/01 13:00,100,7,,100,9999,,3,28,17,1017,51,,,,,,,,,
"['14:00', '13/01']",13/01 14:00,110,7,,115,9999,,3,29,18,1017,52,,,,,,,,,
"['15:00', '13/01']",13/01 15:00,120,8,,115,9999,,2,30,18,1016,49,,,,,,,,,
"['16:00', '13/01']",13/01 16:00,130,8,,135,9999,,2,30,17,1016,46,,,,,,,,,
"['17:00', '13/01']",13/01 17:00,130,10,,NIL,9999,,2,31,18,1015,46,,,,,,,,,
"['18:00', '13/01']",13/01 18:00,110,14,,NIL,9999,,2,30,17,1015,46,,,,,,,,,
"['19:00', '13/01']",13/01 19:00,120,12,,NIL,9999,,2,30,19,1015,52,,,,,,,,,
"['20:00', '13/01']",13/01 20:00,110,4,,110,9999,,2,28,18,1014,55,,,,,,,,,
"['21:00', '13/01']",13/01 21:00,110,15,,120,9999,,2,27,18,1014,58,,,,,,,,,
"['22:00', '13/01']",13/01 22:00,120,16,,NIL,9999,,2,25,18,1014,65,,,,,,,,,
"['23:00', '13/01']",13/01 23:00,110,14,,NIL,9999,,NIL,24,18,1015,69,,,,,,,,,
"['00:00', '14/01']",14/01 00:00,110,13,,NIL,9999,,NIL,23,18,1016,73,,,,,,,,,
"['01:00', '14/01']",14/01 01:00,110,12,,NIL,9999,,NIL,23,18,1016,73,,,,,,,,,
"['02:00', '14/01']",14/01 02:00,110,12,,NIL,9999,,NIL,22,18,1016,78,,,,,,,,,
"['03:00', '14/01']",14/01 03:00,110,10,,NIL,9999,,NIL,22,18,1015,78,,,,,,,,,
"['04:00', '14/01']",14/01 04:00,110,8,,NIL,9999,,NIL,21,18,1015,83,,,,,,,,,
"['05:00', '14/01']",14/01 05:00,110,7,,NIL,9999,,NIL,21,19,1014,88,,,,,,,,,
"['06:00', '14/01']",14/01 06:00,110,7,,NIL,9999,,NIL,21,19,1014,88,,,,,,,,,
"['07:00', '14/01']",14/01 07:00,110,7,,NIL,9999,,NIL,21,19,1014,88,,,,,,,,,
"['08:00', '14/01']",14/01 08:00,110,5,,NIL,9999,,NIL,21,19,1014,88,,,,,,,,,
"['09:00', '14/01']",14/01 09:00,80,5,,NIL,9999,,NIL,20,20,1013,100,,,,,,,,,
"['10:00', '14/01']",14/01 10:00,90,7,,NIL,9999,,NIL,22,20,1014,88,,,,,,,,,
"['11:00', '14/01']",14/01 11:00,90,7,,NIL,9999,,NIL,25,19,1014,69,,,,,,,,,
"['12:00', '14/01']",14/01 12:00,110,8,,NIL,9999,,NIL,27,18,1013,58,,,,,,,,,
"['13:00', '14/01']",14/01 13:00,100,7,,NIL,9999,,NIL,29,18,1013,52,,,,,,,,,
"['14:00', '14/01']",14/01 14:00,60,5,,235,9999,,NIL,30,18,1012,49,,,,,,,,,
"['15:00', '14/01']",14/01 15:00,90,5,,105,9999,,NIL,32,17,1012,41,,,,,,,,,
"['16:00', '14/01']",14/01 16:00,50,4,,230,9999,,2,33,18,1011,41,,,,,,,,,
"['17:00', '14/01']",14/01 17:00,250,9,,NIL,9999,,2,33,19,1011,44,,,,,,,,,
"['18:00', '14/01']",14/01 18:00,270,8,,260,9999,,2,34,20,1010,44,,,,,,,,,
"['19:00', '14/01']",14/01 19:00,260,8,,NIL,9999,,2,34,20,1009,44,,,,,,,,,
"['20:00', '14/01']",14/01 20:00,120,11,,110,9999,,NIL,33,21,1008,49,,,,,,,,,
"['21:00', '14/01']",14/01 21:00,110,11,,NIL,9999,,NIL,31,21,1008,55,,,,,,,,,
"['22:00', '14/01']",14/01 22:00,130,10,,NIL,9999,,NIL,29,22,1009,66,,,,,,,,,
"['23:00', '14/01']",14/01 23:00,120,10,,NIL,9999,,NIL,27,22,1009,74,,,,,,,,,
"['00:00', '15/01']",15/01 00:00,110,9,,NIL,9999,,NIL,26,22,1009,79,,,,,,,,,
"['01:00', '15/01']",15/01 01:00,110,7,NIL,NIL,9999,NIL,NIL,26,22,1009,79,NIL,,NIL,,,,,,
"['02:00', '15/01']",15/01 02:00,100,7,NIL,NIL,9999,NIL,NIL,26,22,1009,79,NIL,,NIL,,,,,,
"['03:00', '15/01']",15/01 03:00,100,6,NIL,NIL,9999,NIL,NIL,25,23,1009,89,NIL,,NIL,,,,,,
"['04:00', '15/01']",15/01 04:00,70,6,NIL,NIL,9999,NIL,NIL,25,23,1008,89,NIL,,NIL,,,,,,
"['05:00', '15/01']",15/01 05:00,90,6,NIL,NIL,9999,NIL,NIL,25,23,1008,89,NIL,,NIL,,,,,,
"['06:00', '15/01']",15/01 06:00,90,6,NIL,NIL,9999,NIL,NIL,25,22,1008,83,NIL,,NIL,,,,,,
"['07:00', '15/01']",15/01 07:00,80,3,NIL,NIL,9999,NIL,NIL,24,22,1007,89,NIL,,NIL,,,,,,
"['08:00', '15/01']",15/01 08:00,0,0,NIL,NIL,9999,NIL,NIL,24,22,1007,89,NIL,,NIL,,,,,,
"['09:00', '15/01']",15/01 09:00,10,4,NIL,NIL,9999,NIL,NIL,26,20,1008,70,NIL,,NIL,,,,,,
"['10:00', '15/01']",15/01 10:00,360,3,NIL,195,9999,NIL,NIL,27,19,1008,62,NIL,,NIL,,,,,,
"['11:00', '15/01']",15/01 11:00,350,10,NIL,NIL,9999,NIL,NIL,29,18,1008,52,NIL,,NIL,,,,,,
"['12:00', '15/01']",15/01 12:00,340,11,NIL,170,9999,NIL,NIL,31,20,1008,52,NIL,,NIL,,,,,,
"['13:00', '15/01']",15/01 13:00,350,11,NIL,170,9999,NIL,NIL,32,20,1007,49,NIL,,NIL,,,,,,
"['14:00', '15/01']",15/01 14:00,330,12,NIL,NIL,9999,NIL,NIL,33,20,1008,46,NIL,,NIL,,,,,,
"['15:00', '15/01']",15/01 15:00,300,9,NIL,NIL,9999,NIL,NIL,33,21,1007,49,NIL,,NIL,,,,,,
"['16:00', '15/01']",15/01 16:00,330,14,NIL,160,9999,10000,5,33,20,1006,46,NIL,,NIL,,,,,,
"['17:00', '15/01']",15/01 17:00,350,12,NIL,NIL,9999,NIL,NIL,33,20,1006,46,NIL,,NIL,,,,,,
"['18:00', '15/01']",15/01 18:00,350,11,NIL,200,9999,NIL,NIL,34,21,1004,47,NIL,,NIL,,,,,,
"['19:00', '15/01']",15/01 19:00,360,12,NIL,NIL,9999,NIL,2,35,21,1003,44,NIL,,NIL,,,,,,
"['20:00', '15/01']",15/01 20:00,340,9,NIL,160,9999,NIL,2,35,22,1002,47,NIL,,NIL,,,,,,
"['20:45', '15/01']",15/01 20:45,320,7,NIL,325,9999,7000,5,35,22,1003,47,NIL,,1,,,,,,
"['21:00', '15/01']",15/01 21:00,300,27,39,NIL,4000,7000,5,27,24,1005,84,1,,1,,,,,,
"['21:40', '15/01']",15/01 21:40,350,6,NIL,170,5000,8000,8,26,25,1004,94,1,,1,,,,,,
"['22:00', '15/01']",15/01 22:00,290,5,NIL,310,9000,8000,5,27,24,1004,84,1,,1,,,,,,
"['23:00', '15/01']",15/01 23:00,250,13,NIL,NIL,9000,7000,5,26,24,1007,89,1,,1,,,,,,
"['00:00', '16/01']",16/01 00:00,320,8,NIL,285,9000,10000,5,25,25,1007,100,1,,1,,,,,,
"['01:00', '16/01']",16/01 01:00,330,7,NIL,NIL,7000,10000,5,25,25,1007,100,1,,,,,,,,
"['01:42', '16/01']",16/01 01:42,330,7,NIL,NIL,5000,800,8,25,25,1007,100,1,,,,,,,,
"['02:00', '16/01']",16/01 02:00,330,10,NIL,NIL,4000,800,8,25,25,1007,100,1,,,,,,,,
"['03:00', '16/01']",16/01 03:00,310,8,NIL,NIL,4000,800,8,24,24,1007,100,1,,,,,,,,
"['04:00', '16/01']",16/01 04:00,280,8,NIL,NIL,6000,800,5,24,24,1008,100,1,,,,,,,,
"['05:00', '16/01']",16/01 05:00,260,6,NIL,NIL,9000,800,8,24,24,1008,100,NIL,,,,,,,,
"['06:00', '16/01']",16/01 06:00,200,9,NIL,205,9999,800,8,24,22,1008,89,NIL,,,,,,,,
"['07:00', '16/01']",16/01 07:00,270,4,NIL,270,9999,800,8,23,23,1009,100,NIL,,,,,,,,
"['08:00', '16/01']",16/01 08:00,210,7,NIL,215,9999,800,8,25,22,1010,83,NIL,,,,,,,,
"['09:00', '16/01']",16/01 09:00,190,9,NIL,190,9999,4500,8,24,22,1011,89,NIL,,,,,,,,
"['10:00', '16/01']",16/01 10:00,200,13,23,205,9000,4500,8,23,21,1013,89,NIL,,,,,,,,
"['11:00', '16/01']",16/01 11:00,200,12,NIL,205,9000,4500,8,23,19,1014,78,NIL,,,,,,,,
"['12:00', '16/01']",16/01 12:00,190,15,NIL,195,8000,4500,8,23,19,1015,78,NIL,,,,,,,,
"['13:00', '16/01']",16/01 13:00,180,12,NIL,180,9000,4500,8,23,16,1016,65,NIL,,,,,,,,
"['14:00', '16/01']",16/01 14:00,200,10,NIL,200,9999,4500,8,23,16,1017,65,NIL,,,,,,,,
"['15:00', '16/01']",16/01 15:00,180,8,NIL,180,9999,5000,8,24,14,1017,54,NIL,,,,,,,,
"['16:00', '16/01']",16/01 16:00,180,12,NIL,190,9999,5000,8,24,12,1017,47,NIL,,,,,,,,
"['17:00', '16/01']",16/01 17:00,190,10,NIL,190,9999,5000,8,24,12,1018,47,NIL,,,,,,,,
"['18:00', '16/01']",16/01 18:00,180,10,NIL,180,9999,6000,8,24,09,1018,38,NIL,,,,,,,,
"['19:00', '16/01']",16/01 19:00,130,9,NIL,135,9999,NIL,NIL,24,08,1018,36,NIL,,,,,,,,
"['20:00', '16/01']",16/01 20:00,160,9,NIL,160,9999,NIL,NIL,24,08,1018,36,NIL,,,,,,,,
"['21:00', '16/01']",16/01 21:00,150,8,NIL,150,9999,NIL,NIL,24,10,1018,41,NIL,,,,,,,,
"['22:00', '16/01']",16/01 22:00,160,8,NIL,NIL,9999,NIL,NIL,23,09,1018,41,NIL,,,,,,,,
"['23:00', '16/01']",16/01 23:00,130,7,NIL,130,9999,NIL,NIL,22,11,1019,50,NIL,,,,,,,,
"['00:00', '17/01']",17/01 00:00,100,8,NIL,NIL,9999,NIL,NIL,20,13,1019,64,NIL,,,,,,,,
"['01:00', '17/01']",17/01 01:00,110,9,,NIL,9999,NIL,NIL,20,11,1020,56,,,,,,,,,
"['02:00', '17/01']",17/01 02:00,100,7,,NIL,9999,NIL,NIL,19,11,1021,60,,,,,,,,,
"['03:00', '17/01']",17/01 03:00,100,6,,NIL,9999,NIL,NIL,18,11,1020,64,,,,,,,,,
"['04:00', '17/01']",17/01 04:00,80,3,,NIL,9999,NIL,NIL,17,12,1020,72,,,,,,,,,
"['05:00', '17/01']",17/01 05:00,90,2,,NIL,9999,NIL,NIL,17,12,1020,72,,,,,,,,,
"['06:00', '17/01']",17/01 06:00,70,3,,NIL,9999,NIL,NIL,16,13,1020,82,,,,,,,,,
"['07:00', '17/01']",17/01 07:00,70,2,,NIL,9999,NIL,NIL,15,13,1020,88,,,,,,,,,
"['08:00', '17/01']",17/01 08:00,90,2,,NIL,9999,NIL,NIL,15,14,1020,94,,,,,,,,,
"['09:00', '17/01']",17/01 09:00,0,0,,NIL,9999,NIL,2,15,13,1021,88,,,,,,,,,
"['10:00', '17/01']",17/01 10:00,VRB,2,,NIL,9999,NIL,NIL,17,14,1022,83,,,,,,,,,
"['11:00', '17/01']",17/01 11:00,310,4,,300,9999,NIL,2,18,15,1022,83,,,,,,,,,
"['12:00', '17/01']",17/01 12:00,320,4,,140,9999,NIL,2,21,13,1023,60,,,,,,,,,
"['13:00', '17/01']",17/01 13:00,VRB,5,,NIL,9999,4500,5,23,12,1023,50,,,,,,,,,
"['14:00', '17/01']",17/01 14:00,VRB,4,,NIL,9999,4500,5,23,12,1023,50,,,,,,,,,
"['15:00', '17/01']",17/01 15:00,VRB,3,,NIL,9999,4700,5,23,12,1022,50,,,,,,,,,
"['16:00', '17/01']",17/01 16:00,VRB,5,,NIL,9999,NIL,NIL,25,11,1022,41,,,,,,,,,
"['17:00', '17/01']",17/01 17:00,170,6,,170,9999,NIL,NIL,25,11,1021,41,,,,,,,,,
"['18:00', '17/01']",17/01 18:00,110,5,,90,9999,NIL,NIL,26,11,1021,39,,,,,,,,,
"['19:00', '17/01']",17/01 19:00,120,9,,125,9999,NIL,NIL,26,09,1020,34,,,,,,,,,
"['20:00', '17/01']",17/01 20:00,140,7,,135,9999,NIL,NIL,26,09,1020,34,,,,,,,,,
"['21:00', '17/01']",17/01 21:00,140,8,,155,9999,NIL,NIL,26,10,1020,37,,,,,,,,,
"['22:00', '17/01']",17/01 22:00,130,9,,130,9999,NIL,NIL,24,12,1020,47,,,,,,,,,
"['23:00', '17/01']",17/01 23:00,130,11,,NIL,9999,NIL,NIL,23,13,1020,53,,,,,,,,,
"['00:00', '18/01']",18/01 00:00,110,10,,NIL,9999,NIL,NIL,21,13,1020,60,,,,,,,,,
"['01:00', '18/01']",18/01 01:00,100,10,,NIL,9999,,NIL,21,13,1020,60,,,,,,,,,
"['02:00', '18/01']",18/01 02:00,110,9,,NIL,9999,,NIL,20,13,1020,64,,,,,,,,,
"['03:00', '18/01']",18/01 03:00,100,7,,NIL,9999,,NIL,19,14,1020,73,,,,,,,,,
"['04:00', '18/01']",18/01 04:00,70,5,,NIL,9999,,NIL,18,14,1020,77,,,,,,,,,
"['05:00', '18/01']",18/01 05:00,80,6,,NIL,9999,,NIL,18,15,1020,83,,,,,,,,,
"['06:00', '18/01']",18/01 06:00,120,5,,NIL,9999,,NIL,18,14,1019,77,,,,,,,,,
"['07:00', '18/01']",18/01 07:00,110,4,,NIL,9999,,NIL,18,14,1019,77,,,,,,,,,
"['08:00', '18/01']",18/01 08:00,70,4,,NIL,9999,,NIL,17,14,1019,83,,,,,,,,,
"['09:00', '18/01']",18/01 09:00,80,5,,NIL,9999,,NIL,17,15,1019,88,,,,,,,,,
"['10:00', '18/01']",18/01 10:00,70,4,,NIL,9999,,NIL,18,15,1020,83,,,,,,,,,
"['11:00', '18/01']",18/01 11:00,80,5,,70,9999,,NIL,20,14,1020,68,,,,,,,,,
"['12:00', '18/01']",18/01 12:00,70,7,,70,9999,,NIL,23,13,1020,53,,,,,,,,,
"['13:00', '18/01']",18/01 13:00,70,6,,85,9999,,NIL,25,15,1019,54,,,,,,,,,
"['14:00', '18/01']",18/01 14:00,VRB,5,,NIL,9999,,NIL,26,15,1019,51,,,,,,,,,
"['15:00', '18/01']",18/01 15:00,100,6,,115,9999,,NIL,28,15,1019,45,,,,,,,,,
"['16:00', '18/01']",18/01 16:00,90,6,,75,9999,,2,29,15,1018,43,,,,,,,,,
"['17:00', '18/01']",18/01 17:00,90,9,,95,9999,,2,29,15,1017,43,,,,,,,,,
"['18:00', '18/01']",18/01 18:00,VRB,3,,NIL,9999,,NIL,30,15,1017,40,,,,,,,,,
"['19:00', '18/01']",18/01 19:00,80,7,,90,9999,,NIL,30,15,1016,40,,,,,,,,,
"['20:00', '18/01']",18/01 20:00,100,11,,NIL,9999,,NIL,29,17,1015,48,,,,,,,,,
"['21:00', '18/01']",18/01 21:00,110,13,,120,9999,,NIL,28,17,1015,51,,,,,,,,,
"['22:00', '18/01']",18/01 22:00,120,13,,NIL,9999,,NIL,26,18,1015,61,,,,,,,,,
"['23:00', '18/01']",18/01 23:00,120,13,,NIL,9999,,NIL,24,18,1016,69,,,,,,,,,
"['00:00', '19/01']",19/01 00:00,120,11,,NIL,9999,,NIL,23,19,1016,78,,,,,,,,,
"['01:00', '19/01']",19/01 01:00,110,9,NIL,NIL,9999,,NIL,22,19,1016,83,,,,,,,,,
"['02:00', '19/01']",19/01 02:00,120,8,NIL,NIL,9999,,NIL,22,19,1016,83,,,,,,,,,
"['03:00', '19/01']",19/01 03:00,110,8,NIL,NIL,9999,,NIL,22,19,1016,83,,,,,,,,,
"['04:00', '19/01']",19/01 04:00,110,6,NIL,NIL,9999,,NIL,21,19,1015,88,,,,,,,,,
"['05:00', '19/01']",19/01 05:00,100,5,NIL,NIL,9999,,NIL,21,19,1015,88,,,,,,,,,
"['06:00', '19/01']",19/01 06:00,80,3,NIL,NIL,9999,,NIL,21,19,1015,88,,,,,,,,,
"['07:00', '19/01']",19/01 07:00,VRB,2,NIL,NIL,9999,,NIL,20,19,1015,94,,,,,,,,,
"['08:00', '19/01']",19/01 08:00,0,0,NIL,NIL,9000,,NIL,20,19,1015,94,,,,,,,,,
"['09:00', '19/01']",19/01 09:00,70,3,NIL,NIL,9999,,NIL,20,19,1015,94,,,,,,,,,
"['10:00', '19/01']",19/01 10:00,80,3,NIL,NIL,9999,,NIL,21,19,1016,88,,,,,,,,,
"['11:00', '19/01']",19/01 11:00,70,3,NIL,60,9999,,NIL,23,19,1016,78,,,,,,,,,
"['12:00', '19/01']",19/01 12:00,340,4,NIL,165,9999,,NIL,26,18,1016,61,,,,,,,,,
"['13:00', '19/01']",19/01 13:00,330,4,NIL,145,9999,,NIL,27,18,1016,58,,,,,,,,,
"['14:00', '19/01']",19/01 14:00,310,4,NIL,305,9999,,NIL,29,18,1015,52,,,,,,,,,
"['15:00', '19/01']",19/01 15:00,90,5,NIL,255,9999,,NIL,31,19,1014,49,,,,,,,,,
"['16:00', '19/01']",19/01 16:00,VRB,3,NIL,NIL,9999,,2,32,18,1014,43,,,,,,,,,
"['17:00', '19/01']",19/01 17:00,80,3,NIL,95,9999,,3,34,17,1013,36,,,,,,,,,
"['18:00', '19/01']",19/01 18:00,VRB,6,NIL,NIL,9999,,NIL,34,18,1012,39,,,,,,,,,
"['19:00', '19/01']",19/01 19:00,100,6,20,125,9999,,NIL,34,19,1012,41,,,,,,,,,
"['20:00', '19/01']",19/01 20:00,110,11,NIL,115,9999,,NIL,33,20,1011,46,,,,,,,,,
"['21:00', '19/01']",19/01 21:00,110,13,NIL,NIL,9999,,NIL,31,19,1011,49,,,,,,,,,
"['22:00', '19/01']",19/01 22:00,100,12,NIL,NIL,9999,,NIL,29,20,1011,58,,,,,,,,,
"['23:00', '19/01']",19/01 23:00,110,13,NIL,NIL,9999,,NIL,27,20,1012,66,,,,,,,,,
"['00:00', '20/01']",20/01 00:00,110,11,NIL,NIL,9999,,NIL,25,20,1012,74,,,,,,,,,
"['01:00', '20/01']",20/01 01:00,110,9,,NIL,9999,,NIL,24,21,1012,83,,,,,,,,,
"['02:00', '20/01']",20/01 02:00,110,9,,110,9999,,NIL,24,21,1012,83,,,,,,,,,
"['03:00', '20/01']",20/01 03:00,110,8,,NIL,9999,,NIL,24,21,1012,83,,,,,,,,,
"['04:00', '20/01']",20/01 04:00,100,9,,NIL,9999,,NIL,24,21,1011,83,,,,,,,,,
