validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vnt_vrb,vis,chuva,trovoada,teto,cobertura,tt,po,qnh,ur,vnt_rajada,chuvisco,nevoa_umida,pancada,vis_setor,vis_setor_dir,nevoa_seca,nevoeiro
"['11:00', '07/01']",07/01 11:00,340,10,NIL,9999,NIL,NIL,NIL,NIL,25,18,1016,65,NIL,,,,,,,
"['12:00', '07/01']",07/01 12:00,330,8,NIL,9999,NIL,NIL,NIL,NIL,26,19,1015,65,NIL,,,,,,,
"['13:00', '07/01']",07/01 13:00,330,13,NIL,9999,NIL,NIL,NIL,2,28,19,1015,58,NIL,,,,,,,
"['14:00', '07/01']",07/01 14:00,340,10,NIL,9999,NIL,NIL,NIL,3,29,20,1015,58,NIL,,,,,,,
"['15:00', '07/01']",07/01 15:00,320,13,310,9999,NIL,NIL,NIL,2,30,19,1015,52,NIL,,,,,,,
"['16:00', '07/01']",07/01 16:00,340,13,NIL,9999,NIL,NIL,NIL,3,30,18,1014,49,NIL,,,,,,,
"['17:00', '07/01']",07/01 17:00,340,10,NIL,9999,NIL,NIL,NIL,NIL,31,18,1013,46,NIL,,,,,,,
"['18:00', '07/01']",07/01 18:00,330,10,NIL,9999,NIL,NIL,NIL,NIL,31,18,1012,46,NIL,,,,,,,
"['19:00', '07/01']",07/01 19:00,310,9,NIL,9999,NIL,NIL,NIL,NIL,31,17,1012,43,NIL,,,,,,,
"['20:00', '07/01']",07/01 20:00,330,6,NIL,9999,NIL,NIL,6700,5,31,18,1012,46,NIL,,,,,,,
"['21:00', '07/01']",07/01 21:00,320,8,NIL,9999,NIL,NIL,NIL,NIL,30,18,1012,49,NIL,,,,,,,
"['22:00', '07/01']",07/01 22:00,290,5,NIL,9999,NIL,NIL,NIL,2,30,18,1013,49,NIL,,,,,,,
"['23:00', '07/01']",07/01 23:00,150,8,NIL,9999,NIL,NIL,NIL,2,26,19,1014,65,NIL,,,,,,,
"['23:50', '07/01']",07/01 23:50,60,7,NIL,9999,1,1,4700,5,24,19,1015,74,28,,,,,,,
"['00:00', '08/01']",08/01 00:00,50,20,NIL,500,1,1,1200,8,20,18,1016,88,33,,,,,,,
"['00:37', '08/01']",08/01 00:37,10,3,NIL,5000,1,1,3300,5,19,18,1016,94,NIL,,,,,,,
"['01:00', '08/01']",08/01 01:00,320,4,NIL,8000,1,1,5000,8,20,19,1017,94,,,,,,,,
"['02:00', '08/01']",08/01 02:00,40,4,NIL,8000,1,NIL,NIL,NIL,21,20,1016,94,,,,,,,,
"['02:01', '08/01']",08/01 02:01,50,4,NIL,7000,1,NIL,NIL,NIL,21,20,1016,94,,,,,,,,
"['02:22', '08/01']",08/01 02:22,50,4,50,NIL,1,NIL,NIL,NIL,21,20,1015,94,,,,,,,,
"['02:50', '08/01']",08/01 02:50,10,4,NIL,8000,1,NIL,NIL,2,21,20,1015,94,,,,,,,,
"['03:00', '08/01']",08/01 03:00,10,4,NIL,7000,1,NIL,NIL,NIL,22,20,1015,88,,,,,,,,
"['03:25', '08/01']",08/01 03:25,40,4,NIL,8000,1,NIL,NIL,NIL,22,21,1015,94,,,,,,,,
"['04:00', '08/01']",08/01 04:00,20,6,NIL,8000,1,NIL,NIL,3,22,20,1015,88,,,,,,,,
"['04:11', '08/01']",08/01 04:11,10,8,190,NIL,1,NIL,2800,5,22,20,1014,88,,,,,,,,
"['04:13', '08/01']",08/01 04:13,20,8,190,NIL,1,NIL,800,5,22,20,1014,88,,,,,,,,
"['04:32', '08/01']",08/01 04:32,50,4,45,NIL,1,NIL,800,5,22,20,1014,88,,,,,,,,
"['05:00', '08/01']",08/01 05:00,30,6,NIL,9000,1,NIL,800,5,22,20,1014,88,,,,,,,,
"['05:04', '08/01']",08/01 05:04,20,5,NIL,9000,NIL,NIL,700,5,22,20,1013,88,,,,,,,,
"['05:16', '08/01']",08/01 05:16,360,4,180,NIL,NIL,NIL,1000,5,22,20,1013,88,,,,,,,,
"['05:33', '08/01']",08/01 05:33,30,3,215,NIL,NIL,NIL,NIL,2,22,20,1013,88,,,,,,,,
"['06:00', '08/01']",08/01 06:00,20,4,NIL,9999,NIL,NIL,NIL,2,22,20,1013,88,,,,,,,,
"['07:00', '08/01']",08/01 07:00,10,4,NIL,9999,NIL,NIL,NIL,2,22,19,1013,83,,,,,,,,
"['08:00', '08/01']",08/01 08:00,320,5,NIL,9999,NIL,NIL,NIL,NIL,22,20,1014,88,,,,,,,,
"['09:00', '08/01']",08/01 09:00,330,7,NIL,9999,NIL,NIL,NIL,NIL,22,19,1015,83,,,,,,,,
"['10:00', '08/01']",08/01 10:00,340,8,NIL,9999,NIL,NIL,NIL,NIL,22,19,1016,83,,,,,,,,
"['11:00', '08/01']",08/01 11:00,340,9,NIL,9999,NIL,NIL,NIL,NIL,23,19,1016,78,,,,,,,,
"['12:00', '08/01']",08/01 12:00,310,11,310,9999,NIL,NIL,NIL,2,25,20,1017,74,,,,,,,,
"['13:00', '08/01']",08/01 13:00,330,7,150,9999,NIL,NIL,NIL,2,26,20,1017,70,,,,,,,,
"['14:00', '08/01']",08/01 14:00,330,10,155,9999,NIL,NIL,2300,5,26,20,1017,70,,,,,,,,
"['15:00', '08/01']",08/01 15:00,300,9,295,9999,NIL,NIL,2700,5,28,20,1017,62,,,,,,,,
"['16:00', '08/01']",08/01 16:00,280,7,295,9999,NIL,NIL,3000,5,28,20,1015,62,,,,,,,,
"['17:00', '08/01']",08/01 17:00,290,7,125,9999,NIL,NIL,NIL,3,30,20,1014,55,,,,,,,,
"['18:00', '08/01']",08/01 18:00,270,6,255,9999,NIL,NIL,NIL,3,30,19,1014,52,,,,,,,,
"['19:00', '08/01']",08/01 19:00,150,13,NIL,9999,NIL,NIL,5000,5,26,21,1013,74,,,,,,,,
"['19:27', '08/01']",08/01 19:27,220,8,240,9999,NIL,1,3000,5,25,21,1013,79,,,,,,,,
"['20:00', '08/01']",08/01 20:00,180,12,180,9999,NIL,1,6700,5,24,21,1013,83,,,,,,,,
"['21:00', '08/01']",08/01 21:00,110,8,110,9999,NIL,NIL,NIL,3,24,21,1015,83,,,,,,,,
"['21:22', '08/01']",08/01 21:22,110,8,115,9999,NIL,1,1300,5,24,21,1015,83,,,,,,,,
"['21:38', '08/01']",08/01 21:38,340,13,180,2000,1,1,900,5,23,20,1016,83,,,,,,,,
"['22:00', '08/01']",08/01 22:00,VRB,4,NIL,2000,1,1,900,5,20,19,1016,94,,,,,,,,
"['22:15', '08/01']",08/01 22:15,40,5,NIL,5000,1,1,2100,8,20,19,1016,94,,,,,,,,
"['22:41', '08/01']",08/01 22:41,100,4,85,6000,1,1,6700,5,21,20,1016,94,,,,,,,,
"['23:00', '08/01']",08/01 23:00,50,4,45,7000,1,1,6700,5,21,20,1016,94,,,,,,,,
"['00:00', '09/01']",09/01 00:00,300,3,NIL,8000,1,NIL,8300,5,22,21,1016,94,,,,,,,,
"['01:00', '09/01']",09/01 01:00,50,5,60,9000,NIL,NIL,4000,5,22,20,1017,88,,,,,,,,
"['02:00', '09/01']",09/01 02:00,40,6,NIL,9999,1,NIL,3700,8,23,20,1017,83,,,,,,,,
"['02:01', '09/01']",09/01 02:01,30,5,220,9999,1,NIL,4000,8,23,20,1016,83,,,,,,,,
"['02:14', '09/01']",09/01 02:14,10,8,NIL,9999,1,NIL,800,8,23,20,1017,83,,,,,,,,
"['02:24', '09/01']",09/01 02:24,350,9,NIL,9000,1,NIL,800,8,22,21,1017,94,,,,,,,,
"['02:25', '09/01']",09/01 02:25,360,9,NIL,9000,1,NIL,800,8,22,20,1017,88,,,,,,,,
"['02:28', '09/01']",09/01 02:28,360,8,180,NIL,1,NIL,800,8,22,20,1017,88,,,,,,,,
"['02:31', '09/01']",09/01 02:31,10,8,180,NIL,1,NIL,800,8,22,21,1017,94,,,,,,,,
"['02:38', '09/01']",09/01 02:38,10,10,NIL,3100,1,1,500,8,22,20,1017,88,,,,,,,,
"['02:46', '09/01']",09/01 02:46,20,8,NIL,4400,1,1,400,8,22,20,1017,88,,,,,,,,
"['02:57', '09/01']",09/01 02:57,10,8,195,NIL,1,1,600,8,22,20,1017,88,,,,,,,,
"['03:00', '09/01']",09/01 03:00,10,8,195,NIL,1,1,600,8,22,20,1017,88,,,,,,,,
"['03:06', '09/01']",09/01 03:06,360,9,NIL,6000,1,1,500,8,21,20,1017,94,,,,,,,,
"['03:10', '09/01']",09/01 03:10,360,11,NIL,6000,1,1,2400,8,21,20,1017,94,,,,,,,,
"['03:11', '09/01']",09/01 03:11,360,11,NIL,5000,1,1,800,8,21,20,1017,94,,,,,,,,
"['03:20', '09/01']",09/01 03:20,350,11,NIL,4400,1,1,600,8,21,20,1016,94,,,,,,,,
"['03:30', '09/01']",09/01 03:30,340,14,NIL,4200,1,1,1700,8,21,20,1017,94,,,,,,,,
"['03:35', '09/01']",09/01 03:35,340,12,NIL,4200,1,1,600,8,21,20,1017,94,,,,,,,,
"['03:47', '09/01']",09/01 03:47,340,11,NIL,6000,1,1,2400,8,21,20,1016,94,,,,,,,,
"['03:48', '09/01']",09/01 03:48,340,11,NIL,4200,1,1,2500,8,21,20,1016,94,,,,,,,,
"['03:49', '09/01']",09/01 03:49,340,11,NIL,4300,1,1,600,8,21,20,1016,94,,,,,,,,
"['03:50', '09/01']",09/01 03:50,340,12,NIL,4300,1,1,400,5,21,20,1016,94,,,,,,,,
"['04:00', '09/01']",09/01 04:00,350,13,NIL,4500,1,1,3300,5,21,20,1016,94,,,,,,,,
"['04:05', '09/01']",09/01 04:05,10,11,NIL,8000,1,NIL,3000,5,21,20,1015,94,,,,,,,,
"['04:19', '09/01']",09/01 04:19,360,11,NIL,9999,1,NIL,NIL,3,21,20,1015,94,,,,,,,,
"['05:00', '09/01']",09/01 05:00,340,8,NIL,9999,1,NIL,2500,5,22,20,1015,88,,,,,,,,
"['05:39', '09/01']",09/01 05:39,300,6,295,NIL,1,NIL,500,5,21,20,1015,94,,,,,,,,
"['05:53', '09/01']",09/01 05:53,310,9,NIL,9999,1,NIL,NIL,3,21,20,1015,94,,,,,,,,
"['06:00', '09/01']",09/01 06:00,310,9,NIL,9999,1,NIL,NIL,3,21,20,1015,94,,,,,,,,
"['07:00', '09/01']",09/01 07:00,330,10,NIL,9999,NIL,NIL,NIL,2,21,20,1014,94,,,,,,,,
"['08:00', '09/01']",09/01 08:00,320,6,320,NIL,NIL,NIL,NIL,3,21,20,1015,94,,,,,,,,
"['09:00', '09/01']",09/01 09:00,320,7,NIL,9999,NIL,NIL,10000,5,21,20,1015,94,,,,,,,,
"['10:00', '09/01']",09/01 10:00,320,8,NIL,9999,NIL,NIL,NIL,NIL,22,20,1016,88,,,,,,,,
"['11:00', '09/01']",09/01 11:00,310,6,310,9999,NIL,NIL,NIL,NIL,24,21,1016,83,,,,,,,,
"['12:00', '09/01']",09/01 12:00,300,5,300,9999,NIL,NIL,NIL,3,25,20,1017,74,,,,,,,,
"['13:00', '09/01']",09/01 13:00,290,8,285,9999,NIL,NIL,1700,5,26,20,1018,70,,,,,,,,
"['14:00', '09/01']",09/01 14:00,290,7,290,9999,NIL,NIL,3000,8,26,20,1018,70,,,,,,,,
"['15:00', '09/01']",09/01 15:00,310,8,NIL,9999,NIL,NIL,2100,8,26,20,1018,70,,,,,,,,
"['16:00', '09/01']",09/01 16:00,310,9,120,9999,NIL,NIL,3700,5,27,21,1017,70,,,,,,,,
"['17:00', '09/01']",09/01 17:00,310,6,NIL,9999,NIL,NIL,NIL,3,28,20,1016,62,,,,,,,,
"['18:00', '09/01']",09/01 18:00,290,4,NIL,9999,NIL,NIL,3700,5,28,19,1015,58,,,,,,,,
"['19:00', '09/01']",09/01 19:00,VRB,3,NIL,9999,NIL,NIL,NIL,2,29,19,1014,55,,,,,,,,
"['20:00', '09/01']",09/01 20:00,130,6,NIL,9999,NIL,NIL,NIL,3,28,20,1014,62,,,,,,,,
"['20:22', '09/01']",09/01 20:22,200,11,NIL,9999,NIL,1,4000,5,27,21,1015,70,,,,,,,,
"['21:00', '09/01']",09/01 21:00,190,9,NIL,9999,1,1,4000,5,24,20,1016,78,,,,,,,,
"['22:00', '09/01']",09/01 22:00,130,3,NIL,9999,NIL,NIL,NIL,2,24,21,1016,83,,,,,,,,
"['23:00', '09/01']",09/01 23:00,90,3,NIL,9999,NIL,NIL,NIL,2,25,21,1017,79,,,,,,,,
"['00:00', '10/01']",10/01 00:00,30,2,NIL,9999,NIL,NIL,NIL,NIL,24,21,1017,83,,,,,,,,
"['01:00', '10/01']",10/01 01:00,10,2,NIL,9999,,,NIL,NIL,24,21,1018,83,,,,,,,,
"['02:00', '10/01']",10/01 02:00,10,4,NIL,9999,,,NIL,2,24,21,1018,83,,,,,,,,
"['02:02', '10/01']",10/01 02:02,10,3,NIL,9999,,,NIL,3,24,21,1017,83,,,,,,,,
"['03:00', '10/01']",10/01 03:00,VRB,2,NIL,9999,,,4300,5,24,21,1017,83,,,,,,,,
"['04:00', '10/01']",10/01 04:00,330,5,NIL,9999,,,NIL,2,24,20,1016,78,,,,,,,,
"['05:00', '10/01']",10/01 05:00,330,6,NIL,9999,,,3800,5,23,20,1016,83,,,,,,,,
"['06:00', '10/01']",10/01 06:00,330,7,NIL,9999,,,NIL,2,23,20,1015,83,,,,,,,,
"['06:19', '10/01']",10/01 06:19,320,7,NIL,9999,,,1000,5,23,20,1015,83,,,,,,,,
"['07:00', '10/01']",10/01 07:00,330,8,NIL,9999,,,1000,5,23,20,1015,83,,,,,,,,
"['07:54', '10/01']",10/01 07:54,330,7,NIL,9999,,,1500,5,23,20,1015,83,,,,,,,,
"['08:00', '10/01']",10/01 08:00,330,7,NIL,9999,,,1500,5,23,20,1015,83,,,,,,,,
"['09:00', '10/01']",10/01 09:00,320,6,NIL,9999,,,NIL,3,23,20,1016,83,,,,,,,,
"['10:00', '10/01']",10/01 10:00,320,9,NIL,9999,,,1100,5,23,20,1016,83,,,,,,,,
"['11:00', '10/01']",10/01 11:00,350,5,NIL,9999,,,NIL,2,24,21,1017,83,,,,,,,,
"['12:00', '10/01']",10/01 12:00,320,6,NIL,9999,,,NIL,NIL,26,20,1017,70,,,,,,,,
"['13:00', '10/01']",10/01 13:00,310,7,NIL,9999,,,NIL,2,27,20,1017,66,,,,,,,,
"['14:00', '10/01']",10/01 14:00,320,8,NIL,9999,,,NIL,3,27,21,1017,70,,,,,,,,
"['15:00', '10/01']",10/01 15:00,320,7,NIL,9999,,,NIL,2,27,20,1016,66,,,,,,,,
"['16:00', '10/01']",10/01 16:00,320,9,NIL,9999,,,NIL,2,27,20,1016,66,,,,,,,,
"['17:00', '10/01']",10/01 17:00,320,8,NIL,9999,,,NIL,2,28,20,1015,62,,,,,,,,
"['18:00', '10/01']",10/01 18:00,330,8,140,9999,,,NIL,2,30,19,1014,52,,,,,,,,
"['19:00', '10/01']",10/01 19:00,310,7,300,9999,,,NIL,2,30,19,1013,52,,,,,,,,
"['20:00', '10/01']",10/01 20:00,290,6,270,9999,,,NIL,NIL,31,20,1013,52,,,,,,,,
"['21:00', '10/01']",10/01 21:00,310,9,NIL,9999,,,NIL,2,29,19,1013,55,,,,,,,,
"['22:00', '10/01']",10/01 22:00,310,8,NIL,9999,,,NIL,2,28,19,1014,58,,,,,,,,
"['23:00', '10/01']",10/01 23:00,320,7,NIL,9999,,,NIL,2,28,20,1014,62,,,,,,,,
"['00:00', '11/01']",11/01 00:00,310,4,315,9999,,,NIL,NIL,27,20,1015,66,,,,,,,,
"['01:00', '11/01']",11/01 01:00,270,4,275,9999,,NIL,NIL,NIL,27,20,1015,66,,,,,,,,
"['02:00', '11/01']",11/01 02:00,290,4,NIL,9999,,NIL,NIL,NIL,27,20,1015,66,,,,,,,,
"['02:01', '11/01']",11/01 02:01,290,3,NIL,9999,,NIL,NIL,NIL,27,20,1015,66,,,,,,,,
"['03:00', '11/01']",11/01 03:00,320,2,NIL,9999,,NIL,NIL,NIL,26,20,1014,70,,,,,,,,
"['04:00', '11/01']",11/01 04:00,290,2,NIL,9999,,NIL,NIL,NIL,26,20,1014,70,,,,,,,,
"['05:00', '11/01']",11/01 05:00,330,5,NIL,9999,,NIL,NIL,NIL,25,20,1014,74,,,,,,,,
"['06:00', '11/01']",11/01 06:00,330,5,NIL,9999,,NIL,NIL,NIL,25,20,1013,74,,,,,,,,
"['07:00', '11/01']",11/01 07:00,320,6,NIL,9999,,NIL,NIL,NIL,24,21,1013,83,,,,,,,,
"['08:00', '11/01']",11/01 08:00,320,5,NIL,9999,,NIL,NIL,NIL,24,20,1014,78,,,,,,,,
"['09:00', '11/01']",11/01 09:00,350,6,NIL,9000,,NIL,NIL,NIL,24,21,1015,83,,,,,,,,
"['10:00', '11/01']",11/01 10:00,330,8,165,9999,,NIL,NIL,NIL,25,21,1016,79,,,,,,,,
"['11:00', '11/01']",11/01 11:00,330,9,NIL,9999,,NIL,NIL,3,26,21,1016,74,,,,,,,,
"['12:00', '11/01']",11/01 12:00,330,11,NIL,9999,,NIL,NIL,NIL,27,21,1016,70,,,,,,,,
"['13:00', '11/01']",11/01 13:00,330,14,NIL,9999,,NIL,NIL,2,29,20,1016,58,,,,,,,,
"['14:00', '11/01']",11/01 14:00,320,11,NIL,9999,,NIL,NIL,2,30,21,1015,59,,,,,,,,
"['15:00', '11/01']",11/01 15:00,310,12,315,9999,,NIL,6700,5,29,20,1015,58,,,,,,,,
"['16:00', '11/01']",11/01 16:00,330,12,310,9999,,NIL,NIL,3,32,20,1014,49,,,,,,,,
"['17:00', '11/01']",11/01 17:00,320,12,NIL,9999,,NIL,NIL,2,32,19,1014,46,,,,,,,,
"['18:00', '11/01']",11/01 18:00,310,11,NIL,9999,,NIL,4700,5,32,19,1013,46,,,,,,,,
"['19:00', '11/01']",11/01 19:00,310,14,NIL,9999,,NIL,NIL,3,30,20,1012,55,,,,,,,,
"['20:00', '11/01']",11/01 20:00,240,9,NIL,9999,,NIL,10000,5,27,20,1014,66,,,,,,,,
"['21:00', '11/01']",11/01 21:00,250,6,NIL,9999,,1,NIL,2,27,20,1014,66,,,,,,,,
"['22:00', '11/01']",11/01 22:00,280,6,NIL,9999,,NIL,NIL,2,26,20,1015,70,,,,,,,,
"['23:00', '11/01']",11/01 23:00,310,5,NIL,9999,,NIL,NIL,NIL,26,21,1016,74,,,,,,,,
"['00:00', '12/01']",12/01 00:00,320,5,NIL,9999,,NIL,NIL,NIL,26,21,1016,74,,,,,,,,
"['01:00', '12/01']",12/01 01:00,230,5,NIL,9999,,,NIL,2,26,21,1017,74,,NIL,NIL,,,,,
"['02:00', '12/01']",12/01 02:00,220,4,NIL,9999,,,NIL,3,25,21,1017,79,,NIL,NIL,,,,,
"['02:01', '12/01']",12/01 02:01,210,3,NIL,9999,,,NIL,2,25,21,1016,79,,NIL,NIL,,,,,
"['02:42', '12/01']",12/01 02:42,220,6,NIL,4800,,,NIL,2,25,21,1016,79,,NIL,NIL,,,,,
"['03:00', '12/01']",12/01 03:00,230,5,NIL,4500,,,NIL,3,25,21,1016,79,,NIL,1,,,,,
"['03:06', '12/01']",12/01 03:06,240,5,NIL,5000,,,NIL,2,25,21,1016,79,,NIL,1,,,,,
"['04:00', '12/01']",12/01 04:00,250,4,250,NIL,,,NIL,2,24,21,1016,83,,NIL,NIL,,,,,
"['05:00', '12/01']",12/01 05:00,230,3,NIL,9999,,,NIL,3,24,21,1015,83,,NIL,NIL,,,,,
"['05:14', '12/01']",12/01 05:14,210,3,210,NIL,,,1400,5,24,21,1015,83,,NIL,NIL,,,,,
"['06:00', '12/01']",12/01 06:00,240,6,NIL,9999,,,1300,5,24,20,1015,78,,NIL,NIL,,,,,
"['06:08', '12/01']",12/01 06:08,240,5,NIL,9999,,,1700,5,23,20,1015,83,,NIL,NIL,,,,,
"['06:14', '12/01']",12/01 06:14,240,6,NIL,9999,,,1400,5,23,20,1015,83,,NIL,NIL,,,,,
"['06:26', '12/01']",12/01 06:26,220,5,220,NIL,,,1200,5,23,20,1015,83,,NIL,NIL,,,,,
"['07:00', '12/01']",12/01 07:00,230,5,215,NIL,,,1300,5,23,20,1015,83,,NIL,NIL,,,,,
"['07:11', '12/01']",12/01 07:11,220,5,NIL,9999,,,1100,5,23,20,1015,83,,NIL,NIL,,,,,
"['07:26', '12/01']",12/01 07:26,210,4,210,NIL,,,NIL,3,23,20,1015,83,,NIL,NIL,,,,,
"['08:00', '12/01']",12/01 08:00,210,3,NIL,9999,,,NIL,2,23,20,1015,83,,NIL,NIL,,,,,
"['08:23', '12/01']",12/01 08:23,170,4,NIL,9999,,,1000,5,23,20,1015,83,,NIL,NIL,,,,,
"['09:00', '12/01']",12/01 09:00,170,2,NIL,9999,,,1100,5,23,20,1016,83,,NIL,NIL,,,,,
"['10:00', '12/01']",12/01 10:00,110,2,NIL,9999,,,1500,5,24,21,1017,83,,NIL,NIL,,,,,
"['11:00', '12/01']",12/01 11:00,230,5,230,9999,,,1500,5,24,21,1018,83,,NIL,NIL,,,,,
"['11:35', '12/01']",12/01 11:35,160,8,165,6000,,,700,8,22,20,1019,88,,1,NIL,,,,,
"['12:00', '12/01']",12/01 12:00,190,4,190,9999,,,1100,5,24,21,1018,83,,NIL,NIL,,,,,
"['13:00', '12/01']",12/01 13:00,230,5,215,9999,,,1500,5,25,21,1019,79,,NIL,NIL,,,,,
"['14:00', '12/01']",12/01 14:00,230,5,230,9999,,,1700,5,26,21,1019,74,,NIL,NIL,,,,,
"['15:00', '12/01']",12/01 15:00,190,10,200,9999,,,1300,5,27,21,1018,70,,NIL,NIL,,,,,
"['16:00', '12/01']",12/01 16:00,210,7,200,9999,,,2300,5,27,21,1018,70,,NIL,NIL,,,,,
"['17:00', '12/01']",12/01 17:00,200,6,195,9000,,,2000,5,26,21,1018,74,,NIL,NIL,,,,,
"['18:00', '12/01']",12/01 18:00,VRB,4,NIL,9999,,,2700,5,27,20,1017,66,,NIL,NIL,,,,,
"['19:00', '12/01']",12/01 19:00,190,12,NIL,9999,,,5000,5,26,21,1016,74,,NIL,NIL,,,,,
"['20:00', '12/01']",12/01 20:00,150,11,NIL,9999,,,1300,8,24,20,1016,78,,NIL,NIL,,,,,
"['20:35', '12/01']",12/01 20:35,160,8,165,NIL,,,700,8,22,20,1019,88,,1,NIL,,,,,
"['21:00', '12/01']",12/01 21:00,170,11,NIL,9000,,,1100,8,23,20,1017,83,,NIL,NIL,,,,,
"['21:19', '12/01']",12/01 21:19,170,10,NIL,3000,,,900,8,23,20,1018,83,,1,1,,,,,
"['21:31', '12/01']",12/01 21:31,160,9,NIL,8000,,,700,5,22,21,1018,94,,NIL,NIL,,,,,
"['22:00', '12/01']",12/01 22:00,170,12,NIL,7000,,,800,5,23,20,1018,83,,NIL,NIL,,,,,
"['23:00', '12/01']",12/01 23:00,190,9,NIL,6000,,,700,8,22,20,1019,88,,1,NIL,,,,,
"['23:11', '12/01']",12/01 23:11,170,8,NIL,4000,,,700,8,22,20,1019,88,,1,1,,,,,
"['23:35', '12/01']",12/01 23:35,160,8,165,NIL,,,700,8,22,20,1019,88,,1,NIL,,,,,
"['00:00', '13/01']",13/01 00:00,170,8,180,8000,,,900,5,22,20,1019,88,,NIL,NIL,,,,,
"['00:13', '13/01']",13/01 00:13,170,8,NIL,3000,,,900,8,22,20,1019,88,,1,1,,,,,
"['00:31', '13/01']",13/01 00:31,150,8,NIL,5000,,,700,5,22,20,1020,88,,1,1,,,,,
"['01:00', '13/01']",13/01 01:00,150,9,NIL,7000,NIL,,1100,5,21,20,1020,94,,NIL,,,,,,
"['01:10', '13/01']",13/01 01:10,150,9,NIL,9000,NIL,,2700,5,21,20,1020,94,,NIL,,,,,,
"['02:00', '13/01']",13/01 02:00,150,7,NIL,9999,NIL,,900,8,22,20,1020,88,,NIL,,,,,,
"['02:01', '13/01']",13/01 02:01,160,8,NIL,9999,NIL,,1000,5,21,19,1020,88,,NIL,,,,,,
"['02:02', '13/01']",13/01 02:02,160,9,NIL,9999,NIL,,800,5,21,19,1020,88,,NIL,,,,,,
"['02:14', '13/01']",13/01 02:14,150,8,NIL,9999,NIL,,1200,5,21,19,1020,88,,NIL,,,,,,
"['02:22', '13/01']",13/01 02:22,160,7,NIL,9999,NIL,,900,5,21,19,1020,88,,NIL,,,,,,
"['02:44', '13/01']",13/01 02:44,150,8,NIL,9999,NIL,,900,8,21,19,1020,88,,NIL,,,,,,
"['02:47', '13/01']",13/01 02:47,160,8,NIL,9999,NIL,,900,8,21,19,1020,88,,NIL,,,,,,
"['03:00', '13/01']",13/01 03:00,180,8,NIL,9999,NIL,,1100,8,21,19,1020,88,,NIL,,,,,,
"['03:01', '13/01']",13/01 03:01,180,9,NIL,9999,NIL,,800,8,21,19,1020,88,,NIL,,,,,,
"['03:11', '13/01']",13/01 03:11,180,6,180,NIL,NIL,,1200,8,21,19,1020,88,,NIL,,,,,,
"['03:26', '13/01']",13/01 03:26,180,6,190,NIL,NIL,,1200,8,21,19,1019,88,,NIL,,,,,,
"['03:31', '13/01']",13/01 03:31,180,6,190,NIL,NIL,,900,5,21,19,1019,88,,NIL,,,,,,
"['03:45', '13/01']",13/01 03:45,170,7,NIL,9999,NIL,,1100,5,21,19,1019,88,,NIL,,,,,,
"['03:49', '13/01']",13/01 03:49,170,7,NIL,9999,NIL,,900,5,21,19,1019,88,,NIL,,,,,,
"['04:00', '13/01']",13/01 04:00,170,7,NIL,9999,NIL,,NIL,3,21,19,1019,88,,NIL,,,,,,
"['04:14', '13/01']",13/01 04:14,170,7,NIL,9999,NIL,,1200,5,21,19,1019,88,,NIL,,,,,,
"['04:28', '13/01']",13/01 04:28,160,7,NIL,9999,NIL,,1500,5,21,19,1019,88,,NIL,,,,,,
"['04:29', '13/01']",13/01 04:29,150,8,NIL,9999,NIL,,1400,5,21,19,1019,88,,NIL,,,,,,
"['04:56', '13/01']",13/01 04:56,170,8,NIL,9999,NIL,,NIL,3,21,18,1018,83,,NIL,,,,,,
"['05:00', '13/01']",13/01 05:00,170,8,NIL,9999,NIL,,NIL,3,21,18,1018,83,,NIL,,,,,,
"['05:02', '13/01']",13/01 05:02,170,7,NIL,9999,NIL,,1100,5,21,18,1018,83,,NIL,,,,,,
"['05:23', '13/01']",13/01 05:23,170,7,NIL,9999,NIL,,1700,5,21,18,1018,83,,NIL,,,,,,
"['05:44', '13/01']",13/01 05:44,160,6,NIL,9999,NIL,,1400,5,20,18,1018,88,,NIL,,,,,,
"['05:55', '13/01']",13/01 05:55,160,7,NIL,9999,NIL,,1500,5,21,18,1018,83,,NIL,,,,,,
"['06:00', '13/01']",13/01 06:00,160,7,NIL,9999,NIL,,1500,5,21,18,1018,83,,NIL,,,,,,
"['06:01', '13/01']",13/01 06:01,170,6,NIL,9999,NIL,,1400,5,21,18,1018,83,,NIL,,,,,,
"['06:27', '13/01']",13/01 06:27,180,9,NIL,9999,NIL,,1900,8,20,18,1018,88,,NIL,,,,,,
"['07:00', '13/01']",13/01 07:00,180,7,NIL,9999,NIL,,2100,8,20,18,1018,88,,NIL,,,,,,
"['08:00', '13/01']",13/01 08:00,170,5,170,NIL,NIL,,2000,8,20,18,1018,88,,NIL,,,,,,
"['08:38', '13/01']",13/01 08:38,160,7,NIL,9999,NIL,,1300,5,20,18,1018,88,,NIL,,,,,,
"['09:00', '13/01']",13/01 09:00,160,8,NIL,9999,NIL,,1000,5,20,18,1019,88,,NIL,,,,,,
"['10:00', '13/01']",13/01 10:00,170,9,NIL,9999,NIL,,1000,5,21,18,1019,83,,NIL,,,,,,
"['11:00', '13/01']",13/01 11:00,150,7,NIL,9999,NIL,,1000,8,22,19,1020,83,,NIL,,,,,,
"['12:00', '13/01']",13/01 12:00,140,9,NIL,9999,NIL,,1200,5,23,19,1020,78,,NIL,,,,,,
