validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vnt_rajada,vis,teto,cobertura,tt,po,qnh,ur,vnt_vrb,chuva,trovoada,nevoa_umida,vis_setor,vis_setor_dir,pancada,chuvisco,nevoeiro
"['17:00', '10/01']",10/01 17:00,50,15,,9999,,NIL,31,23,1011,63,NIL,,,,,,,,
"['18:00', '10/01']",10/01 18:00,50,17,,9999,,NIL,30,22,1010,62,NIL,,,,,,,,
"['19:00', '10/01']",10/01 19:00,40,17,,9999,,NIL,29,22,1010,66,NIL,,,,,,,,
"['20:00', '10/01']",10/01 20:00,50,19,,9999,,NIL,29,22,1010,66,NIL,,,,,,,,
"['21:00', '10/01']",10/01 21:00,50,17,,9999,,NIL,27,22,1010,74,NIL,,,,,,,,
"['22:00', '10/01']",10/01 22:00,40,18,,9999,,NIL,26,22,1011,79,NIL,,,,,,,,
"['23:00', '10/01']",10/01 23:00,40,19,,9999,,NIL,26,22,1012,79,NIL,,,,,,,,
"['00:00', '11/01']",11/01 00:00,20,12,,9999,,NIL,26,22,1012,79,NIL,,,,,,,,
"['01:00', '11/01']",11/01 01:00,10,10,NIL,9999,,2,26,22,1013,79,,,,,,,,,
"['02:00', '11/01']",11/01 02:00,10,13,NIL,9999,,2,26,22,1012,79,,,,,,,,,
"['03:00', '11/01']",11/01 03:00,10,11,NIL,9999,,2,25,22,1012,83,,,,,,,,,
"['04:00', '11/01']",11/01 04:00,10,14,NIL,9999,,2,26,22,1011,79,,,,,,,,,
"['05:00', '11/01']",11/01 05:00,10,12,NIL,9999,,2,25,21,1012,79,,,,,,,,,
"['06:00', '11/01']",11/01 06:00,10,10,NIL,9999,,2,25,21,1012,79,,,,,,,,,
"['07:00', '11/01']",11/01 07:00,10,10,NIL,9999,,2,25,21,1012,79,,,,,,,,,
"['08:00', '11/01']",11/01 08:00,10,6,NIL,9999,,2,25,20,1013,74,,,,,,,,,
"['09:00', '11/01']",11/01 09:00,10,8,NIL,9999,,2,25,20,1013,74,,,,,,,,,
"['10:00', '11/01']",11/01 10:00,360,9,NIL,9999,,NIL,27,21,1013,70,,,,,,,,,
"['11:00', '11/01']",11/01 11:00,10,11,NIL,9999,,NIL,29,21,1013,62,,,,,,,,,
"['12:00', '11/01']",11/01 12:00,10,12,NIL,9999,,NIL,29,21,1013,62,,,,,,,,,
"['13:00', '11/01']",11/01 13:00,10,15,NIL,9999,,NIL,30,21,1013,59,,,,,,,,,
"['14:00', '11/01']",11/01 14:00,10,13,NIL,9999,,NIL,32,21,1013,52,,,,,,,,,
"['15:00', '11/01']",11/01 15:00,10,11,NIL,9999,,NIL,33,21,1012,49,,,,,,,,,
"['16:00', '11/01']",11/01 16:00,10,13,NIL,9999,,NIL,34,20,1011,44,,,,,,,,,
"['17:00', '11/01']",11/01 17:00,70,15,NIL,9999,,NIL,32,22,1010,56,,,,,,,,,
"['18:00', '11/01']",11/01 18:00,60,16,NIL,9999,,NIL,30,22,1010,62,,,,,,,,,
"['19:00', '11/01']",11/01 19:00,50,15,26,9999,,NIL,29,23,1009,70,,,,,,,,,
"['20:00', '11/01']",11/01 20:00,50,15,26,9999,,NIL,29,23,1009,70,,,,,,,,,
"['21:00', '11/01']",11/01 21:00,30,14,NIL,9999,,NIL,28,23,1009,74,,,,,,,,,
"['22:00', '11/01']",11/01 22:00,30,16,NIL,9999,,NIL,27,22,1010,74,,,,,,,,,
"['23:00', '11/01']",11/01 23:00,30,12,NIL,9999,,NIL,27,23,1010,79,,,,,,,,,
"['00:00', '12/01']",12/01 00:00,360,9,NIL,9999,,NIL,28,22,1011,70,,,,,,,,,
"['01:00', '12/01']",12/01 01:00,10,10,,9999,,NIL,27,22,1012,74,,,,,,,,,
"['02:00', '12/01']",12/01 02:00,20,11,,9999,,NIL,27,21,1012,70,,,,,,,,,
"['03:00', '12/01']",12/01 03:00,20,14,,9999,,NIL,26,21,1011,74,,,,,,,,,
"['04:00', '12/01']",12/01 04:00,30,11,,9999,,NIL,26,22,1011,79,,,,,,,,,
"['05:00', '12/01']",12/01 05:00,30,11,,9999,,NIL,26,21,1011,74,,,,,,,,,
"['06:00', '12/01']",12/01 06:00,30,12,,9999,,NIL,26,20,1011,70,,,,,,,,,
"['07:00', '12/01']",12/01 07:00,30,14,,9999,,NIL,25,20,1011,74,,,,,,,,,
"['08:00', '12/01']",12/01 08:00,10,10,,9999,,NIL,24,21,1012,83,,,,,,,,,
"['09:00', '12/01']",12/01 09:00,20,9,,9999,,NIL,25,21,1012,79,,,,,,,,,
"['10:00', '12/01']",12/01 10:00,30,12,,9999,,NIL,26,22,1012,79,,,,,,,,,
"['11:00', '12/01']",12/01 11:00,20,11,,9999,,NIL,28,22,1012,70,,,,,,,,,
"['12:00', '12/01']",12/01 12:00,20,13,,9999,,NIL,30,22,1012,62,,,,,,,,,
"['13:00', '12/01']",12/01 13:00,20,15,,9999,,NIL,31,22,1012,59,,,,,,,,,
"['14:00', '12/01']",12/01 14:00,20,14,,9999,,NIL,33,23,1012,56,,,,,,,,,
"['15:00', '12/01']",12/01 15:00,10,12,,9999,,NIL,34,24,1011,56,,,,,,,,,
"['16:00', '12/01']",12/01 16:00,60,11,,9999,,NIL,34,24,1011,56,,,,,,,,,
"['17:00', '12/01']",12/01 17:00,60,15,,9999,,NIL,32,24,1010,63,,,,,,,,,
"['18:00', '12/01']",12/01 18:00,40,17,,9999,,2,31,24,1010,66,,,,,,,,,
"['19:00', '12/01']",12/01 19:00,50,14,,9999,,2,30,24,1009,70,,,,,,,,,
"['20:00', '12/01']",12/01 20:00,50,13,,9999,,2,29,24,1009,74,,,,,,,,,
"['21:00', '12/01']",12/01 21:00,40,12,,9999,,2,28,24,1010,79,,,,,,,,,
"['22:00', '12/01']",12/01 22:00,40,10,,9999,,NIL,27,24,1011,84,,,,,,,,,
"['23:00', '12/01']",12/01 23:00,50,6,,9999,,NIL,27,24,1011,84,,,,,,,,,
"['00:00', '13/01']",13/01 00:00,50,5,,9999,,NIL,27,24,1012,84,,,,,,,,,
"['01:00', '13/01']",13/01 01:00,30,9,,9999,NIL,3,27,23,1012,79,NIL,,,,,,,,
"['02:00', '13/01']",13/01 02:00,10,5,,9999,4000,5,27,23,1013,79,NIL,,,,,,,,
"['03:00', '13/01']",13/01 03:00,40,5,,9999,NIL,3,27,23,1012,79,NIL,,,,,,,,
"['04:00', '13/01']",13/01 04:00,270,1,,9999,4000,5,26,23,1012,84,NIL,,,,,,,,
"['05:00', '13/01']",13/01 05:00,30,2,,9999,NIL,NIL,26,24,1012,89,NIL,,,,,,,,
"['06:00', '13/01']",13/01 06:00,60,4,,9999,NIL,NIL,26,23,1012,84,NIL,,,,,,,,
"['07:00', '13/01']",13/01 07:00,350,3,,9999,NIL,NIL,25,23,1012,89,NIL,,,,,,,,
"['08:00', '13/01']",13/01 08:00,350,3,,9999,NIL,NIL,25,23,1012,89,NIL,,,,,,,,
"['09:00', '13/01']",13/01 09:00,350,4,,9999,NIL,3,25,23,1013,89,NIL,,,,,,,,
"['10:00', '13/01']",13/01 10:00,300,3,,9999,3300,5,26,24,1013,89,305,,,,,,,,
"['11:00', '13/01']",13/01 11:00,VRB,2,,9999,NIL,3,28,24,1014,79,NIL,,,,,,,,
"['12:00', '13/01']",13/01 12:00,VRB,2,,9999,NIL,2,30,24,1014,70,NIL,,,,,,,,
"['13:00', '13/01']",13/01 13:00,VRB,2,,9999,NIL,3,31,23,1013,63,NIL,,,,,,,,
"['14:00', '13/01']",13/01 14:00,140,7,,9999,NIL,3,32,24,1013,63,NIL,,,,,,,,
"['15:00', '13/01']",13/01 15:00,150,10,,9999,NIL,2,31,23,1013,63,NIL,,,,,,,,
"['16:00', '13/01']",13/01 16:00,140,11,,9999,NIL,NIL,30,23,1012,66,NIL,,,,,,,,
"['17:00', '13/01']",13/01 17:00,140,9,,9999,NIL,2,30,24,1012,70,NIL,,,,,,,,
"['18:00', '13/01']",13/01 18:00,150,9,,9999,NIL,NIL,30,23,1012,66,NIL,,,,,,,,
"['19:00', '13/01']",13/01 19:00,160,7,,9999,4000,5,28,23,1012,74,NIL,,,,,,,,
"['20:00', '13/01']",13/01 20:00,180,9,,9999,4000,5,28,24,1012,79,NIL,,,,,,,,
"['21:00', '13/01']",13/01 21:00,170,9,,9999,4000,5,28,24,1012,79,NIL,,,,,,,,
"['22:00', '13/01']",13/01 22:00,200,9,,9999,2000,5,27,24,1013,84,NIL,,,,,,,,
"['23:00', '13/01']",13/01 23:00,210,11,,9999,2000,5,27,24,1014,84,NIL,,,,,,,,
"['00:00', '14/01']",14/01 00:00,210,10,,9999,1100,5,26,24,1015,89,NIL,,,,,,,,
"['01:00', '14/01']",14/01 01:00,200,8,,9999,2000,5,26,24,1015,89,,,,,,,,,
"['02:00', '14/01']",14/01 02:00,200,9,,9999,2000,5,26,24,1014,89,,,,,,,,,
"['03:00', '14/01']",14/01 03:00,200,9,,9999,3000,5,26,24,1014,89,,,,,,,,,
"['04:00', '14/01']",14/01 04:00,210,10,,9999,1500,5,26,24,1013,89,,,,,,,,,
"['05:00', '14/01']",14/01 05:00,210,11,,9999,1500,5,26,23,1013,84,,,,,,,,,
"['06:00', '14/01']",14/01 06:00,200,9,,9999,2000,5,25,24,1013,94,,,,,,,,,
"['07:00', '14/01']",14/01 07:00,210,9,,9999,2000,5,26,23,1013,84,,,,,,,,,
"['08:00', '14/01']",14/01 08:00,220,7,,9999,2000,5,26,23,1014,84,,,,,,,,,
"['09:00', '14/01']",14/01 09:00,200,7,,9999,NIL,3,26,22,1014,79,,,,,,,,,
"['10:00', '14/01']",14/01 10:00,200,8,,9999,NIL,NIL,26,23,1014,84,,,,,,,,,
"['11:00', '14/01']",14/01 11:00,210,13,,9999,NIL,2,27,22,1015,74,,,,,,,,,
"['12:00', '14/01']",14/01 12:00,190,14,,9999,NIL,3,28,22,1015,70,,,,,,,,,
"['13:00', '14/01']",14/01 13:00,180,15,,9999,NIL,3,28,22,1015,70,,,,,,,,,
"['14:00', '14/01']",14/01 14:00,170,15,,9999,7000,5,27,21,1015,70,,,,,,,,,
"['15:00', '14/01']",14/01 15:00,170,15,,9999,4700,5,27,21,1015,70,,,,,,,,,
"['16:00', '14/01']",14/01 16:00,180,14,,9999,7000,5,27,21,1015,70,,,,,,,,,
"['17:00', '14/01']",14/01 17:00,180,14,,9999,7000,5,27,20,1014,66,,,,,,,,,
"['18:00', '14/01']",14/01 18:00,180,12,,9999,7000,5,27,21,1014,70,,,,,,,,,
"['19:00', '14/01']",14/01 19:00,190,13,,9999,7000,5,27,21,1014,70,,,,,,,,,
"['20:00', '14/01']",14/01 20:00,190,13,,9999,7000,5,27,21,1015,70,,,,,,,,,
"['21:00', '14/01']",14/01 21:00,190,9,,9999,9000,5,26,20,1014,70,,,,,,,,,
"['22:00', '14/01']",14/01 22:00,200,7,,9999,9000,5,26,20,1014,70,,,,,,,,,
"['23:00', '14/01']",14/01 23:00,210,8,,9999,10000,5,26,20,1015,70,,,,,,,,,
"['00:00', '15/01']",15/01 00:00,240,7,,9999,10000,5,25,20,1015,74,,,,,,,,,
"['01:00', '15/01']",15/01 01:00,220,6,,9999,9000,5,25,20,1015,74,NIL,,,,,,,,
"['02:00', '15/01']",15/01 02:00,230,6,,9999,NIL,3,25,20,1015,74,NIL,,,,,,,,
"['03:00', '15/01']",15/01 03:00,220,6,,9999,NIL,NIL,25,20,1014,74,NIL,,,,,,,,
"['04:00', '15/01']",15/01 04:00,280,2,,9999,2500,5,24,21,1014,83,NIL,,,,,,,,
"['05:00', '15/01']",15/01 05:00,300,3,,9999,2500,5,24,20,1014,78,NIL,,,,,,,,
"['06:00', '15/01']",15/01 06:00,310,4,,9999,7000,5,23,21,1013,89,NIL,,,,,,,,
"['07:00', '15/01']",15/01 07:00,300,2,,9999,NIL,NIL,23,21,1013,89,NIL,,,,,,,,
"['08:00', '15/01']",15/01 08:00,310,3,,9999,NIL,NIL,23,21,1014,89,NIL,,,,,,,,
"['09:00', '15/01']",15/01 09:00,310,3,,9999,7000,5,23,21,1014,89,NIL,,,,,,,,
"['09:10', '15/01']",15/01 09:10,280,3,,9999,NIL,NIL,24,21,1015,83,NIL,,,,,,,,
"['10:00', '15/01']",15/01 10:00,VRB,2,,9999,NIL,NIL,24,21,1015,83,NIL,,,,,,,,
"['11:00', '15/01']",15/01 11:00,VRB,2,,9999,NIL,NIL,25,22,1015,83,NIL,,,,,,,,
"['12:00', '15/01']",15/01 12:00,140,5,,9999,5000,5,26,21,1016,74,NIL,,,,,,,,
"['12:35', '15/01']",15/01 12:35,160,6,,9999,NIL,3,27,21,1016,70,NIL,,,,,,,,
"['13:00', '15/01']",15/01 13:00,160,6,,9999,NIL,3,27,21,1016,70,165,,,,,,,,
"['14:00', '15/01']",15/01 14:00,150,6,,9999,8000,5,27,21,1015,70,NIL,,,,,,,,
"['15:00', '15/01']",15/01 15:00,130,8,,9999,NIL,2,28,21,1015,66,NIL,,,,,,,,
"['16:00', '15/01']",15/01 16:00,150,10,,9999,NIL,2,28,21,1014,66,NIL,,,,,,,,
"['17:00', '15/01']",15/01 17:00,150,10,,9999,NIL,2,28,22,1014,70,NIL,,,,,,,,
"['18:00', '15/01']",15/01 18:00,140,11,,9999,NIL,2,28,22,1013,70,NIL,,,,,,,,
"['19:00', '15/01']",15/01 19:00,130,10,,9999,NIL,3,28,21,1013,66,NIL,,,,,,,,
"['20:00', '15/01']",15/01 20:00,100,7,,9999,NIL,3,28,21,1013,66,NIL,,,,,,,,
"['21:00', '15/01']",15/01 21:00,90,5,,9999,NIL,3,27,21,1013,70,NIL,,,,,,,,
"['22:00', '15/01']",15/01 22:00,90,5,,9999,4800,5,27,22,1014,74,NIL,,,,,,,,
"['23:00', '15/01']",15/01 23:00,150,3,,9999,3000,8,27,23,1014,79,NIL,,,,,,,,
"['00:00', '16/01']",16/01 00:00,360,4,,9999,2500,8,26,24,1015,89,NIL,,,,,,,,
"['01:00', '16/01']",16/01 01:00,10,6,,9999,7000,5,26,23,1015,84,NIL,,,,,,,,
"['02:00', '16/01']",16/01 02:00,300,4,,9999,3000,5,25,22,1014,83,NIL,,,,,,,,
"['03:00', '16/01']",16/01 03:00,310,3,,9999,NIL,3,24,22,1014,89,NIL,,,,,,,,
"['04:00', '16/01']",16/01 04:00,300,2,,9999,2000,5,24,22,1014,89,NIL,,,,,,,,
"['05:00', '16/01']",16/01 05:00,340,2,,9999,NIL,3,23,22,1013,94,NIL,,,,,,,,
"['06:00', '16/01']",16/01 06:00,330,2,,9999,NIL,NIL,23,22,1013,94,NIL,,,,,,,,
"['07:00', '16/01']",16/01 07:00,0,0,,9999,NIL,NIL,23,22,1013,94,NIL,,,,,,,,
"['08:00', '16/01']",16/01 08:00,340,3,,9999,NIL,2,23,22,1013,94,NIL,,,,,,,,
"['09:00', '16/01']",16/01 09:00,320,2,,9999,NIL,2,23,22,1014,94,NIL,,,,,,,,
"['10:00', '16/01']",16/01 10:00,330,4,,9999,NIL,NIL,26,23,1015,84,330,,,,,,,,
"['11:00', '16/01']",16/01 11:00,350,6,,9999,NIL,2,28,22,1015,70,160,,,,,,,,
"['12:00', '16/01']",16/01 12:00,20,8,,9999,NIL,3,30,23,1015,66,205,,,,,,,,
"['13:00', '16/01']",16/01 13:00,360,8,,9999,NIL,3,31,24,1014,66,170,,,,,,,,
"['14:00', '16/01']",16/01 14:00,340,9,,9999,NIL,3,32,23,1014,59,150,,,,,,,,
"['15:00', '16/01']",16/01 15:00,350,9,,9999,NIL,3,33,23,1013,56,170,,,,,,,,
"['16:00', '16/01']",16/01 16:00,360,10,,9999,4000,5,33,23,1013,56,NIL,,,,,,,,
"['17:00', '16/01']",16/01 17:00,360,11,,9999,NIL,3,34,23,1012,53,NIL,,,,,,,,
"['18:00', '16/01']",16/01 18:00,60,14,,9999,NIL,3,32,24,1011,63,NIL,,,,,,,,
"['19:00', '16/01']",16/01 19:00,50,15,,9999,NIL,2,31,23,1011,63,NIL,,,,,,,,
"['20:00', '16/01']",16/01 20:00,40,15,,9999,NIL,NIL,30,23,1011,66,NIL,,,,,,,,
"['21:00', '16/01']",16/01 21:00,40,14,,9999,NIL,NIL,29,24,1011,74,NIL,,,,,,,,
"['22:00', '16/01']",16/01 22:00,40,14,,9999,NIL,NIL,28,24,1011,79,NIL,,,,,,,,
"['23:00', '16/01']",16/01 23:00,30,14,,9999,NIL,NIL,28,23,1012,74,NIL,,,,,,,,
"['00:00', '17/01']",17/01 00:00,30,16,,9999,NIL,NIL,28,23,1013,74,NIL,,,,,,,,
"['01:00', '17/01']",17/01 01:00,30,14,NIL,9999,NIL,NIL,27,23,1013,79,NIL,,,,,,,,
"['02:00', '17/01']",17/01 02:00,20,11,NIL,9999,NIL,NIL,27,23,1013,79,NIL,,,,,,,,
"['03:00', '17/01']",17/01 03:00,10,11,NIL,9999,NIL,NIL,27,22,1013,74,NIL,,,,,,,,
"['04:00', '17/01']",17/01 04:00,20,12,NIL,9999,NIL,NIL,27,23,1012,79,NIL,,,,,,,,
"['05:00', '17/01']",17/01 05:00,360,13,NIL,9999,NIL,NIL,26,23,1012,84,NIL,,,,,,,,
"['06:00', '17/01']",17/01 06:00,10,9,NIL,9999,NIL,NIL,26,22,1012,79,NIL,,,,,,,,
"['07:00', '17/01']",17/01 07:00,360,9,NIL,9999,NIL,NIL,27,21,1012,70,NIL,,,,,,,,
"['08:00', '17/01']",17/01 08:00,20,8,NIL,9999,NIL,2,26,21,1013,74,NIL,,,,,,,,
"['09:00', '17/01']",17/01 09:00,30,10,NIL,9999,NIL,3,26,22,1013,79,NIL,,,,,,,,
"['10:00', '17/01']",17/01 10:00,10,8,NIL,9999,NIL,NIL,27,21,1014,70,NIL,,,,,,,,
"['11:00', '17/01']",17/01 11:00,330,4,NIL,9999,NIL,NIL,28,22,1015,70,185,,,,,,,,
"['12:00', '17/01']",17/01 12:00,360,5,NIL,9999,NIL,NIL,29,21,1015,62,175,,,,,,,,
"['13:00', '17/01']",17/01 13:00,10,10,NIL,9999,NIL,NIL,30,22,1015,62,190,,,,,,,,
"['14:00', '17/01']",17/01 14:00,360,8,NIL,9999,NIL,NIL,31,22,1015,59,NIL,,,,,,,,
"['15:00', '17/01']",17/01 15:00,30,10,NIL,9999,NIL,3,32,22,1014,56,210,,,,,,,,
"['16:00', '17/01']",17/01 16:00,60,13,NIL,9999,7000,5,31,24,1014,66,NIL,,,,,,,,
"['16:20', '17/01']",17/01 16:20,60,12,26,9999,7000,5,30,24,1013,70,NIL,,,,,,,,
"['17:00', '17/01']",17/01 17:00,70,13,NIL,9999,NIL,3,30,23,1013,66,NIL,,,,,,,,
"['18:00', '17/01']",17/01 18:00,60,12,NIL,9999,NIL,NIL,30,23,1013,66,NIL,,,,,,,,
"['19:00', '17/01']",17/01 19:00,60,10,NIL,9999,NIL,3,29,23,1013,70,NIL,,,,,,,,
"['20:00', '17/01']",17/01 20:00,70,10,NIL,9999,NIL,3,28,23,1014,74,NIL,,,,,,,,
"['21:00', '17/01']",17/01 21:00,60,8,NIL,9999,4000,5,28,23,1014,74,NIL,,,,,,,,
"['22:00', '17/01']",17/01 22:00,60,8,NIL,9999,3500,5,28,24,1015,79,NIL,,,,,,,,
"['23:00', '17/01']",17/01 23:00,40,5,NIL,9999,7000,5,27,24,1016,84,NIL,,,,,,,,
"['00:00', '18/01']",18/01 00:00,350,5,NIL,9999,7000,5,27,24,1016,84,NIL,,,,,,,,
"['01:00', '18/01']",18/01 01:00,20,4,,9999,7000,5,27,24,1017,84,,NIL,,NIL,,,,,
"['02:00', '18/01']",18/01 02:00,0,0,,9999,2500,8,27,24,1017,84,,NIL,,NIL,,,,,
"['02:15', '18/01']",18/01 02:15,200,8,,4000,1500,8,25,24,1017,94,,1,,1,,,,,
"['03:00', '18/01']",18/01 03:00,140,4,,9000,1200,8,25,24,1016,94,,NIL,,NIL,,,,,
"['04:00', '18/01']",18/01 04:00,220,6,,9999,4000,5,25,22,1016,83,,NIL,,NIL,,,,,
"['05:00', '18/01']",18/01 05:00,240,4,,9999,4000,5,24,22,1016,89,,NIL,,NIL,,,,,
"['06:00', '18/01']",18/01 06:00,220,5,,9999,3500,8,24,22,1016,89,,NIL,,NIL,,,,,
"['07:00', '18/01']",18/01 07:00,230,9,,9999,3000,8,24,21,1016,83,,NIL,,NIL,,,,,
"['08:00', '18/01']",18/01 08:00,240,9,,9999,2500,5,24,20,1016,78,,NIL,,NIL,,,,,
"['09:00', '18/01']",18/01 09:00,250,6,,9999,3100,8,24,20,1017,78,,NIL,,NIL,,,,,
"['10:00', '18/01']",18/01 10:00,230,9,,9999,4000,5,25,20,1017,74,,NIL,,NIL,,,,,
"['11:00', '18/01']",18/01 11:00,230,10,,9999,4000,5,26,20,1018,70,,NIL,,NIL,,,,,
"['12:00', '18/01']",18/01 12:00,220,11,,9999,4000,5,27,20,1018,66,,NIL,,NIL,,,,,
"['13:00', '18/01']",18/01 13:00,240,10,,9999,4000,5,26,21,1018,74,,NIL,,NIL,,,,,
"['14:00', '18/01']",18/01 14:00,210,15,,9999,5000,5,27,21,1018,70,,NIL,,NIL,,,,,
"['15:00', '18/01']",18/01 15:00,210,13,,9999,5000,5,27,21,1017,70,,NIL,,NIL,,,,,
"['16:00', '18/01']",18/01 16:00,190,13,,9999,NIL,3,28,21,1017,66,,NIL,,NIL,,,,,
"['17:00', '18/01']",18/01 17:00,210,13,,9999,8000,5,28,20,1016,62,,NIL,,NIL,,,,,
"['18:00', '18/01']",18/01 18:00,220,13,,9999,8000,5,28,21,1016,66,,NIL,,NIL,,,,,
"['19:00', '18/01']",18/01 19:00,210,12,,9999,8000,5,27,20,1016,66,,NIL,,NIL,,,,,
"['20:00', '18/01']",18/01 20:00,200,15,,9999,7000,5,26,21,1016,74,,NIL,,NIL,,,,,
"['21:00', '18/01']",18/01 21:00,200,13,,9999,7000,5,26,19,1016,65,,NIL,,NIL,,,,,
"['22:00', '18/01']",18/01 22:00,200,13,,9999,4700,5,25,20,1017,74,,NIL,,NIL,,,,,
"['23:00', '18/01']",18/01 23:00,210,11,,9999,4700,5,25,21,1017,79,,NIL,,NIL,,,,,
"['00:00', '19/01']",19/01 00:00,200,13,,9999,4700,5,25,21,1017,79,,NIL,,NIL,,,,,
"['01:00', '19/01']",19/01 01:00,200,13,NIL,9999,4700,5,25,21,1018,79,,,,,,,,,
"['02:00', '19/01']",19/01 02:00,210,13,NIL,9999,4700,5,25,21,1017,79,,,,,,,,,
"['03:00', '19/01']",19/01 03:00,220,14,NIL,9999,4700,5,25,21,1017,79,,,,,,,,,
"['04:00', '19/01']",19/01 04:00,210,10,20,9999,4000,5,25,21,1015,79,,,,,,,,,
"['05:00', '19/01']",19/01 05:00,220,7,NIL,9999,4000,5,24,21,1015,83,,,,,,,,,
"['06:00', '19/01']",19/01 06:00,230,6,NIL,9999,4000,5,25,20,1015,74,,,,,,,,,
"['07:00', '19/01']",19/01 07:00,240,6,NIL,9999,4000,5,25,20,1015,74,,,,,,,,,
"['08:00', '19/01']",19/01 08:00,220,9,NIL,9999,NIL,3,24,20,1015,78,,,,,,,,,
"['09:00', '19/01']",19/01 09:00,220,8,NIL,9999,NIL,NIL,24,20,1015,78,,,,,,,,,
"['10:00', '19/01']",19/01 10:00,200,8,NIL,9999,NIL,2,26,20,1016,70,,,,,,,,,
"['11:00', '19/01']",19/01 11:00,200,9,NIL,9999,NIL,2,27,21,1016,70,,,,,,,,,
"['12:00', '19/01']",19/01 12:00,220,10,NIL,9999,NIL,NIL,28,21,1016,66,,,,,,,,,
"['13:00', '19/01']",19/01 13:00,160,15,NIL,9999,NIL,2,27,21,1016,70,,,,,,,,,
"['14:00', '19/01']",19/01 14:00,160,4,NIL,9999,NIL,2,28,21,1015,66,,,,,,,,,
"['15:00', '19/01']",19/01 15:00,160,15,NIL,9999,NIL,2,28,21,1015,66,,,,,,,,,
"['16:00', '19/01']",19/01 16:00,160,17,NIL,9999,10000,5,28,20,1014,62,,,,,,,,,
"['17:00', '19/01']",19/01 17:00,170,14,NIL,9999,4700,5,28,20,1014,62,,,,,,,,,
"['18:00', '19/01']",19/01 18:00,160,13,NIL,9999,4700,5,27,20,1014,66,,,,,,,,,
"['19:00', '19/01']",19/01 19:00,170,13,NIL,9999,4300,5,27,19,1013,62,,,,,,,,,
"['20:00', '19/01']",19/01 20:00,170,13,NIL,9999,4300,5,26,20,1013,70,,,,,,,,,
"['21:00', '19/01']",19/01 21:00,180,10,NIL,9999,4300,5,26,21,1013,74,,,,,,,,,
"['22:00', '19/01']",19/01 22:00,190,10,NIL,9999,4000,5,26,21,1014,74,,,,,,,,,
"['23:00', '19/01']",19/01 23:00,210,12,NIL,9999,4000,5,25,21,1015,79,,,,,,,,,
"['00:00', '20/01']",20/01 00:00,200,10,NIL,9999,4000,5,25,21,1015,79,,,,,,,,,
"['01:00', '20/01']",20/01 01:00,210,8,,9999,NIL,NIL,25,21,1015,79,NIL,NIL,,,,,,,
"['02:00', '20/01']",20/01 02:00,220,8,,9999,NIL,NIL,25,20,1015,74,NIL,NIL,,,,,,,
"['03:00', '20/01']",20/01 03:00,240,5,,9999,NIL,NIL,25,20,1014,74,NIL,NIL,,,,,,,
"['04:00', '20/01']",20/01 04:00,200,6,,9999,NIL,3,25,21,1013,79,NIL,NIL,,,,,,,
"['05:00', '20/01']",20/01 05:00,210,6,,9999,10000,5,25,20,1013,74,NIL,NIL,,,,,,,
"['06:00', '20/01']",20/01 06:00,240,3,,9999,10000,5,25,20,1012,74,NIL,NIL,,,,,,,
"['07:00', '20/01']",20/01 07:00,220,3,,9999,8000,5,25,19,1012,69,NIL,NIL,,,,,,,
"['08:00', '20/01']",20/01 08:00,130,3,,9999,7000,5,25,20,1012,74,NIL,NIL,,,,,,,
"['09:00', '20/01']",20/01 09:00,190,4,,9999,7000,5,24,20,1013,78,NIL,NIL,,,,,,,
"['10:00', '20/01']",20/01 10:00,280,3,,9999,NIL,NIL,25,21,1013,79,NIL,NIL,,,,,,,
"['11:00', '20/01']",20/01 11:00,220,5,,9999,NIL,NIL,27,20,1013,66,215,NIL,,,,,,,
"['12:00', '20/01']",20/01 12:00,VRB,3,,9999,NIL,NIL,28,19,1013,58,NIL,NIL,,,,,,,
"['13:00', '20/01']",20/01 13:00,160,12,,9999,NIL,NIL,27,20,1013,66,NIL,NIL,,,,,,,
"['14:00', '20/01']",20/01 14:00,150,14,,9999,NIL,2,27,22,1013,74,NIL,NIL,,,,,,,
"['15:00', '20/01']",20/01 15:00,160,15,,9999,NIL,3,28,21,1012,66,NIL,NIL,,,,,,,
"['16:00', '20/01']",20/01 16:00,160,15,,9999,4000,5,26,20,1012,70,NIL,NIL,,,,,,,
"['17:00', '20/01']",20/01 17:00,170,13,,9999,4000,8,26,19,1011,65,NIL,NIL,,,,,,,
"['18:00', '20/01']",20/01 18:00,160,11,,9999,4000,8,26,20,1011,70,NIL,NIL,,,,,,,
"['19:00', '20/01']",20/01 19:00,170,12,,9999,4000,8,25,21,1010,79,NIL,NIL,,,,,,,
"['20:00', '20/01']",20/01 20:00,170,11,,9999,2000,5,24,20,1011,78,NIL,NIL,,,,,,,
"['21:00', '20/01']",20/01 21:00,170,8,,9999,4000,5,24,20,1011,78,NIL,1,,,,,,,
"['22:00', '20/01']",20/01 22:00,200,9,,9999,4000,5,23,21,1011,89,NIL,NIL,,,,,,,
"['23:00', '20/01']",20/01 23:00,210,6,,9999,4000,5,22,21,1011,94,NIL,NIL,,,,,,,
"['00:00', '21/01']",21/01 00:00,180,3,,9999,4000,5,23,21,1012,89,NIL,1,,,,,,,
"['01:00', '21/01']",21/01 01:00,210,4,,9999,7000,8,23,20,1012,83,,NIL,,NIL,,,,,
