validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vis,cobertura,tt,po,qnh,ur,chuva,trovoada,nevoa_umida,teto,vnt_vrb,chuvisco,vis_setor,vis_setor_dir,vnt_rajada,nevoa_seca
"['20:00', '03/02']",03/02 20:00,170,7,9999,5,29,25,1009,79,NIL,NIL,NIL,10000,,,,,NIL,
"['20:30', '03/02']",03/02 20:30,160,7,9999,5,28,25,1009,84,1,1,NIL,10000,,,,,NIL,
"['21:00', '03/02']",03/02 21:00,160,4,8000,5,28,25,1009,84,1,1,NIL,1000,,,,,NIL,
"['21:10', '03/02']",03/02 21:10,80,7,1500,5,27,26,1010,94,1,1,1,300,,,,,NIL,
"['21:30', '03/02']",03/02 21:30,50,10,4000,5,26,24,1010,89,1,1,1,700,,,,,NIL,
"['22:00', '03/02']",03/02 22:00,70,8,6000,5,27,25,1010,89,1,1,NIL,1000,,,,,NIL,
"['23:00', '03/02']",03/02 23:00,270,2,4000,8,27,24,1012,84,1,1,1,800,,,,,NIL,
"['00:00', '04/02']",04/02 00:00,290,3,4000,8,26,25,1012,94,1,1,1,1200,,,,,NIL,
"['00:20', '04/02']",04/02 00:20,160,1,6000,8,26,24,1012,89,1,NIL,NIL,1200,,,,,NIL,
"['01:00', '04/02']",04/02 01:00,0,0,7000,8,26,24,1013,89,1,,NIL,7000,,,,,,
"['02:00', '04/02']",04/02 02:00,190,3,5000,8,26,24,1013,89,1,,1,1200,,,,,,
"['03:00', '04/02']",04/02 03:00,180,5,5000,8,25,24,1013,94,1,,1,1200,,,,,,
"['04:00', '04/02']",04/02 04:00,330,7,8000,8,26,24,1011,89,1,,NIL,1500,,,,,,
"['05:00', '04/02']",04/02 05:00,320,6,9999,8,25,23,1011,89,1,,NIL,2000,,,,,,
"['06:00', '04/02']",04/02 06:00,30,10,9999,8,25,22,1011,83,NIL,,NIL,8000,,,,,,
"['07:00', '04/02']",04/02 07:00,160,1,9999,5,25,22,1011,83,NIL,,NIL,10000,,,,,,
"['08:00', '04/02']",04/02 08:00,300,4,9999,5,25,23,1012,89,NIL,,NIL,1500,,,,,,
"['09:00', '04/02']",04/02 09:00,220,5,9999,5,25,23,1012,89,NIL,,NIL,9000,,,,,,
"['10:00', '04/02']",04/02 10:00,110,5,9999,5,26,24,1012,89,NIL,,NIL,10000,,,,,,
"['11:00', '04/02']",04/02 11:00,130,4,9999,5,26,23,1013,84,NIL,,NIL,10000,,,,,,
"['12:00', '04/02']",04/02 12:00,100,1,9999,5,27,23,1013,79,NIL,,NIL,10000,,,,,,
"['13:00', '04/02']",04/02 13:00,310,2,9999,5,27,24,1013,84,NIL,,NIL,10000,,,,,,
"['14:00', '04/02']",04/02 14:00,20,4,9999,5,27,24,1013,84,NIL,,NIL,10000,,,,,,
"['14:37', '04/02']",04/02 14:37,130,3,9999,5,28,24,1012,79,NIL,,NIL,10000,,,,,,
"['15:00', '04/02']",04/02 15:00,140,5,9999,5,28,24,1012,79,NIL,,NIL,10000,,,,,,
"['16:00', '04/02']",04/02 16:00,140,7,9999,5,28,25,1012,84,NIL,,NIL,10000,,,,,,
"['17:00', '04/02']",04/02 17:00,160,8,9999,5,29,25,1012,79,NIL,,NIL,10000,,,,,,
"['18:00', '04/02']",04/02 18:00,150,10,9999,5,27,25,1011,89,NIL,,NIL,10000,,,,,,
"['19:00', '04/02']",04/02 19:00,160,10,9999,5,27,25,1011,89,NIL,,NIL,10000,,,,,,
"['20:00', '04/02']",04/02 20:00,160,12,9999,3,27,24,1011,84,NIL,,NIL,NIL,,,,,,
"['21:00', '04/02']",04/02 21:00,160,11,9999,3,27,24,1011,84,NIL,,NIL,NIL,,,,,,
"['22:00', '04/02']",04/02 22:00,160,9,9999,5,26,24,1012,89,NIL,,NIL,4500,,,,,,
"['23:00', '04/02']",04/02 23:00,160,8,9999,5,26,24,1013,89,NIL,,NIL,4500,,,,,,
"['00:00', '05/02']",05/02 00:00,150,6,9999,5,26,24,1013,89,NIL,,NIL,4500,,,,,,
"['01:00', '05/02']",05/02 01:00,140,5,9999,5,26,24,1013,89,NIL,NIL,NIL,4500,,,,,,
"['02:00', '05/02']",05/02 02:00,350,4,9000,8,26,24,1013,89,1,NIL,NIL,4500,,,,,,
"['03:00', '05/02']",05/02 03:00,40,5,9000,8,26,24,1012,89,NIL,NIL,NIL,4500,,,,,,
"['04:00', '05/02']",05/02 04:00,40,6,9999,8,26,25,1012,94,NIL,NIL,NIL,4000,,,,,,
"['05:00', '05/02']",05/02 05:00,130,7,9999,5,26,24,1011,89,NIL,NIL,NIL,4500,,,,,,
"['06:00', '05/02']",05/02 06:00,20,5,9999,5,26,24,1011,89,NIL,NIL,NIL,5000,,,,,,
"['07:00', '05/02']",05/02 07:00,340,3,9999,5,26,24,1011,89,NIL,NIL,NIL,5000,,,,,,
"['08:00', '05/02']",05/02 08:00,340,1,9999,5,26,23,1011,84,1,NIL,NIL,5000,,,,,,
"['09:00', '05/02']",05/02 09:00,20,5,9999,5,26,23,1011,84,NIL,NIL,NIL,1300,,,,,,
"['09:28', '05/02']",05/02 09:28,50,4,9999,5,26,23,1012,84,NIL,NIL,NIL,5000,,,,,,
"['10:00', '05/02']",05/02 10:00,80,4,9999,5,26,23,1012,84,NIL,NIL,NIL,10000,,,,,,
"['10:20', '05/02']",05/02 10:20,120,6,9999,5,26,24,1012,89,NIL,NIL,NIL,10000,,,,,,
"['11:00', '05/02']",05/02 11:00,90,5,9999,5,26,23,1013,84,NIL,NIL,NIL,8000,,,,,,
"['12:00', '05/02']",05/02 12:00,40,5,9999,5,27,24,1013,84,NIL,NIL,NIL,8000,,,,,,
"['13:00', '05/02']",05/02 13:00,360,5,9999,5,26,24,1013,89,NIL,NIL,NIL,5000,,,,,,
"['13:42', '05/02']",05/02 13:42,360,4,5000,5,26,24,1014,89,1,NIL,1,1200,,,,,,
"['14:00', '05/02']",05/02 14:00,NIL,NIL,NIL,NIL,NIL,NIL,IL,0,NIL,NIL,NIL,NIL,,,,,,
"['15:00', '05/02']",05/02 15:00,160,2,8000,5,27,25,1013,89,NIL,NIL,NIL,1200,,,,,,
"['16:00', '05/02']",05/02 16:00,170,9,9999,5,28,25,1012,84,NIL,NIL,NIL,8000,,,,,,
"['17:00', '05/02']",05/02 17:00,160,11,9999,5,28,25,1012,84,NIL,NIL,NIL,10000,,,,,,
"['18:00', '05/02']",05/02 18:00,160,13,9999,5,27,25,1011,89,NIL,NIL,NIL,10000,,,,,,
"['19:00', '05/02']",05/02 19:00,170,11,9999,5,27,24,1011,84,NIL,NIL,NIL,10000,,,,,,
"['20:00', '05/02']",05/02 20:00,40,9,9999,5,27,23,1012,79,NIL,NIL,NIL,10000,,,,,,
"['20:30', '05/02']",05/02 20:30,10,19,9000,8,25,23,1013,89,1,1,NIL,1700,,,,,,
"['20:45', '05/02']",05/02 20:45,320,19,1500,8,24,23,1014,94,1,1,NIL,1700,,,,,,
"['21:00', '05/02']",05/02 21:00,300,9,4500,8,23,22,1013,94,1,1,NIL,1500,,,,,,
"['21:30', '05/02']",05/02 21:30,330,2,6000,8,24,22,1013,89,1,1,NIL,8000,,,,,,
"['22:00', '05/02']",05/02 22:00,20,7,6000,5,24,22,1013,89,1,1,NIL,5000,,,,,,
"['22:13', '05/02']",05/02 22:13,30,5,6000,5,24,23,1014,94,1,NIL,NIL,1300,,,,,,
"['23:00', '05/02']",05/02 23:00,50,3,6000,5,24,22,1013,89,1,NIL,NIL,1300,,,,,,
"['23:30', '05/02']",05/02 23:30,150,3,9000,5,24,22,1014,89,1,NIL,NIL,2000,,,,,,
"['00:00', '06/02']",06/02 00:00,170,3,9999,8,24,22,1014,89,1,NIL,NIL,4500,,,,,,
"['01:00', '06/02']",06/02 01:00,360,2,9999,8,25,21,1014,79,1,,,10000,,,,,,
"['02:00', '06/02']",06/02 02:00,10,3,9999,8,25,21,1014,79,NIL,,,10000,,,,,,
"['03:00', '06/02']",06/02 03:00,340,3,9999,8,24,22,1013,89,1,,,10000,,,,,,
"['04:00', '06/02']",06/02 04:00,360,7,9999,8,25,23,1013,89,NIL,,,1300,,,,,,
"['05:00', '06/02']",06/02 05:00,40,5,9999,5,25,23,1012,89,NIL,,,10000,,,,,,
"['06:00', '06/02']",06/02 06:00,340,3,9999,5,25,23,1012,89,NIL,,,10000,,,,,,
"['07:00', '06/02']",06/02 07:00,50,4,9999,5,25,23,1012,89,NIL,,,1300,,,,,,
"['08:00', '06/02']",06/02 08:00,0,0,9999,5,25,23,1012,89,NIL,,,10000,,,,,,
"['09:00', '06/02']",06/02 09:00,100,3,9999,5,25,23,1013,89,NIL,,,10000,,,,,,
"['10:00', '06/02']",06/02 10:00,170,3,9999,8,25,23,1014,89,NIL,,,10000,,,,,,
"['11:00', '06/02']",06/02 11:00,360,3,9999,8,26,24,1015,89,NIL,,,5000,,,,,,
"['12:00', '06/02']",06/02 12:00,360,6,9999,8,26,24,1015,89,NIL,,,1300,,,,,,
"['13:00', '06/02']",06/02 13:00,360,4,9999,5,26,23,1015,84,NIL,,,6000,,,,,,
"['14:00', '06/02']",06/02 14:00,360,5,9999,5,26,23,1015,84,NIL,,,7000,,,,,,
"['15:00', '06/02']",06/02 15:00,350,4,9999,5,26,24,1014,89,NIL,,,7000,,,,,,
"['16:00', '06/02']",06/02 16:00,330,4,9999,5,27,23,1014,79,NIL,,,7000,,,,,,
"['17:00', '06/02']",06/02 17:00,60,2,9999,5,27,23,1013,79,NIL,,,7000,,,,,,
"['18:00', '06/02']",06/02 18:00,170,7,9999,5,27,24,1012,84,NIL,,,7000,,,,,,
"['19:00', '06/02']",06/02 19:00,10,5,9999,5,28,24,1011,79,NIL,,,7000,,,,,,
"['20:00', '06/02']",06/02 20:00,140,1,9999,5,28,23,1011,74,NIL,,,7000,,,,,,
"['21:00', '06/02']",06/02 21:00,170,4,9999,5,28,24,1011,79,NIL,,,7000,,,,,,
"['22:00', '06/02']",06/02 22:00,170,3,9999,5,27,24,1012,84,NIL,,,10000,,,,,,
"['23:00', '06/02']",06/02 23:00,80,9,9999,5,27,23,1013,79,NIL,,,10000,,,,,,
"['00:00', '07/02']",07/02 00:00,120,4,9999,5,27,23,1013,79,NIL,,,10000,,,,,,
"['01:00', '07/02']",07/02 01:00,70,10,9999,5,27,24,1014,84,,NIL,,10000,,,,,,
"['02:00', '07/02']",07/02 02:00,60,5,9999,5,26,23,1014,84,,NIL,,10000,,,,,,
"['03:00', '07/02']",07/02 03:00,50,3,9999,5,26,23,1013,84,,NIL,,10000,,,,,,
"['04:00', '07/02']",07/02 04:00,60,1,9999,5,26,23,1013,84,,NIL,,9000,,,,,,
"['05:00', '07/02']",07/02 05:00,10,1,9999,5,26,23,1012,84,,NIL,,9000,,,,,,
"['06:00', '07/02']",07/02 06:00,80,2,9999,5,26,23,1012,84,,NIL,,10000,,,,,,
"['07:00', '07/02']",07/02 07:00,40,4,9999,5,26,23,1012,84,,NIL,,9000,,,,,,
"['08:00', '07/02']",07/02 08:00,70,4,9999,5,26,23,1012,84,,NIL,,9000,,,,,,
"['09:00', '07/02']",07/02 09:00,80,4,9999,5,26,23,1013,84,,NIL,,9000,,,,,,
"['10:00', '07/02']",07/02 10:00,70,4,9999,5,26,22,1013,79,,NIL,,9000,,,,,,
"['11:00', '07/02']",07/02 11:00,70,7,9999,5,26,23,1014,84,,NIL,,9000,,,,,,
"['12:00', '07/02']",07/02 12:00,50,8,9999,5,27,23,1014,79,,NIL,,9000,,,,,,
"['13:00', '07/02']",07/02 13:00,320,6,9999,5,27,23,1014,79,,NIL,,9000,,,,,,
"['14:00', '07/02']",07/02 14:00,150,6,9999,5,28,23,1014,74,,NIL,,9000,,,,,,
"['15:00', '07/02']",07/02 15:00,170,8,9999,5,28,24,1013,79,,NIL,,9000,,,,,,
"['16:00', '07/02']",07/02 16:00,170,10,9999,3,28,24,1012,79,,NIL,,NIL,,,,,,
"['17:00', '07/02']",07/02 17:00,130,15,9999,3,28,24,1012,79,,NIL,,NIL,,,,,,
"['18:00', '07/02']",07/02 18:00,120,17,9999,3,28,23,1011,74,,NIL,,NIL,,,,,,
"['19:00', '07/02']",07/02 19:00,30,11,9000,5,27,23,1011,79,,1,,10000,,,,,,
"['20:00', '07/02']",07/02 20:00,60,5,9999,5,26,23,1011,84,,1,,10000,,,,,,
"['21:00', '07/02']",07/02 21:00,20,4,9999,5,27,23,1011,79,,NIL,,10000,,,,,,
"['22:00', '07/02']",07/02 22:00,80,6,9999,5,27,23,1012,79,,NIL,,10000,,,,,,
"['23:00', '07/02']",07/02 23:00,90,5,9999,5,27,22,1012,74,,NIL,,10000,,,,,,
"['23:15', '07/02']",07/02 23:15,150,6,9999,5,27,22,1013,74,,NIL,,10000,,,,,,
"['00:00', '08/02']",08/02 00:00,120,4,9999,NIL,26,22,1013,79,,NIL,,NIL,,,,,,
"['01:00', '08/02']",08/02 01:00,70,9,9999,NIL,26,22,1013,79,,,,,,,,,,
"['02:00', '08/02']",08/02 02:00,30,5,9999,3,25,22,1013,83,,,,,,,,,,
"['03:00', '08/02']",08/02 03:00,60,4,9999,2,25,22,1013,83,,,,,,,,,,
"['04:00', '08/02']",08/02 04:00,80,4,9999,NIL,25,22,1013,83,,,,,,,,,,
"['05:00', '08/02']",08/02 05:00,70,5,9999,NIL,24,22,1012,89,,,,,,,,,,
"['06:00', '08/02']",08/02 06:00,120,3,9999,NIL,24,22,1012,89,,,,,,,,,,
"['07:00', '08/02']",08/02 07:00,150,4,9999,NIL,23,22,1012,94,,,,,,,,,,
"['08:00', '08/02']",08/02 08:00,210,2,9999,3,23,22,1012,94,,,,,,,,,,
"['09:00', '08/02']",08/02 09:00,150,4,9999,3,23,22,1012,94,,,,,,,,,,
"['10:00', '08/02']",08/02 10:00,10,2,9999,3,25,22,1013,83,,,,,,,,,,
"['11:00', '08/02']",08/02 11:00,30,3,9999,NIL,25,22,1013,83,,,,,,,,,,
"['12:00', '08/02']",08/02 12:00,40,3,9999,NIL,26,22,1013,79,,,,,,,,,,
"['13:00', '08/02']",08/02 13:00,360,4,9999,2,27,23,1013,79,,,,,,,,,,
"['14:00', '08/02']",08/02 14:00,130,5,9999,2,27,24,1013,84,,,,,,,,,,
"['15:00', '08/02']",08/02 15:00,160,9,9999,2,27,23,1012,79,,,,,,,,,,
"['16:00', '08/02']",08/02 16:00,160,10,9999,2,28,23,1011,74,,,,,,,,,,
"['17:00', '08/02']",08/02 17:00,160,10,9999,2,29,23,1011,70,,,,,,,,,,
"['18:00', '08/02']",08/02 18:00,160,11,9999,2,29,23,1010,70,,,,,,,,,,
"['19:00', '08/02']",08/02 19:00,160,8,9999,2,30,23,1009,66,,,,,,,,,,
"['20:00', '08/02']",08/02 20:00,150,7,9999,2,29,23,1008,70,,,,,,,,,,
"['21:00', '08/02']",08/02 21:00,190,9,9999,2,28,23,1008,74,,,,,,,,,,
"['22:00', '08/02']",08/02 22:00,190,6,9999,2,27,23,1009,79,,,,,,,,,,
"['23:00', '08/02']",08/02 23:00,150,3,9999,NIL,28,23,1010,74,,,,,,,,,,
"['00:00', '09/02']",09/02 00:00,110,6,9999,NIL,27,23,1010,79,,,,,,,,,,
"['01:00', '09/02']",09/02 01:00,100,6,9999,NIL,27,23,1011,79,,,,NIL,,,,,,
"['02:00', '09/02']",09/02 02:00,50,4,9999,NIL,26,23,1011,84,,,,NIL,,,,,,
"['03:00', '09/02']",09/02 03:00,330,5,9999,NIL,26,23,1010,84,,,,NIL,,,,,,
"['04:00', '09/02']",09/02 04:00,320,4,9999,NIL,26,23,1010,84,,,,NIL,,,,,,
"['05:00', '09/02']",09/02 05:00,330,4,9999,NIL,26,23,1010,84,,,,NIL,,,,,,
"['06:00', '09/02']",09/02 06:00,360,4,9999,NIL,25,23,1009,89,,,,NIL,,,,,,
"['07:00', '09/02']",09/02 07:00,10,4,9999,NIL,25,23,1009,89,,,,NIL,,,,,,
"['08:00', '09/02']",09/02 08:00,360,4,9999,NIL,25,23,1009,89,,,,NIL,,,,,,
"['09:00', '09/02']",09/02 09:00,350,4,9999,NIL,25,23,1010,89,,,,NIL,,,,,,
"['10:00', '09/02']",09/02 10:00,340,6,9999,NIL,26,24,1011,89,,,,NIL,,,,,,
"['11:00', '09/02']",09/02 11:00,360,6,9999,NIL,27,24,1011,84,,,,NIL,,,,,,
"['12:00', '09/02']",09/02 12:00,10,8,9999,NIL,29,23,1011,70,,,,NIL,,,,,,
"['12:45', '09/02']",09/02 12:45,330,18,9999,NIL,32,20,1011,49,,,,NIL,,,,,,
"['13:00', '09/02']",09/02 13:00,330,17,9999,NIL,32,21,1010,52,,,,NIL,,,,,,
"['14:00', '09/02']",09/02 14:00,320,17,9999,NIL,33,21,1010,49,,,,NIL,,,,,,
"['15:00', '09/02']",09/02 15:00,320,15,9999,NIL,33,22,1009,53,,,,NIL,,,,,,
"['16:00', '09/02']",09/02 16:00,330,16,9999,2,35,21,1009,44,,,,NIL,,,,,,
"['17:00', '09/02']",09/02 17:00,330,14,9999,2,35,21,1008,44,,,,NIL,,,,,,
"['18:00', '09/02']",09/02 18:00,320,12,9999,3,36,21,1008,42,,,,NIL,,,,,,
"['19:00', '09/02']",09/02 19:00,330,12,9999,3,33,20,1008,46,,,,NIL,,,,,,
"['20:00', '09/02']",09/02 20:00,340,10,9999,5,32,23,1008,59,,,,9000,,,,,,
"['21:00', '09/02']",09/02 21:00,350,8,9999,5,30,24,1008,70,,,,9000,,,,,,
"['22:00', '09/02']",09/02 22:00,350,9,9999,5,29,24,1009,74,,,,8000,,,,,,
"['23:00', '09/02']",09/02 23:00,340,9,9999,5,30,23,1009,66,,,,10000,,,,,,
"['00:00', '10/02']",10/02 00:00,330,7,9999,5,30,22,1010,62,,,,10000,,,,,,
"['01:00', '10/02']",10/02 01:00,330,6,9999,5,29,23,1010,70,NIL,NIL,NIL,10000,,,,,,
"['02:00', '10/02']",10/02 02:00,290,5,9999,NIL,32,20,1010,49,NIL,NIL,NIL,NIL,,,,,,
"['03:00', '10/02']",10/02 03:00,70,4,9999,NIL,28,22,1010,70,NIL,NIL,NIL,NIL,,,,,,
"['04:00', '10/02']",10/02 04:00,170,6,9999,NIL,27,22,1010,74,NIL,NIL,NIL,NIL,,,,,,
"['05:00', '10/02']",10/02 05:00,170,8,9999,NIL,26,22,1010,79,NIL,NIL,NIL,NIL,,,,,,
"['06:00', '10/02']",10/02 06:00,170,9,9999,NIL,26,23,1010,84,NIL,NIL,NIL,NIL,,,,,,
"['07:00', '10/02']",10/02 07:00,170,8,9999,NIL,25,23,1010,89,NIL,NIL,NIL,NIL,,,,,,
"['08:00', '10/02']",10/02 08:00,180,8,9999,NIL,25,23,1010,89,NIL,NIL,NIL,NIL,,,,,,
"['09:00', '10/02']",10/02 09:00,160,9,9999,5,25,23,1011,89,NIL,NIL,NIL,5000,,,,,,
"['10:00', '10/02']",10/02 10:00,180,9,9999,5,26,23,1012,84,NIL,NIL,NIL,9000,,,,,,
"['11:00', '10/02']",10/02 11:00,160,8,9999,5,26,23,1013,84,NIL,NIL,NIL,9000,,,,,,
"['12:00', '10/02']",10/02 12:00,170,10,9999,5,27,23,1013,79,NIL,NIL,NIL,10000,,,,,,
"['13:00', '10/02']",10/02 13:00,160,9,9999,5,27,23,1013,79,NIL,NIL,NIL,10000,,,,,,
"['14:00', '10/02']",10/02 14:00,160,8,9999,5,26,24,1013,89,NIL,NIL,NIL,10000,,,,,,
"['15:00', '10/02']",10/02 15:00,170,9,9999,5,26,24,1012,89,NIL,NIL,NIL,10000,,,,,,
"['16:00', '10/02']",10/02 16:00,170,12,9999,5,26,24,1012,89,NIL,NIL,NIL,10000,,,,,,
"['17:00', '10/02']",10/02 17:00,170,13,9999,5,26,23,1011,84,NIL,NIL,NIL,8000,,,,,,
"['17:40', '10/02']",10/02 17:40,170,13,9999,5,25,23,1011,89,NIL,NIL,NIL,800,,,,,,
"['18:00', '10/02']",10/02 18:00,170,12,9999,5,25,23,1011,89,1,1,NIL,900,,,,,,
"['19:00', '10/02']",10/02 19:00,180,15,5000,8,24,23,1011,94,1,1,1,900,,,,,,
"['19:35', '10/02']",10/02 19:35,230,6,2000,8,24,23,1013,94,1,1,1,400,,,,,,
"['20:00', '10/02']",10/02 20:00,150,9,2000,8,23,22,1012,94,1,1,1,400,,,,,,
"['20:35', '10/02']",10/02 20:35,170,8,5000,8,23,22,1012,94,1,1,NIL,1000,,,,,,
"['21:00', '10/02']",10/02 21:00,150,7,6000,8,23,22,1012,94,1,1,NIL,1000,,,,,,
"['21:35', '10/02']",10/02 21:35,180,8,4500,8,23,23,1013,100,1,NIL,1,700,,,,,,
"['22:00', '10/02']",10/02 22:00,210,7,4000,8,23,23,1013,100,1,NIL,1,700,,,,,,
"['23:00', '10/02']",10/02 23:00,170,3,5000,8,23,23,1013,100,1,NIL,1,1000,,,,,,
"['00:00', '11/02']",11/02 00:00,140,2,6000,8,23,22,1013,94,1,NIL,NIL,1200,,,,,,
"['00:40', '11/02']",11/02 00:40,350,3,8000,8,23,23,1013,100,1,NIL,NIL,1000,,,,,,
"['01:00', '11/02']",11/02 01:00,360,2,8000,8,23,23,1013,100,1,,NIL,1200,,NIL,NIL,NIL,NIL,
"['02:00', '11/02']",11/02 02:00,340,3,9000,8,24,23,1014,94,NIL,,NIL,1300,,NIL,NIL,NIL,NIL,
"['03:00', '11/02']",11/02 03:00,60,1,9000,8,24,23,1013,94,1,,NIL,1000,,NIL,NIL,NIL,NIL,
"['03:40', '11/02']",11/02 03:40,190,15,4000,8,23,22,1013,94,1,,1,1000,,NIL,NIL,NIL,NIL,
"['03:48', '11/02']",11/02 03:48,180,17,4000,8,23,22,1013,94,1,,1,1000,,NIL,NIL,NIL,27,
"['04:00', '11/02']",11/02 04:00,180,16,4000,8,23,22,1013,94,1,,1,1000,,NIL,NIL,NIL,NIL,
"['05:00', '11/02']",11/02 05:00,190,19,4000,8,22,21,1013,94,1,,1,1000,,NIL,NIL,NIL,NIL,
"['06:00', '11/02']",11/02 06:00,190,17,4000,8,22,22,1013,100,1,,1,1000,,NIL,NIL,NIL,NIL,
"['06:43', '11/02']",11/02 06:43,200,12,4000,8,23,22,1013,94,1,,1,1000,,NIL,NIL,NIL,NIL,
"['07:00', '11/02']",11/02 07:00,200,11,4000,8,23,22,1013,94,1,,1,1000,,NIL,NIL,NIL,NIL,
"['08:00', '11/02']",11/02 08:00,220,9,4000,8,22,21,1013,94,1,,1,1000,,NIL,NIL,NIL,NIL,
"['09:00', '11/02']",11/02 09:00,220,11,6000,8,22,20,1014,88,1,,NIL,1000,,NIL,NIL,NIL,NIL,
"['10:00', '11/02']",11/02 10:00,220,7,7000,8,23,20,1015,83,NIL,,NIL,1000,,NIL,NIL,NIL,NIL,
"['10:18', '11/02']",11/02 10:18,320,6,4000,8,22,21,1015,94,1,,1,1000,,NIL,NIL,NIL,NIL,
"['11:00', '11/02']",11/02 11:00,320,5,3000,8,22,21,1015,94,1,,1,1000,,NIL,NIL,NIL,NIL,
"['11:25', '11/02']",11/02 11:25,320,6,5000,8,22,21,1016,94,1,,1,700,,NIL,NIL,NIL,NIL,
"['12:00', '11/02']",11/02 12:00,330,4,4000,8,22,21,1016,94,1,,1,700,,NIL,NIL,NIL,NIL,
"['12:25', '11/02']",11/02 12:25,120,4,5000,8,22,21,1016,94,1,,1,700,,NIL,NIL,NIL,NIL,
"['13:00', '11/02']",11/02 13:00,120,5,5000,8,22,21,1016,94,1,,1,800,,NIL,NIL,NIL,NIL,
"['14:00', '11/02']",11/02 14:00,120,3,6000,8,23,21,1016,89,1,,NIL,800,,NIL,NIL,NIL,NIL,
"['15:00', '11/02']",11/02 15:00,90,3,5000,8,22,21,1016,94,1,,1,1200,,NIL,NIL,NIL,NIL,
"['15:25', '11/02']",11/02 15:25,30,2,6000,8,23,21,1015,89,1,,NIL,700,,NIL,NIL,NIL,NIL,
"['16:00', '11/02']",11/02 16:00,80,3,4500,8,22,21,1015,94,1,,1,700,,1,NIL,NIL,NIL,
"['17:00', '11/02']",11/02 17:00,90,2,4500,8,23,22,1015,94,1,,1,700,,1,NIL,NIL,NIL,
"['18:00', '11/02']",11/02 18:00,170,7,6000,8,23,22,1015,94,1,,NIL,800,,NIL,NIL,NIL,NIL,
"['19:00', '11/02']",11/02 19:00,200,11,7000,8,23,21,1014,89,NIL,,NIL,800,,1,NIL,NIL,NIL,
"['20:00', '11/02']",11/02 20:00,190,9,6000,8,23,21,1014,89,NIL,,NIL,800,,1,NIL,NIL,NIL,
"['20:35', '11/02']",11/02 20:35,180,7,4000,8,22,21,1014,94,1,,1,700,,NIL,NIL,NIL,NIL,
"['21:00', '11/02']",11/02 21:00,160,6,4000,8,22,21,1015,94,1,,1,700,,NIL,NIL,NIL,NIL,
"['22:00', '11/02']",11/02 22:00,180,7,4000,8,22,21,1015,94,1,,NIL,900,,1,NIL,NIL,NIL,
"['23:00', '11/02']",11/02 23:00,180,11,3500,8,21,20,1016,94,1,,NIL,700,,1,NIL,NIL,NIL,
"['23:10', '11/02']",11/02 23:10,170,9,4500,8,21,20,1016,94,1,,NIL,800,,1,NIL,NIL,NIL,
"['00:00', '12/02']",12/02 00:00,180,6,9000,5,21,20,1016,94,NIL,,NIL,1300,,1,4000,270,NIL,
"['01:00', '12/02']",12/02 01:00,150,8,4000,8,22,20,1016,88,NIL,,1,1300,150,1,,,,
"['02:00', '12/02']",12/02 02:00,150,3,6000,8,22,20,1016,88,NIL,,NIL,1300,155,1,,,,
"['03:00', '12/02']",12/02 03:00,VRB,1,9999,8,22,20,1016,88,NIL,,NIL,1300,NIL,NIL,,,,
"['04:00', '12/02']",12/02 04:00,190,3,3000,8,21,21,1016,100,1,,1,700,NIL,NIL,,,,
"['05:00', '12/02']",12/02 05:00,190,4,4000,8,21,21,1015,100,1,,1,800,NIL,NIL,,,,
"['06:00', '12/02']",12/02 06:00,190,5,5000,8,21,20,1014,94,1,,1,1200,NIL,NIL,,,,
"['07:00', '12/02']",12/02 07:00,140,4,6000,8,21,20,1014,94,1,,NIL,2500,NIL,NIL,,,,
"['08:00', '12/02']",12/02 08:00,70,2,9000,8,21,20,1014,94,NIL,,NIL,3600,NIL,NIL,,,,
"['09:00', '12/02']",12/02 09:00,360,3,5000,8,21,20,1014,94,1,,1,1000,NIL,NIL,,,,
"['09:20', '12/02']",12/02 09:20,20,3,3500,8,21,21,1015,100,1,,NIL,600,NIL,1,,,,
"['10:00', '12/02']",12/02 10:00,50,2,4500,8,21,21,1015,100,1,,NIL,600,NIL,1,,,,
"['11:00', '12/02']",12/02 11:00,10,3,4500,8,22,21,1015,94,1,,NIL,500,NIL,1,,,,
"['12:00', '12/02']",12/02 12:00,350,3,4500,8,22,21,1016,94,1,,NIL,500,NIL,1,,,,
"['13:00', '12/02']",12/02 13:00,340,4,6000,8,23,21,1016,89,NIL,,NIL,1000,NIL,NIL,,,,
"['14:00', '12/02']",12/02 14:00,30,2,9999,8,23,21,1015,89,NIL,,NIL,3500,NIL,NIL,,,,
"['15:00', '12/02']",12/02 15:00,150,6,9999,8,24,21,1014,83,NIL,,NIL,3500,NIL,NIL,,,,
"['16:00', '12/02']",12/02 16:00,170,7,9999,8,24,19,1014,74,NIL,,NIL,4000,NIL,NIL,,,,
"['17:00', '12/02']",12/02 17:00,170,7,6000,8,23,20,1014,83,1,,NIL,1300,NIL,NIL,,,,
"['18:00', '12/02']",12/02 18:00,200,6,9999,5,23,21,1014,89,1,,NIL,1200,205,NIL,,,,
"['19:00', '12/02']",12/02 19:00,190,11,5000,5,22,21,1013,94,1,,1,1200,NIL,NIL,,,,
"['20:00', '12/02']",12/02 20:00,220,5,5000,5,22,20,1013,88,1,,1,1200,230,NIL,,,,
