validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vis,teto,cobertura,tt,po,qnh,ur,vnt_vrb,vis_setor,vis_setor_dir,chuva,trovoada,nevoa_umida,vnt_rajada,chuvisco,pancada,nevoeiro,nevoa_seca
"['15:00', '14/11']",14/11 15:00,340,13,9999,3500,5,24,11,1017,44,,,,,,,,,,,
"['16:00', '14/11']",14/11 16:00,350,13,9999,3500,5,25,09,1017,36,,,,,,,,,,,
"['17:00', '14/11']",14/11 17:00,340,13,9999,NIL,3,26,09,1017,34,,,,,,,,,,,
"['18:00', '14/11']",14/11 18:00,20,15,9999,NIL,3,25,11,1016,41,,,,,,,,,,,
"['19:00', '14/11']",14/11 19:00,10,14,9999,NIL,2,24,09,1015,38,,,,,,,,,,,
"['20:00', '14/11']",14/11 20:00,10,15,9999,NIL,2,23,10,1015,44,,,,,,,,,,,
"['21:00', '14/11']",14/11 21:00,10,12,9999,NIL,3,23,11,1016,47,,,,,,,,,,,
"['22:00', '14/11']",14/11 22:00,10,11,9999,NIL,3,22,11,1016,50,,,,,,,,,,,
"['23:00', '14/11']",14/11 23:00,360,9,9999,NIL,2,21,12,1016,56,,,,,,,,,,,
"['00:00', '15/11']",15/11 00:00,360,9,9999,NIL,2,22,12,1017,53,,,,,,,,,,,
"['01:00', '15/11']",15/11 01:00,10,10,9999,NIL,3,22,14,1017,60,,,,,,,,,,,
"['02:00', '15/11']",15/11 02:00,10,10,9999,NIL,3,21,15,1017,69,,,,,,,,,,,
"['03:00', '15/11']",15/11 03:00,10,11,9999,NIL,3,22,16,1016,69,,,,,,,,,,,
"['04:00', '15/11']",15/11 04:00,10,9,9999,3000,5,21,16,1015,73,,,,,,,,,,,
"['05:00', '15/11']",15/11 05:00,100,8,9999,NIL,3,21,16,1016,73,,,,,,,,,,,
"['06:00', '15/11']",15/11 06:00,100,11,9999,3000,5,22,16,1015,69,,,,,,,,,,,
"['07:00', '15/11']",15/11 07:00,20,7,9999,2000,5,21,16,1015,73,,,,,,,,,,,
"['08:00', '15/11']",15/11 08:00,10,9,9999,2000,5,21,15,1016,69,,,,,,,,,,,
"['09:00', '15/11']",15/11 09:00,20,5,9999,3000,5,21,14,1016,64,,,,,,,,,,,
"['10:00', '15/11']",15/11 10:00,330,7,9999,2500,5,21,16,1017,73,,,,,,,,,,,
"['11:00', '15/11']",15/11 11:00,320,10,9999,4800,5,21,16,1018,73,,,,,,,,,,,
"['12:00', '15/11']",15/11 12:00,330,9,9999,2000,8,22,16,1018,69,,,,,,,,,,,
"['13:00', '15/11']",15/11 13:00,340,12,9999,5000,5,23,16,1018,65,,,,,,,,,,,
"['14:00', '15/11']",15/11 14:00,340,13,9999,5000,5,24,15,1017,57,,,,,,,,,,,
"['15:00', '15/11']",15/11 15:00,350,16,9999,NIL,3,26,15,1017,51,,,,,,,,,,,
"['16:00', '15/11']",15/11 16:00,360,16,9999,NIL,3,26,11,1016,39,,,,,,,,,,,
"['17:00', '15/11']",15/11 17:00,10,14,9999,NIL,2,26,11,1015,39,,,,,,,,,,,
"['18:00', '15/11']",15/11 18:00,10,15,9999,NIL,2,26,09,1015,34,,,,,,,,,,,
"['19:00', '15/11']",15/11 19:00,20,17,9999,NIL,2,26,09,1015,34,,,,,,,,,,,
"['20:00', '15/11']",15/11 20:00,10,16,9999,NIL,3,25,09,1015,36,,,,,,,,,,,
"['21:00', '15/11']",15/11 21:00,10,16,9999,NIL,3,23,09,1016,41,,,,,,,,,,,
"['22:00', '15/11']",15/11 22:00,10,12,9999,NIL,3,23,10,1016,44,,,,,,,,,,,
"['23:00', '15/11']",15/11 23:00,10,11,9999,5000,5,23,11,1016,47,,,,,,,,,,,
"['00:00', '16/11']",16/11 00:00,10,12,9999,4500,5,23,12,1017,50,,,,,,,,,,,
"['01:00', '16/11']",16/11 01:00,360,9,9999,4500,5,23,13,1017,53,,,,,,,NIL,,,,
"['02:00', '16/11']",16/11 02:00,360,13,9999,4500,8,23,14,1017,57,,,,,,,NIL,,,,
"['03:00', '16/11']",16/11 03:00,350,12,9999,3200,8,23,14,1017,57,,,,,,,NIL,,,,
"['04:00', '16/11']",16/11 04:00,360,13,9999,3200,8,22,15,1016,65,,,,,,,NIL,,,,
"['05:00', '16/11']",16/11 05:00,310,9,9999,4000,8,21,16,1016,73,,,,,,,NIL,,,,
"['06:00', '16/11']",16/11 06:00,320,8,9999,4000,8,21,17,1016,78,,,,,,,NIL,,,,
"['07:00', '16/11']",16/11 07:00,320,8,9999,4000,8,21,18,1016,83,,,,,,,NIL,,,,
"['08:00', '16/11']",16/11 08:00,340,12,9999,2000,5,21,17,1016,78,,,,,,,NIL,,,,
"['09:00', '16/11']",16/11 09:00,330,12,9999,2800,5,21,18,1016,83,,,,,,,NIL,,,,
"['10:00', '16/11']",16/11 10:00,340,11,9999,3000,5,21,18,1017,83,,,,,,,NIL,,,,
"['11:00', '16/11']",16/11 11:00,340,11,9999,3500,5,22,17,1017,73,,,,,,,NIL,,,,
"['12:00', '16/11']",16/11 12:00,340,13,9999,4000,5,23,17,1017,69,,,,,,,NIL,,,,
"['13:00', '16/11']",16/11 13:00,350,14,9999,NIL,3,24,16,1016,61,,,,,,,25,,,,
"['14:00', '16/11']",16/11 14:00,350,15,9999,NIL,3,25,16,1016,57,,,,,,,NIL,,,,
"['15:00', '16/11']",16/11 15:00,350,15,9999,NIL,3,26,15,1015,51,,,,,,,NIL,,,,
"['16:00', '16/11']",16/11 16:00,350,16,9999,NIL,3,26,14,1015,48,,,,,,,NIL,,,,
"['17:00', '16/11']",16/11 17:00,360,15,9999,NIL,2,27,14,1013,45,,,,,,,NIL,,,,
"['18:00', '16/11']",16/11 18:00,10,13,9999,NIL,2,27,13,1013,42,,,,,,,NIL,,,,
"['19:00', '16/11']",16/11 19:00,360,14,9999,NIL,2,26,13,1012,45,,,,,,,NIL,,,,
"['20:00', '16/11']",16/11 20:00,360,17,9999,NIL,2,25,13,1011,47,,,,,,,NIL,,,,
"['21:00', '16/11']",16/11 21:00,350,16,9999,NIL,2,24,14,1012,54,,,,,,,NIL,,,,
"['22:00', '16/11']",16/11 22:00,350,16,9999,NIL,3,23,15,1012,61,,,,,,,NIL,,,,
"['23:00', '16/11']",16/11 23:00,360,12,9999,NIL,3,23,16,1013,65,,,,,,,NIL,,,,
"['00:00', '17/11']",17/11 00:00,360,12,9999,NIL,3,23,16,1013,65,,,,,,,NIL,,,,
"['01:00', '17/11']",17/11 01:00,360,11,9999,3500,5,23,17,1014,69,,NIL,NIL,NIL,,NIL,,,,,
"['02:00', '17/11']",17/11 02:00,350,12,9999,NIL,3,23,17,1014,69,,NIL,NIL,NIL,,NIL,,,,,
"['03:00', '17/11']",17/11 03:00,330,9,9999,NIL,3,22,18,1014,78,,NIL,NIL,NIL,,NIL,,,,,
"['04:00', '17/11']",17/11 04:00,320,8,9999,10000,5,22,17,1014,73,,NIL,NIL,NIL,,NIL,,,,,
"['05:00', '17/11']",17/11 05:00,350,6,9999,10000,5,22,17,1013,73,,NIL,NIL,NIL,,NIL,,,,,
"['06:00', '17/11']",17/11 06:00,340,4,9999,10000,5,22,17,1012,73,,NIL,NIL,NIL,,NIL,,,,,
"['07:00', '17/11']",17/11 07:00,310,6,9999,3500,5,22,17,1012,73,,NIL,NIL,NIL,,NIL,,,,,
"['08:00', '17/11']",17/11 08:00,330,4,9999,NIL,3,21,17,1012,78,,NIL,NIL,NIL,,NIL,,,,,
"['09:00', '17/11']",17/11 09:00,350,3,9999,NIL,3,22,17,1013,73,,NIL,NIL,NIL,,NIL,,,,,
"['10:00', '17/11']",17/11 10:00,350,5,9999,NIL,NIL,22,17,1013,73,,NIL,NIL,NIL,,NIL,,,,,
"['11:00', '17/11']",17/11 11:00,350,8,9999,NIL,NIL,23,16,1013,65,,NIL,NIL,NIL,,NIL,,,,,
"['12:00', '17/11']",17/11 12:00,350,7,9999,NIL,NIL,23,16,1013,65,,NIL,NIL,NIL,,NIL,,,,,
"['13:00', '17/11']",17/11 13:00,360,8,9999,NIL,NIL,24,16,1013,61,,NIL,NIL,NIL,,NIL,,,,,
"['14:00', '17/11']",17/11 14:00,350,12,9999,3000,5,24,19,1013,74,,NIL,NIL,NIL,,NIL,,,,,
"['15:00', '17/11']",17/11 15:00,350,10,9999,3000,5,24,19,1012,74,,NIL,NIL,NIL,,NIL,,,,,
"['16:00', '17/11']",17/11 16:00,360,11,9999,3000,5,25,19,1011,69,,NIL,NIL,NIL,,NIL,,,,,
"['17:00', '17/11']",17/11 17:00,350,9,9999,3000,5,26,19,1011,65,,NIL,NIL,NIL,,NIL,,,,,
"['18:00', '17/11']",17/11 18:00,350,9,9999,10000,5,26,19,1010,65,,NIL,NIL,NIL,,NIL,,,,,
"['19:00', '17/11']",17/11 19:00,330,9,9999,3000,5,25,19,1010,69,,NIL,NIL,NIL,,NIL,,,,,
"['20:00', '17/11']",17/11 20:00,320,3,9999,3500,5,24,20,1010,78,,NIL,NIL,NIL,,NIL,,,,,
"['21:00', '17/11']",17/11 21:00,150,7,9999,3500,5,23,20,1011,83,,NIL,NIL,NIL,,NIL,,,,,
"['21:35', '17/11']",17/11 21:35,160,8,4500,3500,5,21,19,1011,88,,NIL,NIL,NIL,,1,,,,,
"['22:00', '17/11']",17/11 22:00,150,9,4500,1500,5,21,19,1011,88,,NIL,NIL,NIL,,1,,,,,
"['22:21', '17/11']",17/11 22:21,150,10,9999,1500,5,21,18,1012,83,,NIL,NIL,NIL,,NIL,,,,,
"['23:00', '17/11']",17/11 23:00,110,5,9999,2000,5,20,18,1012,88,,4500,225,NIL,,NIL,,,,,
"['23:21', '17/11']",17/11 23:21,140,7,4500,2000,5,20,18,1012,88,,NIL,NIL,1,,NIL,,,,,
"['00:00', '18/11']",18/11 00:00,150,6,4500,2000,5,21,18,1012,83,,NIL,NIL,1,,NIL,,,,,
"['01:00', '18/11']",18/11 01:00,180,11,9999,2000,5,20,17,1012,83,,,,NIL,,,,,,,
"['02:00', '18/11']",18/11 02:00,170,7,9999,4500,5,21,17,1013,78,,,,NIL,,,,,,,
"['03:00', '18/11']",18/11 03:00,170,4,9999,3500,5,21,17,1012,78,,,,NIL,,,,,,,
"['04:00', '18/11']",18/11 04:00,180,5,9999,3500,5,20,17,1012,83,,,,1,,,,,,,
"['05:00', '18/11']",18/11 05:00,170,3,9999,3500,5,20,17,1011,83,,,,NIL,,,,,,,
"['06:00', '18/11']",18/11 06:00,220,2,9999,3500,5,20,17,1011,83,,,,NIL,,,,,,,
"['07:00', '18/11']",18/11 07:00,200,7,9999,3500,5,19,17,1011,88,,,,1,,,,,,,
"['08:00', '18/11']",18/11 08:00,190,5,9999,2000,5,19,17,1011,88,,,,1,,,,,,,
"['09:00', '18/11']",18/11 09:00,180,8,9999,2000,5,20,17,1011,83,,,,NIL,,,,,,,
"['10:00', '18/11']",18/11 10:00,190,11,4000,2000,5,19,17,1011,88,,,,1,,,,,,,
"['10:10', '18/11']",18/11 10:10,180,6,9999,1700,5,19,17,1011,88,,,,1,,,,,,,
"['10:34', '18/11']",18/11 10:34,190,8,4000,1700,5,19,17,1011,88,,,,1,,,,,,,
"['11:00', '18/11']",18/11 11:00,200,9,3500,1700,5,19,18,1011,94,,,,1,,,,,,,
"['12:00', '18/11']",18/11 12:00,180,8,3500,1700,5,19,17,1012,88,,,,1,,,,,,,
"['12:39', '18/11']",18/11 12:39,200,15,1800,1700,5,19,18,1011,94,,,,1,,,,,,,
"['13:00', '18/11']",18/11 13:00,200,11,2000,1700,5,19,18,1012,94,,,,1,,,,,,,
"['14:00', '18/11']",18/11 14:00,200,7,2500,1700,5,19,18,1011,94,,,,1,,,,,,,
"['15:00', '18/11']",18/11 15:00,200,5,2500,1700,5,19,19,1011,100,,,,1,,,,,,,
"['16:00', '18/11']",18/11 16:00,VRB,1,3500,1300,5,19,19,1011,100,,,,1,,,,,,,
"['17:00', '18/11']",18/11 17:00,VRB,1,4500,1300,5,20,19,1010,94,,,,1,,,,,,,
"['18:00', '18/11']",18/11 18:00,100,2,4500,2000,5,20,19,1010,94,,,,1,,,,,,,
"['19:00', '18/11']",18/11 19:00,60,3,9999,2600,5,20,19,1009,94,,,,1,,,,,,,
"['20:00', '18/11']",18/11 20:00,190,7,9999,3000,5,21,18,1009,83,,,,NIL,,,,,,,
"['21:00', '18/11']",18/11 21:00,200,7,9999,4000,5,21,18,1009,83,,,,NIL,,,,,,,
"['22:00', '18/11']",18/11 22:00,300,1,9999,4000,5,20,19,1010,94,,,,NIL,,,,,,,
"['23:00', '18/11']",18/11 23:00,210,2,9999,4000,5,20,18,1011,88,,,,NIL,,,,,,,
"['00:00', '19/11']",19/11 00:00,240,3,9999,4000,5,20,18,1011,88,,,,NIL,,,,,,,
"['01:00', '19/11']",19/11 01:00,210,4,9999,4000,5,20,18,1012,88,,,,,,,,,,,
"['02:00', '19/11']",19/11 02:00,150,2,9999,4000,5,20,18,1011,88,,,,,,,,,,,
"['03:00', '19/11']",19/11 03:00,190,4,9999,4000,5,20,18,1011,88,,,,,,,,,,,
"['04:00', '19/11']",19/11 04:00,180,5,9999,4000,5,20,17,1010,83,,,,,,,,,,,
"['05:00', '19/11']",19/11 05:00,200,9,9999,4000,5,20,17,1009,83,,,,,,,,,,,
"['06:00', '19/11']",19/11 06:00,180,6,9999,4000,5,21,16,1009,73,,,,,,,,,,,
"['07:00', '19/11']",19/11 07:00,190,11,9999,NIL,3,20,16,1010,78,,,,,,,,,,,
"['08:00', '19/11']",19/11 08:00,170,7,9999,NIL,3,21,16,1010,73,,,,,,,,,,,
"['09:00', '19/11']",19/11 09:00,170,5,9999,4300,5,21,16,1011,73,,,,,,,,,,,
"['10:00', '19/11']",19/11 10:00,180,11,9999,4300,5,21,16,1012,73,,,,,,,,,,,
"['11:00', '19/11']",19/11 11:00,160,8,9999,4300,5,21,16,1013,73,,,,,,,,,,,
"['12:00', '19/11']",19/11 12:00,180,14,9999,4500,5,22,17,1013,73,,,,,,,,,,,
"['13:00', '19/11']",19/11 13:00,180,13,9999,4300,5,22,17,1014,73,,,,,,,,,,,
"['14:00', '19/11']",19/11 14:00,190,11,9999,4000,5,22,17,1014,73,,,,,,,,,,,
"['15:00', '19/11']",19/11 15:00,190,11,9999,3000,5,22,17,1014,73,,,,,,,,,,,
"['16:00', '19/11']",19/11 16:00,150,13,9999,5000,5,22,17,1014,73,,,,,,,,,,,
"['17:00', '19/11']",19/11 17:00,150,15,9999,5000,5,22,17,1014,73,,,,,,,,,,,
"['18:00', '19/11']",19/11 18:00,140,15,9999,5000,5,21,16,1014,73,,,,,,,,,,,
"['19:00', '19/11']",19/11 19:00,160,11,9999,5000,5,21,16,1013,73,,,,,,,,,,,
"['20:00', '19/11']",19/11 20:00,180,8,9999,5000,5,21,16,1014,73,,,,,,,,,,,
"['21:00', '19/11']",19/11 21:00,180,8,9999,5000,5,20,16,1014,78,,,,,,,,,,,
"['22:00', '19/11']",19/11 22:00,190,12,9999,3000,5,20,16,1015,78,,,,,,,,,,,
"['23:00', '19/11']",19/11 23:00,200,10,9999,3500,5,19,16,1016,83,,,,,,,,,,,
"['00:00', '20/11']",20/11 00:00,190,10,9999,7000,5,20,15,1016,73,,,,,,,,,,,
"['01:00', '20/11']",20/11 01:00,190,9,9999,4000,5,20,15,1017,73,,,,,,,,,,,
"['02:00', '20/11']",20/11 02:00,190,9,9999,4000,5,19,15,1017,78,,,,,,,,,,,
"['03:00', '20/11']",20/11 03:00,200,7,9999,4000,5,19,15,1017,78,,,,,,,,,,,
"['04:00', '20/11']",20/11 04:00,210,7,9999,4000,5,19,15,1016,78,,,,,,,,,,,
"['05:00', '20/11']",20/11 05:00,200,5,9999,4000,5,18,14,1016,77,,,,,,,,,,,
"['06:00', '20/11']",20/11 06:00,200,4,9999,4000,5,17,14,1016,83,,,,,,,,,,,
"['07:00', '20/11']",20/11 07:00,260,7,9999,4000,5,18,14,1015,77,,,,,,,,,,,
"['08:00', '20/11']",20/11 08:00,0,0,9999,NIL,2,17,15,1016,88,,,,,,,,,,,
"['09:00', '20/11']",20/11 09:00,80,1,9999,NIL,NIL,17,14,1016,83,,,,,,,,,,,
"['10:00', '20/11']",20/11 10:00,220,3,9999,NIL,NIL,20,14,1017,68,,,,,,,,,,,
"['11:00', '20/11']",20/11 11:00,200,8,9999,NIL,3,20,14,1017,68,,,,,,,,,,,
"['12:00', '20/11']",20/11 12:00,130,12,9999,NIL,3,22,14,1017,60,,,,,,,,,,,
"['13:00', '20/11']",20/11 13:00,120,10,9999,4000,5,22,14,1018,60,,,,,,,,,,,
"['14:00', '20/11']",20/11 14:00,150,8,9999,5000,5,22,15,1018,65,,,,,,,,,,,
"['15:00', '20/11']",20/11 15:00,210,12,9999,5000,5,21,15,1018,69,,,,,,,,,,,
"['16:00', '20/11']",20/11 16:00,120,11,9999,5000,5,22,15,1018,65,,,,,,,,,,,
"['17:00', '20/11']",20/11 17:00,120,11,9999,NIL,3,22,14,1018,60,,,,,,,,,,,
"['18:00', '20/11']",20/11 18:00,100,9,9999,3500,5,22,13,1017,57,,,,,,,,,,,
"['19:00', '20/11']",20/11 19:00,120,7,9999,3500,5,22,13,1017,57,,,,,,,,,,,
"['20:00', '20/11']",20/11 20:00,110,8,9999,4000,5,21,14,1017,64,,,,,,,,,,,
"['21:00', '20/11']",20/11 21:00,110,7,9999,4000,5,21,13,1017,60,,,,,,,,,,,
"['22:00', '20/11']",20/11 22:00,110,5,9999,4500,5,20,14,1017,68,,,,,,,,,,,
"['23:00', '20/11']",20/11 23:00,120,2,9999,4000,5,20,14,1018,68,,,,,,,,,,,
"['00:00', '21/11']",21/11 00:00,140,1,9999,4000,5,18,15,1018,83,,,,,,,,,,,
"['01:00', '21/11']",21/11 01:00,70,2,9999,4000,5,19,14,1018,73,,,,,,,,,,,
"['02:00', '21/11']",21/11 02:00,50,1,9999,4000,5,19,15,1018,78,,,,,,,,,,,
"['03:00', '21/11']",21/11 03:00,360,3,9999,4000,5,19,14,1018,73,,,,,,,,,,,
"['04:00', '21/11']",21/11 04:00,350,3,9999,4000,5,18,15,1017,83,,,,,,,,,,,
"['05:00', '21/11']",21/11 05:00,300,3,9999,4000,5,16,14,1017,88,,,,,,,,,,,
"['06:00', '21/11']",21/11 06:00,350,5,9999,4000,5,18,15,1016,83,,,,,,,,,,,
"['07:00', '21/11']",21/11 07:00,290,10,9999,4000,5,18,15,1016,83,,,,,,,,,,,
"['08:00', '21/11']",21/11 08:00,290,7,9999,NIL,NIL,18,15,1016,83,,,,,,,,,,,
"['09:00', '21/11']",21/11 09:00,320,3,9999,NIL,NIL,18,15,1016,83,,,,,,,,,,,
"['10:00', '21/11']",21/11 10:00,340,7,9999,NIL,NIL,20,16,1017,78,,,,,,,,,,,
"['11:00', '21/11']",21/11 11:00,350,11,9999,NIL,NIL,21,16,1017,73,,,,,,,,,,,
"['12:00', '21/11']",21/11 12:00,350,11,9999,NIL,NIL,23,14,1017,57,,,,,,,,,,,
"['13:00', '21/11']",21/11 13:00,360,11,9999,NIL,NIL,23,14,1016,57,,,,,,,,,,,
"['14:00', '21/11']",21/11 14:00,360,10,9999,NIL,NIL,24,15,1016,57,,,,,,,,,,,
"['15:00', '21/11']",21/11 15:00,10,10,9999,NIL,NIL,26,15,1015,51,,,,,,,,,,,
"['16:00', '21/11']",21/11 16:00,10,10,9999,NIL,NIL,27,17,1015,54,,,,,,,,,,,
"['17:00', '21/11']",21/11 17:00,360,9,9999,NIL,NIL,26,16,1014,54,,,,,,,,,,,
"['18:00', '21/11']",21/11 18:00,340,12,9999,NIL,NIL,26,18,1013,61,,,,,,,,,,,
"['19:00', '21/11']",21/11 19:00,340,12,9999,NIL,NIL,25,17,1013,61,,,,,,,,,,,
"['20:00', '21/11']",21/11 20:00,340,12,9999,NIL,NIL,25,17,1013,61,,,,,,,,,,,
"['21:00', '21/11']",21/11 21:00,350,12,9999,NIL,NIL,23,17,1013,69,,,,,,,,,,,
"['22:00', '21/11']",21/11 22:00,350,10,9999,NIL,NIL,22,17,1014,73,,,,,,,,,,,
"['23:00', '21/11']",21/11 23:00,360,9,9999,NIL,NIL,22,17,1014,73,,,,,,,,,,,
"['00:00', '22/11']",22/11 00:00,360,9,9999,NIL,NIL,21,17,1014,78,,,,,,,,,,,
"['01:00', '22/11']",22/11 01:00,360,9,9999,NIL,2,21,17,1015,78,,,,,,,,,,,
"['02:00', '22/11']",22/11 02:00,340,11,9999,2000,5,21,17,1015,78,,,,,,,,,,,
"['03:00', '22/11']",22/11 03:00,340,9,9999,2000,5,21,17,1014,78,,,,,,,,,,,
"['04:00', '22/11']",22/11 04:00,330,8,9999,2000,5,20,17,1013,83,,,,,,,,,,,
"['05:00', '22/11']",22/11 05:00,330,9,9999,NIL,2,20,17,1013,83,,,,,,,,,,,
"['06:00', '22/11']",22/11 06:00,340,9,9999,NIL,2,20,17,1012,83,,,,,,,,,,,
"['07:00', '22/11']",22/11 07:00,330,10,9999,NIL,NIL,20,17,1012,83,,,,,,,,,,,
"['08:00', '22/11']",22/11 08:00,330,7,9999,NIL,NIL,19,16,1012,83,,,,,,,,,,,
"['09:00', '22/11']",22/11 09:00,340,8,9999,NIL,NIL,20,16,1013,78,,,,,,,,,,,
"['10:00', '22/11']",22/11 10:00,340,10,9999,NIL,NIL,21,17,1013,78,,,,,,,,,,,
"['11:00', '22/11']",22/11 11:00,340,12,9999,NIL,NIL,22,17,1013,73,,,,,,,,,,,
"['12:00', '22/11']",22/11 12:00,340,13,9999,NIL,NIL,24,16,1013,61,,,,,,,,,,,
"['13:00', '22/11']",22/11 13:00,350,12,9999,NIL,NIL,24,16,1013,61,,,,,,,,,,,
"['14:00', '22/11']",22/11 14:00,350,14,9999,NIL,NIL,26,16,1012,54,,,,,,,,,,,
"['15:00', '22/11']",22/11 15:00,360,12,9999,NIL,NIL,27,17,1012,54,,,,,,,,,,,
"['16:00', '22/11']",22/11 16:00,360,12,9999,NIL,NIL,27,17,1011,54,,,,,,,,,,,
"['17:00', '22/11']",22/11 17:00,10,13,9999,NIL,NIL,27,17,1010,54,,,,,,,,,,,
"['18:00', '22/11']",22/11 18:00,360,11,9999,NIL,NIL,26,18,1010,61,,,,,,,,,,,
"['19:00', '22/11']",22/11 19:00,350,9,9999,NIL,NIL,26,18,1009,61,,,,,,,,,,,
"['20:00', '22/11']",22/11 20:00,350,11,9999,NIL,NIL,25,17,1009,61,,,,,,,,,,,
"['21:00', '22/11']",22/11 21:00,360,12,9999,NIL,NIL,24,17,1010,65,,,,,,,,,,,
"['22:00', '22/11']",22/11 22:00,10,14,9999,NIL,NIL,23,17,1010,69,,,,,,,,,,,
"['23:00', '22/11']",22/11 23:00,350,13,9999,NIL,NIL,22,17,1010,73,,,,,,,,,,,
"['00:00', '23/11']",23/11 00:00,360,10,9999,NIL,NIL,22,18,1011,78,,,,,,,,,,,
"['01:00', '23/11']",23/11 01:00,350,9,9999,NIL,NIL,22,18,1011,78,,,,,,,NIL,,,,
"['02:00', '23/11']",23/11 02:00,340,12,9999,NIL,NIL,22,18,1011,78,,,,,,,NIL,,,,
"['03:00', '23/11']",23/11 03:00,340,14,9999,NIL,NIL,22,18,1011,78,,,,,,,NIL,,,,
"['04:00', '23/11']",23/11 04:00,340,15,9999,NIL,NIL,21,18,1010,83,,,,,,,NIL,,,,
"['05:00', '23/11']",23/11 05:00,340,16,9999,NIL,NIL,21,18,1010,83,,,,,,,NIL,,,,
"['06:00', '23/11']",23/11 06:00,340,16,9999,NIL,NIL,21,18,1008,83,,,,,,,NIL,,,,
"['07:00', '23/11']",23/11 07:00,340,18,9999,NIL,NIL,21,18,1008,83,,,,,,,NIL,,,,
"['08:00', '23/11']",23/11 08:00,340,18,9999,NIL,NIL,21,18,1009,83,,,,,,,NIL,,,,
"['09:00', '23/11']",23/11 09:00,340,16,9999,NIL,NIL,21,18,1009,83,,,,,,,NIL,,,,
"['10:00', '23/11']",23/11 10:00,340,12,9999,NIL,NIL,22,19,1010,83,,,,,,,NIL,,,,
"['11:00', '23/11']",23/11 11:00,330,10,9999,NIL,NIL,24,19,1009,74,,,,,,,NIL,,,,
"['12:00', '23/11']",23/11 12:00,320,6,9999,NIL,NIL,25,19,1010,69,,,,,,,NIL,,,,
"['13:00', '23/11']",23/11 13:00,220,1,9999,NIL,NIL,29,19,1010,55,,,,,,,NIL,,,,
"['14:00', '23/11']",23/11 14:00,140,18,9999,NIL,NIL,28,18,1010,55,,,,,,,NIL,,,,
"['15:00', '23/11']",23/11 15:00,130,17,9999,NIL,NIL,28,19,1010,58,,,,,,,NIL,,,,
"['16:00', '23/11']",23/11 16:00,120,15,9999,NIL,3,27,18,1010,58,,,,,,,NIL,,,,
"['17:00', '23/11']",23/11 17:00,140,17,9999,NIL,2,28,18,1009,55,,,,,,,NIL,,,,
"['18:00', '23/11']",23/11 18:00,140,15,9999,NIL,2,27,18,1010,58,,,,,,,NIL,,,,
"['19:00', '23/11']",23/11 19:00,160,14,9999,NIL,2,26,18,1010,61,,,,,,,NIL,,,,
"['20:00', '23/11']",23/11 20:00,170,12,9999,NIL,2,25,17,1011,61,,,,,,,NIL,,,,
"['21:00', '23/11']",23/11 21:00,170,21,9999,NIL,2,24,17,1012,65,,,,,,,31,,,,
"['22:00', '23/11']",23/11 22:00,160,16,9999,5000,5,23,17,1014,69,,,,,,,NIL,,,,
"['23:00', '23/11']",23/11 23:00,170,14,9999,NIL,3,22,17,1015,73,,,,,,,NIL,,,,
"['00:00', '24/11']",24/11 00:00,170,13,9999,NIL,3,22,17,1015,73,,,,,,,NIL,,,,
"['01:00', '24/11']",24/11 01:00,160,15,9999,NIL,3,21,16,1016,73,,,,,,,,,,,
"['02:00', '24/11']",24/11 02:00,170,15,9999,NIL,3,21,16,1016,73,,,,,,,,,,,
"['03:00', '24/11']",24/11 03:00,170,13,9999,NIL,3,21,16,1017,73,,,,,,,,,,,
"['04:00', '24/11']",24/11 04:00,190,9,9999,4500,5,20,16,1017,78,,,,,,,,,,,
"['05:00', '24/11']",24/11 05:00,190,9,9999,4500,5,20,16,1016,78,,,,,,,,,,,
"['06:00', '24/11']",24/11 06:00,190,10,9999,4500,5,20,15,1016,73,,,,,,,,,,,
"['07:00', '24/11']",24/11 07:00,180,8,9999,4500,5,20,15,1017,73,,,,,,,,,,,
"['08:00', '24/11']",24/11 08:00,190,7,9999,4000,5,20,15,1017,73,,,,,,,,,,,
"['09:00', '24/11']",24/11 09:00,170,16,9999,4000,5,20,14,1017,68,,,,,,,,,,,
"['10:00', '24/11']",24/11 10:00,190,6,9999,4000,5,20,15,1018,73,,,,,,,,,,,
"['11:00', '24/11']",24/11 11:00,180,5,9999,4000,5,21,14,1019,64,,,,,,,,,,,
"['12:00', '24/11']",24/11 12:00,140,7,9999,4000,5,22,14,1019,60,,,,,,,,,,,
"['13:00', '24/11']",24/11 13:00,140,7,9999,3500,5,23,14,1018,57,,,,,,,,,,,
"['14:00', '24/11']",24/11 14:00,50,5,9999,3500,5,23,14,1018,57,,,,,,,,,,,
"['15:00', '24/11']",24/11 15:00,120,5,9999,3500,5,23,15,1017,61,,,,,,,,,,,
"['16:00', '24/11']",24/11 16:00,80,9,9999,3500,5,23,14,1017,57,,,,,,,,,,,
"['17:00', '24/11']",24/11 17:00,90,11,9999,3500,5,23,14,1016,57,,,,,,,,,,,
"['18:00', '24/11']",24/11 18:00,100,9,9999,3500,5,23,14,1016,57,,,,,,,,,,,
"['19:00', '24/11']",24/11 19:00,70,8,9999,3500,5,23,14,1016,57,,,,,,,,,,,
"['20:00', '24/11']",24/11 20:00,50,8,9999,3500,5,23,15,1016,61,,,,,,,,,,,
