validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vis,teto,cobertura,tt,po,qnh,ur,chuva,trovoada,vnt_rajada,vis_setor,vis_setor_dir,nevoa_umida,vnt_vrb,pancada,chuvisco,fumaca,nevoa_seca
"['08:00', '12/01']",12/01 08:00,280,5,9999,NIL,NIL,26,22,1010,79,,NIL,,,,,,,,,
"['09:00', '12/01']",12/01 09:00,260,4,9999,NIL,NIL,26,22,1010,79,,NIL,,,,,,,,,
"['10:00', '12/01']",12/01 10:00,280,5,9999,NIL,NIL,26,23,1012,84,,NIL,,,,,,,,,
"['11:00', '12/01']",12/01 11:00,320,5,9999,10000,5,26,24,1013,89,,NIL,,,,,,,,,
"['12:00', '12/01']",12/01 12:00,320,6,9999,10000,5,27,24,1013,84,,NIL,,,,,,,,,
"['13:00', '12/01']",12/01 13:00,310,7,9999,10000,5,28,24,1013,79,,NIL,,,,,,,,,
"['14:00', '12/01']",12/01 14:00,300,7,9999,10000,5,29,24,1013,74,,NIL,,,,,,,,,
"['15:00', '12/01']",12/01 15:00,320,5,9999,10000,5,29,24,1013,74,,NIL,,,,,,,,,
"['16:00', '12/01']",12/01 16:00,270,5,9999,10000,5,30,24,1012,70,,NIL,,,,,,,,,
"['17:00', '12/01']",12/01 17:00,290,5,9999,10000,5,31,24,1011,66,,NIL,,,,,,,,,
"['18:00', '12/01']",12/01 18:00,290,5,9999,10000,5,31,23,1009,63,,NIL,,,,,,,,,
"['19:00', '12/01']",12/01 19:00,350,2,9999,NIL,3,31,23,1008,63,,NIL,,,,,,,,,
"['20:00', '12/01']",12/01 20:00,60,4,9999,NIL,3,30,24,1008,70,,NIL,,,,,,,,,
"['21:00', '12/01']",12/01 21:00,20,4,9999,NIL,3,30,24,1008,70,,NIL,,,,,,,,,
"['22:00', '12/01']",12/01 22:00,50,4,9999,NIL,3,29,24,1008,74,,NIL,,,,,,,,,
"['23:00', '12/01']",12/01 23:00,80,3,9999,NIL,3,28,24,1009,79,,NIL,,,,,,,,,
"['00:00', '13/01']",13/01 00:00,70,2,9999,NIL,3,28,24,1010,79,,NIL,,,,,,,,,
"['01:00', '13/01']",13/01 01:00,100,1,9999,NIL,3,27,24,1011,84,NIL,NIL,,,,,,,,,
"['02:00', '13/01']",13/01 02:00,150,2,9999,NIL,3,27,24,1011,84,NIL,NIL,,,,,,,,,
"['03:00', '13/01']",13/01 03:00,340,2,9999,10000,5,27,24,1011,84,NIL,NIL,,,,,,,,,
"['04:00', '13/01']",13/01 04:00,300,6,9999,NIL,3,27,24,1011,84,NIL,NIL,,,,,,,,,
"['05:00', '13/01']",13/01 05:00,320,6,9999,NIL,2,26,23,1010,84,NIL,NIL,,,,,,,,,
"['06:00', '13/01']",13/01 06:00,330,5,9999,NIL,2,26,22,1010,79,NIL,NIL,,,,,,,,,
"['07:00', '13/01']",13/01 07:00,310,7,9999,NIL,2,26,23,1009,84,NIL,NIL,,,,,,,,,
"['08:00', '13/01']",13/01 08:00,310,7,9999,NIL,3,26,23,1009,84,NIL,NIL,,,,,,,,,
"['09:00', '13/01']",13/01 09:00,290,6,9999,NIL,3,26,23,1009,84,NIL,NIL,,,,,,,,,
"['10:00', '13/01']",13/01 10:00,310,6,9999,NIL,NIL,25,23,1010,89,NIL,NIL,,,,,,,,,
"['11:00', '13/01']",13/01 11:00,290,6,9999,NIL,NIL,27,23,1010,79,NIL,NIL,,,,,,,,,
"['12:00', '13/01']",13/01 12:00,290,7,9999,NIL,NIL,29,23,1012,70,NIL,NIL,,,,,,,,,
"['13:00', '13/01']",13/01 13:00,280,8,9999,NIL,NIL,30,23,1012,66,NIL,NIL,,,,,,,,,
"['14:00', '13/01']",13/01 14:00,270,8,9999,NIL,NIL,33,23,1012,56,NIL,NIL,,,,,,,,,
"['15:00', '13/01']",13/01 15:00,260,5,9999,NIL,3,33,22,1011,53,NIL,NIL,,,,,,,,,
"['16:00', '13/01']",13/01 16:00,270,8,9999,2000,5,33,21,1010,49,NIL,NIL,,,,,,,,,
"['16:27', '13/01']",13/01 16:27,220,16,2000,2000,5,27,24,1012,84,1,NIL,,,,,,,,,
"['17:00', '13/01']",13/01 17:00,220,10,2000,NIL,3,25,24,1011,94,1,1,,,,,,,,,
"['17:25', '13/01']",13/01 17:25,200,7,5000,9000,5,26,23,1010,84,NIL,1,,,,,,,,,
"['18:00', '13/01']",13/01 18:00,140,3,9999,10000,5,26,23,1009,84,NIL,1,,,,,,,,,
"['19:00', '13/01']",13/01 19:00,320,6,9999,10000,5,27,22,1008,74,NIL,1,,,,,,,,,
"['20:00', '13/01']",13/01 20:00,290,3,9999,NIL,3,27,23,1008,79,NIL,NIL,,,,,,,,,
"['21:00', '13/01']",13/01 21:00,10,3,9999,10000,5,28,23,1008,74,NIL,NIL,,,,,,,,,
"['22:00', '13/01']",13/01 22:00,320,3,9999,10000,5,27,23,1008,79,NIL,NIL,,,,,,,,,
"['23:00', '13/01']",13/01 23:00,250,2,9999,10000,5,27,23,1009,79,NIL,NIL,,,,,,,,,
"['00:00', '14/01']",14/01 00:00,280,3,9999,NIL,3,26,23,1010,84,NIL,NIL,,,,,,,,,
"['01:00', '14/01']",14/01 01:00,40,3,9999,NIL,3,26,24,1010,89,NIL,NIL,,NIL,NIL,,,,,,
"['02:00', '14/01']",14/01 02:00,100,5,9999,NIL,3,25,25,1011,100,NIL,NIL,,NIL,NIL,,,,,,
"['03:00', '14/01']",14/01 03:00,90,4,9999,NIL,3,25,24,1011,94,NIL,NIL,,NIL,NIL,,,,,,
"['04:00', '14/01']",14/01 04:00,100,3,9999,NIL,3,25,24,1010,94,NIL,NIL,,NIL,NIL,,,,,,
"['05:00', '14/01']",14/01 05:00,80,3,9999,NIL,3,25,24,1010,94,NIL,NIL,,NIL,NIL,,,,,,
"['06:00', '14/01']",14/01 06:00,0,0,9999,NIL,3,25,24,1009,94,NIL,NIL,,NIL,NIL,,,,,,
"['07:00', '14/01']",14/01 07:00,100,2,9999,NIL,3,25,24,1009,94,NIL,NIL,,NIL,NIL,,,,,,
"['08:00', '14/01']",14/01 08:00,70,2,9999,NIL,3,25,24,1009,94,NIL,NIL,,NIL,NIL,,,,,,
"['09:00', '14/01']",14/01 09:00,0,0,9999,NIL,3,25,24,1009,94,NIL,NIL,,NIL,NIL,,,,,,
"['10:00', '14/01']",14/01 10:00,120,3,9999,NIL,3,25,24,1010,94,NIL,NIL,,NIL,NIL,,,,,,
"['11:00', '14/01']",14/01 11:00,280,4,9999,NIL,3,26,23,1010,84,NIL,NIL,,NIL,NIL,,,,,,
"['12:00', '14/01']",14/01 12:00,300,4,9999,10000,5,27,23,1011,79,NIL,NIL,,NIL,NIL,,,,,,
"['13:00', '14/01']",14/01 13:00,300,5,9999,NIL,2,29,24,1011,74,NIL,NIL,,NIL,NIL,,,,,,
"['14:00', '14/01']",14/01 14:00,10,4,9999,2000,5,32,23,1011,59,NIL,NIL,,NIL,NIL,,,,,,
"['15:00', '14/01']",14/01 15:00,30,4,9999,2000,5,32,23,1010,59,NIL,NIL,,NIL,NIL,,,,,,
"['16:00', '14/01']",14/01 16:00,280,5,9999,2000,5,33,22,1009,53,NIL,NIL,,NIL,NIL,,,,,,
"['17:00', '14/01']",14/01 17:00,180,8,9999,2000,5,33,23,1008,56,NIL,NIL,,NIL,NIL,,,,,,
"['17:43', '14/01']",14/01 17:43,160,5,9999,2000,5,33,23,1007,56,NIL,1,,NIL,NIL,,,,,,
"['18:00', '14/01']",14/01 18:00,360,6,9999,2000,5,30,22,1007,62,1,1,,4000,90,,,,,,
"['18:06', '14/01']",14/01 18:06,330,11,1500,2000,5,26,22,1008,79,1,1,,NIL,NIL,,,,,,
"['18:47', '14/01']",14/01 18:47,100,8,9999,8000,5,24,21,1006,83,1,1,,4000,180,,,,,,
"['20:00', '14/01']",14/01 20:00,220,3,9999,10000,5,26,23,1006,84,NIL,1,,NIL,NIL,,,,,,
"['21:00', '14/01']",14/01 21:00,100,4,9999,10000,5,25,24,1007,94,NIL,NIL,,NIL,NIL,,,,,,
"['22:00', '14/01']",14/01 22:00,360,5,9000,10000,5,25,23,1009,89,1,NIL,,NIL,NIL,,,,,,
"['23:00', '14/01']",14/01 23:00,70,5,9000,10000,5,24,23,1009,94,1,NIL,,NIL,NIL,,,,,,
"['00:00', '15/01']",15/01 00:00,40,4,9999,10000,5,24,23,1009,94,NIL,NIL,,NIL,NIL,,,,,,
"['01:00', '15/01']",15/01 01:00,300,7,9999,NIL,NIL,25,23,1010,89,,,,,,,,,,,
"['02:00', '15/01']",15/01 02:00,300,6,9999,NIL,NIL,25,23,1010,89,,,,,,,,,,,
"['03:00', '15/01']",15/01 03:00,320,6,9999,NIL,NIL,24,23,1010,94,,,,,,,,,,,
"['04:00', '15/01']",15/01 04:00,330,5,9999,NIL,NIL,24,23,1010,94,,,,,,,,,,,
"['05:00', '15/01']",15/01 05:00,330,6,9999,NIL,NIL,24,23,1010,94,,,,,,,,,,,
"['06:00', '15/01']",15/01 06:00,320,4,9999,10000,5,24,23,1009,94,,,,,,,,,,,
"['07:00', '15/01']",15/01 07:00,320,1,9999,10000,5,24,23,1009,94,,,,,,,,,,,
"['08:00', '15/01']",15/01 08:00,340,5,9999,10000,5,24,22,1009,89,,,,,,,,,,,
"['09:00', '15/01']",15/01 09:00,350,6,9999,10000,5,24,22,1009,89,,,,,,,,,,,
"['10:00', '15/01']",15/01 10:00,350,3,9999,10000,5,24,22,1010,89,,,,,,,,,,,
"['11:00', '15/01']",15/01 11:00,330,5,9999,10000,5,25,22,1010,83,,,,,,,,,,,
"['12:00', '15/01']",15/01 12:00,340,6,9999,10000,5,26,22,1011,79,,,,,,,,,,,
"['13:00', '15/01']",15/01 13:00,330,8,9999,10000,5,27,23,1012,79,,,,,,,,,,,
"['14:00', '15/01']",15/01 14:00,360,10,9999,10000,5,28,23,1011,74,,,,,,,,,,,
"['15:00', '15/01']",15/01 15:00,330,12,9999,2000,5,29,23,1011,70,,,,,,,,,,,
"['16:00', '15/01']",15/01 16:00,340,9,9999,2000,5,28,24,1010,79,,,,,,,,,,,
"['17:00', '15/01']",15/01 17:00,340,7,9999,2500,5,29,24,1008,74,,,,,,,,,,,
"['18:00', '15/01']",15/01 18:00,340,5,9999,2500,5,31,24,1007,66,,,,,,,,,,,
"['19:00', '15/01']",15/01 19:00,320,8,9999,NIL,3,31,23,1006,63,,,,,,,,,,,
"['20:00', '15/01']",15/01 20:00,320,9,9999,NIL,3,29,23,1006,70,,,,,,,,,,,
"['21:00', '15/01']",15/01 21:00,320,7,9999,NIL,3,29,24,1006,74,,,,,,,,,,,
"['22:00', '15/01']",15/01 22:00,320,6,9999,NIL,2,29,23,1007,70,,,,,,,,,,,
"['23:00', '15/01']",15/01 23:00,280,6,9999,10000,5,28,23,1007,74,,,,,,,,,,,
"['00:00', '16/01']",16/01 00:00,300,3,9999,10000,5,27,23,1008,79,,,,,,,,,,,
"['01:00', '16/01']",16/01 01:00,300,4,9999,10000,5,27,24,1009,84,NIL,,,,,,,,,,
"['02:00', '16/01']",16/01 02:00,320,5,9999,10000,5,26,24,1009,89,NIL,,,,,,,,,,
"['03:00', '16/01']",16/01 03:00,10,3,9999,10000,5,27,23,1009,79,NIL,,,,,,,,,,
"['04:00', '16/01']",16/01 04:00,350,3,9999,10000,5,26,23,1008,84,NIL,,,,,,,,,,
"['05:00', '16/01']",16/01 05:00,330,5,9999,10000,5,26,23,1008,84,NIL,,,,,,,,,,
"['06:00', '16/01']",16/01 06:00,340,5,9999,10000,5,26,23,1008,84,NIL,,,,,,,,,,
"['07:00', '16/01']",16/01 07:00,340,10,9999,NIL,3,26,22,1008,79,NIL,,,,,,,,,,
"['08:00', '16/01']",16/01 08:00,340,11,9999,10000,5,26,22,1008,79,NIL,,,,,,,,,,
"['09:00', '16/01']",16/01 09:00,330,8,8000,2000,5,25,22,1009,83,1,,,,,,,,,,
"['10:00', '16/01']",16/01 10:00,360,3,9999,10000,5,24,23,1010,94,NIL,,,,,,,,,,
"['11:00', '16/01']",16/01 11:00,340,6,9999,NIL,NIL,25,23,1010,89,NIL,,,,,,,,,,
"['12:00', '16/01']",16/01 12:00,340,8,9999,10000,5,27,23,1011,79,NIL,,,,,,,,,,
"['13:00', '16/01']",16/01 13:00,320,11,9999,NIL,3,28,23,1011,74,NIL,,,,,,,,,,
"['14:00', '16/01']",16/01 14:00,310,12,9999,NIL,3,29,22,1011,66,NIL,,,,,,,,,,
"['15:00', '16/01']",16/01 15:00,330,10,9999,3500,5,29,22,1010,66,NIL,,,,,,,,,,
"['16:00', '16/01']",16/01 16:00,310,11,9999,4000,5,30,23,1010,66,NIL,,,,,,,,,,
"['17:00', '16/01']",16/01 17:00,310,12,9999,NIL,3,31,23,1009,63,NIL,,,,,,,,,,
"['18:00', '16/01']",16/01 18:00,320,10,9999,NIL,3,31,22,1007,59,NIL,,,,,,,,,,
"['19:00', '16/01']",16/01 19:00,300,10,9999,NIL,3,32,21,1006,52,NIL,,,,,,,,,,
"['20:00', '16/01']",16/01 20:00,320,8,9999,NIL,3,31,22,1005,59,NIL,,,,,,,,,,
"['21:00', '16/01']",16/01 21:00,310,9,9999,NIL,3,31,21,1005,55,NIL,,,,,,,,,,
"['22:00', '16/01']",16/01 22:00,330,7,9999,NIL,3,30,22,1006,62,NIL,,,,,,,,,,
"['23:00', '16/01']",16/01 23:00,310,8,9999,NIL,3,29,22,1007,66,NIL,,,,,,,,,,
"['00:00', '17/01']",17/01 00:00,330,6,9999,NIL,NIL,28,22,1007,70,NIL,,,,,,,,,,
"['01:00', '17/01']",17/01 01:00,340,4,9999,NIL,NIL,26,22,1009,79,NIL,,,,,NIL,,,,,
"['02:00', '17/01']",17/01 02:00,340,4,9999,NIL,NIL,26,23,1009,84,NIL,,,,,NIL,,,,,
"['03:00', '17/01']",17/01 03:00,330,4,9999,NIL,NIL,27,22,1009,74,NIL,,,,,NIL,,,,,
"['04:00', '17/01']",17/01 04:00,300,6,9999,5000,5,25,23,1010,89,NIL,,,,,NIL,,,,,
"['05:00', '17/01']",17/01 05:00,300,7,9999,10000,5,24,23,1009,94,NIL,,,,,NIL,,,,,
"['06:00', '17/01']",17/01 06:00,320,8,9999,NIL,NIL,24,22,1009,89,NIL,,,,,NIL,,,,,
"['07:00', '17/01']",17/01 07:00,320,4,9999,NIL,NIL,24,23,1009,94,NIL,,,,,NIL,,,,,
"['08:00', '17/01']",17/01 08:00,320,6,4000,5000,8,24,23,1010,94,1,,,,,1,,,,,
"['09:00', '17/01']",17/01 09:00,350,3,5000,7000,8,24,23,1010,94,NIL,,,,,1,,,,,
"['10:00', '17/01']",17/01 10:00,350,4,9999,2300,8,24,23,1011,94,NIL,,,,,NIL,,,,,
"['11:00', '17/01']",17/01 11:00,340,7,9999,7000,5,24,23,1012,94,NIL,,,,,NIL,,,,,
"['12:00', '17/01']",17/01 12:00,350,7,9999,900,5,24,23,1012,94,NIL,,,,,NIL,,,,,
"['13:00', '17/01']",17/01 13:00,340,7,9999,900,5,24,23,1013,94,NIL,,,,,NIL,,,,,
"['14:00', '17/01']",17/01 14:00,350,8,7000,900,5,24,23,1013,94,1,,,,,NIL,,,,,
"['15:00', '17/01']",17/01 15:00,340,9,8000,900,5,24,23,1013,94,1,,,,,NIL,,,,,
"['16:00', '17/01']",17/01 16:00,300,9,9999,1000,5,24,23,1012,94,NIL,,,,,NIL,,,,,
"['17:00', '17/01']",17/01 17:00,320,8,9999,1000,5,25,23,1011,89,1,,,,,NIL,,,,,
"['18:00', '17/01']",17/01 18:00,310,9,9999,1000,5,25,24,1010,94,NIL,,,,,NIL,,,,,
"['20:00', '17/01']",17/01 20:00,310,11,9999,10000,5,26,23,1008,84,NIL,,,,,NIL,,,,,
"['21:00', '17/01']",17/01 21:00,310,8,9999,NIL,3,26,23,1008,84,NIL,,,,,NIL,,,,,
"['22:00', '17/01']",17/01 22:00,330,7,9999,NIL,3,26,22,1007,79,NIL,,,,,NIL,,,,,
"['23:00', '17/01']",17/01 23:00,340,7,9999,NIL,3,25,22,1007,83,NIL,,,,,NIL,,,,,
"['00:00', '18/01']",18/01 00:00,330,4,9999,NIL,NIL,25,23,1009,89,NIL,,,,,NIL,,,,,
"['01:00', '18/01']",18/01 01:00,350,5,9999,NIL,NIL,25,23,1010,89,NIL,,,NIL,NIL,,,,,,
"['02:00', '18/01']",18/01 02:00,350,6,9999,NIL,NIL,25,22,1010,83,NIL,,,NIL,NIL,,,,,,
"['03:00', '18/01']",18/01 03:00,330,5,9999,NIL,NIL,25,22,1011,83,NIL,,,NIL,NIL,,,,,,
"['04:00', '18/01']",18/01 04:00,350,5,9999,NIL,NIL,25,22,1010,83,NIL,,,NIL,NIL,,,,,,
"['05:00', '18/01']",18/01 05:00,340,6,9999,NIL,NIL,25,22,1010,83,NIL,,,NIL,NIL,,,,,,
"['06:00', '18/01']",18/01 06:00,340,5,9999,NIL,NIL,25,22,1009,83,NIL,,,NIL,NIL,,,,,,
"['07:00', '18/01']",18/01 07:00,340,7,9999,NIL,NIL,25,22,1009,83,NIL,,,NIL,NIL,,,,,,
"['08:00', '18/01']",18/01 08:00,350,5,9999,NIL,NIL,25,22,1009,83,NIL,,,NIL,NIL,,,,,,
"['09:00', '18/01']",18/01 09:00,340,6,9999,NIL,NIL,25,22,1009,83,NIL,,,NIL,NIL,,,,,,
"['10:00', '18/01']",18/01 10:00,350,10,9999,NIL,NIL,25,22,1009,83,NIL,,,NIL,NIL,,,,,,
"['11:00', '18/01']",18/01 11:00,340,11,9999,10000,5,26,22,1010,79,NIL,,,NIL,NIL,,,,,,
"['12:00', '18/01']",18/01 12:00,350,10,9999,10000,5,28,22,1011,70,NIL,,,NIL,NIL,,,,,,
"['13:00', '18/01']",18/01 13:00,340,9,9999,5800,5,28,22,1012,70,NIL,,,NIL,NIL,,,,,,
"['14:00', '18/01']",18/01 14:00,320,11,9999,8000,5,28,22,1012,70,NIL,,,NIL,NIL,,,,,,
"['15:00', '18/01']",18/01 15:00,310,10,9999,3000,5,28,23,1011,74,NIL,,,NIL,NIL,,,,,,
"['16:00', '18/01']",18/01 16:00,310,11,9999,3000,5,30,23,1011,66,NIL,,,NIL,NIL,,,,,,
"['17:00', '18/01']",18/01 17:00,320,10,9999,2000,5,30,23,1010,66,NIL,,,NIL,NIL,,,,,,
"['18:00', '18/01']",18/01 18:00,250,16,9999,2000,5,27,22,1009,74,NIL,,,NIL,NIL,,,,,,
"['19:00', '18/01']",18/01 19:00,250,12,9999,10000,5,30,22,1008,62,NIL,,,NIL,NIL,,,,,,
"['20:00', '18/01']",18/01 20:00,230,8,9999,2000,5,29,23,1008,70,NIL,,,NIL,NIL,,,,,,
"['21:00', '18/01']",18/01 21:00,250,7,9999,2000,5,29,22,1008,66,NIL,,,NIL,NIL,,,,,,
"['22:00', '18/01']",18/01 22:00,210,4,9999,2000,5,26,23,1009,84,1,,,2000,90,,,,,,
"['22:25', '18/01']",18/01 22:25,180,6,3000,1400,5,26,24,1009,89,1,,,NIL,NIL,,,,,,
"['23:00', '18/01']",18/01 23:00,150,4,5000,1100,5,25,24,1010,94,NIL,,,NIL,NIL,,,,,,
"['23:25', '18/01']",18/01 23:25,160,7,9999,NIL,3,25,23,1010,89,NIL,,,NIL,NIL,,,,,,
"['00:00', '19/01']",19/01 00:00,180,7,9999,2000,5,25,22,1010,83,1,,,NIL,NIL,,,,,,
"['01:00', '19/01']",19/01 01:00,210,5,9999,2000,5,24,22,1011,89,NIL,,,,,,,,,,
"['02:00', '19/01']",19/01 02:00,180,6,9999,2000,5,24,21,1011,83,NIL,,,,,,,,,,
"['03:00', '19/01']",19/01 03:00,160,5,9999,2000,5,24,22,1012,89,NIL,,,,,,,,,,
"['04:00', '19/01']",19/01 04:00,200,5,9999,2000,5,24,21,1011,83,NIL,,,,,,,,,,
"['05:00', '19/01']",19/01 05:00,150,3,5000,2000,5,23,21,1011,89,NIL,,,,,,,,,,
"['06:00', '19/01']",19/01 06:00,130,3,9999,2000,5,22,21,1010,94,NIL,,,,,,,,,,
"['07:00', '19/01']",19/01 07:00,130,2,9999,2000,5,22,21,1010,94,1,,,,,,,,,,
"['08:00', '19/01']",19/01 08:00,90,2,9999,2000,5,22,21,1010,94,1,,,,,,,,,,
"['09:00', '19/01']",19/01 09:00,120,3,7000,2000,5,22,21,1010,94,1,,,,,,,,,,
"['10:00', '19/01']",19/01 10:00,0,0,9999,2000,5,22,21,1011,94,NIL,,,,,,,,,,
"['11:00', '19/01']",19/01 11:00,90,2,9999,2000,5,22,21,1012,94,NIL,,,,,,,,,,
"['11:40', '19/01']",19/01 11:40,90,2,9999,800,5,22,21,1012,94,1,,,,,,,,,,
"['12:00', '19/01']",19/01 12:00,110,2,9999,800,5,23,21,1013,89,1,,,,,,,,,,
"['13:00', '19/01']",19/01 13:00,170,4,4000,800,5,23,21,1013,89,1,,,,,,,,,,
"['14:00', '19/01']",19/01 14:00,240,2,9999,1000,5,24,21,1013,83,NIL,,,,,,,,,,
"['15:00', '19/01']",19/01 15:00,50,2,9999,1300,5,24,22,1013,89,NIL,,,,,,,,,,
"['16:00', '19/01']",19/01 16:00,280,4,9999,1300,5,25,22,1012,83,NIL,,,,,,,,,,
"['17:00', '19/01']",19/01 17:00,280,5,9999,1300,5,26,22,1011,79,NIL,,,,,,,,,,
"['18:00', '19/01']",19/01 18:00,310,7,9999,2000,5,27,23,1010,79,NIL,,,,,,,,,,
"['19:00', '19/01']",19/01 19:00,320,6,9999,2000,5,28,23,1009,74,NIL,,,,,,,,,,
"['20:00', '19/01']",19/01 20:00,300,8,9999,2000,5,28,23,1008,74,NIL,,,,,,,,,,
"['21:00', '19/01']",19/01 21:00,340,6,9999,9000,5,28,23,1008,74,NIL,,,,,,,,,,
"['21:40', '19/01']",19/01 21:40,360,5,9999,10000,5,25,23,1009,89,NIL,,,,,,,,,,
"['22:00', '19/01']",19/01 22:00,30,3,9999,10000,5,25,23,1009,89,NIL,,,,,,,,,,
"['23:00', '19/01']",19/01 23:00,90,3,9999,10000,5,25,24,1010,94,NIL,,,,,,,,,,
"['00:00', '20/01']",20/01 00:00,50,3,9999,10000,5,25,24,1011,94,NIL,,,,,,,,,,
"['01:00', '20/01']",20/01 01:00,320,2,9999,10000,5,25,24,1011,94,,NIL,,,,NIL,,,,,
"['02:00', '20/01']",20/01 02:00,210,2,9999,10000,5,25,24,1012,94,,1,,,,NIL,,,,,
"['03:00', '20/01']",20/01 03:00,150,3,9999,10000,5,25,24,1012,94,,1,,,,NIL,,,,,
"['04:00', '20/01']",20/01 04:00,190,2,9999,NIL,NIL,25,23,1012,89,,NIL,,,,NIL,,,,,
"['05:00', '20/01']",20/01 05:00,0,0,9999,NIL,NIL,24,23,1012,94,,NIL,,,,NIL,,,,,
"['07:00', '20/01']",20/01 07:00,90,2,9999,NIL,NIL,24,24,1011,100,,NIL,,,,NIL,,,,,
"['08:00', '20/01']",20/01 08:00,0,0,9999,NIL,NIL,24,23,1011,94,,NIL,,,,NIL,,,,,
"['09:00', '20/01']",20/01 09:00,0,0,9999,NIL,NIL,24,23,1012,94,,NIL,,,,NIL,,,,,
"['09:40', '20/01']",20/01 09:40,0,0,3000,NIL,NIL,23,23,1012,100,,NIL,,,,1,,,,,
"['10:00', '20/01']",20/01 10:00,0,0,3000,NIL,NIL,23,23,1012,100,,NIL,,,,1,,,,,
"['11:00', '20/01']",20/01 11:00,150,2,3000,10000,5,24,24,1013,100,,NIL,,,,1,,,,,
"['12:00', '20/01']",20/01 12:00,320,4,9999,10000,5,26,23,1013,84,,NIL,,,,NIL,,,,,
"['13:00', '20/01']",20/01 13:00,300,4,9999,NIL,3,28,23,1014,74,,NIL,,,,NIL,,,,,
"['14:00', '20/01']",20/01 14:00,310,4,9999,NIL,3,28,23,1013,74,,NIL,,,,NIL,,,,,
"['15:00', '20/01']",20/01 15:00,30,4,9999,2000,5,29,24,1012,74,,NIL,,,,NIL,,,,,
"['16:00', '20/01']",20/01 16:00,330,7,9999,2000,5,31,23,1011,63,,NIL,,,,NIL,,,,,
"['17:00', '20/01']",20/01 17:00,300,6,9999,2500,5,31,22,1010,59,,NIL,,,,NIL,,,,,
"['18:00', '20/01']",20/01 18:00,330,8,9999,NIL,3,33,22,1009,53,,NIL,,,,NIL,,,,,
"['19:00', '20/01']",20/01 19:00,360,5,9999,NIL,3,33,22,1008,53,,NIL,,,,NIL,,,,,
"['20:00', '20/01']",20/01 20:00,10,4,9999,NIL,3,33,21,1007,49,,NIL,,,,NIL,,,,,
"['21:00', '20/01']",20/01 21:00,320,5,9999,NIL,3,33,20,1007,46,,NIL,,,,NIL,,,,,
"['22:00', '20/01']",20/01 22:00,250,4,9999,NIL,3,32,20,1008,49,,NIL,,,,NIL,,,,,
"['23:00', '20/01']",20/01 23:00,180,6,9999,NIL,3,29,24,1009,74,,NIL,,,,NIL,,,,,
"['00:00', '21/01']",21/01 00:00,190,6,9999,NIL,3,28,23,1010,74,,NIL,,,,NIL,,,,,
"['01:00', '21/01']",21/01 01:00,190,6,9999,NIL,NIL,27,24,1010,84,,NIL,,,,,,,,,
"['02:00', '21/01']",21/01 02:00,190,8,9999,NIL,NIL,26,24,1011,89,,NIL,,,,,,,,,
"['03:00', '21/01']",21/01 03:00,120,5,9999,NIL,3,26,24,1011,89,,NIL,,,,,,,,,
"['04:00', '21/01']",21/01 04:00,110,3,9999,7000,5,26,24,1011,89,,NIL,,,,,,,,,
"['05:00', '21/01']",21/01 05:00,150,3,9999,NIL,3,25,24,1011,94,,NIL,,,,,,,,,
"['06:00', '21/01']",21/01 06:00,130,2,9999,NIL,NIL,25,24,1011,94,,NIL,,,,,,,,,
"['07:00', '21/01']",21/01 07:00,180,5,9999,NIL,NIL,25,23,1010,89,,NIL,,,,,,,,,
"['08:00', '21/01']",21/01 08:00,170,3,9999,NIL,NIL,25,23,1010,89,,NIL,,,,,,,,,
"['09:00', '21/01']",21/01 09:00,180,2,9999,NIL,NIL,25,23,1011,89,,NIL,,,,,,,,,
"['10:00', '21/01']",21/01 10:00,220,3,9999,NIL,2,24,23,1012,94,,NIL,,,,,,,,,
"['11:00', '21/01']",21/01 11:00,230,5,9999,NIL,2,25,23,1012,89,,NIL,,,,,,,,,
"['13:00', '21/01']",21/01 13:00,240,2,9999,2000,5,29,24,1013,74,,NIL,,,,,,,,,
"['14:00', '21/01']",21/01 14:00,340,2,9999,2000,5,30,24,1013,70,,NIL,,,,,,,,,
"['15:00', '21/01']",21/01 15:00,130,4,9999,2000,5,31,24,1012,66,,NIL,,,,,,,,,
"['16:00', '21/01']",21/01 16:00,10,2,9999,2000,5,32,22,1011,56,,NIL,,,,,,,,,
"['16:35', '21/01']",21/01 16:35,340,20,3000,2000,5,27,21,1011,70,,1,,,,,,,,,
"['17:00', '21/01']",21/01 17:00,310,11,9999,NIL,3,28,21,1010,66,,1,,,,,,,,,
"['18:00', '21/01']",21/01 18:00,350,6,9999,NIL,3,30,22,1009,62,,NIL,,,,,,,,,
"['19:00', '21/01']",21/01 19:00,160,7,9999,NIL,3,29,22,1010,66,,NIL,,,,,,,,,
"['20:00', '21/01']",21/01 20:00,360,8,9999,7000,5,27,21,1010,70,,NIL,,,,,,,,,
"['21:00', '21/01']",21/01 21:00,310,9,9999,NIL,3,25,22,1010,83,,NIL,,,,,,,,,
"['22:00', '21/01']",21/01 22:00,280,7,9999,NIL,3,24,21,1011,83,,NIL,,,,,,,,,
"['23:00', '21/01']",21/01 23:00,320,5,9999,10000,5,24,22,1012,89,,NIL,,,,,,,,,
"['00:00', '22/01']",22/01 00:00,320,5,9999,10000,5,24,22,1013,89,,NIL,,,,,,,,,
