validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vnt_vrb,vis,vis_setor,vis_setor_dir,chuva,teto,cobertura,tt,po,qnh,ur,vnt_rajada,trovoada,pancada,nevoa_umida,chuvisco,nevoeiro,nevoa_seca,fumaca
"['18:00', '08/01']",08/01 18:00,280,6,290,9999,,,NIL,NIL,3,28,20,1017,62,,,,,,,,
"['19:00', '08/01']",08/01 19:00,310,5,325,9999,,,NIL,NIL,3,28,19,1016,58,,,,,,,,
"['20:00', '08/01']",08/01 20:00,330,7,160,9999,,,NIL,NIL,3,28,19,1016,58,,,,,,,,
"['21:00', '08/01']",08/01 21:00,VRB,2,NIL,9999,,,NIL,NIL,3,27,19,1016,62,,,,,,,,
"['22:00', '08/01']",08/01 22:00,330,2,NIL,9999,,,NIL,NIL,3,27,19,1016,62,,,,,,,,
"['23:00', '08/01']",08/01 23:00,170,5,NIL,9999,,,NIL,10000,5,25,21,1017,79,,,,,,,,
"['00:00', '09/01']",09/01 00:00,VRB,2,NIL,9999,,,NIL,10000,5,24,21,1019,83,,,,,,,,
"['01:00', '09/01']",09/01 01:00,230,2,NIL,9999,NIL,NIL,NIL,10000,5,24,21,1019,83,,NIL,,,,,,
"['02:00', '09/01']",09/01 02:00,VRB,1,NIL,9999,NIL,NIL,NIL,10000,5,24,21,1019,83,,NIL,,,,,,
"['03:00', '09/01']",09/01 03:00,190,4,190,9999,NIL,NIL,NIL,10000,5,23,21,1018,89,,NIL,,,,,,
"['04:00', '09/01']",09/01 04:00,0,0,NIL,9999,NIL,NIL,NIL,NIL,3,23,21,1017,89,,NIL,,,,,,
"['05:00', '09/01']",09/01 05:00,260,2,NIL,9999,NIL,NIL,NIL,NIL,3,22,20,1017,88,,NIL,,,,,,
"['06:00', '09/01']",09/01 06:00,VRB,1,NIL,9999,NIL,NIL,NIL,NIL,3,23,21,1017,89,,NIL,,,,,,
"['07:00', '09/01']",09/01 07:00,260,2,NIL,9999,NIL,NIL,NIL,NIL,3,21,20,1017,94,,NIL,,,,,,
"['08:00', '09/01']",09/01 08:00,210,1,NIL,9999,NIL,NIL,NIL,NIL,3,21,20,1017,94,,NIL,,,,,,
"['09:00', '09/01']",09/01 09:00,VRB,1,NIL,8000,NIL,NIL,NIL,NIL,3,21,20,1018,94,,NIL,,,,,,
"['10:00', '09/01']",09/01 10:00,0,0,NIL,9999,NIL,NIL,NIL,7000,5,23,21,1019,89,,NIL,,,,,,
"['11:00', '09/01']",09/01 11:00,VRB,2,NIL,9999,NIL,NIL,NIL,8000,5,25,21,1019,79,,NIL,,,,,,
"['12:00', '09/01']",09/01 12:00,280,8,NIL,9999,NIL,NIL,NIL,1600,5,26,21,1020,74,,NIL,,,,,,
"['13:00', '09/01']",09/01 13:00,240,5,NIL,9999,NIL,NIL,NIL,2000,5,26,21,1020,74,,NIL,,,,,,
"['14:00', '09/01']",09/01 14:00,270,4,NIL,9999,NIL,NIL,NIL,3000,5,28,19,1020,58,,NIL,,,,,,
"['15:00', '09/01']",09/01 15:00,330,8,155,9999,NIL,NIL,NIL,3000,5,27,21,1019,70,,NIL,,,,,,
"['15:15', '09/01']",09/01 15:15,270,9,275,9999,1000,270,1,3000,5,23,22,1019,94,,1,,,,,,
"['16:00', '09/01']",09/01 16:00,210,6,220,9999,1000,225,1,3000,5,24,20,1019,78,,1,,,,,,
"['17:00', '09/01']",09/01 17:00,160,5,165,9999,NIL,NIL,NIL,10000,5,24,21,1018,83,,1,,,,,,
"['18:00', '09/01']",09/01 18:00,260,4,250,9999,NIL,NIL,NIL,10000,5,27,21,1017,70,,1,,,,,,
"['18:40', '09/01']",09/01 18:40,350,16,NIL,1000,NIL,NIL,1,800,8,22,21,1018,94,,1,,,,,,
"['19:00', '09/01']",09/01 19:00,340,14,NIL,1000,NIL,NIL,1,800,8,21,20,1018,94,,1,,,,,,
"['19:15', '09/01']",09/01 19:15,350,6,170,5000,NIL,NIL,1,800,5,21,20,1017,94,,1,,,,,,
"['20:00', '09/01']",09/01 20:00,270,5,NIL,8000,NIL,NIL,NIL,800,5,21,20,1017,94,,NIL,,,,,,
"['21:00', '09/01']",09/01 21:00,200,4,NIL,9999,NIL,NIL,NIL,10000,5,22,20,1018,88,,NIL,,,,,,
"['22:00', '09/01']",09/01 22:00,190,3,170,9999,NIL,NIL,NIL,10000,5,22,20,1018,88,,NIL,,,,,,
"['23:00', '09/01']",09/01 23:00,VRB,1,NIL,9999,NIL,NIL,NIL,10000,5,22,20,1018,88,,NIL,,,,,,
"['00:00', '10/01']",10/01 00:00,VRB,1,NIL,9999,NIL,NIL,NIL,NIL,3,21,20,1019,94,,NIL,,,,,,
"['01:00', '10/01']",10/01 01:00,230,2,NIL,9999,,,,NIL,3,21,20,1019,94,,,,,,,,
"['02:00', '10/01']",10/01 02:00,190,2,NIL,9999,,,,NIL,3,21,20,1019,94,,,,,,,,
"['03:00', '10/01']",10/01 03:00,VRB,2,NIL,9999,,,,NIL,3,21,20,1019,94,,,,,,,,
"['04:00', '10/01']",10/01 04:00,VRB,1,NIL,9999,,,,NIL,3,21,19,1018,88,,,,,,,,
"['05:00', '10/01']",10/01 05:00,VRB,1,NIL,9999,,,,NIL,3,20,19,1017,94,,,,,,,,
"['06:00', '10/01']",10/01 06:00,320,2,NIL,9999,,,,700,5,19,19,1018,100,,,,,,,,
"['06:15', '10/01']",10/01 06:15,250,3,NIL,9999,,,,500,5,20,19,1017,94,,,,,,,,
"['07:00', '10/01']",10/01 07:00,240,3,230,9999,,,,400,5,21,20,1018,94,,,,,,,,
"['08:00', '10/01']",10/01 08:00,140,3,130,9999,,,,800,5,21,20,1018,94,,,,,,,,
"['08:20', '10/01']",10/01 08:20,110,3,NIL,9999,,,,NIL,3,21,20,1018,94,,,,,,,,
"['09:00', '10/01']",10/01 09:00,VRB,1,NIL,9999,,,,NIL,3,20,19,1018,94,,,,,,,,
"['10:00', '10/01']",10/01 10:00,130,3,135,9999,,,,NIL,3,22,19,1018,83,,,,,,,,
"['11:00', '10/01']",10/01 11:00,90,3,90,9999,,,,NIL,2,23,20,1019,83,,,,,,,,
"['12:00', '10/01']",10/01 12:00,110,6,120,9999,,,,NIL,3,25,20,1019,74,,,,,,,,
"['13:00', '10/01']",10/01 13:00,120,6,NIL,9999,,,,NIL,2,27,19,1019,62,,,,,,,,
"['14:00', '10/01']",10/01 14:00,70,6,110,9999,,,,NIL,3,27,20,1019,66,,,,,,,,
"['15:00', '10/01']",10/01 15:00,60,5,NIL,9999,,,,NIL,3,30,20,1018,55,,,,,,,,
"['16:00', '10/01']",10/01 16:00,20,7,NIL,9999,,,,NIL,3,29,20,1018,58,,,,,,,,
"['17:00', '10/01']",10/01 17:00,40,7,NIL,9999,,,,NIL,3,30,19,1017,52,,,,,,,,
"['18:00', '10/01']",10/01 18:00,90,6,70,9999,,,,NIL,3,31,18,1016,46,,,,,,,,
"['19:00', '10/01']",10/01 19:00,50,3,225,9999,,,,NIL,3,31,18,1015,46,,,,,,,,
"['20:00', '10/01']",10/01 20:00,VRB,4,NIL,9999,,,,NIL,3,31,18,1014,46,,,,,,,,
"['21:00', '10/01']",10/01 21:00,60,7,NIL,9999,,,,NIL,3,30,19,1015,52,,,,,,,,
"['22:00', '10/01']",10/01 22:00,340,5,155,9999,,,,NIL,3,27,21,1015,70,,,,,,,,
"['23:00', '10/01']",10/01 23:00,250,6,240,9999,,,,NIL,3,25,21,1015,79,,,,,,,,
"['00:00', '11/01']",11/01 00:00,300,4,305,9999,,,,NIL,3,25,21,1016,79,,,,,,,,
"['01:00', '11/01']",11/01 01:00,30,7,NIL,9999,,,,NIL,3,24,21,1017,83,,,,,,,,
"['02:00', '11/01']",11/01 02:00,VRB,1,NIL,9999,,,,9000,5,25,20,1017,74,,,,,,,,
"['03:00', '11/01']",11/01 03:00,VRB,1,NIL,9999,,,,9000,5,25,20,1017,74,,,,,,,,
"['04:00', '11/01']",11/01 04:00,250,3,NIL,9999,,,,9000,5,24,21,1016,83,,,,,,,,
"['05:00', '11/01']",11/01 05:00,0,0,NIL,9999,,,,NIL,3,23,21,1016,89,,,,,,,,
"['06:00', '11/01']",11/01 06:00,140,2,NIL,9999,,,,NIL,2,24,20,1016,78,,,,,,,,
"['07:00', '11/01']",11/01 07:00,170,3,NIL,9999,,,,NIL,2,22,20,1016,88,,,,,,,,
"['08:00', '11/01']",11/01 08:00,210,1,NIL,9999,,,,10000,5,21,20,1016,94,,,,,,,,
"['09:00', '11/01']",11/01 09:00,190,2,NIL,9999,,,,NIL,2,22,20,1017,88,,,,,,,,
"['10:00', '11/01']",11/01 10:00,210,1,NIL,9999,,,,NIL,2,22,20,1018,88,,,,,,,,
"['11:00', '11/01']",11/01 11:00,30,3,220,9999,,,,NIL,2,24,21,1018,83,,,,,,,,
"['12:00', '11/01']",11/01 12:00,20,5,195,9999,,,,NIL,3,27,20,1019,66,,,,,,,,
"['13:00', '11/01']",11/01 13:00,350,8,155,9999,,,,NIL,3,28,19,1019,58,,,,,,,,
"['14:00', '11/01']",11/01 14:00,20,5,195,9999,,,,3500,5,29,19,1019,55,,,,,,,,
"['15:00', '11/01']",11/01 15:00,30,7,235,9999,,,,4000,5,30,17,1018,46,,,,,,,,
"['16:00', '11/01']",11/01 16:00,70,8,70,9999,,,,4500,5,31,16,1018,40,,,,,,,,
"['17:00', '11/01']",11/01 17:00,60,9,65,9999,,,,4500,5,31,16,1016,40,,,,,,,,
"['18:00', '11/01']",11/01 18:00,80,9,NIL,9999,,,,4000,5,32,15,1016,36,,,,,,,,
"['19:00', '11/01']",11/01 19:00,80,8,85,9999,,,,NIL,3,31,15,1015,38,,,,,,,,
"['20:00', '11/01']",11/01 20:00,60,8,60,9999,,,,NIL,3,31,16,1015,40,,,,,,,,
"['21:00', '11/01']",11/01 21:00,70,11,NIL,9999,,,,NIL,3,30,17,1015,46,,,,,,,,
"['22:00', '11/01']",11/01 22:00,100,7,NIL,9999,,,,NIL,2,29,17,1016,48,,,,,,,,
"['23:00', '11/01']",11/01 23:00,110,6,NIL,9999,,,,NIL,2,27,15,1017,48,,,,,,,,
"['00:00', '12/01']",12/01 00:00,10,2,NIL,9999,,,,NIL,2,26,16,1018,54,,,,,,,,
"['01:00', '12/01']",12/01 01:00,170,4,NIL,9999,,,,,2,25,17,1019,61,,,,,,,,
"['02:00', '12/01']",12/01 02:00,VRB,2,NIL,9999,,,,,2,23,17,1019,69,,,,,,,,
"['03:00', '12/01']",12/01 03:00,330,1,NIL,9999,,,,,2,22,17,1018,73,,,,,,,,
"['04:00', '12/01']",12/01 04:00,170,2,NIL,9999,,,,,2,23,16,1018,65,,,,,,,,
"['05:00', '12/01']",12/01 05:00,240,3,235,9999,,,,,2,20,17,1018,83,,,,,,,,
"['06:00', '12/01']",12/01 06:00,250,4,NIL,9999,,,,,2,20,16,1018,78,,,,,,,,
"['07:00', '12/01']",12/01 07:00,120,1,NIL,9999,,,,,2,21,17,1017,78,,,,,,,,
"['08:00', '12/01']",12/01 08:00,40,2,NIL,9999,,,,,2,19,17,1017,88,,,,,,,,
"['09:00', '12/01']",12/01 09:00,170,4,NIL,9999,,,,,NIL,19,16,1018,83,,,,,,,,
"['10:00', '12/01']",12/01 10:00,240,3,NIL,9999,,,,,NIL,20,17,1019,83,,,,,,,,
"['11:00', '12/01']",12/01 11:00,VRB,1,NIL,9999,,,,,NIL,24,18,1019,69,,,,,,,,
"['12:00', '12/01']",12/01 12:00,60,4,60,9999,,,,,NIL,27,17,1020,54,,,,,,,,
"['13:00', '12/01']",12/01 13:00,350,7,45,9999,,,,,2,28,17,1020,51,,,,,,,,
"['14:00', '12/01']",12/01 14:00,160,6,200,9999,,,,,2,30,12,1020,33,,,,,,,,
"['15:00', '12/01']",12/01 15:00,350,7,150,9999,,,,,2,30,14,1020,38,,,,,,,,
"['16:00', '12/01']",12/01 16:00,VRB,3,NIL,9999,,,,,2,31,13,1019,33,,,,,,,,
"['17:00', '12/01']",12/01 17:00,40,6,215,9999,,,,,3,32,14,1018,34,,,,,,,,
"['18:00', '12/01']",12/01 18:00,20,8,210,9999,,,,,3,32,15,1017,36,,,,,,,,
"['19:00', '12/01']",12/01 19:00,30,4,185,9999,,,,,3,32,15,1016,36,,,,,,,,
"['20:00', '12/01']",12/01 20:00,50,4,210,9999,,,,,2,32,15,1015,36,,,,,,,,
"['21:00', '12/01']",12/01 21:00,50,8,NIL,9999,,,,,2,31,15,1015,38,,,,,,,,
"['22:00', '12/01']",12/01 22:00,60,6,NIL,9999,,,,,2,30,16,1016,43,,,,,,,,
"['23:00', '12/01']",12/01 23:00,350,1,NIL,9999,,,,,2,28,17,1016,51,,,,,,,,
"['00:00', '13/01']",13/01 00:00,100,3,NIL,9999,,,,,2,28,16,1017,48,,,,,,,,
"['01:00', '13/01']",13/01 01:00,VRB,3,NIL,9999,,,,NIL,2,24,18,1018,69,,,,,,,,
"['02:00', '13/01']",13/01 02:00,VRB,2,NIL,9999,,,,NIL,2,24,17,1019,65,,,,,,,,
"['03:00', '13/01']",13/01 03:00,250,3,NIL,9999,,,,NIL,2,24,17,1018,65,,,,,,,,
"['04:00', '13/01']",13/01 04:00,170,2,NIL,9999,,,,NIL,2,23,17,1018,69,,,,,,,,
"['05:00', '13/01']",13/01 05:00,250,2,NIL,9999,,,,NIL,2,21,17,1018,78,,,,,,,,
"['06:00', '13/01']",13/01 06:00,90,1,NIL,9999,,,,NIL,2,22,17,1018,73,,,,,,,,
"['07:00', '13/01']",13/01 07:00,180,3,NIL,9999,,,,NIL,3,22,17,1018,73,,,,,,,,
"['08:00', '13/01']",13/01 08:00,180,5,NIL,9999,,,,NIL,2,21,17,1017,78,,,,,,,,
"['09:00', '13/01']",13/01 09:00,VRB,2,NIL,9999,,,,NIL,3,21,16,1018,73,,,,,,,,
"['10:00', '13/01']",13/01 10:00,270,2,NIL,9999,,,,NIL,3,21,17,1019,78,,,,,,,,
"['11:00', '13/01']",13/01 11:00,330,3,NIL,9999,,,,NIL,3,24,18,1020,69,,,,,,,,
"['12:00', '13/01']",13/01 12:00,90,2,NIL,9999,,,,NIL,2,29,17,1019,48,,,,,,,,
"['13:00', '13/01']",13/01 13:00,40,6,50,9999,,,,NIL,2,29,17,1019,48,,,,,,,,
"['14:00', '13/01']",13/01 14:00,50,7,230,9999,,,,NIL,3,30,16,1019,43,,,,,,,,
"['15:00', '13/01']",13/01 15:00,20,7,210,9999,,,,3000,5,31,15,1019,38,,,,,,,,
"['16:00', '13/01']",13/01 16:00,80,7,75,9999,,,,3000,5,32,15,1018,36,,,,,,,,
"['17:00', '13/01']",13/01 17:00,VRB,6,NIL,9999,,,,NIL,3,32,14,1017,34,,,,,,,,
"['18:00', '13/01']",13/01 18:00,90,9,90,9999,,,,NIL,3,32,12,1017,30,,,,,,,,
"['19:00', '13/01']",13/01 19:00,80,9,80,9999,,,,NIL,3,32,12,1016,30,,,,,,,,
"['20:00', '13/01']",13/01 20:00,70,7,75,9999,,,,NIL,3,32,13,1016,32,,,,,,,,
"['21:00', '13/01']",13/01 21:00,90,4,100,9999,,,,NIL,3,31,14,1016,36,,,,,,,,
"['22:00', '13/01']",13/01 22:00,270,7,280,9999,,,,NIL,3,28,19,1016,58,,,,,,,,
"['23:00', '13/01']",13/01 23:00,240,5,NIL,9999,,,,NIL,3,26,19,1017,65,,,,,,,,
"['00:00', '14/01']",14/01 00:00,210,5,220,9999,,,,NIL,3,25,19,1018,69,,,,,,,,
"['01:00', '14/01']",14/01 01:00,220,4,225,9999,,,,NIL,3,25,19,1019,69,,,,,,,,
"['02:00', '14/01']",14/01 02:00,200,4,210,9999,,,,NIL,3,25,19,1019,69,,,,,,,,
"['03:00', '14/01']",14/01 03:00,240,5,NIL,9999,,,,NIL,3,24,19,1019,74,,,,,,,,
"['04:00', '14/01']",14/01 04:00,210,4,210,9999,,,,NIL,3,24,19,1018,74,,,,,,,,
"['05:00', '14/01']",14/01 05:00,270,2,NIL,9999,,,,8000,5,23,19,1018,78,,,,,,,,
"['06:00', '14/01']",14/01 06:00,50,3,NIL,9999,,,,8000,5,23,19,1018,78,,,,,,,,
"['07:00', '14/01']",14/01 07:00,VRB,1,NIL,9999,,,,NIL,3,23,19,1018,78,,,,,,,,
"['08:00', '14/01']",14/01 08:00,240,5,NIL,9999,,,,NIL,3,22,19,1018,83,,,,,,,,
"['09:00', '14/01']",14/01 09:00,150,3,160,9999,,,,NIL,NIL,23,18,1018,73,,,,,,,,
"['10:00', '14/01']",14/01 10:00,VRB,1,NIL,9999,,,,NIL,NIL,24,20,1019,78,,,,,,,,
"['11:00', '14/01']",14/01 11:00,190,3,190,9999,,,,NIL,NIL,26,20,1019,70,,,,,,,,
"['12:00', '14/01']",14/01 12:00,150,5,NIL,9999,,,,NIL,NIL,28,20,1019,62,,,,,,,,
"['13:00', '14/01']",14/01 13:00,170,5,175,9999,,,,NIL,NIL,30,19,1019,52,,,,,,,,
"['14:00', '14/01']",14/01 14:00,VRB,4,NIL,9999,,,,NIL,2,30,18,1019,49,,,,,,,,
"['15:00', '14/01']",14/01 15:00,80,7,95,9999,,,,NIL,3,32,16,1018,38,,,,,,,,
"['16:00', '14/01']",14/01 16:00,VRB,5,NIL,9999,,,,3000,5,32,17,1017,41,,,,,,,,
"['17:00', '14/01']",14/01 17:00,70,8,100,9999,,,,3000,5,33,15,1017,34,,,,,,,,
"['18:00', '14/01']",14/01 18:00,100,6,NIL,9999,,,,NIL,3,33,17,1016,39,,,,,,,,
"['19:00', '14/01']",14/01 19:00,100,7,105,9999,,,,NIL,3,32,16,1016,38,,,,,,,,
"['20:00', '14/01']",14/01 20:00,80,5,95,9999,,,,NIL,3,32,16,1015,38,,,,,,,,
"['21:00', '14/01']",14/01 21:00,90,9,NIL,9999,,,,NIL,2,31,17,1015,43,,,,,,,,
"['22:00', '14/01']",14/01 22:00,110,6,NIL,9999,,,,NIL,2,30,17,1016,46,,,,,,,,
"['23:00', '14/01']",14/01 23:00,120,6,NIL,9999,,,,NIL,2,29,17,1016,48,,,,,,,,
"['00:00', '15/01']",15/01 00:00,130,5,NIL,9999,,,,NIL,2,28,17,1017,51,,,,,,,,
"['01:00', '15/01']",15/01 01:00,VRB,2,NIL,9999,,,,NIL,2,26,18,1017,61,,,,,,,,
"['02:00', '15/01']",15/01 02:00,VRB,1,NIL,9999,,,,NIL,2,25,18,1018,65,,,,,,,,
"['03:00', '15/01']",15/01 03:00,190,3,190,9999,,,,NIL,2,26,17,1017,58,,,,,,,,
"['04:00', '15/01']",15/01 04:00,VRB,2,NIL,9999,,,,NIL,2,24,17,1017,65,,,,,,,,
"['05:00', '15/01']",15/01 05:00,250,3,NIL,9999,,,,NIL,2,22,18,1016,78,,,,,,,,
"['06:00', '15/01']",15/01 06:00,260,4,NIL,9999,,,,NIL,2,22,18,1016,78,,,,,,,,
"['07:00', '15/01']",15/01 07:00,350,3,180,9999,,,,NIL,2,22,18,1016,78,,,,,,,,
"['08:00', '15/01']",15/01 08:00,170,5,NIL,9999,,,,NIL,2,22,18,1016,78,,,,,,,,
"['09:00', '15/01']",15/01 09:00,190,3,180,9999,,,,NIL,3,21,18,1017,83,,,,,,,,
"['10:00', '15/01']",15/01 10:00,120,3,NIL,9999,,,,NIL,NIL,22,17,1017,73,,,,,,,,
"['11:00', '15/01']",15/01 11:00,160,7,NIL,9999,,,,NIL,NIL,24,18,1018,69,,,,,,,,
"['12:00', '15/01']",15/01 12:00,80,10,NIL,9999,,,,NIL,NIL,27,18,1019,58,,,,,,,,
"['13:00', '15/01']",15/01 13:00,60,8,NIL,9999,,,,NIL,NIL,28,18,1019,55,,,,,,,,
"['14:00', '15/01']",15/01 14:00,50,11,60,9999,,,,NIL,2,29,18,1019,52,,,,,,,,
"['15:00', '15/01']",15/01 15:00,60,10,80,9999,,,,NIL,3,31,18,1018,46,,,,,,,,
"['16:00', '15/01']",15/01 16:00,30,9,215,9999,,,,3000,5,31,18,1018,46,,,,,,,,
"['17:00', '15/01']",15/01 17:00,60,8,NIL,9999,,,,4000,5,32,18,1017,43,,,,,,,,
"['18:00', '15/01']",15/01 18:00,40,8,40,9999,,,,4000,5,32,17,1016,41,,,,,,,,
"['19:00', '15/01']",15/01 19:00,60,7,55,9999,,,,4000,5,32,16,1016,38,,,,,,,,
"['20:00', '15/01']",15/01 20:00,70,10,70,9999,,,,NIL,2,32,16,1015,38,,,,,,,,
"['21:00', '15/01']",15/01 21:00,100,8,NIL,9999,,,,NIL,2,31,16,1015,40,,,,,,,,
"['22:00', '15/01']",15/01 22:00,80,8,NIL,9999,,,,NIL,3,29,17,1016,48,,,,,,,,
"['23:00', '15/01']",15/01 23:00,60,4,NIL,9999,,,,NIL,2,29,17,1016,48,,,,,,,,
"['00:00', '16/01']",16/01 00:00,70,4,NIL,9999,,,,NIL,2,28,18,1017,55,,,,,,,,
"['01:00', '16/01']",16/01 01:00,190,2,NIL,9999,,,,NIL,2,26,18,1018,61,,1,,,,,,
"['02:00', '16/01']",16/01 02:00,160,5,NIL,9999,,,,NIL,2,25,18,1019,65,,NIL,,,,,,
"['03:00', '16/01']",16/01 03:00,0,0,NIL,9999,,,,NIL,2,24,18,1018,69,,NIL,,,,,,
"['04:00', '16/01']",16/01 04:00,VRB,1,NIL,9999,,,,NIL,2,23,18,1018,73,,NIL,,,,,,
"['05:00', '16/01']",16/01 05:00,80,5,NIL,9999,,,,NIL,3,23,19,1018,78,,NIL,,,,,,
"['06:00', '16/01']",16/01 06:00,180,5,NIL,9999,,,,NIL,2,23,18,1018,73,,NIL,,,,,,
"['07:00', '16/01']",16/01 07:00,VRB,2,NIL,9999,,,,NIL,2,22,19,1018,83,,NIL,,,,,,
"['08:00', '16/01']",16/01 08:00,180,2,NIL,9999,,,,NIL,2,21,18,1018,83,,NIL,,,,,,
"['09:00', '16/01']",16/01 09:00,220,4,NIL,9999,,,,NIL,NIL,21,18,1019,83,,NIL,,,,,,
"['10:00', '16/01']",16/01 10:00,VRB,2,NIL,9999,,,,NIL,NIL,22,18,1020,78,,NIL,,,,,,
"['11:00', '16/01']",16/01 11:00,VRB,1,NIL,9999,,,,NIL,NIL,27,18,1021,58,,NIL,,,,,,
"['12:00', '16/01']",16/01 12:00,60,9,NIL,9999,,,,NIL,NIL,28,19,1021,58,,NIL,,,,,,
"['13:00', '16/01']",16/01 13:00,50,9,50,9999,,,,NIL,3,28,18,1021,55,,NIL,,,,,,
"['14:00', '16/01']",16/01 14:00,VRB,4,NIL,9999,,,,NIL,3,29,19,1021,55,,NIL,,,,,,
"['15:00', '16/01']",16/01 15:00,40,7,220,9999,,,,NIL,3,30,18,1020,49,,NIL,,,,,,
"['16:00', '16/01']",16/01 16:00,50,7,215,9999,,,,4500,5,32,19,1020,46,,NIL,,,,,,
"['17:00', '16/01']",16/01 17:00,40,7,60,9999,,,,4500,5,31,17,1019,43,,NIL,,,,,,
"['18:00', '16/01']",16/01 18:00,20,7,NIL,9999,,,,NIL,3,32,17,1018,41,,NIL,,,,,,
"['19:00', '16/01']",16/01 19:00,40,8,NIL,9999,,,,NIL,3,32,18,1017,43,,NIL,,,,,,
"['20:00', '16/01']",16/01 20:00,90,9,85,9999,,,,NIL,2,31,18,1017,46,,NIL,,,,,,
"['21:00', '16/01']",16/01 21:00,90,9,NIL,9999,,,,NIL,2,31,17,1017,43,,NIL,,,,,,
"['22:00', '16/01']",16/01 22:00,150,12,NIL,9999,,,,NIL,3,26,18,1018,61,,NIL,,,,,,
"['23:00', '16/01']",16/01 23:00,190,5,205,9999,,,,NIL,2,25,18,1018,65,,NIL,,,,,,
"['00:00', '17/01']",17/01 00:00,60,4,60,9999,,,,NIL,2,25,17,1019,61,,1,,,,,,
"['01:00', '17/01']",17/01 01:00,VRB,2,NIL,9999,,,NIL,NIL,2,25,17,1020,61,,,,,,,,
"['02:00', '17/01']",17/01 02:00,VRB,2,NIL,9999,,,NIL,NIL,2,24,17,1020,65,,,,,,,,
"['03:00', '17/01']",17/01 03:00,VRB,2,NIL,9999,,,NIL,NIL,2,24,18,1020,69,,,,,,,,
"['04:00', '17/01']",17/01 04:00,190,2,NIL,9999,,,NIL,10000,5,25,18,1019,65,,,,,,,,
"['05:00', '17/01']",17/01 05:00,80,2,NIL,9999,,,NIL,10000,5,23,18,1019,73,,,,,,,,
"['06:00', '17/01']",17/01 06:00,80,4,NIL,9999,,,NIL,10000,5,24,18,1019,69,,,,,,,,
"['07:00', '17/01']",17/01 07:00,230,1,NIL,9999,,,NIL,NIL,3,23,18,1018,73,,,,,,,,
"['08:00', '17/01']",17/01 08:00,180,3,NIL,9999,,,NIL,10000,5,23,18,1019,73,,,,,,,,
"['09:00', '17/01']",17/01 09:00,0,0,NIL,9999,,,NIL,8000,5,22,19,1019,83,,,,,,,,
"['10:00', '17/01']",17/01 10:00,110,3,120,9999,,,NIL,8000,5,25,16,1020,57,,,,,,,,
"['11:00', '17/01']",17/01 11:00,VRB,2,NIL,9999,,,NIL,8000,5,25,18,1020,65,,,,,,,,
"['12:00', '17/01']",17/01 12:00,100,6,100,9999,,,NIL,9000,5,26,18,1021,61,,,,,,,,
"['13:00', '17/01']",17/01 13:00,80,7,95,9999,,,NIL,9000,5,27,19,1021,62,,,,,,,,
"['14:00', '17/01']",17/01 14:00,70,8,75,9999,,,NIL,9000,5,29,19,1021,55,,,,,,,,
"['15:00', '17/01']",17/01 15:00,50,9,NIL,9999,,,NIL,10000,5,29,18,1021,52,,,,,,,,
"['16:00', '17/01']",17/01 16:00,70,7,65,9999,,,NIL,10000,5,30,17,1020,46,,,,,,,,
"['17:00', '17/01']",17/01 17:00,90,4,NIL,9999,,,NIL,10000,5,30,18,1019,49,,,,,,,,
"['18:00', '17/01']",17/01 18:00,60,7,75,9999,,,NIL,4000,5,31,18,1018,46,,,,,,,,
"['19:00', '17/01']",17/01 19:00,40,12,NIL,9999,,,NIL,10000,5,30,20,1017,55,,,,,,,,
"['20:00', '17/01']",17/01 20:00,70,6,225,9999,,,NIL,10000,5,29,21,1017,62,,,,,,,,
"['21:00', '17/01']",17/01 21:00,240,10,NIL,9999,,,NIL,NIL,3,24,18,1018,69,,,,,,,,
"['22:00', '17/01']",17/01 22:00,250,7,NIL,9999,,,NIL,NIL,3,23,18,1019,73,,,,,,,,
"['23:00', '17/01']",17/01 23:00,250,11,NIL,9999,,,NIL,7000,5,22,19,1020,83,,,,,,,,
"['00:00', '18/01']",18/01 00:00,180,7,180,9999,,,1,7000,5,22,19,1021,83,,,,,,,,
"['01:00', '18/01']",18/01 01:00,230,5,NIL,9999,,,,10000,5,21,19,1021,88,,NIL,,,,,,
"['02:00', '18/01']",18/01 02:00,190,3,175,9999,,,,NIL,3,22,19,1020,83,,NIL,,,,,,
"['03:00', '18/01']",18/01 03:00,150,3,130,9999,,,,NIL,3,22,19,1020,83,,NIL,,,,,,
"['04:00', '18/01']",18/01 04:00,60,4,NIL,9999,,,,NIL,3,21,19,1019,88,,NIL,,,,,,
"['05:00', '18/01']",18/01 05:00,150,8,NIL,9999,,,,NIL,2,21,19,1019,88,,NIL,,,,,,
"['05:12', '18/01']",18/01 05:12,170,6,NIL,9999,,,,NIL,3,20,19,1019,94,,NIL,,,,,,
"['06:00', '18/01']",18/01 06:00,190,3,NIL,9999,,,,NIL,3,21,19,1018,88,,NIL,,,,,,
"['07:00', '18/01']",18/01 07:00,260,4,NIL,9999,,,,NIL,3,20,19,1019,94,,NIL,,,,,,
"['08:00', '18/01']",18/01 08:00,160,3,165,9999,,,,NIL,3,21,19,1019,88,,NIL,,,,,,
"['09:00', '18/01']",18/01 09:00,VRB,2,NIL,9999,,,,NIL,3,20,18,1020,88,,NIL,,,,,,
