validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vnt_vrb,vis,chuva,trovoada,teto,cobertura,tt,po,qnh,ur,nevoa_umida,vnt_rajada,pancada
"['22:25', '18/10']",18/10 22:25,130,10,NIL,3000,1,,1000,5,23,22,1015,94,1,,NIL
"['23:00', '18/10']",18/10 23:00,90,5,90,6000,1,,1500,5,23,22,1015,94,NIL,,NIL
"['00:00', '19/10']",19/10 00:00,80,5,NIL,9999,NIL,,1700,5,24,23,1015,94,NIL,,NIL
"['01:00', '19/10']",19/10 01:00,100,5,NIL,9999,NIL,,1700,5,25,23,1015,89,,,
"['02:00', '19/10']",19/10 02:00,90,9,NIL,9999,NIL,,2000,5,24,22,1015,89,,,
"['03:00', '19/10']",19/10 03:00,60,7,NIL,9999,NIL,,2000,5,24,23,1014,94,,,
"['04:00', '19/10']",19/10 04:00,80,8,NIL,9999,NIL,,5000,5,24,23,1013,94,,,
"['05:00', '19/10']",19/10 05:00,90,6,NIL,9999,NIL,,1700,5,24,23,1013,94,,,
"['06:00', '19/10']",19/10 06:00,100,6,NIL,9999,NIL,,6000,5,25,21,1013,79,,,
"['07:00', '19/10']",19/10 07:00,120,6,NIL,9999,NIL,,6000,5,25,21,1013,79,,,
"['08:00', '19/10']",19/10 08:00,60,5,NIL,9999,NIL,,1700,5,24,22,1014,89,,,
"['09:00', '19/10']",19/10 09:00,60,4,225,9999,NIL,,2000,5,24,23,1014,94,,,
"['10:00', '19/10']",19/10 10:00,100,6,NIL,9999,NIL,,6000,5,26,21,1015,74,,,
"['11:00', '19/10']",19/10 11:00,70,8,NIL,8000,NIL,,1700,5,26,23,1015,84,,,
"['12:00', '19/10']",19/10 12:00,40,9,40,6000,1,,1700,5,26,24,1016,89,,,
"['13:00', '19/10']",19/10 13:00,60,12,NIL,9999,NIL,,1700,5,27,23,1016,79,,,
"['14:00', '19/10']",19/10 14:00,70,10,NIL,9999,NIL,,NIL,3,28,23,1015,74,,,
"['15:00', '19/10']",19/10 15:00,70,12,NIL,9999,NIL,,NIL,3,27,23,1015,79,,,
"['16:00', '19/10']",19/10 16:00,80,11,NIL,9999,NIL,,NIL,3,27,22,1014,74,,,
"['17:00', '19/10']",19/10 17:00,90,10,NIL,9999,NIL,,NIL,3,27,22,1013,74,,,
"['18:00', '19/10']",19/10 18:00,80,11,NIL,9999,NIL,,NIL,2,27,22,1013,74,,,
"['19:00', '19/10']",19/10 19:00,90,9,90,9999,NIL,,NIL,2,27,23,1013,79,,,
"['20:00', '19/10']",19/10 20:00,90,8,NIL,9999,NIL,,NIL,2,26,22,1013,79,,,
"['21:00', '19/10']",19/10 21:00,90,7,NIL,9999,NIL,,NIL,2,26,22,1014,79,,,
"['22:00', '19/10']",19/10 22:00,110,5,NIL,9999,NIL,,NIL,2,26,22,1014,79,,,
"['23:00', '19/10']",19/10 23:00,110,6,NIL,9999,NIL,,NIL,2,26,22,1015,79,,,
"['00:00', '20/10']",20/10 00:00,130,5,NIL,9999,NIL,,NIL,3,26,22,1016,79,,,
"['01:00', '20/10']",20/10 01:00,150,4,140,6000,1,,6000,5,25,23,1016,89,,,
"['02:00', '20/10']",20/10 02:00,170,5,190,9999,NIL,,NIL,3,25,24,1016,94,,,
"['03:00', '20/10']",20/10 03:00,90,6,NIL,8000,NIL,,NIL,3,26,23,1016,84,,,
"['04:00', '20/10']",20/10 04:00,90,5,100,9999,NIL,,6000,5,26,23,1015,84,,,
"['05:00', '20/10']",20/10 05:00,80,6,NIL,9999,NIL,,6000,5,25,23,1015,89,,,
"['06:00', '20/10']",20/10 06:00,70,8,NIL,9999,NIL,,6000,5,26,22,1014,79,,,
"['07:00', '20/10']",20/10 07:00,60,7,NIL,9999,NIL,,NIL,3,26,21,1014,74,,,
"['08:00', '20/10']",20/10 08:00,60,7,NIL,9999,NIL,,1700,5,25,22,1015,83,,,
"['09:00', '20/10']",20/10 09:00,60,9,NIL,9999,NIL,,1700,5,26,22,1016,79,,,
"['10:00', '20/10']",20/10 10:00,60,9,NIL,9999,NIL,,6000,5,26,21,1016,74,,,
"['11:00', '20/10']",20/10 11:00,60,11,NIL,9999,NIL,,6000,5,27,21,1017,70,,,
"['12:00', '20/10']",20/10 12:00,60,15,NIL,9999,NIL,,NIL,3,28,22,1017,70,,,
"['13:00', '20/10']",20/10 13:00,60,13,NIL,9999,NIL,,NIL,3,28,23,1017,74,,,
"['14:00', '20/10']",20/10 14:00,70,15,NIL,9999,NIL,,NIL,3,28,21,1017,66,,,
"['15:00', '20/10']",20/10 15:00,80,12,NIL,9999,NIL,,NIL,3,28,22,1016,70,,,
"['16:00', '20/10']",20/10 16:00,80,13,NIL,9999,NIL,,NIL,2,28,22,1015,70,,,
"['17:00', '20/10']",20/10 17:00,80,12,NIL,9999,NIL,,NIL,3,28,22,1014,70,,,
"['18:00', '20/10']",20/10 18:00,90,13,NIL,9999,NIL,,NIL,3,28,21,1014,66,,,
"['19:00', '20/10']",20/10 19:00,90,12,NIL,9999,NIL,,NIL,3,28,22,1014,70,,,
"['20:00', '20/10']",20/10 20:00,80,11,NIL,9999,NIL,,NIL,2,27,21,1014,70,,,
"['21:00', '20/10']",20/10 21:00,80,9,NIL,9999,NIL,,NIL,2,26,22,1015,79,,,
"['22:00', '20/10']",20/10 22:00,80,11,NIL,9999,NIL,,NIL,2,26,21,1015,74,,,
"['23:00', '20/10']",20/10 23:00,80,9,NIL,9999,NIL,,NIL,2,26,21,1016,74,,,
"['00:00', '21/10']",21/10 00:00,80,10,NIL,9999,NIL,,NIL,2,26,21,1016,74,,,
"['01:00', '21/10']",21/10 01:00,90,8,,9999,,,NIL,2,26,21,1017,74,,,
"['02:00', '21/10']",21/10 02:00,90,8,,9999,,,NIL,2,26,21,1017,74,,,
"['03:00', '21/10']",21/10 03:00,90,8,,9999,,,NIL,2,25,21,1017,79,,,
"['04:00', '21/10']",21/10 04:00,90,7,,9999,,,NIL,3,25,21,1016,79,,,
"['05:00', '21/10']",21/10 05:00,80,8,,9999,,,NIL,3,25,21,1016,79,,,
"['06:00', '21/10']",21/10 06:00,80,10,,9999,,,NIL,2,25,21,1016,79,,,
"['07:00', '21/10']",21/10 07:00,90,7,,9999,,,NIL,2,25,21,1016,79,,,
"['08:00', '21/10']",21/10 08:00,100,6,,9999,,,NIL,2,25,21,1017,79,,,
"['09:00', '21/10']",21/10 09:00,100,7,,9999,,,NIL,2,26,21,1017,74,,,
"['10:00', '21/10']",21/10 10:00,90,10,,9999,,,NIL,2,27,21,1017,70,,,
"['11:00', '21/10']",21/10 11:00,90,10,,9999,,,NIL,3,27,22,1018,74,,,
"['12:00', '21/10']",21/10 12:00,70,9,,9999,,,NIL,3,28,22,1018,70,,,
"['13:00', '21/10']",21/10 13:00,80,8,,9999,,,NIL,2,28,21,1018,66,,,
"['14:00', '21/10']",21/10 14:00,100,8,,9999,,,NIL,2,29,21,1018,62,,,
"['15:00', '21/10']",21/10 15:00,100,9,,9999,,,NIL,2,28,22,1017,70,,,
"['16:00', '21/10']",21/10 16:00,90,12,,9999,,,NIL,2,28,22,1016,70,,,
"['17:00', '21/10']",21/10 17:00,110,12,,9999,,,NIL,2,28,22,1015,70,,,
"['18:00', '21/10']",21/10 18:00,100,11,,9999,,,NIL,2,28,21,1015,66,,,
"['19:00', '21/10']",21/10 19:00,110,10,,9999,,,NIL,2,28,22,1014,70,,,
"['20:00', '21/10']",21/10 20:00,100,10,,9999,,,NIL,2,27,22,1015,74,,,
"['21:00', '21/10']",21/10 21:00,100,9,,9999,,,NIL,2,27,22,1015,74,,,
"['22:00', '21/10']",21/10 22:00,110,8,,9999,,,NIL,2,27,22,1015,74,,,
"['23:00', '21/10']",21/10 23:00,110,8,,9999,,,NIL,3,26,22,1016,79,,,
"['00:00', '22/10']",22/10 00:00,100,10,,9999,,,4000,5,26,22,1017,79,,,
"['01:00', '22/10']",22/10 01:00,100,8,,9999,,,2000,5,26,22,1017,79,,,
"['02:00', '22/10']",22/10 02:00,100,7,,9999,,,5000,5,26,23,1017,84,,,
"['03:00', '22/10']",22/10 03:00,110,9,,9999,,,5000,5,27,23,1016,79,,,
"['04:00', '22/10']",22/10 04:00,110,9,,9999,,,1900,5,27,23,1015,79,,,
"['05:00', '22/10']",22/10 05:00,90,8,,9999,,,1900,5,26,23,1015,84,,,
"['06:00', '22/10']",22/10 06:00,90,9,,9999,,,5000,5,26,23,1014,84,,,
"['07:00', '22/10']",22/10 07:00,80,13,,9999,,,5000,5,26,23,1015,84,,,
"['08:00', '22/10']",22/10 08:00,90,9,,9999,,,NIL,3,26,22,1015,79,,,
"['09:00', '22/10']",22/10 09:00,80,9,,9999,,,NIL,3,27,22,1015,74,,,
"['10:00', '22/10']",22/10 10:00,80,10,,9999,,,5000,5,27,22,1016,74,,,
"['11:00', '22/10']",22/10 11:00,80,14,,9999,,,5000,5,28,23,1017,74,,,
"['12:00', '22/10']",22/10 12:00,70,14,,9999,,,5000,5,28,22,1017,70,,,
"['13:00', '22/10']",22/10 13:00,80,13,,9999,,,NIL,3,29,23,1017,70,,,
"['14:00', '22/10']",22/10 14:00,80,12,,9999,,,NIL,3,30,22,1016,62,,,
"['15:00', '22/10']",22/10 15:00,90,11,,9999,,,6000,5,29,22,1016,66,,,
"['16:00', '22/10']",22/10 16:00,90,13,,9999,,,NIL,3,29,22,1015,66,,,
"['17:00', '22/10']",22/10 17:00,90,10,,9999,,,NIL,3,29,22,1014,66,,,
"['18:00', '22/10']",22/10 18:00,90,13,,9999,,,NIL,2,29,22,1013,66,,,
"['19:00', '22/10']",22/10 19:00,90,12,,9999,,,NIL,2,28,23,1013,74,,,
"['20:00', '22/10']",22/10 20:00,90,11,,9999,,,NIL,2,27,22,1014,74,,,
"['21:00', '22/10']",22/10 21:00,80,9,,9999,,,NIL,2,27,22,1015,74,,,
"['22:00', '22/10']",22/10 22:00,90,10,,9999,,,NIL,2,27,22,1015,74,,,
"['23:00', '22/10']",22/10 23:00,90,10,,9999,,,NIL,2,26,22,1016,79,,,
"['00:00', '23/10']",23/10 00:00,90,12,,9999,,,NIL,2,27,22,1016,74,,,
"['01:00', '23/10']",23/10 01:00,90,11,NIL,9999,,,,2,26,22,1016,79,,,
"['02:00', '23/10']",23/10 02:00,90,11,NIL,9999,,,,2,26,22,1016,79,,,
"['03:00', '23/10']",23/10 03:00,80,12,NIL,9999,,,,2,26,22,1015,79,,,
"['04:00', '23/10']",23/10 04:00,90,9,NIL,9999,,,,2,26,22,1015,79,,,
"['05:00', '23/10']",23/10 05:00,100,9,NIL,9999,,,,2,26,22,1014,79,,,
"['06:00', '23/10']",23/10 06:00,90,10,NIL,9999,,,,2,26,22,1014,79,,,
"['07:00', '23/10']",23/10 07:00,90,10,NIL,9999,,,,3,26,22,1015,79,,,
"['08:00', '23/10']",23/10 08:00,100,10,NIL,9999,,,,3,26,22,1015,79,,,
"['09:00', '23/10']",23/10 09:00,90,9,NIL,9999,,,,3,26,22,1016,79,,,
"['10:00', '23/10']",23/10 10:00,80,10,NIL,9999,,,,3,27,22,1017,74,,,
"['11:00', '23/10']",23/10 11:00,100,10,NIL,9999,,,,3,27,22,1017,74,,,
"['12:00', '23/10']",23/10 12:00,90,12,NIL,9999,,,,3,28,23,1017,74,,,
"['13:00', '23/10']",23/10 13:00,90,11,90,9999,,,,3,29,23,1017,70,,,
"['14:00', '23/10']",23/10 14:00,100,10,NIL,9999,,,,2,29,23,1016,70,,,
"['15:00', '23/10']",23/10 15:00,90,10,85,9999,,,,2,29,22,1015,66,,,
"['16:00', '23/10']",23/10 16:00,100,10,100,9999,,,,3,28,23,1014,74,,,
"['17:00', '23/10']",23/10 17:00,90,13,NIL,9999,,,,3,28,22,1014,70,,,
"['18:00', '23/10']",23/10 18:00,100,10,105,9999,,,,3,28,21,1014,66,,,
"['19:00', '23/10']",23/10 19:00,110,10,NIL,9999,,,,3,28,22,1014,70,,,
"['20:00', '23/10']",23/10 20:00,90,10,NIL,9999,,,,3,27,22,1014,74,,,
"['21:00', '23/10']",23/10 21:00,90,9,NIL,9999,,,,3,27,22,1014,74,,,
"['22:00', '23/10']",23/10 22:00,90,10,NIL,9999,,,,3,27,22,1015,74,,,
"['23:00', '23/10']",23/10 23:00,90,10,NIL,9999,,,,2,27,22,1015,74,,,
"['00:00', '24/10']",24/10 00:00,90,11,NIL,9999,,,,2,26,23,1016,84,,,
"['01:00', '24/10']",24/10 01:00,90,10,,9999,,,NIL,2,26,23,1016,84,,,
"['02:00', '24/10']",24/10 02:00,90,9,,9999,,,NIL,2,26,22,1015,79,,,
"['03:00', '24/10']",24/10 03:00,90,9,,9999,,,NIL,2,26,23,1014,84,,,
"['04:00', '24/10']",24/10 04:00,90,10,,9999,,,NIL,3,26,22,1013,79,,,
"['05:00', '24/10']",24/10 05:00,100,9,,9999,,,NIL,3,26,22,1013,79,,,
"['06:00', '24/10']",24/10 06:00,100,8,,9999,,,NIL,3,26,22,1013,79,,,
"['07:00', '24/10']",24/10 07:00,120,7,,9999,,,NIL,3,26,23,1014,84,,,
"['08:00', '24/10']",24/10 08:00,90,9,,9999,,,1700,5,26,23,1014,84,,,
"['09:00', '24/10']",24/10 09:00,100,11,,9999,,,NIL,3,26,23,1015,84,,,
"['10:00', '24/10']",24/10 10:00,90,12,,9999,,,NIL,3,27,23,1015,79,,,
"['11:00', '24/10']",24/10 11:00,90,12,,9999,,,5000,5,28,23,1016,74,,,
"['12:00', '24/10']",24/10 12:00,90,13,,9999,,,6000,5,28,23,1016,74,,,
"['13:00', '24/10']",24/10 13:00,90,14,,9999,,,NIL,3,29,23,1016,70,,,
"['14:00', '24/10']",24/10 14:00,90,13,,9999,,,7000,5,29,23,1015,70,,,
"['15:00', '24/10']",24/10 15:00,80,15,,9999,,,6000,5,29,23,1014,70,,,
"['16:00', '24/10']",24/10 16:00,90,15,,9999,,,NIL,3,29,23,1013,70,,,
"['17:00', '24/10']",24/10 17:00,80,15,,9999,,,NIL,3,29,22,1012,66,,,
"['18:00', '24/10']",24/10 18:00,90,15,,9999,,,NIL,3,29,22,1012,66,,,
"['19:00', '24/10']",24/10 19:00,80,14,,9999,,,NIL,3,28,23,1012,74,,,
"['20:00', '24/10']",24/10 20:00,80,14,,9999,,,NIL,3,27,23,1012,79,,,
"['21:00', '24/10']",24/10 21:00,80,13,,9999,,,NIL,3,27,23,1012,79,,,
"['22:00', '24/10']",24/10 22:00,80,13,,9999,,,NIL,3,26,23,1013,84,,,
"['23:00', '24/10']",24/10 23:00,70,12,,9999,,,NIL,3,26,22,1014,79,,,
"['00:00', '25/10']",25/10 00:00,70,11,,9999,,,NIL,2,26,23,1014,84,,,
"['01:00', '25/10']",25/10 01:00,70,13,,9999,,,NIL,3,26,23,1014,84,,,
"['02:00', '25/10']",25/10 02:00,60,13,,9999,,,1700,5,26,23,1013,84,,,
"['03:00', '25/10']",25/10 03:00,160,12,,9999,,,NIL,3,26,22,1012,79,,,
"['04:00', '25/10']",25/10 04:00,60,12,,9999,,,NIL,2,26,22,1012,79,,,
"['05:00', '25/10']",25/10 05:00,60,10,,9999,,,NIL,2,26,22,1011,79,,,
"['06:00', '25/10']",25/10 06:00,70,11,,9999,,,NIL,2,26,22,1011,79,,,
"['07:00', '25/10']",25/10 07:00,60,9,,9999,,,NIL,2,26,22,1011,79,,,
"['08:00', '25/10']",25/10 08:00,40,7,,9999,,,NIL,3,25,22,1012,83,,,
"['09:00', '25/10']",25/10 09:00,50,6,,9999,,,NIL,3,26,22,1012,79,,,
"['10:00', '25/10']",25/10 10:00,60,8,,9999,,,NIL,2,27,23,1013,79,,,
"['11:00', '25/10']",25/10 11:00,70,14,,9999,,,NIL,3,28,23,1014,74,,,
"['12:00', '25/10']",25/10 12:00,60,12,,9999,,,NIL,3,29,23,1014,70,,,
"['13:00', '25/10']",25/10 13:00,70,14,,9999,,,NIL,3,29,23,1013,70,,,
"['14:00', '25/10']",25/10 14:00,80,15,,9999,,,NIL,3,29,23,1013,70,,,
"['15:00', '25/10']",25/10 15:00,70,16,,9999,,,NIL,3,30,23,1012,66,,,
"['16:00', '25/10']",25/10 16:00,70,17,,9999,,,NIL,2,29,24,1011,74,,,
"['17:00', '25/10']",25/10 17:00,80,17,,9999,,,NIL,2,29,23,1010,70,,,
"['18:00', '25/10']",25/10 18:00,70,18,,9999,,,NIL,2,29,23,1010,70,,,
"['19:00', '25/10']",25/10 19:00,60,15,,9999,,,NIL,NIL,28,23,1009,74,,,
"['20:00', '25/10']",25/10 20:00,60,17,,9999,,,NIL,NIL,28,23,1009,74,,,
"['21:00', '25/10']",25/10 21:00,60,15,,9999,,,NIL,2,27,23,1009,79,,,
"['22:00', '25/10']",25/10 22:00,60,14,,9999,,,NIL,2,27,23,1010,79,,,
"['23:00', '25/10']",25/10 23:00,60,14,,9999,,,NIL,3,27,23,1011,79,,,
"['00:00', '26/10']",26/10 00:00,60,14,,9999,,,NIL,3,27,23,1011,79,,,
"['01:00', '26/10']",26/10 01:00,50,14,NIL,9999,,,NIL,3,27,23,1011,79,,,
"['02:00', '26/10']",26/10 02:00,50,15,NIL,9999,,,1700,5,27,23,1010,79,,,
"['03:00', '26/10']",26/10 03:00,50,10,NIL,9999,,,1700,5,26,23,1010,84,,,
"['04:00', '26/10']",26/10 04:00,40,12,NIL,9999,,,1700,5,26,23,1008,84,,,
"['05:00', '26/10']",26/10 05:00,50,14,NIL,9999,,,1700,5,26,23,1008,84,,,
"['06:00', '26/10']",26/10 06:00,30,8,NIL,9999,,,1700,5,26,23,1008,84,,,
"['07:00', '26/10']",26/10 07:00,350,5,NIL,9999,,,1700,5,26,23,1010,84,,,
"['08:00', '26/10']",26/10 08:00,330,4,NIL,9999,,,1700,5,26,23,1010,84,,,
"['09:00', '26/10']",26/10 09:00,290,4,NIL,9999,,,1800,5,26,23,1011,84,,,
"['10:00', '26/10']",26/10 10:00,350,4,NIL,9999,,,1800,5,26,23,1011,84,,,
"['11:00', '26/10']",26/10 11:00,330,5,NIL,9999,,,6000,5,27,23,1012,79,,,
"['12:00', '26/10']",26/10 12:00,350,6,NIL,9999,,,10000,5,27,23,1012,79,,,
"['13:00', '26/10']",26/10 13:00,360,8,NIL,9999,,,10000,5,29,23,1011,70,,,
"['14:00', '26/10']",26/10 14:00,80,10,NIL,9999,,,10000,5,29,23,1011,70,,,
"['15:00', '26/10']",26/10 15:00,80,13,NIL,9999,,,10000,5,28,24,1010,79,,,
"['16:00', '26/10']",26/10 16:00,90,9,NIL,9999,,,7000,5,28,23,1010,74,,,
"['17:00', '26/10']",26/10 17:00,200,10,NIL,8000,,,1500,8,26,23,1010,84,,,
"['18:00', '26/10']",26/10 18:00,140,8,NIL,8000,,,1500,8,25,24,1009,94,,,
"['19:00', '26/10']",26/10 19:00,80,8,NIL,9999,,,2000,8,26,24,1008,89,,,
"['20:00', '26/10']",26/10 20:00,60,11,NIL,9999,,,10000,5,26,23,1008,84,,,
"['21:00', '26/10']",26/10 21:00,40,13,NIL,9999,,,10000,5,26,23,1009,84,,,
"['22:00', '26/10']",26/10 22:00,30,10,NIL,9999,,,10000,5,26,23,1009,84,,,
"['23:00', '26/10']",26/10 23:00,30,6,210,9999,,,10000,5,25,22,1010,83,,,
"['00:00', '27/10']",27/10 00:00,20,8,NIL,9999,,,10000,5,24,22,1010,89,,,
"['01:00', '27/10']",27/10 01:00,20,7,NIL,9999,NIL,NIL,10000,5,24,23,1010,94,NIL,,
"['02:00', '27/10']",27/10 02:00,10,8,NIL,9999,NIL,NIL,10000,5,24,23,1010,94,NIL,,
"['03:00', '27/10']",27/10 03:00,10,6,195,9999,NIL,NIL,9000,5,25,23,1009,89,NIL,,
"['04:00', '27/10']",27/10 04:00,20,4,180,9999,NIL,NIL,8000,5,25,23,1009,89,NIL,,
"['04:30', '27/10']",27/10 04:30,120,5,130,8000,NIL,1,1500,8,25,23,1009,89,NIL,,
"['05:00', '27/10']",27/10 05:00,40,7,NIL,8000,NIL,1,1700,8,25,23,1009,89,NIL,,
"['06:00', '27/10']",27/10 06:00,30,7,NIL,9999,NIL,1,9000,5,25,23,1008,89,NIL,,
"['07:00', '27/10']",27/10 07:00,30,5,NIL,9999,NIL,NIL,8000,5,25,23,1008,89,NIL,,
"['08:00', '27/10']",27/10 08:00,0,0,NIL,9999,NIL,NIL,7000,5,25,23,1009,89,NIL,,
"['09:00', '27/10']",27/10 09:00,360,5,180,9999,NIL,NIL,7000,5,25,23,1009,89,NIL,,
"['10:00', '27/10']",27/10 10:00,270,7,NIL,5000,1,NIL,1700,5,25,24,1011,94,1,,
"['11:00', '27/10']",27/10 11:00,320,4,NIL,8000,1,NIL,1500,8,26,24,1012,89,NIL,,
"['11:45', '27/10']",27/10 11:45,340,7,NIL,3000,1,NIL,1000,8,25,24,1012,94,1,,
"['12:00', '27/10']",27/10 12:00,360,7,NIL,4000,1,NIL,1000,8,25,24,1012,94,1,,
"['13:00', '27/10']",27/10 13:00,20,8,NIL,5000,1,NIL,1500,8,25,23,1012,89,1,,
"['14:00', '27/10']",27/10 14:00,10,8,NIL,8000,NIL,NIL,7000,5,25,23,1011,89,NIL,,
"['15:00', '27/10']",27/10 15:00,360,12,NIL,9999,NIL,NIL,10000,5,26,24,1010,89,NIL,,
"['16:00', '27/10']",27/10 16:00,340,9,NIL,9999,NIL,NIL,10000,5,27,23,1009,79,NIL,,
"['17:00', '27/10']",27/10 17:00,350,9,NIL,9999,NIL,NIL,10000,5,27,23,1008,79,NIL,,
"['18:00', '27/10']",27/10 18:00,10,10,NIL,9999,NIL,NIL,10000,5,28,23,1007,74,NIL,,
"['19:00', '27/10']",27/10 19:00,20,6,NIL,9999,NIL,NIL,10000,5,28,23,1007,74,NIL,,
"['20:00', '27/10']",27/10 20:00,30,8,NIL,9999,NIL,NIL,10000,5,27,23,1007,79,NIL,,
"['21:00', '27/10']",27/10 21:00,50,9,NIL,9999,NIL,NIL,NIL,3,26,23,1008,84,NIL,,
"['22:00', '27/10']",27/10 22:00,40,8,NIL,9999,NIL,NIL,NIL,3,26,23,1009,84,NIL,,
"['23:00', '27/10']",27/10 23:00,50,10,NIL,9999,NIL,NIL,NIL,3,25,24,1011,94,NIL,,
"['00:00', '28/10']",28/10 00:00,30,8,NIL,9999,NIL,NIL,NIL,3,25,23,1010,89,NIL,,
"['01:00', '28/10']",28/10 01:00,30,8,,9999,,,10000,5,25,24,1011,94,,,
"['02:00', '28/10']",28/10 02:00,30,7,,9999,,,10000,5,25,23,1011,89,,,
"['03:00', '28/10']",28/10 03:00,30,8,,9999,,,10000,5,25,23,1010,89,,,
"['04:00', '28/10']",28/10 04:00,20,6,,9999,,,10000,5,25,23,1010,89,,,
"['05:00', '28/10']",28/10 05:00,20,5,,9999,,,10000,5,25,23,1009,89,,,
"['06:00', '28/10']",28/10 06:00,20,4,,9999,,,NIL,3,25,23,1009,89,,,
"['07:00', '28/10']",28/10 07:00,350,2,,9999,,,1700,5,25,23,1009,89,,,
"['08:00', '28/10']",28/10 08:00,10,2,,9999,,,6000,5,25,23,1009,89,,,
"['09:00', '28/10']",28/10 09:00,360,4,,9000,,,6000,5,25,23,1010,89,,,
"['10:00', '28/10']",28/10 10:00,40,9,,9999,,,8000,5,26,24,1010,89,,,
"['11:00', '28/10']",28/10 11:00,50,11,,9999,,,NIL,3,27,23,1011,79,,,
"['12:00', '28/10']",28/10 12:00,40,12,,9999,,,NIL,3,29,23,1011,70,,,
"['13:00', '28/10']",28/10 13:00,60,16,,9999,,,NIL,3,30,24,1011,70,,,
"['14:00', '28/10']",28/10 14:00,60,16,,9999,,,NIL,3,30,24,1010,70,,,
"['15:00', '28/10']",28/10 15:00,60,21,,9999,,,NIL,3,30,24,1010,70,,,
"['16:00', '28/10']",28/10 16:00,70,23,,9999,,,NIL,2,29,24,1009,74,,,
"['17:00', '28/10']",28/10 17:00,70,22,,9999,,,NIL,3,29,23,1008,70,,,
"['18:00', '28/10']",28/10 18:00,50,19,,9999,,,NIL,3,29,23,1008,70,,,
"['19:00', '28/10']",28/10 19:00,60,19,,9999,,,NIL,2,28,23,1008,74,,,
"['20:00', '28/10']",28/10 20:00,50,15,,9999,,,NIL,3,27,23,1008,79,,,
"['21:00', '28/10']",28/10 21:00,50,14,,9999,,,NIL,3,27,24,1009,84,,,
"['22:00', '28/10']",28/10 22:00,50,10,,9999,,,NIL,3,27,24,1011,84,,,
"['23:00', '28/10']",28/10 23:00,50,11,,9999,,,10000,5,27,24,1011,84,,,
"['00:00', '29/10']",29/10 00:00,50,10,,9999,,,10000,5,26,23,1012,84,,,
"['01:00', '29/10']",29/10 01:00,50,10,,9999,,,7000,5,26,23,1012,84,,,
"['02:00', '29/10']",29/10 02:00,60,8,,9999,,,7000,5,26,23,1012,84,,,
"['03:00', '29/10']",29/10 03:00,60,8,,9999,,,10000,5,26,24,1012,89,,,
"['04:00', '29/10']",29/10 04:00,60,6,,9999,,,NIL,3,26,23,1011,84,,,
"['05:00', '29/10']",29/10 05:00,50,5,,8000,,,10000,5,26,24,1011,89,,,
"['06:00', '29/10']",29/10 06:00,360,2,,8000,,,1800,5,26,24,1011,89,,,
"['07:00', '29/10']",29/10 07:00,40,4,,9999,,,10000,5,26,23,1011,84,,,
"['08:00', '29/10']",29/10 08:00,40,6,,9999,,,NIL,3,26,23,1011,84,,,
"['09:00', '29/10']",29/10 09:00,40,7,,9999,,,7000,5,26,23,1012,84,,,
"['10:00', '29/10']",29/10 10:00,50,12,,9999,,,7000,5,27,23,1013,79,,,
"['11:00', '29/10']",29/10 11:00,50,11,,9999,,,7000,5,28,22,1014,70,,,
"['12:00', '29/10']",29/10 12:00,60,12,,9999,,,7000,5,28,23,1014,74,,,
"['13:00', '29/10']",29/10 13:00,70,18,,9999,,,7000,5,28,23,1013,74,,,
"['14:00', '29/10']",29/10 14:00,70,16,,9999,,,7000,5,29,23,1013,70,,,
"['15:00', '29/10']",29/10 15:00,70,18,,9999,,,7000,5,28,24,1013,79,,,
"['16:00', '29/10']",29/10 16:00,70,16,,9999,,,8000,5,29,24,1012,74,,,
"['17:00', '29/10']",29/10 17:00,70,16,,9999,,,NIL,3,28,23,1011,74,,,
"['18:00', '29/10']",29/10 18:00,70,17,,9999,,,NIL,NIL,28,23,1011,74,,,
"['19:00', '29/10']",29/10 19:00,70,16,,9999,,,NIL,NIL,28,23,1010,74,,,
"['20:00', '29/10']",29/10 20:00,70,16,,9999,,,NIL,NIL,27,23,1010,79,,,
"['21:00', '29/10']",29/10 21:00,60,12,,9999,,,NIL,NIL,27,23,1011,79,,,
"['22:00', '29/10']",29/10 22:00,60,12,,9999,,,NIL,NIL,26,23,1012,84,,,
"['23:00', '29/10']",29/10 23:00,60,9,,9999,,,NIL,3,26,23,1013,84,,,
"['00:00', '30/10']",30/10 00:00,80,10,,9999,,,NIL,2,26,23,1014,84,,,
"['01:00', '30/10']",30/10 01:00,80,9,,9999,,,NIL,2,26,23,1014,84,,,
"['02:00', '30/10']",30/10 02:00,70,10,,9999,,,NIL,2,26,23,1013,84,,,
"['03:00', '30/10']",30/10 03:00,70,8,,9999,,,NIL,3,26,23,1013,84,,,
"['04:00', '30/10']",30/10 04:00,80,12,,9999,,,5000,5,26,22,1013,79,,,
"['05:00', '30/10']",30/10 05:00,80,11,,9999,,,NIL,3,26,22,1012,79,,,
"['06:00', '30/10']",30/10 06:00,80,9,,9999,,,NIL,3,26,22,1012,79,,,
"['07:00', '30/10']",30/10 07:00,70,8,,9999,,,NIL,2,25,22,1013,83,,,
"['08:00', '30/10']",30/10 08:00,80,9,,9999,,,NIL,3,26,23,1013,84,,,
"['09:00', '30/10']",30/10 09:00,70,11,,9999,,,NIL,3,26,23,1013,84,,,
