validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vnt_vrb,vis,cobertura,tt,po,qnh,ur,teto,chuva,pancada,nevoa_umida,vis_setor,vis_setor_dir,trovoada,vnt_rajada,nevoa_seca,chuvisco
"['22:00', '19/07']",19/07 22:00,100,4,NIL,9999,5,25,19,1015,69,5000,NIL,,NIL,,,,,,
"['23:00', '19/07']",19/07 23:00,100,4,NIL,9999,3,25,20,1016,74,NIL,NIL,,NIL,,,,,,
"['00:00', '20/07']",20/07 00:00,100,5,105,9999,5,25,19,1016,69,5000,NIL,,NIL,,,,,,
"['01:00', '20/07']",20/07 01:00,100,4,NIL,9999,8,25,19,1016,69,7000,NIL,,,,,,,,
"['02:00', '20/07']",20/07 02:00,100,5,NIL,9999,8,25,19,1016,69,6000,NIL,,,,,,,,
"['03:00', '20/07']",20/07 03:00,100,4,100,9999,3,24,19,1015,74,NIL,NIL,,,,,,,,
"['04:00', '20/07']",20/07 04:00,110,7,NIL,7000,5,24,19,1015,74,2500,1,,,,,,,,
"['05:00', '20/07']",20/07 05:00,100,4,NIL,9999,8,24,19,1015,74,6000,NIL,,,,,,,,
"['06:00', '20/07']",20/07 06:00,110,5,100,9999,5,24,17,1014,65,5000,NIL,,,,,,,,
"['07:00', '20/07']",20/07 07:00,100,4,NIL,9999,8,24,19,1015,74,5000,NIL,,,,,,,,
"['08:00', '20/07']",20/07 08:00,110,4,NIL,9999,8,24,19,1015,74,2500,NIL,,,,,,,,
"['09:00', '20/07']",20/07 09:00,130,11,NIL,8000,8,23,19,1016,78,2000,NIL,,,,,,,,
"['10:00', '20/07']",20/07 10:00,250,2,NIL,9999,5,22,19,1016,83,5000,NIL,,,,,,,,
"['11:00', '20/07']",20/07 11:00,100,5,NIL,9999,5,25,18,1017,65,5000,NIL,,,,,,,,
"['12:00', '20/07']",20/07 12:00,200,4,NIL,9999,5,25,21,1017,79,5000,NIL,,,,,,,,
"['13:00', '20/07']",20/07 13:00,150,3,NIL,9999,3,26,20,1017,70,NIL,NIL,,,,,,,,
"['14:00', '20/07']",20/07 14:00,140,5,NIL,9999,5,23,20,1017,83,5000,NIL,,,,,,,,
"['15:00', '20/07']",20/07 15:00,160,6,NIL,9999,5,25,20,1016,74,5000,NIL,,,,,,,,
"['16:00', '20/07']",20/07 16:00,120,6,NIL,9999,5,26,20,1015,70,2500,NIL,,,,,,,,
"['17:00', '20/07']",20/07 17:00,140,8,130,9999,5,26,20,1015,70,5000,NIL,,,,,,,,
"['18:00', '20/07']",20/07 18:00,130,10,125,9999,3,26,19,1015,65,NIL,NIL,,,,,,,,
"['19:00', '20/07']",20/07 19:00,140,9,NIL,9999,3,26,19,1015,65,NIL,NIL,,,,,,,,
"['20:00', '20/07']",20/07 20:00,140,10,NIL,9999,3,25,19,1015,69,NIL,NIL,,,,,,,,
"['21:00', '20/07']",20/07 21:00,140,7,125,9999,2,26,19,1016,65,NIL,NIL,,,,,,,,
"['22:00', '20/07']",20/07 22:00,150,9,NIL,9999,2,24,19,1016,74,NIL,NIL,,,,,,,,
"['23:00', '20/07']",20/07 23:00,150,7,NIL,9999,NIL,23,19,1017,78,NIL,NIL,,,,,,,,
"['00:00', '21/07']",21/07 00:00,150,11,NIL,9999,5,24,18,1017,69,2500,NIL,,,,,,,,
"['01:00', '21/07']",21/07 01:00,150,9,,9999,3,24,17,1018,65,NIL,NIL,NIL,NIL,NIL,NIL,,NIL,,
"['02:00', '21/07']",21/07 02:00,200,6,,9999,NIL,23,17,1017,69,NIL,NIL,NIL,NIL,NIL,NIL,,NIL,,
"['03:00', '21/07']",21/07 03:00,210,5,,9999,3,22,18,1017,78,NIL,NIL,NIL,NIL,NIL,NIL,,NIL,,
"['04:00', '21/07']",21/07 04:00,230,4,,9999,5,22,18,1017,78,2500,NIL,NIL,NIL,NIL,NIL,,NIL,,
"['05:00', '21/07']",21/07 05:00,180,6,,7000,5,21,19,1017,88,2000,1,NIL,NIL,NIL,NIL,,NIL,,
"['06:00', '21/07']",21/07 06:00,150,11,,9999,5,22,19,1017,83,2000,NIL,NIL,NIL,NIL,NIL,,NIL,,
"['07:00', '21/07']",21/07 07:00,140,15,,5000,5,21,19,1017,88,1500,1,NIL,1,NIL,NIL,,NIL,,
"['08:00', '21/07']",21/07 08:00,160,15,,5000,5,21,19,1017,88,1500,1,NIL,1,NIL,NIL,,NIL,,
"['09:00', '21/07']",21/07 09:00,140,13,,9999,5,22,18,1018,78,3100,NIL,NIL,NIL,NIL,NIL,,NIL,,
"['10:00', '21/07']",21/07 10:00,190,7,,9999,5,22,20,1019,88,1900,1,NIL,NIL,NIL,NIL,,NIL,,
"['11:00', '21/07']",21/07 11:00,200,8,,9999,5,23,20,1019,83,4000,NIL,NIL,NIL,NIL,NIL,,NIL,,
"['12:00', '21/07']",21/07 12:00,160,11,,9999,5,25,21,1020,79,3500,NIL,NIL,NIL,NIL,NIL,,NIL,,
"['13:00', '21/07']",21/07 13:00,160,10,,6000,5,25,20,1020,74,3500,1,NIL,NIL,NIL,NIL,,NIL,,
"['14:00', '21/07']",21/07 14:00,160,14,,9999,5,26,20,1019,70,5000,NIL,NIL,NIL,NIL,NIL,,NIL,,
"['15:00', '21/07']",21/07 15:00,120,15,,9999,5,25,20,1019,74,4000,NIL,NIL,NIL,NIL,NIL,,25,,
"['16:00', '21/07']",21/07 16:00,150,11,,6000,5,25,20,1018,74,4000,1,NIL,NIL,NIL,NIL,,NIL,,
"['17:00', '21/07']",21/07 17:00,180,13,,9000,5,26,21,1017,74,1800,NIL,NIL,NIL,NIL,NIL,,NIL,,
"['18:00', '21/07']",21/07 18:00,180,9,,9999,5,25,20,1017,74,2500,NIL,NIL,NIL,NIL,NIL,,NIL,,
"['19:00', '21/07']",21/07 19:00,160,16,,9999,5,24,20,1017,78,2300,NIL,NIL,NIL,NIL,NIL,,NIL,,
"['20:00', '21/07']",21/07 20:00,170,13,,9999,5,24,20,1017,78,8000,NIL,NIL,NIL,NIL,NIL,,NIL,,
"['20:20', '21/07']",21/07 20:20,150,12,,8000,5,23,19,1018,78,2000,1,1,NIL,2000,135,,29,,
"['21:00', '21/07']",21/07 21:00,170,7,,9999,8,23,20,1018,83,1800,NIL,NIL,NIL,NIL,NIL,,NIL,,
"['22:00', '21/07']",21/07 22:00,240,2,,9999,3,23,20,1018,83,NIL,NIL,NIL,NIL,NIL,NIL,,NIL,,
"['22:08', '21/07']",21/07 22:08,120,12,,3500,5,22,19,1019,83,1300,1,1,NIL,NIL,NIL,,NIL,,
"['22:23', '21/07']",21/07 22:23,150,7,,9999,3,23,19,1019,78,NIL,NIL,NIL,NIL,NIL,NIL,,NIL,,
"['23:00', '21/07']",21/07 23:00,170,5,,6000,5,23,20,1019,83,1600,1,1,NIL,NIL,NIL,,NIL,,
"['00:00', '22/07']",22/07 00:00,140,12,,9999,3,24,20,1020,78,NIL,NIL,NIL,NIL,NIL,NIL,,NIL,,
"['01:00', '22/07']",22/07 01:00,150,9,,9999,5,24,19,1020,74,5000,NIL,,,,,,NIL,,
"['02:00', '22/07']",22/07 02:00,140,11,,9999,5,25,19,1020,69,5000,NIL,,,,,,NIL,,
"['03:00', '22/07']",22/07 03:00,140,12,,9999,3,25,18,1020,65,NIL,NIL,,,,,,NIL,,
"['04:00', '22/07']",22/07 04:00,140,10,,9999,5,24,19,1019,74,5000,NIL,,,,,,NIL,,
"['05:00', '22/07']",22/07 05:00,130,5,,9000,5,23,18,1019,73,5000,NIL,,,,,,NIL,,
"['06:00', '22/07']",22/07 06:00,160,9,,9000,5,23,19,1019,78,4000,NIL,,,,,,NIL,,
"['07:00', '22/07']",22/07 07:00,150,13,,9999,3,24,18,1019,69,NIL,NIL,,,,,,NIL,,
"['08:00', '22/07']",22/07 08:00,150,10,,9999,3,23,19,1019,78,NIL,NIL,,,,,,NIL,,
"['09:00', '22/07']",22/07 09:00,140,12,,9999,3,24,18,1020,69,NIL,NIL,,,,,,NIL,,
"['10:00', '22/07']",22/07 10:00,150,11,,9999,3,25,19,1020,69,NIL,NIL,,,,,,NIL,,
"['11:00', '22/07']",22/07 11:00,150,14,,9999,3,25,19,1021,69,NIL,NIL,,,,,,NIL,,
"['12:00', '22/07']",22/07 12:00,150,14,,9999,3,26,19,1021,65,NIL,NIL,,,,,,NIL,,
"['13:00', '22/07']",22/07 13:00,160,16,,9999,3,26,19,1021,65,NIL,NIL,,,,,,NIL,,
"['14:00', '22/07']",22/07 14:00,150,15,,9999,3,27,19,1021,62,NIL,NIL,,,,,,NIL,,
"['15:00', '22/07']",22/07 15:00,160,14,,9999,2,27,19,1020,62,NIL,NIL,,,,,,NIL,,
"['16:00', '22/07']",22/07 16:00,160,15,,9999,2,26,18,1019,61,NIL,NIL,,,,,,NIL,,
"['17:00', '22/07']",22/07 17:00,160,15,,9999,3,26,18,1018,61,NIL,NIL,,,,,,26,,
"['18:00', '22/07']",22/07 18:00,170,16,,9999,3,26,18,1018,61,NIL,NIL,,,,,,NIL,,
"['19:00', '22/07']",22/07 19:00,170,14,,9999,3,25,19,1018,69,NIL,NIL,,,,,,NIL,,
"['20:00', '22/07']",22/07 20:00,180,12,,9999,2,25,18,1019,65,NIL,NIL,,,,,,NIL,,
"['21:00', '22/07']",22/07 21:00,180,9,,9999,2,24,18,1019,69,NIL,NIL,,,,,,NIL,,
"['22:00', '22/07']",22/07 22:00,200,7,,9999,5,24,19,1019,74,2500,NIL,,,,,,NIL,,
"['23:00', '22/07']",22/07 23:00,210,5,,9999,5,23,19,1019,78,2100,NIL,,,,,,NIL,,
"['00:00', '23/07']",23/07 00:00,170,11,,9999,5,22,19,1020,83,1700,NIL,,,,,,NIL,,
"['00:19', '23/07']",23/07 00:19,160,11,,5000,5,22,20,1020,88,1300,1,,,,,,NIL,,
"['01:00', '23/07']",23/07 01:00,160,7,,8000,5,22,20,1020,88,1800,NIL,NIL,NIL,NIL,NIL,,,,
"['02:00', '23/07']",23/07 02:00,150,12,,8000,5,24,19,1019,74,1800,NIL,NIL,NIL,NIL,NIL,,,,
"['03:00', '23/07']",23/07 03:00,140,14,,9999,5,23,19,1019,78,1600,NIL,NIL,NIL,NIL,NIL,,,,
"['04:00', '23/07']",23/07 04:00,190,9,,9999,5,22,19,1019,83,1600,NIL,NIL,NIL,NIL,NIL,,,,
"['05:00', '23/07']",23/07 05:00,190,6,,9999,5,22,20,1018,88,1600,NIL,NIL,NIL,NIL,NIL,,,,
"['05:39', '23/07']",23/07 05:39,200,6,,5000,5,21,19,1018,88,1300,1,1,NIL,NIL,NIL,,,,
"['06:00', '23/07']",23/07 06:00,160,10,,5000,5,22,20,1018,88,1300,1,1,NIL,NIL,NIL,,,,
"['07:00', '23/07']",23/07 07:00,140,11,,9999,5,23,19,1018,78,1600,NIL,NIL,NIL,NIL,NIL,,,,
"['08:00', '23/07']",23/07 08:00,190,10,,9000,5,24,19,1018,74,1800,NIL,NIL,NIL,NIL,NIL,,,,
"['09:00', '23/07']",23/07 09:00,150,11,,9999,8,23,18,1018,73,4000,NIL,NIL,NIL,NIL,NIL,,,,
"['10:00', '23/07']",23/07 10:00,160,14,,8000,5,22,20,1019,88,1600,NIL,NIL,NIL,3000,135,,,,
"['10:22', '23/07']",23/07 10:22,160,11,,3000,5,21,20,1019,94,700,1,1,1,NIL,NIL,,,,
"['11:00', '23/07']",23/07 11:00,150,8,,3000,8,21,20,1019,94,800,1,NIL,1,NIL,NIL,,,,
"['12:00', '23/07']",23/07 12:00,0,0,,5000,5,22,20,1019,88,2000,NIL,NIL,1,NIL,NIL,,,,
"['13:00', '23/07']",23/07 13:00,140,13,,8000,5,25,20,1019,74,5000,NIL,NIL,NIL,NIL,NIL,,,,
"['14:00', '23/07']",23/07 14:00,140,15,,9999,5,26,19,1019,65,6000,NIL,NIL,NIL,NIL,NIL,,,,
"['15:00', '23/07']",23/07 15:00,150,17,,9999,5,27,20,1018,66,7000,NIL,NIL,NIL,NIL,NIL,,,,
"['16:00', '23/07']",23/07 16:00,160,18,,9999,5,25,18,1017,65,2200,NIL,NIL,NIL,NIL,NIL,,,,
"['17:00', '23/07']",23/07 17:00,130,13,,8000,5,24,20,1017,78,1800,NIL,NIL,NIL,NIL,NIL,,,,
"['18:00', '23/07']",23/07 18:00,180,12,,9999,5,23,20,1017,83,4500,NIL,NIL,NIL,NIL,NIL,,,,
"['19:00', '23/07']",23/07 19:00,160,17,,9999,5,24,19,1017,74,2500,NIL,NIL,NIL,NIL,NIL,,,,
"['20:00', '23/07']",23/07 20:00,160,14,,9999,5,25,18,1017,65,5000,NIL,NIL,NIL,NIL,NIL,,,,
"['21:00', '23/07']",23/07 21:00,170,13,,9999,3,24,18,1017,69,NIL,NIL,NIL,NIL,NIL,NIL,,,,
"['22:00', '23/07']",23/07 22:00,190,6,,9999,3,23,18,1018,73,NIL,NIL,NIL,NIL,NIL,NIL,,,,
"['23:00', '23/07']",23/07 23:00,200,6,,9999,5,23,18,1018,73,5000,NIL,NIL,NIL,NIL,NIL,,,,
"['00:00', '24/07']",24/07 00:00,200,5,,9999,5,23,19,1018,78,5000,NIL,NIL,NIL,NIL,NIL,,,,
"['01:00', '24/07']",24/07 01:00,200,5,NIL,9999,3,23,18,1018,73,NIL,NIL,NIL,,,,,NIL,,
"['02:00', '24/07']",24/07 02:00,210,5,NIL,9999,5,22,18,1018,78,2700,NIL,NIL,,,,,NIL,,
"['03:00', '24/07']",24/07 03:00,210,6,NIL,9999,5,22,18,1018,78,2500,NIL,NIL,,,,,NIL,,
"['04:00', '24/07']",24/07 04:00,190,4,NIL,9999,3,22,18,1017,78,NIL,NIL,NIL,,,,,NIL,,
"['05:00', '24/07']",24/07 05:00,150,11,NIL,9999,5,23,17,1017,69,2600,NIL,NIL,,,,,21,,
"['06:00', '24/07']",24/07 06:00,210,4,NIL,9999,3,22,18,1016,78,NIL,NIL,NIL,,,,,NIL,,
"['07:00', '24/07']",24/07 07:00,140,10,NIL,9999,3,23,17,1016,69,NIL,NIL,NIL,,,,,NIL,,
"['08:00', '24/07']",24/07 08:00,150,10,NIL,9999,5,24,17,1016,65,2600,NIL,NIL,,,,,NIL,,
"['09:00', '24/07']",24/07 09:00,140,13,NIL,9999,5,24,17,1016,65,2700,NIL,NIL,,,,,NIL,,
"['10:00', '24/07']",24/07 10:00,140,10,NIL,9999,3,25,18,1016,65,NIL,NIL,NIL,,,,,NIL,,
"['11:00', '24/07']",24/07 11:00,140,13,NIL,9999,3,25,18,1017,65,NIL,NIL,NIL,,,,,NIL,,
"['12:00', '24/07']",24/07 12:00,150,14,150,9999,3,26,18,1017,61,NIL,NIL,NIL,,,,,NIL,,
"['13:00', '24/07']",24/07 13:00,150,16,NIL,9999,3,26,18,1017,61,NIL,NIL,NIL,,,,,NIL,,
"['14:00', '24/07']",24/07 14:00,140,15,NIL,9999,3,26,16,1017,54,NIL,NIL,NIL,,,,,NIL,,
"['15:00', '24/07']",24/07 15:00,150,17,NIL,9999,2,27,17,1016,54,NIL,NIL,NIL,,,,,NIL,,
"['16:00', '24/07']",24/07 16:00,140,16,NIL,9999,2,27,16,1016,51,NIL,NIL,NIL,,,,,NIL,,
"['17:00', '24/07']",24/07 17:00,170,14,NIL,9999,3,27,17,1015,54,NIL,NIL,NIL,,,,,NIL,,
"['18:00', '24/07']",24/07 18:00,170,14,NIL,9999,3,25,17,1015,61,NIL,NIL,NIL,,,,,NIL,,
"['19:00', '24/07']",24/07 19:00,150,14,NIL,9999,5,25,18,1015,65,3000,NIL,NIL,,,,,NIL,,
"['20:00', '24/07']",24/07 20:00,160,12,NIL,9999,3,24,18,1015,69,NIL,NIL,NIL,,,,,NIL,,
"['21:00', '24/07']",24/07 21:00,180,10,NIL,9999,3,24,18,1015,69,NIL,NIL,NIL,,,,,NIL,,
"['21:35', '24/07']",24/07 21:35,150,16,NIL,5000,5,22,20,1016,88,1900,1,1,,,,,28,,
"['22:00', '24/07']",24/07 22:00,120,12,NIL,9000,5,22,20,1016,88,2000,NIL,NIL,,,,,NIL,,
"['23:00', '24/07']",24/07 23:00,200,9,NIL,9999,5,22,19,1016,83,5000,NIL,NIL,,,,,NIL,,
"['00:00', '25/07']",25/07 00:00,120,8,115,5000,5,21,19,1017,88,1500,1,NIL,,,,,NIL,,
"['01:00', '25/07']",25/07 01:00,230,4,NIL,9999,3,22,19,1017,83,NIL,NIL,NIL,NIL,NIL,NIL,,NIL,,
"['02:00', '25/07']",25/07 02:00,210,4,220,8000,8,21,20,1017,94,2000,NIL,NIL,NIL,NIL,NIL,,NIL,,
"['03:00', '25/07']",25/07 03:00,150,13,NIL,6000,5,22,20,1016,88,2000,1,NIL,NIL,NIL,NIL,,NIL,,
"['04:00', '25/07']",25/07 04:00,160,12,NIL,8000,8,22,20,1016,88,2300,NIL,NIL,NIL,NIL,NIL,,NIL,,
"['05:00', '25/07']",25/07 05:00,130,10,NIL,5000,8,22,19,1016,83,1500,1,NIL,NIL,NIL,NIL,,23,,
"['06:00', '25/07']",25/07 06:00,150,11,NIL,8000,5,22,19,1015,83,2000,NIL,NIL,NIL,NIL,NIL,,NIL,,
"['07:00', '25/07']",25/07 07:00,140,8,NIL,9999,5,23,19,1015,78,5000,NIL,NIL,NIL,NIL,NIL,,NIL,,
"['08:00', '25/07']",25/07 08:00,220,4,NIL,9999,5,21,19,1015,88,2300,NIL,NIL,NIL,NIL,NIL,,NIL,,
"['09:00', '25/07']",25/07 09:00,210,4,NIL,9999,5,21,19,1015,88,2000,NIL,NIL,NIL,NIL,NIL,,NIL,,
"['10:00', '25/07']",25/07 10:00,160,6,NIL,8000,5,21,20,1016,94,1500,NIL,NIL,NIL,NIL,NIL,,NIL,,
"['11:00', '25/07']",25/07 11:00,150,11,NIL,9999,3,23,20,1016,83,NIL,NIL,NIL,NIL,NIL,NIL,,NIL,,
"['12:00', '25/07']",25/07 12:00,140,12,NIL,9999,3,25,19,1017,69,NIL,NIL,NIL,NIL,NIL,NIL,,NIL,,
"['13:00', '25/07']",25/07 13:00,160,13,NIL,9999,2,25,20,1017,74,NIL,NIL,NIL,NIL,NIL,NIL,,NIL,,
"['14:00', '25/07']",25/07 14:00,160,14,NIL,9999,2,25,19,1017,69,NIL,NIL,NIL,NIL,NIL,NIL,,NIL,,
"['15:00', '25/07']",25/07 15:00,250,12,NIL,9999,2,26,20,1016,70,NIL,NIL,NIL,NIL,NIL,NIL,,NIL,,
"['16:00', '25/07']",25/07 16:00,160,10,NIL,9999,5,26,20,1015,70,2500,NIL,NIL,NIL,NIL,NIL,,NIL,,
"['17:00', '25/07']",25/07 17:00,160,12,NIL,9999,5,25,19,1015,69,2000,NIL,NIL,NIL,NIL,NIL,,NIL,,
"['18:00', '25/07']",25/07 18:00,180,11,NIL,9999,5,24,20,1014,78,1900,NIL,NIL,NIL,NIL,NIL,,NIL,,
"['19:00', '25/07']",25/07 19:00,150,13,NIL,9000,5,23,21,1015,89,1500,NIL,NIL,NIL,NIL,NIL,,NIL,,
"['19:42', '25/07']",25/07 19:42,180,6,NIL,6000,5,23,21,1015,89,900,NIL,NIL,NIL,NIL,NIL,,NIL,,
"['20:00', '25/07']",25/07 20:00,0,0,NIL,8000,5,23,20,1015,83,900,1,NIL,NIL,3000,0,,NIL,,
"['20:27', '25/07']",25/07 20:27,140,3,NIL,4000,5,22,21,1015,94,1000,1,NIL,1,NIL,NIL,,NIL,,
"['21:00', '25/07']",25/07 21:00,180,6,NIL,5000,5,22,20,1015,88,1000,1,NIL,1,NIL,NIL,,NIL,,
"['21:23', '25/07']",25/07 21:23,170,7,NIL,9999,5,22,21,1015,94,2100,NIL,NIL,NIL,NIL,NIL,,NIL,,
"['22:00', '25/07']",25/07 22:00,200,5,NIL,9999,5,22,20,1016,88,1200,NIL,NIL,NIL,NIL,NIL,,NIL,,
"['22:05', '25/07']",25/07 22:05,90,9,NIL,4000,5,21,20,1016,94,900,1,1,1,NIL,NIL,,19,,
"['23:00', '25/07']",25/07 23:00,140,6,NIL,9999,5,22,20,1016,88,2200,NIL,NIL,NIL,NIL,NIL,,NIL,,
"['00:00', '26/07']",26/07 00:00,130,11,NIL,9999,5,23,20,1017,83,1900,1,NIL,NIL,NIL,NIL,,NIL,,
"['01:00', '26/07']",26/07 01:00,160,8,NIL,9999,5,23,20,1017,83,6000,NIL,NIL,NIL,,,,NIL,,
"['01:12', '26/07']",26/07 01:12,130,14,NIL,5000,5,21,20,1017,94,600,1,1,NIL,,,,24,,
"['02:00', '26/07']",26/07 02:00,140,2,NIL,9999,5,21,20,1016,94,3000,NIL,NIL,NIL,,,,NIL,,
"['03:00', '26/07']",26/07 03:00,120,5,NIL,9999,5,22,19,1016,83,2000,NIL,NIL,NIL,,,,NIL,,
"['04:00', '26/07']",26/07 04:00,160,3,NIL,9999,5,22,20,1015,88,2000,1,NIL,NIL,,,,NIL,,
"['05:00', '26/07']",26/07 05:00,270,4,NIL,9999,5,22,20,1015,88,1900,1,NIL,NIL,,,,NIL,,
"['06:00', '26/07']",26/07 06:00,150,13,NIL,7000,5,21,19,1015,88,3000,1,NIL,NIL,,,,NIL,,
"['07:00', '26/07']",26/07 07:00,150,7,NIL,9999,5,23,19,1015,78,5000,NIL,NIL,NIL,,,,NIL,,
"['08:00', '26/07']",26/07 08:00,120,9,NIL,9999,5,24,19,1015,74,6000,NIL,NIL,NIL,,,,NIL,,
"['09:00', '26/07']",26/07 09:00,130,5,NIL,9999,5,23,20,1015,83,6000,NIL,NIL,NIL,,,,NIL,,
"['10:00', '26/07']",26/07 10:00,130,7,NIL,9999,5,24,20,1015,78,2000,NIL,NIL,NIL,,,,NIL,,
"['11:00', '26/07']",26/07 11:00,120,9,NIL,9999,5,26,20,1017,70,5000,NIL,NIL,NIL,,,,NIL,,
"['12:00', '26/07']",26/07 12:00,120,10,115,9999,3,26,19,1016,65,NIL,NIL,NIL,NIL,,,,NIL,,
"['13:00', '26/07']",26/07 13:00,110,11,NIL,9999,3,26,20,1017,70,NIL,NIL,NIL,NIL,,,,NIL,,
"['14:00', '26/07']",26/07 14:00,140,11,NIL,9000,3,26,20,1016,70,NIL,NIL,NIL,NIL,,,,NIL,,
"['15:00', '26/07']",26/07 15:00,140,11,NIL,9999,3,27,20,1016,66,NIL,NIL,NIL,NIL,,,,NIL,,
"['16:00', '26/07']",26/07 16:00,140,9,NIL,9000,3,25,22,1015,83,NIL,NIL,NIL,NIL,,,,NIL,,
"['17:00', '26/07']",26/07 17:00,140,10,120,9999,3,27,20,1015,66,NIL,NIL,NIL,NIL,,,,NIL,,
"['18:00', '26/07']",26/07 18:00,140,10,NIL,9999,3,26,20,1014,70,NIL,NIL,NIL,NIL,,,,NIL,,
"['19:00', '26/07']",26/07 19:00,140,9,NIL,9999,2,26,20,1015,70,NIL,NIL,NIL,NIL,,,,NIL,,
"['20:00', '26/07']",26/07 20:00,140,10,NIL,9999,2,25,20,1015,74,NIL,NIL,NIL,NIL,,,,NIL,,
"['21:00', '26/07']",26/07 21:00,150,8,NIL,9999,NIL,24,20,1015,78,NIL,NIL,NIL,NIL,,,,NIL,,
"['22:00', '26/07']",26/07 22:00,140,12,NIL,9000,3,23,19,1015,78,NIL,1,1,NIL,,,,NIL,,
"['23:00', '26/07']",26/07 23:00,190,4,NIL,9999,3,22,20,1016,88,NIL,NIL,NIL,NIL,,,,NIL,,
"['00:00', '27/07']",27/07 00:00,200,5,NIL,9999,3,22,20,1016,88,NIL,NIL,NIL,NIL,,,,NIL,,
"['00:13', '27/07']",27/07 00:13,180,5,185,3000,5,22,20,1017,88,1500,1,NIL,1,,,,NIL,,
"['01:00', '27/07']",27/07 01:00,220,4,NIL,9000,5,21,20,1017,94,4000,NIL,,NIL,,,,,,
"['02:00', '27/07']",27/07 02:00,220,4,215,5000,5,22,20,1016,88,1500,1,,1,,,,,,
"['03:00', '27/07']",27/07 03:00,240,4,225,9999,5,21,19,1016,88,5000,NIL,,NIL,,,,,,
"['04:00', '27/07']",27/07 04:00,0,0,NIL,9999,5,21,19,1016,88,5000,NIL,,NIL,,,,,,
"['05:00', '27/07']",27/07 05:00,250,3,NIL,9999,3,21,19,1015,88,NIL,NIL,,NIL,,,,,,
"['06:00', '27/07']",27/07 06:00,230,5,225,5000,5,21,19,1015,88,1500,1,,1,,,,,,
"['07:00', '27/07']",27/07 07:00,VRB,2,NIL,9999,5,21,19,1015,88,1500,NIL,,NIL,,,,,,
"['08:00', '27/07']",27/07 08:00,200,3,NIL,9999,5,21,19,1015,88,4500,NIL,,NIL,,,,,,
"['09:00', '27/07']",27/07 09:00,210,4,NIL,6000,5,21,19,1015,88,4000,1,,NIL,,,,,,
"['10:00', '27/07']",27/07 10:00,220,2,NIL,9999,3,22,20,1015,88,NIL,NIL,,NIL,,,,,,
"['11:00', '27/07']",27/07 11:00,200,4,NIL,9999,3,23,20,1016,83,NIL,NIL,,NIL,,,,,,
"['12:00', '27/07']",27/07 12:00,0,0,NIL,9999,3,24,21,1016,83,NIL,NIL,,NIL,,,,,,
"['13:00', '27/07']",27/07 13:00,140,9,NIL,9999,3,25,21,1016,79,NIL,NIL,,NIL,,,,,,
"['14:00', '27/07']",27/07 14:00,140,6,NIL,9999,3,26,21,1016,74,NIL,NIL,,NIL,,,,,,
"['15:00', '27/07']",27/07 15:00,120,10,NIL,9999,3,27,21,1015,70,NIL,NIL,,NIL,,,,,,
"['16:00', '27/07']",27/07 16:00,260,10,NIL,9999,2,27,20,1014,66,NIL,NIL,,NIL,,,,,,
"['17:00', '27/07']",27/07 17:00,130,12,NIL,9999,2,26,20,1014,70,NIL,NIL,,NIL,,,,,,
"['18:00', '27/07']",27/07 18:00,130,10,NIL,9999,3,26,20,1013,70,NIL,NIL,,NIL,,,,,,
"['19:00', '27/07']",27/07 19:00,120,6,NIL,9999,3,26,20,1014,70,NIL,NIL,,NIL,,,,,,
"['20:00', '27/07']",27/07 20:00,110,8,120,9999,3,25,20,1014,74,NIL,NIL,,NIL,,,,,,
"['21:00', '27/07']",27/07 21:00,130,7,NIL,9999,2,25,20,1014,74,NIL,NIL,,NIL,,,,,,
"['22:00', '27/07']",27/07 22:00,130,7,NIL,9999,2,25,20,1015,74,NIL,NIL,,NIL,,,,,,
"['23:00', '27/07']",27/07 23:00,120,8,NIL,9999,3,25,20,1015,74,NIL,NIL,,NIL,,,,,,
"['00:00', '28/07']",28/07 00:00,150,6,NIL,9999,3,25,20,1016,74,NIL,NIL,,NIL,,,,,,
"['01:00', '28/07']",28/07 01:00,120,6,NIL,9999,3,25,20,1016,74,NIL,NIL,NIL,,,,,,,
"['02:00', '28/07']",28/07 02:00,140,9,NIL,9999,3,24,21,1016,83,NIL,NIL,NIL,,,,,,,
"['03:00', '28/07']",28/07 03:00,140,5,NIL,9999,2,24,21,1015,83,NIL,NIL,NIL,,,,,,,
"['04:00', '28/07']",28/07 04:00,140,5,NIL,9999,5,24,21,1015,83,1300,NIL,NIL,,,,,,,
"['05:00', '28/07']",28/07 05:00,170,3,NIL,9999,5,23,21,1015,89,1500,NIL,NIL,,,,,,,
"['06:00', '28/07']",28/07 06:00,210,4,NIL,9999,5,23,20,1014,83,1700,NIL,NIL,,,,,,,
"['07:00', '28/07']",28/07 07:00,210,4,NIL,9999,5,23,20,1014,83,1700,NIL,NIL,,,,,,,
"['08:00', '28/07']",28/07 08:00,210,5,NIL,9999,5,22,20,1014,88,1800,NIL,NIL,,,,,,,
"['09:00', '28/07']",28/07 09:00,200,4,NIL,9000,5,22,20,1015,88,1600,NIL,NIL,,,,,,,
"['10:00', '28/07']",28/07 10:00,160,6,NIL,9999,5,24,21,1015,83,1700,NIL,NIL,,,,,,,
"['11:00', '28/07']",28/07 11:00,150,9,NIL,8000,5,24,21,1016,83,1700,1,1,,,,,,,
