validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vis,chuva,teto,cobertura,tt,po,qnh,ur,vnt_vrb,pancada,trovoada,nevoa_umida,vnt_rajada,vis_setor,vis_setor_dir,chuvisco
"['23:00', '11/01']",11/01 23:00,120,5,9999,,NIL,2,28,22,1013,70,NIL,,,,,,,
"['00:00', '12/01']",12/01 00:00,110,5,9999,,NIL,2,28,22,1013,70,NIL,,,,,,,
"['01:00', '12/01']",12/01 01:00,130,5,9999,,NIL,2,27,22,1013,74,NIL,,,,,,,
"['02:00', '12/01']",12/01 02:00,130,7,9999,,2300,5,28,22,1013,70,NIL,,,,,,,
"['03:00', '12/01']",12/01 03:00,120,4,9999,,NIL,3,28,22,1012,70,100,,,,,,,
"['04:00', '12/01']",12/01 04:00,120,4,9999,,2400,5,27,22,1012,74,NIL,,,,,,,
"['05:00', '12/01']",12/01 05:00,130,5,9999,,NIL,3,27,22,1012,74,NIL,,,,,,,
"['06:00', '12/01']",12/01 06:00,140,5,9999,,NIL,3,27,23,1012,79,NIL,,,,,,,
"['07:00', '12/01']",12/01 07:00,110,4,9999,,2300,5,27,22,1012,74,105,,,,,,,
"['08:00', '12/01']",12/01 08:00,90,6,9999,,NIL,3,27,22,1012,74,80,,,,,,,
"['09:00', '12/01']",12/01 09:00,100,5,9999,,2300,5,28,23,1013,74,95,,,,,,,
"['10:00', '12/01']",12/01 10:00,110,7,9999,,NIL,3,28,22,1013,70,105,,,,,,,
"['11:00', '12/01']",12/01 11:00,120,8,9999,,NIL,3,29,22,1014,66,110,,,,,,,
"['12:00', '12/01']",12/01 12:00,120,8,9999,,NIL,3,30,22,1014,62,100,,,,,,,
"['13:00', '12/01']",12/01 13:00,120,8,9999,,NIL,3,30,22,1014,62,90,,,,,,,
"['14:00', '12/01']",12/01 14:00,130,9,9999,,NIL,3,30,22,1014,62,130,,,,,,,
"['15:00', '12/01']",12/01 15:00,130,10,9999,,NIL,3,30,22,1013,62,120,,,,,,,
"['16:00', '12/01']",12/01 16:00,130,8,9999,,NIL,3,31,22,1013,59,115,,,,,,,
"['17:00', '12/01']",12/01 17:00,130,9,9999,,NIL,3,30,22,1012,62,125,,,,,,,
"['18:00', '12/01']",12/01 18:00,130,10,9999,,NIL,2,30,22,1012,62,NIL,,,,,,,
"['19:00', '12/01']",12/01 19:00,110,8,9999,,NIL,2,30,22,1012,62,130,,,,,,,
"['20:00', '12/01']",12/01 20:00,130,8,9999,,NIL,3,29,22,1012,66,NIL,,,,,,,
"['21:00', '12/01']",12/01 21:00,140,7,9999,,NIL,3,28,22,1013,70,115,,,,,,,
"['22:00', '12/01']",12/01 22:00,120,6,9999,,NIL,3,28,23,1013,74,110,,,,,,,
"['23:00', '12/01']",12/01 23:00,120,8,9999,,NIL,3,28,23,1013,74,110,,,,,,,
"['00:00', '13/01']",13/01 00:00,140,8,9999,,NIL,2,28,22,1014,70,NIL,,,,,,,
"['01:00', '13/01']",13/01 01:00,120,6,9999,,NIL,2,28,22,1013,70,NIL,,,,,,,
"['02:00', '13/01']",13/01 02:00,130,8,9999,,NIL,2,28,22,1013,70,NIL,,,,,,,
"['03:00', '13/01']",13/01 03:00,120,8,9999,,NIL,2,28,22,1013,70,NIL,,,,,,,
"['04:00', '13/01']",13/01 04:00,110,6,9999,,NIL,2,28,22,1012,70,NIL,,,,,,,
"['05:00', '13/01']",13/01 05:00,120,5,9999,,NIL,2,27,22,1012,74,NIL,,,,,,,
"['06:00', '13/01']",13/01 06:00,120,5,9999,,NIL,2,27,22,1011,74,NIL,,,,,,,
"['07:00', '13/01']",13/01 07:00,130,5,9999,,NIL,2,27,22,1011,74,NIL,,,,,,,
"['08:00', '13/01']",13/01 08:00,130,6,9999,,NIL,2,27,22,1012,74,NIL,,,,,,,
"['09:00', '13/01']",13/01 09:00,150,8,9999,,NIL,2,27,23,1012,79,NIL,,,,,,,
"['10:00', '13/01']",13/01 10:00,150,10,9999,,NIL,2,29,23,1013,70,NIL,,,,,,,
"['11:00', '13/01']",13/01 11:00,110,7,9999,,NIL,3,29,23,1013,70,NIL,,,,,,,
"['12:00', '13/01']",13/01 12:00,120,8,9999,,NIL,3,30,23,1013,66,NIL,,,,,,,
"['13:00', '13/01']",13/01 13:00,160,10,9999,,NIL,3,30,22,1013,62,NIL,,,,,,,
"['14:00', '13/01']",13/01 14:00,140,10,9999,,NIL,3,30,22,1013,62,NIL,,,,,,,
"['15:00', '13/01']",13/01 15:00,120,9,9999,,NIL,2,31,23,1012,63,100,,,,,,,
"['16:00', '13/01']",13/01 16:00,120,9,9999,,NIL,2,30,22,1011,62,NIL,,,,,,,
"['17:00', '13/01']",13/01 17:00,120,9,9999,,NIL,2,30,23,1010,66,125,,,,,,,
"['18:00', '13/01']",13/01 18:00,120,11,9999,,NIL,2,30,22,1010,62,120,,,,,,,
"['19:00', '13/01']",13/01 19:00,120,10,9999,,NIL,2,29,22,1010,66,NIL,,,,,,,
"['20:00', '13/01']",13/01 20:00,130,9,9999,,NIL,2,29,23,1011,70,135,,,,,,,
"['21:00', '13/01']",13/01 21:00,130,8,9999,,NIL,3,28,23,1011,74,135,,,,,,,
"['22:00', '13/01']",13/01 22:00,120,9,9999,,2200,5,29,23,1011,70,110,,,,,,,
"['23:00', '13/01']",13/01 23:00,120,6,9999,,2300,5,28,23,1012,74,120,,,,,,,
"['00:00', '14/01']",14/01 00:00,110,7,9999,,2300,5,28,23,1013,74,110,,,,,,,
"['01:00', '14/01']",14/01 01:00,120,7,9999,,NIL,3,28,22,1013,70,NIL,,,,,,,
"['02:00', '14/01']",14/01 02:00,110,7,9999,,NIL,3,28,22,1012,70,115,,,,,,,
"['03:00', '14/01']",14/01 03:00,120,7,9999,,NIL,3,28,22,1012,70,100,,,,,,,
"['04:00', '14/01']",14/01 04:00,130,6,9999,,5000,5,28,22,1012,70,NIL,,,,,,,
"['05:00', '14/01']",14/01 05:00,100,6,9999,,NIL,3,28,22,1012,70,90,,,,,,,
"['06:00', '14/01']",14/01 06:00,110,7,9999,,NIL,3,28,22,1012,70,NIL,,,,,,,
"['07:00', '14/01']",14/01 07:00,120,6,9999,,NIL,3,27,21,1012,70,125,,,,,,,
"['08:00', '14/01']",14/01 08:00,120,6,9999,,NIL,2,27,21,1012,70,120,,,,,,,
"['09:00', '14/01']",14/01 09:00,130,6,9999,,NIL,2,27,22,1012,74,NIL,,,,,,,
"['10:00', '14/01']",14/01 10:00,130,7,9999,,NIL,2,29,21,1012,62,120,,,,,,,
"['11:00', '14/01']",14/01 11:00,120,8,9999,,NIL,3,29,22,1012,66,105,,,,,,,
"['12:00', '14/01']",14/01 12:00,110,7,9999,,NIL,3,30,22,1013,62,100,,,,,,,
"['13:00', '14/01']",14/01 13:00,VRB,6,9999,,NIL,3,30,22,1013,62,NIL,,,,,,,
"['14:00', '14/01']",14/01 14:00,120,8,9999,,NIL,3,30,21,1012,59,125,,,,,,,
"['15:00', '14/01']",14/01 15:00,VRB,7,9999,,NIL,3,30,22,1011,62,NIL,,,,,,,
"['16:00', '14/01']",14/01 16:00,120,9,9999,,NIL,3,30,22,1011,62,125,,,,,,,
"['17:00', '14/01']",14/01 17:00,130,8,9999,,NIL,3,30,22,1010,62,130,,,,,,,
"['18:00', '14/01']",14/01 18:00,120,10,9999,,NIL,3,30,22,1010,62,NIL,,,,,,,
"['19:00', '14/01']",14/01 19:00,110,8,9999,,2600,5,29,22,1010,66,105,,,,,,,
"['20:00', '14/01']",14/01 20:00,130,9,9999,,NIL,3,29,22,1010,66,NIL,,,,,,,
"['21:00', '14/01']",14/01 21:00,120,8,9999,,NIL,3,28,22,1011,70,NIL,,,,,,,
"['22:00', '14/01']",14/01 22:00,120,8,9999,,NIL,2,28,22,1011,70,NIL,,,,,,,
"['23:00', '14/01']",14/01 23:00,120,6,9999,,NIL,3,28,21,1012,66,NIL,,,,,,,
"['00:00', '15/01']",15/01 00:00,110,6,9999,,NIL,2,28,21,1012,66,110,,,,,,,
"['01:00', '15/01']",15/01 01:00,110,7,9999,,,2,28,21,1013,66,110,,,,,,,
"['02:00', '15/01']",15/01 02:00,100,6,9999,,,2,28,21,1012,66,105,,,,,,,
"['03:00', '15/01']",15/01 03:00,110,4,9999,,,2,28,22,1012,70,110,,,,,,,
"['04:00', '15/01']",15/01 04:00,120,6,9999,,,2,27,22,1011,74,110,,,,,,,
"['05:00', '15/01']",15/01 05:00,230,6,9999,,,3,27,21,1011,70,110,,,,,,,
"['06:00', '15/01']",15/01 06:00,130,6,9999,,,2,27,21,1011,70,125,,,,,,,
"['07:00', '15/01']",15/01 07:00,120,5,9999,,,3,27,21,1011,70,110,,,,,,,
"['08:00', '15/01']",15/01 08:00,120,6,9999,,,2,27,21,1011,70,NIL,,,,,,,
"['09:00', '15/01']",15/01 09:00,110,4,9999,,,2,28,20,1012,62,90,,,,,,,
"['10:00', '15/01']",15/01 10:00,110,4,9999,,,2,29,21,1012,62,255,,,,,,,
"['11:00', '15/01']",15/01 11:00,110,6,9999,,,3,29,20,1013,58,NIL,,,,,,,
"['12:00', '15/01']",15/01 12:00,120,6,9999,,,3,30,22,1013,62,NIL,,,,,,,
"['13:00', '15/01']",15/01 13:00,130,8,9999,,,3,30,21,1013,59,120,,,,,,,
"['14:00', '15/01']",15/01 14:00,120,8,9999,,,2,31,21,1013,55,NIL,,,,,,,
"['15:00', '15/01']",15/01 15:00,120,10,9999,,,3,30,22,1012,62,NIL,,,,,,,
"['16:00', '15/01']",15/01 16:00,130,12,9999,,,2,30,22,1012,62,NIL,,,,,,,
"['17:00', '15/01']",15/01 17:00,110,11,9999,,,2,30,22,1011,62,NIL,,,,,,,
"['18:00', '15/01']",15/01 18:00,110,11,9999,,,2,30,20,1011,55,NIL,,,,,,,
"['19:00', '15/01']",15/01 19:00,110,9,9999,,,2,30,21,1010,59,120,,,,,,,
"['20:00', '15/01']",15/01 20:00,110,9,9999,,,2,29,22,1011,66,105,,,,,,,
"['21:00', '15/01']",15/01 21:00,130,7,9999,,,3,28,22,1012,70,130,,,,,,,
"['22:00', '15/01']",15/01 22:00,130,7,9999,,,3,28,22,1012,70,NIL,,,,,,,
"['23:00', '15/01']",15/01 23:00,130,8,9999,,,3,28,22,1013,70,110,,,,,,,
"['00:00', '16/01']",16/01 00:00,110,7,9999,,,3,28,22,1013,70,105,,,,,,,
"['01:00', '16/01']",16/01 01:00,120,7,9999,,NIL,3,28,22,1013,70,115,,,,,,,
"['02:00', '16/01']",16/01 02:00,120,6,9999,,NIL,3,28,22,1013,70,110,,,,,,,
"['03:00', '16/01']",16/01 03:00,120,7,9999,,NIL,3,28,22,1013,70,NIL,,,,,,,
"['04:00', '16/01']",16/01 04:00,160,6,9999,,NIL,3,27,22,1012,74,110,,,,,,,
"['05:00', '16/01']",16/01 05:00,140,8,9999,,NIL,3,28,22,1012,70,NIL,,,,,,,
"['06:00', '16/01']",16/01 06:00,120,8,9999,,NIL,3,28,22,1012,70,155,,,,,,,
"['07:00', '16/01']",16/01 07:00,120,8,9999,,NIL,3,27,22,1012,74,NIL,,,,,,,
"['08:00', '16/01']",16/01 08:00,120,7,9999,,NIL,2,27,21,1012,70,NIL,,,,,,,
"['09:00', '16/01']",16/01 09:00,140,8,9999,,NIL,3,28,22,1013,70,NIL,,,,,,,
"['10:00', '16/01']",16/01 10:00,120,8,9999,,NIL,3,29,21,1014,62,NIL,,,,,,,
"['11:00', '16/01']",16/01 11:00,110,8,9999,,NIL,3,29,22,1015,66,NIL,,,,,,,
"['12:00', '16/01']",16/01 12:00,120,8,9999,,NIL,3,30,22,1015,62,115,,,,,,,
"['13:00', '16/01']",16/01 13:00,120,8,9999,,NIL,3,30,22,1015,62,100,,,,,,,
"['14:00', '16/01']",16/01 14:00,110,9,9999,,NIL,3,30,22,1015,62,NIL,,,,,,,
"['15:00', '16/01']",16/01 15:00,120,10,9999,,NIL,3,30,21,1014,59,NIL,,,,,,,
"['16:00', '16/01']",16/01 16:00,130,10,9999,,NIL,3,31,22,1014,59,NIL,,,,,,,
"['17:00', '16/01']",16/01 17:00,110,8,9999,,NIL,3,30,22,1013,62,110,,,,,,,
"['18:00', '16/01']",16/01 18:00,120,10,9999,,NIL,2,30,23,1013,66,120,,,,,,,
"['19:00', '16/01']",16/01 19:00,130,11,9999,,NIL,2,29,22,1013,66,NIL,,,,,,,
"['20:00', '16/01']",16/01 20:00,120,8,9999,,NIL,2,30,23,1013,66,105,,,,,,,
"['21:00', '16/01']",16/01 21:00,110,8,9999,,NIL,2,29,23,1014,70,110,,,,,,,
"['22:00', '16/01']",16/01 22:00,110,8,9999,,NIL,3,29,23,1014,70,115,,,,,,,
"['23:00', '16/01']",16/01 23:00,100,8,9999,,2300,5,28,23,1015,74,100,,,,,,,
"['00:00', '17/01']",17/01 00:00,90,8,9999,,NIL,3,28,23,1015,74,90,,,,,,,
"['01:00', '17/01']",17/01 01:00,100,8,9999,,NIL,3,28,23,1015,74,90,,,,,,,
"['02:00', '17/01']",17/01 02:00,110,6,9999,,NIL,3,28,23,1014,74,NIL,,,,,,,
"['03:00', '17/01']",17/01 03:00,VRB,5,9999,,2300,5,28,23,1013,74,NIL,,,,,,,
"['04:00', '17/01']",17/01 04:00,120,9,9999,,NIL,3,28,22,1012,70,NIL,,,,,,,
"['05:00', '17/01']",17/01 05:00,110,7,9999,,2300,5,28,22,1012,70,85,,,,,,,
"['06:00', '17/01']",17/01 06:00,130,6,9999,,NIL,3,28,23,1012,74,NIL,,,,,,,
"['07:00', '17/01']",17/01 07:00,110,7,9999,,NIL,3,28,22,1012,70,NIL,,,,,,,
"['08:00', '17/01']",17/01 08:00,120,7,9999,,NIL,3,28,22,1012,70,NIL,,,,,,,
"['09:00', '17/01']",17/01 09:00,120,7,9999,,NIL,3,28,22,1013,70,115,,,,,,,
"['10:00', '17/01']",17/01 10:00,120,8,9999,,NIL,3,29,23,1014,70,NIL,,,,,,,
"['11:00', '17/01']",17/01 11:00,120,8,9999,,NIL,3,30,22,1014,62,NIL,,,,,,,
"['12:00', '17/01']",17/01 12:00,120,10,9999,,NIL,3,30,22,1015,62,NIL,,,,,,,
"['13:00', '17/01']",17/01 13:00,130,10,9999,,NIL,3,30,23,1015,66,NIL,,,,,,,
"['14:00', '17/01']",17/01 14:00,110,10,9999,,NIL,2,32,23,1014,59,NIL,,,,,,,
"['15:00', '17/01']",17/01 15:00,130,8,9999,,NIL,3,32,23,1014,59,NIL,,,,,,,
"['16:00', '17/01']",17/01 16:00,120,10,9999,,NIL,3,30,22,1014,62,NIL,,,,,,,
"['17:00', '17/01']",17/01 17:00,140,7,9999,,3700,5,28,24,1013,79,140,,,,,,,
"['18:00', '17/01']",17/01 18:00,150,12,9999,,2200,5,29,23,1012,70,NIL,,,,,,,
"['19:00', '17/01']",17/01 19:00,130,11,9999,,NIL,3,30,23,1012,66,130,,,,,,,
"['20:00', '17/01']",17/01 20:00,140,10,9999,,NIL,3,29,23,1013,70,175,,,,,,,
"['21:00', '17/01']",17/01 21:00,110,8,9999,,NIL,3,29,23,1014,70,110,,,,,,,
"['22:00', '17/01']",17/01 22:00,90,5,9999,,4300,5,28,23,1014,74,90,,,,,,,
"['23:00', '17/01']",17/01 23:00,120,8,9999,,NIL,2,28,22,1014,70,110,,,,,,,
"['00:00', '18/01']",18/01 00:00,140,9,9999,,NIL,3,28,23,1015,74,NIL,,,,,,,
"['01:00', '18/01']",18/01 01:00,140,8,9999,,,3,28,23,1015,74,NIL,,,,,,,
"['02:00', '18/01']",18/01 02:00,120,7,9999,,,3,28,24,1015,79,NIL,,,,,,,
"['03:00', '18/01']",18/01 03:00,120,10,9999,,,3,28,23,1014,74,NIL,,,,,,,
"['04:00', '18/01']",18/01 04:00,120,8,9999,,,3,28,23,1013,74,NIL,,,,,,,
"['05:00', '18/01']",18/01 05:00,120,6,9999,,,3,28,23,1013,74,NIL,,,,,,,
"['06:00', '18/01']",18/01 06:00,120,6,9999,,,2,28,23,1013,74,NIL,,,,,,,
"['07:00', '18/01']",18/01 07:00,120,8,9999,,,3,28,23,1013,74,NIL,,,,,,,
"['08:00', '18/01']",18/01 08:00,120,6,9999,,,2,27,23,1013,79,NIL,,,,,,,
"['09:00', '18/01']",18/01 09:00,130,10,9999,,,2,28,23,1014,74,NIL,,,,,,,
"['10:00', '18/01']",18/01 10:00,120,10,9999,,,3,28,23,1014,74,NIL,,,,,,,
"['11:00', '18/01']",18/01 11:00,120,8,9999,,,3,29,23,1014,70,NIL,,,,,,,
"['12:00', '18/01']",18/01 12:00,120,9,9999,,,3,30,23,1015,66,NIL,,,,,,,
"['13:00', '18/01']",18/01 13:00,130,9,9999,,,3,30,23,1014,66,NIL,,,,,,,
"['14:00', '18/01']",18/01 14:00,120,8,9999,,,3,31,24,1014,66,NIL,,,,,,,
"['15:00', '18/01']",18/01 15:00,120,9,9999,,,3,30,24,1014,70,NIL,,,,,,,
"['16:00', '18/01']",18/01 16:00,120,10,9999,,,3,30,23,1013,66,NIL,,,,,,,
"['17:00', '18/01']",18/01 17:00,100,10,9999,,,3,30,23,1013,66,110,,,,,,,
"['18:00', '18/01']",18/01 18:00,110,9,9999,,,2,30,23,1012,66,100,,,,,,,
"['19:00', '18/01']",18/01 19:00,110,9,9999,,,3,30,23,1012,66,120,,,,,,,
"['20:00', '18/01']",18/01 20:00,120,8,9999,,,3,29,23,1013,70,115,,,,,,,
"['21:00', '18/01']",18/01 21:00,120,9,9999,,,2,29,23,1013,70,120,,,,,,,
"['22:00', '18/01']",18/01 22:00,120,7,9999,,,2,29,23,1014,70,120,,,,,,,
"['23:00', '18/01']",18/01 23:00,110,8,9999,,,2,28,23,1014,74,110,,,,,,,
"['00:00', '19/01']",19/01 00:00,120,9,9999,,,3,28,23,1014,74,NIL,,,,,,,
"['01:00', '19/01']",19/01 01:00,120,6,9999,NIL,2000,5,28,23,1014,74,NIL,,,,,,,
"['02:00', '19/01']",19/01 02:00,110,9,9999,NIL,2000,5,28,23,1014,74,NIL,,,,,,,
"['03:00', '19/01']",19/01 03:00,VRB,5,9999,NIL,2100,5,28,23,1013,74,NIL,,,,,,,
"['04:00', '19/01']",19/01 04:00,90,6,9999,NIL,NIL,3,28,23,1012,74,85,,,,,,,
"['05:00', '19/01']",19/01 05:00,70,4,9999,NIL,NIL,3,28,23,1012,74,70,,,,,,,
"['06:00', '19/01']",19/01 06:00,100,6,3000,1,1900,5,26,23,1012,84,NIL,,,,,,,
"['06:10', '19/01']",19/01 06:10,160,4,9000,NIL,1800,5,25,23,1012,89,NIL,,,,,,,
"['07:00', '19/01']",19/01 07:00,VRB,2,9000,NIL,2100,5,26,24,1012,89,NIL,,,,,,,
"['08:00', '19/01']",19/01 08:00,110,7,9999,NIL,NIL,3,27,22,1012,74,NIL,,,,,,,
"['09:00', '19/01']",19/01 09:00,120,8,9999,NIL,NIL,3,27,22,1012,74,NIL,,,,,,,
"['10:00', '19/01']",19/01 10:00,130,9,9999,NIL,2500,5,28,22,1013,70,NIL,,,,,,,
"['11:00', '19/01']",19/01 11:00,110,8,9999,NIL,2500,5,28,22,1014,70,110,,,,,,,
"['12:00', '19/01']",19/01 12:00,130,9,9999,NIL,NIL,3,30,23,1014,66,115,,,,,,,
"['13:00', '19/01']",19/01 13:00,110,7,9999,NIL,NIL,3,30,22,1014,62,100,,,,,,,
"['14:00', '19/01']",19/01 14:00,130,9,9999,NIL,NIL,2,30,22,1013,62,NIL,,,,,,,
"['15:00', '19/01']",19/01 15:00,110,9,9999,NIL,NIL,2,30,21,1012,59,115,,,,,,,
"['16:00', '19/01']",19/01 16:00,130,10,9999,NIL,NIL,2,31,21,1012,55,120,,,,,,,
"['17:00', '19/01']",19/01 17:00,120,10,9999,NIL,NIL,2,30,22,1011,62,125,,,,,,,
"['18:00', '19/01']",19/01 18:00,130,10,9999,NIL,NIL,3,30,23,1010,66,NIL,,,,,,,
"['19:00', '19/01']",19/01 19:00,140,11,9999,NIL,NIL,3,29,23,1010,70,NIL,,,,,,,
"['20:00', '19/01']",19/01 20:00,140,11,9999,NIL,NIL,3,29,22,1011,66,NIL,,,,,,,
"['21:00', '19/01']",19/01 21:00,140,9,9999,NIL,NIL,3,28,23,1012,74,NIL,,,,,,,
"['22:00', '19/01']",19/01 22:00,140,8,9999,NIL,NIL,3,28,23,1012,74,NIL,,,,,,,
"['23:00', '19/01']",19/01 23:00,130,9,9999,NIL,NIL,3,28,23,1013,74,NIL,,,,,,,
"['00:00', '20/01']",20/01 00:00,120,6,9999,NIL,NIL,2,28,22,1013,70,120,,,,,,,
"['01:00', '20/01']",20/01 01:00,120,8,9999,,NIL,3,28,23,1013,74,NIL,,,,,,,
"['02:00', '20/01']",20/01 02:00,120,8,9999,,NIL,2,28,23,1013,74,NIL,,,,,,,
"['03:00', '20/01']",20/01 03:00,120,7,9999,,NIL,3,28,22,1012,70,110,,,,,,,
"['04:00', '20/01']",20/01 04:00,120,7,9999,,NIL,3,28,23,1011,74,120,,,,,,,
"['05:00', '20/01']",20/01 05:00,120,6,9999,,2200,5,27,22,1010,74,NIL,,,,,,,
"['06:00', '20/01']",20/01 06:00,130,7,9999,,NIL,3,27,23,1010,79,130,,,,,,,
"['07:00', '20/01']",20/01 07:00,130,6,9999,,NIL,3,27,22,1010,74,NIL,,,,,,,
"['08:00', '20/01']",20/01 08:00,120,6,9999,,NIL,3,27,23,1011,79,NIL,,,,,,,
"['09:00', '20/01']",20/01 09:00,130,8,9999,,NIL,3,28,22,1011,70,140,,,,,,,
"['10:00', '20/01']",20/01 10:00,110,8,9999,,2500,5,28,22,1012,70,110,,,,,,,
"['11:00', '20/01']",20/01 11:00,130,9,9999,,2300,5,29,22,1012,66,NIL,,,,,,,
"['12:00', '20/01']",20/01 12:00,100,8,9999,,2300,5,29,22,1012,66,100,,,,,,,
"['13:00', '20/01']",20/01 13:00,130,10,9999,,NIL,3,30,22,1012,62,110,,,,,,,
"['14:00', '20/01']",20/01 14:00,140,11,9999,,NIL,3,30,22,1012,62,135,,,,,,,
"['15:00', '20/01']",20/01 15:00,140,12,9999,,NIL,3,30,22,1011,62,NIL,,,,,,,
"['16:00', '20/01']",20/01 16:00,130,10,9999,,NIL,3,31,22,1010,59,130,,,,,,,
"['17:00', '20/01']",20/01 17:00,120,10,9999,,NIL,3,30,22,1010,62,120,,,,,,,
"['18:00', '20/01']",20/01 18:00,120,12,9999,,NIL,2,30,22,1009,62,NIL,,,,,,,
"['19:00', '20/01']",20/01 19:00,120,11,9999,,NIL,2,30,21,1009,59,NIL,,,,,,,
"['20:00', '20/01']",20/01 20:00,120,9,9999,,NIL,2,29,21,1009,62,125,,,,,,,
"['21:00', '20/01']",20/01 21:00,100,6,9999,,NIL,2,29,22,1010,66,115,,,,,,,
"['22:00', '20/01']",20/01 22:00,120,7,9999,,NIL,NIL,28,22,1010,70,100,,,,,,,
"['23:00', '20/01']",20/01 23:00,110,7,9999,,NIL,2,28,22,1010,70,90,,,,,,,
"['00:00', '21/01']",21/01 00:00,100,5,9999,,NIL,3,28,23,1011,74,95,,,,,,,
"['01:00', '21/01']",21/01 01:00,100,5,9999,,,3,28,23,1011,74,NIL,,,,,,,
"['02:00', '21/01']",21/01 02:00,70,6,9999,,,3,28,23,1011,74,NIL,,,,,,,
"['03:00', '21/01']",21/01 03:00,80,5,9999,,,3,28,23,1010,74,NIL,,,,,,,
"['04:00', '21/01']",21/01 04:00,60,4,9999,,,3,28,23,1009,74,NIL,,,,,,,
"['05:00', '21/01']",21/01 05:00,50,4,9999,,,3,28,23,1009,74,NIL,,,,,,,
"['06:00', '21/01']",21/01 06:00,50,4,9999,,,3,28,22,1009,70,NIL,,,,,,,
"['07:00', '21/01']",21/01 07:00,10,3,9999,,,3,27,23,1009,79,NIL,,,,,,,
"['08:00', '21/01']",21/01 08:00,300,2,9999,,,3,26,23,1010,84,NIL,,,,,,,
"['09:00', '21/01']",21/01 09:00,330,2,9999,,,3,27,23,1010,79,NIL,,,,,,,
"['10:00', '21/01']",21/01 10:00,350,3,9999,,,3,28,23,1011,74,NIL,,,,,,,
"['11:00', '21/01']",21/01 11:00,70,7,9999,,,3,29,23,1011,70,NIL,,,,,,,
"['12:00', '21/01']",21/01 12:00,70,7,9999,,,3,30,23,1012,66,70,,,,,,,
"['13:00', '21/01']",21/01 13:00,VRB,6,9999,,,3,31,23,1012,63,NIL,,,,,,,
"['14:00', '21/01']",21/01 14:00,90,9,9999,,,3,31,23,1011,63,NIL,,,,,,,
"['15:00', '21/01']",21/01 15:00,90,9,9999,,,2,30,23,1010,66,NIL,,,,,,,
"['16:00', '21/01']",21/01 16:00,100,9,9999,,,3,31,24,1009,66,NIL,,,,,,,
"['17:00', '21/01']",21/01 17:00,VRB,8,9999,,,3,31,24,1009,66,NIL,,,,,,,
"['18:00', '21/01']",21/01 18:00,80,9,9999,,,3,31,24,1008,66,NIL,,,,,,,
"['19:00', '21/01']",21/01 19:00,70,9,9999,,,3,30,24,1007,70,NIL,,,,,,,
"['20:00', '21/01']",21/01 20:00,70,9,9999,,,2,29,24,1009,74,NIL,,,,,,,
"['21:00', '21/01']",21/01 21:00,60,8,9999,,,3,29,24,1009,74,NIL,,,,,,,
"['22:00', '21/01']",21/01 22:00,50,6,9999,,,3,29,24,1010,74,NIL,,,,,,,
"['23:00', '21/01']",21/01 23:00,60,6,9999,,,3,29,24,1011,74,NIL,,,,,,,
"['00:00', '22/01']",22/01 00:00,50,6,9999,,,3,29,24,1011,74,NIL,,,,,,,
"['01:00', '22/01']",22/01 01:00,50,7,9999,NIL,1900,5,29,24,1012,74,NIL,NIL,,,,,,
"['02:00', '22/01']",22/01 02:00,40,5,9999,NIL,1900,5,29,24,1011,74,45,NIL,,,,,,
"['03:00', '22/01']",22/01 03:00,40,5,9999,NIL,1800,5,28,25,1011,84,NIL,NIL,,,,,,
"['04:00', '22/01']",22/01 04:00,10,5,9999,NIL,NIL,3,28,25,1010,84,195,NIL,,,,,,
"['05:00', '22/01']",22/01 05:00,320,5,9999,NIL,NIL,3,27,24,1010,84,NIL,NIL,,,,,,
"['06:00', '22/01']",22/01 06:00,30,3,9999,NIL,NIL,3,26,24,1009,89,NIL,NIL,,,,,,
"['07:00', '22/01']",22/01 07:00,310,3,9999,NIL,1800,5,26,24,1009,89,NIL,NIL,,,,,,
"['08:00', '22/01']",22/01 08:00,310,2,9999,NIL,1800,5,26,24,1010,89,NIL,NIL,,,,,,
"['09:00', '22/01']",22/01 09:00,320,4,9999,NIL,1800,5,26,24,1010,89,NIL,NIL,,,,,,
"['10:00', '22/01']",22/01 10:00,320,5,9999,NIL,1900,5,27,25,1011,89,NIL,NIL,,,,,,
"['11:00', '22/01']",22/01 11:00,20,4,9999,1,5000,5,27,25,1011,89,NIL,1,,,,,,
"['12:00', '22/01']",22/01 12:00,10,6,9999,NIL,1800,5,29,25,1011,79,NIL,NIL,,,,,,
"['13:00', '22/01']",22/01 13:00,50,10,9999,NIL,2300,5,30,25,1011,75,NIL,NIL,,,,,,
"['14:00', '22/01']",22/01 14:00,70,7,9999,NIL,2000,5,30,24,1011,70,NIL,NIL,,,,,,
"['15:00', '22/01']",22/01 15:00,50,10,9999,NIL,2200,5,31,24,1011,66,NIL,NIL,,,,,,
"['16:00', '22/01']",22/01 16:00,60,7,9999,NIL,2300,5,30,24,1010,70,NIL,NIL,,,,,,
"['17:00', '22/01']",22/01 17:00,50,7,9999,NIL,2000,5,29,24,1010,74,NIL,NIL,,,,,,
"['18:00', '22/01']",22/01 18:00,60,9,9999,NIL,5000,5,29,24,1009,74,NIL,NIL,,,,,,
"['19:00', '22/01']",22/01 19:00,VRB,8,9999,NIL,7000,5,29,24,1009,74,NIL,NIL,,,,,,
