validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vis,chuva,trovoada,teto,cobertura,tt,po,qnh,ur,vnt_rajada,nevoeiro,nevoa_umida,chuvisco,pancada,vis_setor,vis_setor_dir,vnt_vrb
"['07:00', '09/01']",09/01 07:00,110,2,9999,NIL,NIL,NIL,NIL,21,20,1015,94,NIL,NIL,,,NIL,,,
"['08:00', '09/01']",09/01 08:00,160,2,9999,NIL,NIL,NIL,NIL,20,20,1016,100,NIL,NIL,,,NIL,,,
"['09:00', '09/01']",09/01 09:00,140,2,9999,NIL,NIL,NIL,NIL,21,20,1017,94,NIL,1,,,NIL,,,
"['10:00', '09/01']",09/01 10:00,180,2,9999,NIL,NIL,NIL,NIL,21,20,1017,94,NIL,NIL,,,NIL,,,
"['11:00', '09/01']",09/01 11:00,160,3,9999,NIL,NIL,NIL,NIL,23,20,1017,83,NIL,NIL,,,NIL,,,
"['12:00', '09/01']",09/01 12:00,150,3,9999,NIL,NIL,NIL,NIL,25,20,1018,74,NIL,NIL,,,NIL,,,
"['13:00', '09/01']",09/01 13:00,300,4,9999,NIL,NIL,NIL,2,28,20,1018,62,NIL,NIL,,,NIL,,,
"['14:00', '09/01']",09/01 14:00,320,4,9999,NIL,NIL,NIL,3,30,19,1017,52,NIL,NIL,,,NIL,,,
"['15:00', '09/01']",09/01 15:00,340,4,9999,NIL,NIL,3500,5,30,20,1017,55,NIL,NIL,,,NIL,,,
"['16:00', '09/01']",09/01 16:00,80,5,9999,NIL,NIL,3500,5,30,20,1016,55,NIL,NIL,,,NIL,,,
"['17:00', '09/01']",09/01 17:00,20,6,9999,NIL,NIL,4000,5,30,19,1015,52,NIL,NIL,,,NIL,,,
"['18:00', '09/01']",09/01 18:00,360,3,9999,NIL,NIL,4000,5,32,19,1014,46,NIL,NIL,,,NIL,,,
"['19:00', '09/01']",09/01 19:00,210,5,9999,NIL,NIL,4000,5,30,21,1014,59,NIL,NIL,,,NIL,,,
"['20:00', '09/01']",09/01 20:00,40,8,9999,NIL,NIL,NIL,3,28,20,1014,62,NIL,NIL,,,NIL,,,
"['21:00', '09/01']",09/01 21:00,60,4,4000,1,NIL,8000,5,28,20,1015,62,NIL,NIL,,,1,,,
"['21:05', '09/01']",09/01 21:05,160,4,3000,1,1,8000,5,27,20,1015,66,NIL,NIL,,,NIL,,,
"['21:30', '09/01']",09/01 21:30,260,13,3000,1,1,1000,5,22,21,1016,94,NIL,NIL,,,NIL,,,
"['21:45', '09/01']",09/01 21:45,280,10,2000,1,1,1000,8,20,20,1017,100,NIL,NIL,,,NIL,,,
"['22:00', '09/01']",09/01 22:00,210,17,1500,1,1,1000,8,19,19,1018,100,28,NIL,,,NIL,,,
"['22:13', '09/01']",09/01 22:13,170,10,3000,1,1,1000,8,19,19,1018,100,NIL,NIL,,,NIL,,,
"['22:35', '09/01']",09/01 22:35,140,8,4000,1,1,9000,5,19,19,1017,100,NIL,NIL,,,NIL,,,
"['23:00', '09/01']",09/01 23:00,120,8,9999,1,1,9000,5,21,18,1017,83,NIL,NIL,,,NIL,,,
"['00:00', '10/01']",10/01 00:00,110,7,9999,NIL,1,9000,5,21,19,1017,88,NIL,NIL,,,NIL,,,
"['01:00', '10/01']",10/01 01:00,160,3,9999,NIL,,9000,5,21,19,1017,88,,NIL,,,,,,
"['02:00', '10/01']",10/01 02:00,320,5,9999,NIL,,9000,5,21,18,1018,83,,NIL,,,,,,
"['03:00', '10/01']",10/01 03:00,270,2,9999,NIL,,9000,5,21,19,1017,88,,NIL,,,,,,
"['04:00', '10/01']",10/01 04:00,180,3,9999,NIL,,9000,5,20,19,1017,94,,NIL,,,,,,
"['05:00', '10/01']",10/01 05:00,150,3,9999,1,,10000,5,20,19,1017,94,,NIL,,,,,,
"['06:00', '10/01']",10/01 06:00,280,3,9999,NIL,,9700,5,20,20,1016,100,,NIL,,,,,,
"['07:00', '10/01']",10/01 07:00,190,1,9999,NIL,,NIL,NIL,20,20,1016,100,,NIL,,,,,,
"['08:00', '10/01']",10/01 08:00,0,0,9999,NIL,,NIL,NIL,20,20,1017,100,,NIL,,,,,,
"['09:00', '10/01']",10/01 09:00,170,2,9999,NIL,,NIL,NIL,20,19,1017,94,,NIL,,,,,,
"['10:00', '10/01']",10/01 10:00,190,1,9999,NIL,,NIL,NIL,22,21,1017,94,,1,,,,,,
"['11:00', '10/01']",10/01 11:00,140,5,9999,NIL,,NIL,NIL,24,21,1018,83,,NIL,,,,,,
"['12:00', '10/01']",10/01 12:00,70,3,9999,NIL,,NIL,2,26,20,1018,70,,NIL,,,,,,
"['13:00', '10/01']",10/01 13:00,40,4,9999,NIL,,NIL,2,27,20,1018,66,,NIL,,,,,,
"['14:00', '10/01']",10/01 14:00,20,4,9999,NIL,,NIL,2,28,20,1017,62,,NIL,,,,,,
"['15:00', '10/01']",10/01 15:00,360,5,9999,NIL,,NIL,3,29,20,1017,58,,NIL,,,,,,
"['16:00', '10/01']",10/01 16:00,330,4,9999,NIL,,4000,5,30,21,1016,59,,NIL,,,,,,
"['17:00', '10/01']",10/01 17:00,80,3,9999,NIL,,4000,5,31,20,1015,52,,NIL,,,,,,
"['18:00', '10/01']",10/01 18:00,50,4,9999,NIL,,4000,5,31,20,1014,52,,NIL,,,,,,
"['19:00', '10/01']",10/01 19:00,30,3,9999,NIL,,NIL,3,30,21,1014,59,,NIL,,,,,,
"['20:00', '10/01']",10/01 20:00,60,2,9999,NIL,,NIL,3,30,20,1013,55,,NIL,,,,,,
"['21:00', '10/01']",10/01 21:00,70,8,9999,NIL,,NIL,3,29,20,1013,58,,NIL,,,,,,
"['22:00', '10/01']",10/01 22:00,130,3,9999,NIL,,6000,5,28,20,1014,62,,NIL,,,,,,
"['23:00', '10/01']",10/01 23:00,70,5,9999,NIL,,NIL,3,27,19,1015,62,,NIL,,,,,,
"['00:00', '11/01']",11/01 00:00,70,5,9999,NIL,,NIL,3,27,18,1015,58,,NIL,,,,,,
"['01:00', '11/01']",11/01 01:00,70,5,9999,,,,2,26,18,1016,61,,,,,,,,
"['02:00', '11/01']",11/01 02:00,170,2,9999,,,,2,24,18,1016,69,,,,,,,,
"['03:00', '11/01']",11/01 03:00,200,2,9999,,,,NIL,23,19,1016,78,,,,,,,,
"['04:00', '11/01']",11/01 04:00,150,2,9999,,,,NIL,23,17,1015,69,,,,,,,,
"['05:00', '11/01']",11/01 05:00,150,2,9999,,,,NIL,23,18,1015,73,,,,,,,,
"['06:00', '11/01']",11/01 06:00,120,5,9999,,,,NIL,23,17,1015,69,,,,,,,,
"['07:00', '11/01']",11/01 07:00,110,3,9999,,,,NIL,22,17,1015,73,,,,,,,,
"['08:00', '11/01']",11/01 08:00,140,2,9999,,,,2,21,17,1016,78,,,,,,,,
"['09:00', '11/01']",11/01 09:00,180,2,9999,,,,NIL,20,17,1016,83,,,,,,,,
"['10:00', '11/01']",11/01 10:00,190,2,9999,,,,NIL,22,17,1017,73,,,,,,,,
"['11:00', '11/01']",11/01 11:00,40,6,9999,,,,NIL,25,17,1017,61,,,,,,,,
"['12:00', '11/01']",11/01 12:00,10,5,9999,,,,NIL,25,18,1018,65,,,,,,,,
"['13:00', '11/01']",11/01 13:00,320,5,9999,,,,3,27,18,1018,58,,,,,,,,
"['14:00', '11/01']",11/01 14:00,350,5,9999,,,,3,28,18,1018,55,,,,,,,,
"['15:00', '11/01']",11/01 15:00,320,8,9999,,,,3,29,18,1018,52,,,,,,,,
"['16:00', '11/01']",11/01 16:00,300,4,9999,,,,3,30,18,1017,49,,,,,,,,
"['17:00', '11/01']",11/01 17:00,270,5,9999,,,,3,31,19,1016,49,,,,,,,,
"['18:00', '11/01']",11/01 18:00,10,5,9999,,,,3,31,18,1015,46,,,,,,,,
"['19:00', '11/01']",11/01 19:00,330,6,9999,,,,3,31,17,1014,43,,,,,,,,
"['20:00', '11/01']",11/01 20:00,320,7,9999,,,,3,31,18,1014,46,,,,,,,,
"['21:00', '11/01']",11/01 21:00,340,6,9999,,,,2,30,18,1015,49,,,,,,,,
"['22:00', '11/01']",11/01 22:00,350,5,9999,,,,2,28,18,1015,55,,,,,,,,
"['23:00', '11/01']",11/01 23:00,360,6,9999,,,,2,28,18,1015,55,,,,,,,,
"['00:00', '12/01']",12/01 00:00,360,5,9999,,,,NIL,28,18,1016,55,,,,,,,,
"['01:00', '12/01']",12/01 01:00,10,2,9999,,,,NIL,26,19,1016,65,,,,,,,,
"['02:00', '12/01']",12/01 02:00,110,2,9999,,,,NIL,24,19,1017,74,,,,,,,,
"['03:00', '12/01']",12/01 03:00,230,2,9999,,,,NIL,24,20,1017,78,,,,,,,,
"['04:00', '12/01']",12/01 04:00,200,2,9999,,,,NIL,23,19,1017,78,,,,,,,,
"['05:00', '12/01']",12/01 05:00,40,3,9999,,,,NIL,24,20,1016,78,,,,,,,,
"['06:00', '12/01']",12/01 06:00,0,0,9999,,,,NIL,22,20,1016,88,,,,,,,,
"['07:00', '12/01']",12/01 07:00,110,1,9999,,,,NIL,21,20,1016,94,,,,,,,,
"['08:00', '12/01']",12/01 08:00,140,2,9999,,,,NIL,21,20,1016,94,,,,,,,,
"['09:00', '12/01']",12/01 09:00,120,2,9999,,,,NIL,21,20,1017,94,,,,,,,,
"['10:00', '12/01']",12/01 10:00,40,3,9999,,,,NIL,25,20,1018,74,,,,,,,,
"['11:00', '12/01']",12/01 11:00,40,4,9999,,,,NIL,26,19,1018,65,,,,,,,,
"['12:00', '12/01']",12/01 12:00,330,7,9999,,,,NIL,27,19,1019,62,,,,,,,,
"['13:00', '12/01']",12/01 13:00,310,7,9999,,,,NIL,29,18,1019,52,,,,,,,,
"['14:00', '12/01']",12/01 14:00,280,5,9999,,,,2,30,16,1019,43,,,,,,,,
"['15:00', '12/01']",12/01 15:00,360,3,9999,,,,2,31,17,1018,43,,,,,,,,
"['16:00', '12/01']",12/01 16:00,290,4,9999,,,,3,32,17,1017,41,,,,,,,,
"['17:00', '12/01']",12/01 17:00,200,3,9999,,,,3,32,16,1017,38,,,,,,,,
"['18:00', '12/01']",12/01 18:00,340,4,9999,,,,2,32,18,1015,43,,,,,,,,
"['19:00', '12/01']",12/01 19:00,330,5,9999,,,,2,32,18,1015,43,,,,,,,,
"['20:00', '12/01']",12/01 20:00,290,6,9999,,,,2,33,17,1014,39,,,,,,,,
"['21:00', '12/01']",12/01 21:00,340,5,9999,,,,2,31,16,1015,40,,,,,,,,
"['22:00', '12/01']",12/01 22:00,330,3,9999,,,,NIL,30,17,1014,46,,,,,,,,
"['23:00', '12/01']",12/01 23:00,280,2,9999,,,,NIL,29,16,1015,45,,,,,,,,
"['00:00', '13/01']",13/01 00:00,140,4,9999,,,,NIL,26,19,1016,65,,,,,,,,
"['01:00', '13/01']",13/01 01:00,130,6,9999,,,,NIL,25,19,1017,69,,,,,,,,
"['02:00', '13/01']",13/01 02:00,140,4,9999,,,,NIL,24,18,1017,69,,,,,,,,
"['03:00', '13/01']",13/01 03:00,130,5,9999,,,,NIL,24,18,1017,69,,,,,,,,
"['04:00', '13/01']",13/01 04:00,140,5,9999,,,,NIL,23,18,1017,73,,,,,,,,
"['05:00', '13/01']",13/01 05:00,120,7,9999,,,,NIL,23,18,1016,73,,,,,,,,
"['06:00', '13/01']",13/01 06:00,130,5,9999,,,,NIL,22,18,1016,78,,,,,,,,
"['07:00', '13/01']",13/01 07:00,140,6,9999,,,,NIL,21,18,1016,83,,,,,,,,
"['08:00', '13/01']",13/01 08:00,130,6,9999,,,,NIL,21,18,1017,83,,,,,,,,
"['09:00', '13/01']",13/01 09:00,130,7,9999,,,,NIL,21,19,1018,88,,,,,,,,
"['10:00', '13/01']",13/01 10:00,150,4,9999,,,,NIL,23,19,1018,78,,,,,,,,
"['11:00', '13/01']",13/01 11:00,90,8,9999,,,,NIL,26,19,1018,65,,,,,,,,
"['12:00', '13/01']",13/01 12:00,100,5,9999,,,,NIL,28,19,1018,58,,,,,,,,
"['13:00', '13/01']",13/01 13:00,10,6,9999,,,,NIL,29,19,1018,55,,,,,,,,
"['14:00', '13/01']",13/01 14:00,30,5,9999,,,,2,30,19,1018,52,,,,,,,,
"['15:00', '13/01']",13/01 15:00,330,4,9999,,,,3,31,18,1017,46,,,,,,,,
"['16:00', '13/01']",13/01 16:00,210,3,9999,,,,3,32,18,1016,43,,,,,,,,
"['17:00', '13/01']",13/01 17:00,270,6,9999,,,,3,32,17,1015,41,,,,,,,,
"['18:00', '13/01']",13/01 18:00,320,5,9999,,,,3,33,16,1014,36,,,,,,,,
"['19:00', '13/01']",13/01 19:00,240,4,9999,,,,3,33,17,1014,39,,,,,,,,
"['20:00', '13/01']",13/01 20:00,250,4,9999,,,,3,32,18,1014,43,,,,,,,,
"['21:00', '13/01']",13/01 21:00,310,3,9999,,,,3,31,17,1014,43,,,,,,,,
"['22:00', '13/01']",13/01 22:00,20,6,9999,,,,NIL,29,18,1015,52,,,,,,,,
"['23:00', '13/01']",13/01 23:00,120,8,9999,,,,NIL,27,20,1016,66,,,,,,,,
"['00:00', '14/01']",14/01 00:00,120,13,9999,,,,2,26,19,1017,65,,,,,,,,
"['01:00', '14/01']",14/01 01:00,140,10,9999,NIL,NIL,NIL,2,24,19,1018,74,,,,,,,,
"['02:00', '14/01']",14/01 02:00,140,7,9999,NIL,NIL,NIL,2,24,19,1018,74,,,,,,,,
"['03:00', '14/01']",14/01 03:00,110,8,9999,NIL,NIL,NIL,2,23,19,1017,78,,,,,,,,
"['04:00', '14/01']",14/01 04:00,130,6,9999,NIL,NIL,NIL,3,22,19,1017,83,,,,,,,,
"['05:00', '14/01']",14/01 05:00,100,6,9999,NIL,NIL,4500,5,23,19,1017,78,,,,,,,,
"['06:00', '14/01']",14/01 06:00,170,2,9999,NIL,NIL,4500,5,22,19,1017,83,,,,,,,,
"['07:00', '14/01']",14/01 07:00,10,1,9999,NIL,NIL,4500,5,22,19,1017,83,,,,,,,,
"['07:40', '14/01']",14/01 07:40,90,8,6000,1,NIL,4000,5,21,20,1018,94,,,,,,,,
"['08:00', '14/01']",14/01 08:00,90,10,5000,1,NIL,3500,5,21,20,1018,94,,,,,,,,
"['09:00', '14/01']",14/01 09:00,80,10,9999,1,NIL,8000,5,21,20,1018,94,,,,,,,,
"['10:00', '14/01']",14/01 10:00,190,2,9999,NIL,NIL,8000,5,21,20,1018,94,,,,,,,,
"['11:00', '14/01']",14/01 11:00,90,5,9999,NIL,NIL,10000,5,22,20,1019,88,,,,,,,,
"['12:00', '14/01']",14/01 12:00,150,5,9999,NIL,NIL,10000,5,23,21,1019,89,,,,,,,,
"['13:00', '14/01']",14/01 13:00,90,5,9999,NIL,NIL,10000,5,24,20,1019,78,,,,,,,,
"['14:00', '14/01']",14/01 14:00,50,5,9999,NIL,NIL,10000,5,27,21,1018,70,,,,,,,,
"['15:00', '14/01']",14/01 15:00,30,5,9999,NIL,NIL,10000,5,28,22,1018,70,,,,,,,,
"['16:00', '14/01']",14/01 16:00,30,7,9999,NIL,NIL,NIL,3,27,21,1017,70,,,,,,,,
"['17:00', '14/01']",14/01 17:00,360,4,9999,NIL,NIL,NIL,3,29,21,1016,62,,,,,,,,
"['18:00', '14/01']",14/01 18:00,10,4,9999,NIL,NIL,NIL,3,30,21,1015,59,,,,,,,,
"['19:00', '14/01']",14/01 19:00,40,7,9999,NIL,NIL,NIL,3,28,21,1015,66,,,,,,,,
"['19:12', '14/01']",14/01 19:12,50,7,8000,NIL,1,NIL,3,28,21,1015,66,,,,,,,,
"['20:00', '14/01']",14/01 20:00,180,13,9999,NIL,1,10000,5,22,18,1016,78,,,,,,,,
"['21:00', '14/01']",14/01 21:00,150,4,9999,NIL,NIL,NIL,3,23,19,1016,78,,,,,,,,
"['22:00', '14/01']",14/01 22:00,160,8,9999,NIL,NIL,8000,5,22,19,1017,83,,,,,,,,
"['23:00', '14/01']",14/01 23:00,160,5,9999,NIL,NIL,8000,5,23,20,1017,83,,,,,,,,
"['00:00', '15/01']",15/01 00:00,80,14,9999,NIL,NIL,8000,5,24,20,1017,78,,,,,,,,
"['01:00', '15/01']",15/01 01:00,90,9,9999,NIL,NIL,8000,5,24,20,1017,78,,,,,,,,
"['02:00', '15/01']",15/01 02:00,90,11,9999,NIL,NIL,NIL,NIL,23,20,1017,83,,,,,,,,
"['03:00', '15/01']",15/01 03:00,130,6,9999,NIL,NIL,NIL,NIL,22,20,1017,88,,,,,,,,
"['04:00', '15/01']",15/01 04:00,110,8,9999,NIL,NIL,NIL,NIL,22,19,1016,83,,,,,,,,
"['05:00', '15/01']",15/01 05:00,90,9,9999,NIL,NIL,NIL,NIL,22,19,1017,83,,,,,,,,
"['06:00', '15/01']",15/01 06:00,100,9,9999,NIL,NIL,NIL,NIL,22,19,1016,83,,,,,,,,
"['07:00', '15/01']",15/01 07:00,110,5,9999,NIL,NIL,NIL,NIL,21,19,1016,88,,,,,,,,
"['08:00', '15/01']",15/01 08:00,130,4,9999,NIL,NIL,NIL,NIL,21,20,1016,94,,,,,,,,
"['09:00', '15/01']",15/01 09:00,110,6,9999,NIL,NIL,NIL,NIL,22,20,1017,88,,,,,,,,
"['10:00', '15/01']",15/01 10:00,140,5,9999,NIL,NIL,NIL,NIL,22,20,1018,88,,,,,,,,
"['11:00', '15/01']",15/01 11:00,100,6,9999,NIL,NIL,NIL,2,24,20,1018,78,,,,,,,,
"['12:00', '15/01']",15/01 12:00,110,5,9999,NIL,NIL,NIL,3,26,21,1018,74,,,,,,,,
"['13:00', '15/01']",15/01 13:00,70,6,9999,NIL,NIL,2500,5,27,20,1018,66,,,,,,,,
"['14:00', '15/01']",15/01 14:00,10,5,9999,NIL,NIL,3000,5,27,20,1018,66,,,,,,,,
"['15:00', '15/01']",15/01 15:00,320,3,9999,NIL,NIL,3500,5,28,20,1018,62,,,,,,,,
"['16:00', '15/01']",15/01 16:00,110,3,9999,NIL,NIL,4000,5,30,21,1017,59,,,,,,,,
"['17:00', '15/01']",15/01 17:00,40,4,9999,NIL,NIL,4000,5,30,20,1016,55,,,,,,,,
"['18:00', '15/01']",15/01 18:00,30,5,9999,NIL,NIL,4000,5,30,20,1015,55,,,,,,,,
"['19:00', '15/01']",15/01 19:00,60,7,9999,NIL,NIL,4000,5,30,20,1015,55,,,,,,,,
"['20:00', '15/01']",15/01 20:00,70,8,9999,NIL,NIL,NIL,3,30,21,1014,59,,,,,,,,
"['21:00', '15/01']",15/01 21:00,90,12,9999,NIL,NIL,NIL,3,28,20,1015,62,,,,,,,,
"['22:00', '15/01']",15/01 22:00,90,8,9999,NIL,NIL,7000,5,27,20,1016,66,,,,,,,,
"['23:00', '15/01']",15/01 23:00,260,13,9999,NIL,1,2500,5,21,20,1018,94,,,,,,,,
"['23:08', '15/01']",15/01 23:08,250,9,4000,1,1,1000,5,21,19,1018,88,,,,,,,,
"['23:20', '15/01']",15/01 23:20,240,7,4000,1,1,400,5,21,20,1019,94,,,,,,,,
"['23:27', '15/01']",15/01 23:27,260,6,2000,1,1,400,5,20,19,1018,94,,,,,,,,
"['00:00', '16/01']",16/01 00:00,350,5,2500,1,1,600,5,20,20,1019,100,,,,,,,,
"['00:25', '16/01']",16/01 00:25,360,6,4000,1,1,9000,5,20,20,1019,100,,,,,,,,
"['01:00', '16/01']",16/01 01:00,60,5,4000,1,1,10000,5,20,20,1019,100,,NIL,,,,,,
"['02:00', '16/01']",16/01 02:00,100,10,9999,NIL,1,10000,5,21,20,1018,94,,NIL,,,,,,
"['03:00', '16/01']",16/01 03:00,350,5,9999,NIL,1,NIL,3,20,20,1018,100,,NIL,,,,,,
"['04:00', '16/01']",16/01 04:00,350,8,9999,NIL,NIL,NIL,3,20,20,1017,100,,NIL,,,,,,
"['05:00', '16/01']",16/01 05:00,180,2,9999,NIL,NIL,NIL,NIL,20,20,1017,100,,NIL,,,,,,
"['06:00', '16/01']",16/01 06:00,170,5,9999,NIL,NIL,NIL,NIL,19,19,1017,100,,NIL,,,,,,
"['07:00', '16/01']",16/01 07:00,130,3,9999,NIL,NIL,NIL,NIL,20,19,1017,94,,NIL,,,,,,
"['08:00', '16/01']",16/01 08:00,150,3,9999,NIL,NIL,NIL,NIL,20,19,1017,94,,NIL,,,,,,
"['09:00', '16/01']",16/01 09:00,130,2,9999,NIL,NIL,NIL,NIL,20,19,1018,94,,1,,,,,,
"['10:00', '16/01']",16/01 10:00,150,2,9999,NIL,NIL,NIL,NIL,21,20,1019,94,,1,,,,,,
"['11:00', '16/01']",16/01 11:00,190,2,9999,NIL,NIL,NIL,NIL,23,20,1020,83,,NIL,,,,,,
"['12:00', '16/01']",16/01 12:00,290,2,9999,NIL,NIL,NIL,NIL,26,20,1020,70,,NIL,,,,,,
"['13:00', '16/01']",16/01 13:00,0,0,9999,NIL,NIL,NIL,NIL,27,20,1020,66,,NIL,,,,,,
"['14:00', '16/01']",16/01 14:00,310,4,9999,NIL,NIL,NIL,2,28,21,1019,66,,NIL,,,,,,
"['15:00', '16/01']",16/01 15:00,260,6,9999,NIL,NIL,NIL,3,29,20,1019,58,,NIL,,,,,,
"['16:00', '16/01']",16/01 16:00,270,3,9999,NIL,NIL,NIL,3,30,21,1018,59,,NIL,,,,,,
"['17:00', '16/01']",16/01 17:00,260,5,9999,NIL,NIL,4000,5,31,20,1017,52,,NIL,,,,,,
"['18:00', '16/01']",16/01 18:00,330,5,9999,NIL,NIL,4000,5,30,20,1016,55,,NIL,,,,,,
"['19:00', '16/01']",16/01 19:00,320,8,9999,NIL,NIL,NIL,3,30,20,1016,55,,NIL,,,,,,
"['20:00', '16/01']",16/01 20:00,330,6,9999,NIL,NIL,NIL,3,30,20,1015,55,,NIL,,,,,,
"['21:00', '16/01']",16/01 21:00,350,5,9999,NIL,NIL,NIL,3,29,21,1016,62,,NIL,,,,,,
"['22:00', '16/01']",16/01 22:00,350,6,9999,NIL,NIL,NIL,3,28,21,1016,66,,NIL,,,,,,
"['22:14', '16/01']",16/01 22:14,330,4,9999,NIL,1,NIL,3,28,21,1016,66,,NIL,,,,,,
"['23:00', '16/01']",16/01 23:00,160,7,9999,NIL,1,10000,5,25,21,1017,79,,NIL,,,,,,
"['00:00', '17/01']",17/01 00:00,40,11,9999,1,1,3000,5,23,22,1019,94,,NIL,,,,,,
"['01:00', '17/01']",17/01 01:00,40,11,9999,1,1,3000,5,22,21,1019,94,,NIL,NIL,NIL,,,,
"['02:00', '17/01']",17/01 02:00,120,7,9999,NIL,1,2500,5,22,21,1019,94,,NIL,NIL,NIL,,,,
"['03:00', '17/01']",17/01 03:00,40,7,9999,NIL,1,2000,5,22,20,1019,88,,NIL,NIL,NIL,,,,
"['04:00', '17/01']",17/01 04:00,220,3,8000,1,1,2000,5,21,21,1019,100,,NIL,NIL,NIL,,,,
"['05:00', '17/01']",17/01 05:00,270,4,9999,1,1,2000,5,21,20,1019,94,,NIL,NIL,NIL,,,,
"['06:00', '17/01']",17/01 06:00,170,6,4000,1,1,400,5,21,20,1019,94,,NIL,NIL,1,,,,
"['07:00', '17/01']",17/01 07:00,170,8,4000,1,NIL,400,5,21,20,1019,94,,NIL,NIL,NIL,,,,
"['08:00', '17/01']",17/01 08:00,160,6,9999,NIL,NIL,2000,5,20,20,1019,100,,NIL,NIL,NIL,,,,
"['09:00', '17/01']",17/01 09:00,160,4,4000,NIL,NIL,7000,5,20,20,1019,100,,1,NIL,NIL,,,,
"['10:00', '17/01']",17/01 10:00,110,9,4000,NIL,NIL,8000,5,21,20,1020,94,,NIL,1,NIL,,,,
"['11:00', '17/01']",17/01 11:00,70,8,4000,NIL,NIL,8000,5,21,20,1020,94,,NIL,1,1,,,,
"['12:00', '17/01']",17/01 12:00,40,9,4000,NIL,NIL,8000,5,22,21,1020,94,,NIL,1,1,,,,
"['13:00', '17/01']",17/01 13:00,140,4,9999,NIL,NIL,1100,5,23,21,1020,89,,NIL,NIL,NIL,,,,
"['14:00', '17/01']",17/01 14:00,170,4,9999,NIL,NIL,NIL,3,24,22,1020,89,,NIL,NIL,NIL,,,,
"['15:00', '17/01']",17/01 15:00,60,5,9999,NIL,NIL,10000,5,25,21,1019,79,,NIL,NIL,NIL,,,,
"['16:00', '17/01']",17/01 16:00,60,5,9999,NIL,NIL,1700,5,26,22,1029,79,,NIL,NIL,NIL,,,,
"['17:00', '17/01']",17/01 17:00,20,4,9999,NIL,NIL,2000,5,27,20,1018,66,,NIL,NIL,NIL,,,,
"['18:00', '17/01']",17/01 18:00,330,3,9999,NIL,NIL,3500,5,28,19,1017,58,,NIL,NIL,NIL,,,,
"['19:00', '17/01']",17/01 19:00,80,3,9999,NIL,NIL,NIL,3,29,18,1017,52,,NIL,NIL,NIL,,,,
"['20:00', '17/01']",17/01 20:00,260,4,9999,NIL,NIL,7000,5,28,19,1017,58,,NIL,NIL,NIL,,,,
"['21:00', '17/01']",17/01 21:00,200,7,9999,NIL,NIL,10000,5,26,22,1018,79,,NIL,NIL,NIL,,,,
"['22:00', '17/01']",17/01 22:00,140,8,9999,NIL,NIL,10000,5,24,19,1018,74,,NIL,NIL,NIL,,,,
"['23:00', '17/01']",17/01 23:00,150,7,9999,NIL,NIL,10000,5,23,19,1019,78,,NIL,NIL,NIL,,,,
"['00:00', '18/01']",18/01 00:00,160,6,9999,NIL,NIL,10000,5,22,19,1019,83,,NIL,NIL,NIL,,,,
"['01:00', '18/01']",18/01 01:00,140,6,9999,,,10000,5,22,20,1020,88,,,,,,,,
"['02:00', '18/01']",18/01 02:00,140,6,9999,,,10000,5,21,20,1020,94,,,,,,,,
"['03:00', '18/01']",18/01 03:00,100,9,9999,,,10000,5,23,20,1020,83,,,,,,,,
"['04:00', '18/01']",18/01 04:00,120,7,9999,,,10000,5,22,19,1019,83,,,,,,,,
"['05:00', '18/01']",18/01 05:00,130,5,9999,,,NIL,3,22,20,1018,88,,,,,,,,
"['06:00', '18/01']",18/01 06:00,140,5,9999,,,NIL,3,21,20,1019,94,,,,,,,,
"['07:00', '18/01']",18/01 07:00,130,7,9999,,,NIL,3,21,20,1019,94,,,,,,,,
"['08:00', '18/01']",18/01 08:00,140,4,9999,,,NIL,3,21,19,1019,88,,,,,,,,
"['09:00', '18/01']",18/01 09:00,110,8,9999,,,8000,5,21,19,1020,88,,,,,,,,
"['10:00', '18/01']",18/01 10:00,100,10,9999,,,2500,5,22,18,1021,78,,,,,,,,
"['11:00', '18/01']",18/01 11:00,100,11,9999,,,3000,5,22,18,1022,78,,,,,,,,
"['12:00', '18/01']",18/01 12:00,90,13,9999,,,3000,5,23,18,1022,73,,,,,,,,
"['13:00', '18/01']",18/01 13:00,100,8,9999,,,1700,5,23,19,1022,78,,,,,,,,
"['14:00', '18/01']",18/01 14:00,80,8,9999,,,3000,5,24,19,1022,74,,,,,,,,
"['15:00', '18/01']",18/01 15:00,90,6,9999,,,1900,5,25,19,1021,69,,,,,,,,
"['16:00', '18/01']",18/01 16:00,60,6,9999,,,2000,5,26,19,1020,65,,,,,,,,
"['17:00', '18/01']",18/01 17:00,60,6,9999,,,2500,5,26,20,1020,70,,,,,,,,
"['18:00', '18/01']",18/01 18:00,90,7,9999,,,8000,5,26,20,1019,70,,,,,,,,
"['19:00', '18/01']",18/01 19:00,70,9,9999,,,8000,5,27,20,1019,66,,,,,,,,
"['20:00', '18/01']",18/01 20:00,90,9,9999,,,NIL,3,26,20,1018,70,,,,,,,,
"['21:00', '18/01']",18/01 21:00,100,10,9999,,,NIL,3,25,20,1018,74,,,,,,,,
"['22:00', '18/01']",18/01 22:00,100,10,9999,,,NIL,NIL,24,20,1019,78,,,,,,,,
"['23:00', '18/01']",18/01 23:00,110,10,9999,,,NIL,NIL,23,19,1019,78,,,,,,,,
