validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vnt_vrb,vis,teto,cobertura,tt,po,qnh,ur,chuva,pancada,vis_setor,vis_setor_dir,vnt_rajada,nevoeiro,trovoada,chuvisco,nevoa_umida
"['16:00', '14/03']",14/03 16:00,290,3,,9999,2000,5,30,24,1014,70,,,,,,,NIL,,
"['17:00', '14/03']",14/03 17:00,320,2,,9999,NIL,3,31,23,1012,63,,,,,,,NIL,,
"['18:00', '14/03']",14/03 18:00,170,6,,9999,NIL,3,29,25,1010,79,,,,,,,NIL,,
"['19:00', '14/03']",14/03 19:00,110,6,,9999,NIL,3,29,25,1009,79,,,,,,,NIL,,
"['19:40', '14/03']",14/03 19:40,260,3,,9999,2000,5,27,23,1009,79,,,,,,,1,,
"['20:00', '14/03']",14/03 20:00,180,4,,9999,2000,5,27,24,1009,84,,,,,,,1,,
"['21:00', '14/03']",14/03 21:00,270,5,,9999,9000,5,25,23,1009,89,,,,,,,1,,
"['22:00', '14/03']",14/03 22:00,0,0,,9999,10000,5,25,23,1009,89,,,,,,,NIL,,
"['23:00', '14/03']",14/03 23:00,0,0,,9999,10000,5,24,24,1010,100,,,,,,,NIL,,
"['00:00', '15/03']",15/03 00:00,0,0,,9999,NIL,3,24,23,1010,94,,,,,,,NIL,,
"['01:00', '15/03']",15/03 01:00,0,0,NIL,9999,NIL,NIL,24,23,1012,94,NIL,NIL,NIL,NIL,,,,,
"['02:00', '15/03']",15/03 02:00,140,1,NIL,9999,NIL,NIL,24,23,1012,94,NIL,NIL,NIL,NIL,,,,,
"['03:00', '15/03']",15/03 03:00,320,1,NIL,9999,NIL,NIL,24,23,1013,94,NIL,NIL,NIL,NIL,,,,,
"['04:00', '15/03']",15/03 04:00,160,2,NIL,9999,NIL,NIL,24,23,1012,94,NIL,NIL,NIL,NIL,,,,,
"['06:00', '15/03']",15/03 06:00,60,2,NIL,9999,NIL,NIL,24,24,1011,100,NIL,NIL,NIL,NIL,,,,,
"['07:00', '15/03']",15/03 07:00,90,3,NIL,9999,NIL,2,24,24,1011,100,NIL,NIL,NIL,NIL,,,,,
"['09:00', '15/03']",15/03 09:00,0,0,NIL,9999,NIL,3,24,23,1011,94,NIL,NIL,NIL,NIL,,,,,
"['10:00', '15/03']",15/03 10:00,300,3,NIL,9999,NIL,3,23,23,1012,100,NIL,NIL,NIL,NIL,,,,,
"['11:00', '15/03']",15/03 11:00,0,0,NIL,9999,10000,5,24,23,1012,94,NIL,NIL,NIL,NIL,,,,,
"['12:00', '15/03']",15/03 12:00,340,2,NIL,9999,NIL,3,26,25,1013,94,NIL,NIL,NIL,NIL,,,,,
"['13:00', '15/03']",15/03 13:00,0,0,NIL,9999,NIL,3,28,25,1014,84,NIL,NIL,NIL,NIL,,,,,
"['14:00', '15/03']",15/03 14:00,40,6,220,9999,10000,5,29,23,1014,70,NIL,NIL,NIL,NIL,,,,,
"['15:00', '15/03']",15/03 15:00,50,5,NIL,9999,NIL,3,31,24,1013,66,NIL,NIL,NIL,NIL,,,,,
"['16:00', '15/03']",15/03 16:00,50,6,230,9999,NIL,3,32,23,1012,59,NIL,NIL,NIL,NIL,,,,,
"['17:00', '15/03']",15/03 17:00,50,11,NIL,9999,1500,5,27,24,1011,84,1,1,2000,135,,,,,
"['18:00', '15/03']",15/03 18:00,70,9,NIL,9999,NIL,3,26,24,1010,89,1,1,NIL,NIL,,,,,
"['19:00', '15/03']",15/03 19:00,30,4,NIL,9999,NIL,2,27,24,1009,84,NIL,NIL,NIL,NIL,,,,,
"['20:00', '15/03']",15/03 20:00,60,4,NIL,9999,NIL,2,28,24,1008,79,NIL,NIL,NIL,NIL,,,,,
"['21:00', '15/03']",15/03 21:00,60,6,NIL,9999,NIL,2,29,24,1007,74,NIL,NIL,NIL,NIL,,,,,
"['22:00', '15/03']",15/03 22:00,0,0,NIL,9999,NIL,2,28,24,1008,79,NIL,NIL,NIL,NIL,,,,,
"['23:00', '15/03']",15/03 23:00,210,3,NIL,9999,NIL,3,26,25,1009,94,NIL,NIL,NIL,NIL,,,,,
"['00:00', '16/03']",16/03 00:00,210,3,NIL,9999,NIL,3,26,25,1010,94,NIL,NIL,NIL,NIL,,,,,
"['01:00', '16/03']",16/03 01:00,0,0,NIL,9999,NIL,3,26,25,1011,94,,,,,,,,,
"['02:00', '16/03']",16/03 02:00,300,3,NIL,9999,NIL,NIL,25,24,1012,94,,,,,,,,,
"['03:00', '16/03']",16/03 03:00,0,0,NIL,9999,NIL,NIL,25,24,1012,94,,,,,,,,,
"['04:00', '16/03']",16/03 04:00,0,0,NIL,9999,NIL,2,24,24,1012,100,,,,,,,,,
"['05:00', '16/03']",16/03 05:00,0,0,NIL,9999,NIL,NIL,24,23,1010,94,,,,,,,,,
"['06:00', '16/03']",16/03 06:00,180,3,NIL,9999,NIL,2,24,24,1010,100,,,,,,,,,
"['07:00', '16/03']",16/03 07:00,170,3,NIL,9999,NIL,3,24,24,1009,100,,,,,,,,,
"['07:13', '16/03']",16/03 07:13,190,3,NIL,9999,500,5,25,24,1009,94,,,,,,,,,
"['08:00', '16/03']",16/03 08:00,180,4,NIL,9999,NIL,3,25,24,1009,94,,,,,,,,,
"['09:00', '16/03']",16/03 09:00,0,0,NIL,9999,NIL,2,24,24,1010,100,,,,,,,,,
"['10:00', '16/03']",16/03 10:00,20,2,NIL,9999,NIL,2,24,23,1010,94,,,,,,,,,
"['11:00', '16/03']",16/03 11:00,110,3,NIL,9999,NIL,2,25,24,1011,94,,,,,,,,,
"['12:00', '16/03']",16/03 12:00,140,4,NIL,9999,NIL,3,26,24,1012,89,,,,,,,,,
"['13:00', '16/03']",16/03 13:00,180,6,NIL,9999,1000,5,26,24,1013,89,,,,,,,,,
"['14:00', '16/03']",16/03 14:00,180,4,NIL,9999,1300,5,28,24,1013,79,,,,,,,,,
"['15:00', '16/03']",16/03 15:00,170,6,190,9999,1300,5,27,25,1012,89,,,,,,,,,
"['16:00', '16/03']",16/03 16:00,110,4,NIL,9999,2000,5,28,24,1012,79,,,,,,,,,
"['17:00', '16/03']",16/03 17:00,140,2,NIL,9999,NIL,3,29,25,1010,79,,,,,,,,,
"['18:00', '16/03']",16/03 18:00,10,5,NIL,9999,NIL,3,31,24,1009,66,,,,,,,,,
"['19:00', '16/03']",16/03 19:00,360,5,NIL,9999,NIL,3,33,24,1008,59,,,,,,,,,
"['20:00', '16/03']",16/03 20:00,30,6,NIL,9999,NIL,3,32,23,1007,59,,,,,,,,,
"['21:00', '16/03']",16/03 21:00,90,6,NIL,9999,NIL,2,30,24,1006,70,,,,,,,,,
"['22:00', '16/03']",16/03 22:00,50,5,NIL,9999,NIL,2,29,24,1006,74,,,,,,,,,
"['23:00', '16/03']",16/03 23:00,360,7,NIL,9999,NIL,2,28,24,1007,79,,,,,,,,,
"['00:00', '17/03']",17/03 00:00,350,7,NIL,9999,NIL,2,26,23,1008,84,,,,,,,,,
"['01:00', '17/03']",17/03 01:00,20,4,NIL,9999,NIL,NIL,26,23,1010,84,,,,,,,,,
"['02:00', '17/03']",17/03 02:00,340,4,NIL,9999,NIL,NIL,25,23,1010,89,,,,,,,,,
"['03:00', '17/03']",17/03 03:00,20,3,NIL,9999,NIL,NIL,25,22,1010,83,,,,,,,,,
"['04:00', '17/03']",17/03 04:00,10,4,NIL,9999,NIL,NIL,25,22,1010,83,,,,,,,,,
"['05:00', '17/03']",17/03 05:00,350,2,NIL,9999,NIL,NIL,23,22,1009,94,,,,,,,,,
"['06:00', '17/03']",17/03 06:00,0,0,NIL,9999,NIL,NIL,23,22,1009,94,,,,,,,,,
"['07:00', '17/03']",17/03 07:00,260,2,NIL,9999,NIL,NIL,23,22,1009,94,,,,,,,,,
"['08:00', '17/03']",17/03 08:00,10,2,NIL,9999,NIL,NIL,23,22,1009,94,,,,,,,,,
"['09:00', '17/03']",17/03 09:00,0,0,NIL,9999,NIL,NIL,22,22,1009,100,,,,,,,,,
"['10:00', '17/03']",17/03 10:00,50,1,NIL,9999,9000,5,23,22,1010,94,,,,,,,,,
"['11:00', '17/03']",17/03 11:00,330,3,NIL,9999,8000,5,23,22,1011,94,,,,,,,,,
"['12:00', '17/03']",17/03 12:00,340,3,NIL,9999,10000,5,25,23,1012,89,,,,,,,,,
"['13:00', '17/03']",17/03 13:00,320,6,NIL,9999,10000,5,27,24,1012,84,,,,,,,,,
"['14:00', '17/03']",17/03 14:00,350,7,NIL,9999,10000,5,29,24,1013,74,,,,,,,,,
"['15:00', '17/03']",17/03 15:00,340,8,NIL,9999,NIL,3,30,23,1012,66,,,,,,,,,
"['16:00', '17/03']",17/03 16:00,340,6,NIL,9999,2000,5,31,23,1011,63,,,,,,,,,
"['17:00', '17/03']",17/03 17:00,360,7,NIL,9999,NIL,3,28,23,1010,74,,,,,,,,,
"['18:00', '17/03']",17/03 18:00,360,8,180,9999,NIL,3,29,23,1008,70,,,,,,,,,
"['19:00', '17/03']",17/03 19:00,350,8,165,9999,NIL,3,29,23,1007,70,,,,,,,,,
"['20:00', '17/03']",17/03 20:00,340,9,150,9999,NIL,3,29,24,1007,74,,,,,,,,,
"['21:00', '17/03']",17/03 21:00,310,3,NIL,9999,NIL,3,29,24,1007,74,,,,,,,,,
"['22:00', '17/03']",17/03 22:00,330,3,NIL,9999,NIL,3,28,24,1008,79,,,,,,,,,
"['23:00', '17/03']",17/03 23:00,220,2,NIL,9999,NIL,3,26,25,1009,94,,,,,,,,,
"['00:00', '18/03']",18/03 00:00,210,2,NIL,9999,10000,5,26,25,1010,94,,,,,,,,,
"['01:00', '18/03']",18/03 01:00,210,4,NIL,9999,NIL,3,26,25,1010,94,NIL,,,,NIL,,NIL,,
"['02:00', '18/03']",18/03 02:00,0,0,NIL,9999,10000,5,26,25,1011,94,NIL,,,,NIL,,NIL,,
"['03:00', '18/03']",18/03 03:00,0,0,NIL,9999,10000,5,26,25,1011,94,NIL,,,,NIL,,NIL,,
"['04:00', '18/03']",18/03 04:00,190,4,NIL,9999,10000,5,26,25,1011,94,NIL,,,,NIL,,NIL,,
"['05:00', '18/03']",18/03 05:00,210,6,NIL,9999,9000,5,26,24,1010,89,NIL,,,,NIL,,NIL,,
"['05:25', '18/03']",18/03 05:25,350,5,NIL,2000,8000,5,26,24,1010,89,1,,,,NIL,,1,,
"['05:33', '18/03']",18/03 05:33,350,11,170,1000,600,5,22,21,1011,94,1,,,,24,,1,,
"['06:00', '18/03']",18/03 06:00,340,8,160,2000,8000,5,21,21,1011,100,1,,,,NIL,,1,,
"['06:17', '18/03']",18/03 06:17,300,5,295,5000,7000,5,21,21,1011,100,1,,,,NIL,,1,,
"['07:00', '18/03']",18/03 07:00,270,3,NIL,7000,7000,5,21,21,1010,100,1,,,,NIL,,1,,
"['08:00', '18/03']",18/03 08:00,300,3,NIL,6000,7000,5,22,21,1010,94,1,,,,NIL,,1,,
"['09:00', '18/03']",18/03 09:00,0,0,NIL,8000,8000,5,22,21,1010,94,1,,,,NIL,,1,,
"['10:00', '18/03']",18/03 10:00,0,0,NIL,8000,8000,5,22,21,1011,94,1,,,,NIL,,NIL,,
"['11:00', '18/03']",18/03 11:00,0,0,NIL,8000,9000,5,22,22,1012,100,1,,,,NIL,,NIL,,
"['12:00', '18/03']",18/03 12:00,20,2,NIL,9999,8000,8,22,22,1013,100,1,,,,NIL,,NIL,,
"['13:00', '18/03']",18/03 13:00,0,0,NIL,9999,8000,8,23,22,1013,94,1,,,,NIL,,NIL,,
"['14:00', '18/03']",18/03 14:00,310,2,NIL,9999,8000,8,23,23,1013,100,1,,,,NIL,,NIL,,
"['15:00', '18/03']",18/03 15:00,280,3,NIL,9999,7000,8,23,23,1013,100,1,,,,NIL,,NIL,,
"['16:00', '18/03']",18/03 16:00,240,3,NIL,9999,7000,8,24,23,1013,94,1,,,,NIL,,NIL,,
"['17:00', '18/03']",18/03 17:00,230,4,NIL,9999,8000,5,24,24,1012,100,1,,,,NIL,,NIL,,
"['17:10', '18/03']",18/03 17:10,210,4,NIL,9999,500,5,24,23,1012,94,1,,,,NIL,,NIL,,
"['18:00', '18/03']",18/03 18:00,220,6,NIL,9999,8000,5,25,24,1011,94,1,,,,NIL,,NIL,,
"['19:00', '18/03']",18/03 19:00,230,5,NIL,9999,600,5,25,24,1011,94,1,,,,NIL,,NIL,,
"['20:00', '18/03']",18/03 20:00,200,4,NIL,9999,10000,5,25,24,1010,94,NIL,,,,NIL,,NIL,,
"['21:00', '18/03']",18/03 21:00,0,0,NIL,9999,10000,5,25,24,1009,94,NIL,,,,NIL,,NIL,,
"['22:00', '18/03']",18/03 22:00,360,4,NIL,9999,10000,5,25,24,1009,94,NIL,,,,NIL,,NIL,,
"['23:00', '18/03']",18/03 23:00,230,2,NIL,9999,10000,5,24,23,1009,94,NIL,,,,NIL,,NIL,,
"['00:00', '19/03']",19/03 00:00,270,1,NIL,9999,10000,5,24,23,1010,94,NIL,,,,NIL,,NIL,,
"['01:00', '19/03']",19/03 01:00,0,0,,9999,NIL,NIL,23,23,1010,100,NIL,,,,NIL,,NIL,,
"['02:00', '19/03']",19/03 02:00,0,0,,9999,NIL,NIL,24,23,1011,94,NIL,,,,NIL,,NIL,,
"['03:00', '19/03']",19/03 03:00,80,2,,9999,NIL,NIL,24,23,1011,94,NIL,,,,NIL,,NIL,,
"['04:00', '19/03']",19/03 04:00,0,0,,9999,NIL,NIL,24,23,1011,94,NIL,,,,NIL,,NIL,,
"['05:00', '19/03']",19/03 05:00,80,3,,9999,NIL,NIL,24,23,1010,94,NIL,,,,NIL,,NIL,,
"['06:00', '19/03']",19/03 06:00,110,2,,9999,NIL,NIL,24,23,1010,94,NIL,,,,NIL,,NIL,,
"['07:00', '19/03']",19/03 07:00,0,0,,9999,NIL,NIL,23,23,1009,100,NIL,,,,NIL,,NIL,,
"['08:00', '19/03']",19/03 08:00,60,2,,9999,NIL,NIL,23,23,1009,100,NIL,,,,NIL,,NIL,,
"['09:00', '19/03']",19/03 09:00,120,2,,9999,NIL,NIL,23,23,1010,100,NIL,,,,NIL,,NIL,,
"['10:00', '19/03']",19/03 10:00,100,3,,9999,NIL,3,24,23,1010,94,NIL,,,,NIL,,NIL,,
"['11:00', '19/03']",19/03 11:00,100,3,,9999,10000,5,24,24,1011,100,NIL,,,,NIL,,NIL,,
"['12:00', '19/03']",19/03 12:00,120,3,,9999,9000,5,25,23,1012,89,NIL,,,,NIL,,NIL,,
"['12:10', '19/03']",19/03 12:10,120,4,,9999,700,5,25,24,1012,94,NIL,,,,NIL,,NIL,,
"['13:00', '19/03']",19/03 13:00,90,5,,9999,900,5,26,24,1013,89,NIL,,,,NIL,,NIL,,
"['14:00', '19/03']",19/03 14:00,110,4,,9999,1200,5,27,24,1013,84,NIL,,,,NIL,,NIL,,
"['14:10', '19/03']",19/03 14:10,80,4,,9999,1500,5,28,24,1013,79,NIL,,,,NIL,,NIL,,
"['15:00', '19/03']",19/03 15:00,60,4,,9999,10000,5,29,24,1013,74,NIL,,,,NIL,,NIL,,
"['16:00', '19/03']",19/03 16:00,50,4,,9999,NIL,3,31,24,1012,66,NIL,,,,NIL,,NIL,,
"['17:00', '19/03']",19/03 17:00,10,3,,9999,NIL,3,30,24,1011,70,NIL,,,,NIL,,NIL,,
"['18:00', '19/03']",19/03 18:00,290,5,,9999,NIL,3,32,24,1009,63,NIL,,,,NIL,,NIL,,
"['20:00', '19/03']",19/03 20:00,10,5,,8000,10000,5,26,23,1008,84,1,,,,20,,NIL,,
"['20:09', '19/03']",19/03 20:09,350,10,,3000,10000,5,25,23,1008,89,1,,,,NIL,,1,,
"['20:20', '19/03']",19/03 20:20,350,9,,9999,NIL,3,24,23,1008,94,1,,,,NIL,,1,,
"['21:00', '19/03']",19/03 21:00,340,6,,9999,NIL,3,26,24,1008,89,NIL,,,,NIL,,NIL,,
"['22:00', '19/03']",19/03 22:00,0,0,,9999,NIL,2,25,24,1007,94,NIL,,,,NIL,,NIL,,
"['23:00', '19/03']",19/03 23:00,30,5,,9999,NIL,2,25,24,1008,94,NIL,,,,NIL,,NIL,,
"['00:00', '20/03']",20/03 00:00,60,5,,9999,NIL,NIL,25,24,1009,94,NIL,,,,NIL,,NIL,,
"['01:00', '20/03']",20/03 01:00,40,4,,9999,NIL,NIL,25,23,1009,89,NIL,,NIL,NIL,,,NIL,,
"['03:00', '20/03']",20/03 03:00,350,3,,9999,NIL,NIL,24,23,1010,94,NIL,,NIL,NIL,,,NIL,,
"['04:00', '20/03']",20/03 04:00,10,3,,9999,NIL,NIL,24,23,1010,94,NIL,,NIL,NIL,,,NIL,,
"['05:00', '20/03']",20/03 05:00,20,3,,9999,NIL,NIL,24,22,1010,89,NIL,,NIL,NIL,,,NIL,,
"['06:00', '20/03']",20/03 06:00,30,3,,9999,NIL,NIL,24,22,1009,89,NIL,,NIL,NIL,,,NIL,,
"['07:00', '20/03']",20/03 07:00,40,2,,9999,NIL,NIL,23,22,1009,94,NIL,,NIL,NIL,,,NIL,,
"['08:00', '20/03']",20/03 08:00,30,3,,9999,NIL,NIL,24,22,1009,89,NIL,,NIL,NIL,,,NIL,,
"['09:00', '20/03']",20/03 09:00,50,3,,9999,NIL,NIL,23,22,1010,94,NIL,,NIL,NIL,,,NIL,,
"['10:00', '20/03']",20/03 10:00,50,4,,9999,NIL,2,23,22,1010,94,NIL,,NIL,NIL,,,NIL,,
"['11:00', '20/03']",20/03 11:00,40,7,,9999,NIL,2,25,23,1011,89,NIL,,NIL,NIL,,,NIL,,
"['12:00', '20/03']",20/03 12:00,50,10,,9999,NIL,2,26,24,1012,89,NIL,,NIL,NIL,,,NIL,,
"['13:00', '20/03']",20/03 13:00,30,8,,9999,NIL,2,29,24,1013,74,NIL,,NIL,NIL,,,NIL,,
"['14:00', '20/03']",20/03 14:00,20,7,,9999,NIL,3,30,23,1013,66,NIL,,NIL,NIL,,,NIL,,
"['15:00', '20/03']",20/03 15:00,10,8,,9999,2000,5,30,24,1013,70,NIL,,NIL,NIL,,,NIL,,
"['16:00', '20/03']",20/03 16:00,10,8,,9999,2000,5,31,22,1012,59,NIL,,NIL,NIL,,,NIL,,
"['17:00', '20/03']",20/03 17:00,350,7,,9999,NIL,3,31,22,1011,59,NIL,,NIL,NIL,,,NIL,,
"['18:00', '20/03']",20/03 18:00,350,7,,9999,NIL,3,31,22,1010,59,NIL,,NIL,NIL,,,NIL,,
"['19:00', '20/03']",20/03 19:00,360,6,,9999,NIL,3,32,23,1009,59,NIL,,NIL,NIL,,,NIL,,
"['20:00', '20/03']",20/03 20:00,310,4,,9999,NIL,3,32,22,1009,56,NIL,,NIL,NIL,,,NIL,,
"['21:00', '20/03']",20/03 21:00,220,9,,9999,NIL,3,29,24,1009,74,NIL,,NIL,NIL,,,NIL,,
"['22:00', '20/03']",20/03 22:00,140,5,,9999,10000,5,28,24,1010,79,NIL,,NIL,NIL,,,NIL,,
"['22:15', '20/03']",20/03 22:15,110,9,,9999,10000,5,26,23,1010,84,1,,NIL,NIL,,,1,,
"['23:00', '20/03']",20/03 23:00,270,7,,900,400,5,24,23,1012,94,1,,NIL,NIL,,,1,,
"['23:23', '20/03']",20/03 23:23,190,13,,5000,400,5,22,22,1012,100,1,,2000,270,,,1,,
"['00:00', '21/03']",21/03 00:00,180,7,,9999,1200,5,22,22,1012,100,1,,NIL,NIL,,,1,,
"['00:18', '21/03']",21/03 00:18,200,8,,9999,600,5,23,23,1013,100,NIL,,NIL,NIL,,,NIL,,
"['01:00', '21/03']",21/03 01:00,210,7,NIL,9999,800,5,23,23,1013,100,NIL,,,,,,NIL,,
"['02:00', '21/03']",21/03 02:00,150,5,NIL,9999,8000,5,23,23,1013,100,NIL,,,,,,NIL,,
"['03:00', '21/03']",21/03 03:00,110,5,NIL,9999,700,5,23,23,1012,100,NIL,,,,,,NIL,,
"['04:00', '21/03']",21/03 04:00,160,3,NIL,9999,10000,5,23,23,1012,100,NIL,,,,,,NIL,,
"['05:00', '21/03']",21/03 05:00,110,4,NIL,9999,10000,5,22,23,1011,100,NIL,,,,,,NIL,,
"['06:00', '21/03']",21/03 06:00,90,3,NIL,9999,10000,5,23,23,1011,100,NIL,,,,,,NIL,,
"['07:00', '21/03']",21/03 07:00,100,4,NIL,9999,10000,5,23,22,1010,94,NIL,,,,,,NIL,,
"['08:00', '21/03']",21/03 08:00,120,1,NIL,9999,NIL,3,23,22,1010,94,NIL,,,,,,NIL,,
"['09:00', '21/03']",21/03 09:00,70,4,NIL,9999,NIL,3,23,22,1010,94,NIL,,,,,,NIL,,
"['10:00', '21/03']",21/03 10:00,70,6,NIL,9999,NIL,3,23,22,1011,94,NIL,,,,,,NIL,,
"['11:00', '21/03']",21/03 11:00,80,3,NIL,9999,10000,5,24,23,1012,94,NIL,,,,,,NIL,,
"['12:00', '21/03']",21/03 12:00,80,4,NIL,9999,10000,5,24,23,1013,94,NIL,,,,,,NIL,,
"['13:00', '21/03']",21/03 13:00,70,5,NIL,9999,10000,5,26,24,1014,89,NIL,,,,,,NIL,,
"['14:00', '21/03']",21/03 14:00,40,10,210,9999,10000,5,28,24,1015,79,NIL,,,,,,NIL,,
"['15:00', '21/03']",21/03 15:00,80,10,60,9999,1900,5,28,23,1015,74,NIL,,,,,,NIL,,
"['16:00', '21/03']",21/03 16:00,40,10,NIL,9999,2000,5,28,23,1014,74,NIL,,,,,,NIL,,
"['17:00', '21/03']",21/03 17:00,70,8,NIL,9999,2500,5,28,23,1013,74,NIL,,,,,,NIL,,
"['17:35', '21/03']",21/03 17:35,70,18,NIL,3000,1000,5,24,23,1012,94,1,,,,,,1,,
"['18:00', '21/03']",21/03 18:00,70,12,NIL,9999,10000,5,23,23,1012,100,1,,,,,,1,,
"['19:00', '21/03']",21/03 19:00,50,7,NIL,9999,8000,5,26,24,1010,89,NIL,,,,,,NIL,,
"['20:00', '21/03']",21/03 20:00,340,5,NIL,9999,8000,5,27,23,1009,79,NIL,,,,,,NIL,,
"['21:00', '21/03']",21/03 21:00,290,4,NIL,9999,10000,5,27,24,1009,84,NIL,,,,,,NIL,,
"['22:00', '21/03']",21/03 22:00,330,5,NIL,9999,NIL,2,26,23,1010,84,NIL,,,,,,NIL,,
"['23:00', '21/03']",21/03 23:00,10,3,NIL,9999,NIL,2,25,23,1010,89,NIL,,,,,,NIL,,
"['00:00', '22/03']",22/03 00:00,10,3,NIL,9999,NIL,2,24,23,1011,94,NIL,,,,,,NIL,,
"['01:00', '22/03']",22/03 01:00,330,3,,9999,NIL,3,24,23,1012,94,,,,,,,,,
"['02:00', '22/03']",22/03 02:00,10,2,,9999,NIL,3,24,23,1013,94,,,,,,,,,
"['03:00', '22/03']",22/03 03:00,330,2,,9999,NIL,NIL,23,22,1013,94,,,,,,,,,
"['04:00', '22/03']",22/03 04:00,300,2,,9999,NIL,NIL,23,22,1013,94,,,,,,,,,
"['05:00', '22/03']",22/03 05:00,360,1,,9999,NIL,NIL,23,22,1012,94,,,,,,,,,
"['06:00', '22/03']",22/03 06:00,310,2,,9999,NIL,NIL,23,22,1012,94,,,,,,,,,
"['07:00', '22/03']",22/03 07:00,350,2,,9999,NIL,NIL,22,22,1011,100,,,,,,,,,
"['08:00', '22/03']",22/03 08:00,350,2,,9999,NIL,NIL,22,22,1011,100,,,,,,,,,
"['09:00', '22/03']",22/03 09:00,30,3,,9999,NIL,NIL,23,22,1012,94,,,,,,,,,
"['10:00', '22/03']",22/03 10:00,40,3,,9999,NIL,NIL,23,22,1012,94,,,,,,,,,
"['11:00', '22/03']",22/03 11:00,360,3,,9999,NIL,NIL,23,22,1012,94,,,,,,,,,
"['12:00', '22/03']",22/03 12:00,360,4,,9999,NIL,2,25,23,1013,89,,,,,,,,,
"['13:00', '22/03']",22/03 13:00,10,3,,9999,NIL,2,28,23,1013,74,,,,,,,,,
"['14:00', '22/03']",22/03 14:00,20,5,,9999,NIL,3,29,23,1014,70,,,,,,,,,
"['15:00', '22/03']",22/03 15:00,20,6,,9999,NIL,3,30,22,1013,62,,,,,,,,,
"['16:00', '22/03']",22/03 16:00,30,6,,9999,2000,5,31,22,1012,59,,,,,,,,,
"['17:00', '22/03']",22/03 17:00,110,5,,9999,NIL,3,28,24,1011,79,,,,,,,,,
"['18:00', '22/03']",22/03 18:00,320,4,,9999,NIL,3,28,25,1009,84,,,,,,,,,
"['19:00', '22/03']",22/03 19:00,350,4,,9999,NIL,3,32,24,1007,63,,,,,,,,,
"['20:00', '22/03']",22/03 20:00,100,3,,9999,NIL,3,31,23,1006,63,,,,,,,,,
"['21:00', '22/03']",22/03 21:00,180,3,,9999,NIL,3,32,24,1007,63,,,,,,,,,
"['22:00', '22/03']",22/03 22:00,30,6,,9999,NIL,3,29,23,1008,70,,,,,,,,,
"['23:00', '22/03']",22/03 23:00,30,2,,9999,8000,5,28,24,1009,79,,,,,,,,,
"['00:00', '23/03']",23/03 00:00,0,0,,9999,NIL,NIL,26,24,1010,89,,,,,,,,,
"['01:00', '23/03']",23/03 01:00,0,0,,9999,NIL,NIL,26,24,1011,89,NIL,,,,,,NIL,,
"['02:00', '23/03']",23/03 02:00,0,0,,9999,NIL,NIL,25,24,1012,94,NIL,,,,,,NIL,,
"['03:00', '23/03']",23/03 03:00,0,0,,9999,NIL,NIL,25,23,1012,89,NIL,,,,,,NIL,,
"['04:00', '23/03']",23/03 04:00,310,4,,9999,NIL,NIL,24,23,1012,94,NIL,,,,,,NIL,,
"['05:00', '23/03']",23/03 05:00,10,3,,9999,NIL,3,25,23,1011,89,NIL,,,,,,NIL,,
"['06:00', '23/03']",23/03 06:00,30,7,,9999,NIL,2,25,23,1010,89,NIL,,,,,,NIL,,
"['06:32', '23/03']",23/03 06:32,50,12,,2000,NIL,3,25,23,1010,89,1,,,,,,1,,
"['07:00', '23/03']",23/03 07:00,40,13,,5000,8000,5,23,22,1010,94,1,,,,,,1,,
"['08:00', '23/03']",23/03 08:00,50,6,,9999,9000,5,23,22,1010,94,1,,,,,,1,,
"['09:00', '23/03']",23/03 09:00,50,5,,9999,9000,5,23,22,1010,94,NIL,,,,,,NIL,,
"['10:00', '23/03']",23/03 10:00,0,0,,9999,9000,5,23,22,1011,94,NIL,,,,,,NIL,,
"['11:00', '23/03']",23/03 11:00,70,4,,9999,9000,5,24,23,1012,94,NIL,,,,,,NIL,,
"['12:00', '23/03']",23/03 12:00,60,8,,9999,9000,5,24,23,1013,94,NIL,,,,,,NIL,,
"['12:28', '23/03']",23/03 12:28,30,8,,4000,1500,5,24,23,1013,94,1,,,,,,NIL,,
"['13:00', '23/03']",23/03 13:00,20,4,,9999,9000,5,24,23,1013,94,1,,,,,,NIL,,
"['14:00', '23/03']",23/03 14:00,30,4,,9999,9000,5,27,24,1014,84,NIL,,,,,,NIL,,
"['15:00', '23/03']",23/03 15:00,60,6,,9999,1700,5,29,24,1013,74,NIL,,,,,,NIL,,
"['16:00', '23/03']",23/03 16:00,90,8,,9999,2000,5,29,24,1012,74,NIL,,,,,,NIL,,
"['17:00', '23/03']",23/03 17:00,70,6,,9999,2000,5,27,24,1011,84,NIL,,,,,,NIL,,
"['18:00', '23/03']",23/03 18:00,200,5,,9999,NIL,3,28,25,1010,84,NIL,,,,,,NIL,,
"['18:49', '23/03']",23/03 18:49,240,9,,9999,NIL,3,25,24,1009,94,NIL,,,,,,1,,
"['19:00', '23/03']",23/03 19:00,250,9,,9999,NIL,3,25,24,1009,94,NIL,,,,,,1,,
"['21:00', '23/03']",23/03 21:00,240,4,,9999,10000,5,25,24,1009,94,NIL,,,,,,NIL,,
"['22:00', '23/03']",23/03 22:00,250,4,,9999,10000,5,25,24,1010,94,NIL,,,,,,NIL,,
