validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vis,cobertura,tt,po,qnh,ur,vis_setor,vis_setor_dir,chuva,teto,trovoada,nevoa_umida,vnt_vrb,pancada,nevoa_seca,chuvisco,vnt_rajada,nevoeiro
"['23:00', '10/01']",10/01 23:00,120,7,9999,2,28,24,1008,79,,,,,,,,,,,,
"['00:00', '11/01']",11/01 00:00,260,1,9999,NIL,28,24,1009,79,,,,,,,,,,,,
"['01:00', '11/01']",11/01 01:00,250,3,9999,NIL,29,24,1009,74,,,,NIL,,,,,,,,
"['02:00', '11/01']",11/01 02:00,70,3,9999,NIL,28,24,1009,79,,,,NIL,,,,,,,,
"['03:00', '11/01']",11/01 03:00,330,5,9999,NIL,28,25,1009,84,,,,NIL,,,,,,,,
"['04:00', '11/01']",11/01 04:00,320,4,9999,NIL,28,25,1008,84,,,,NIL,,,,,,,,
"['05:00', '11/01']",11/01 05:00,90,3,9999,NIL,28,25,1008,84,,,,NIL,,,,,,,,
"['06:00', '11/01']",11/01 06:00,120,3,9999,NIL,27,24,1008,84,,,,NIL,,,,,,,,
"['07:00', '11/01']",11/01 07:00,140,2,9999,NIL,27,24,1008,84,,,,NIL,,,,,,,,
"['08:00', '11/01']",11/01 08:00,130,2,9999,NIL,27,24,1008,84,,,,NIL,,,,,,,,
"['09:00', '11/01']",11/01 09:00,120,4,9999,NIL,28,24,1008,79,,,,NIL,,,,,,,,
"['10:00', '11/01']",11/01 10:00,310,1,9999,NIL,25,23,1009,89,,,,NIL,,,,,,,,
"['11:00', '11/01']",11/01 11:00,300,1,9999,NIL,29,24,1009,74,,,,NIL,,,,,,,,
"['12:00', '11/01']",11/01 12:00,280,3,9999,NIL,33,23,1009,56,,,,NIL,,,,,,,,
"['13:00', '11/01']",11/01 13:00,350,3,9999,3,34,23,1009,53,,,,NIL,,,,,,,,
"['14:00', '11/01']",11/01 14:00,200,4,9999,3,35,22,1007,47,,,,NIL,,,,,,,,
"['15:00', '11/01']",11/01 15:00,20,7,9999,3,36,23,1008,47,,,,NIL,,,,,,,,
"['16:00', '11/01']",11/01 16:00,110,5,9999,2,37,23,1007,45,,,,NIL,,,,,,,,
"['17:00', '11/01']",11/01 17:00,10,6,9999,2,37,22,1006,42,,,,NIL,,,,,,,,
"['18:00', '11/01']",11/01 18:00,90,12,9999,2,37,23,1006,45,,,,NIL,,,,,,,,
"['19:00', '11/01']",11/01 19:00,130,12,9999,2,34,24,1006,56,,,,NIL,,,,,,,,
"['20:00', '11/01']",11/01 20:00,130,14,9999,2,33,24,1005,59,,,,NIL,,,,,,,,
"['21:00', '11/01']",11/01 21:00,90,7,9999,3,32,22,1006,56,,,,NIL,,,,,,,,
"['22:00', '11/01']",11/01 22:00,80,6,9999,5,32,24,1007,63,,,,8000,,,,,,,,
"['23:00', '11/01']",11/01 23:00,250,6,9999,3,31,22,1009,59,,,,NIL,,,,,,,,
"['00:00', '12/01']",12/01 00:00,240,12,9999,3,30,23,1010,66,,,,NIL,,,,,,,,
"['01:00', '12/01']",12/01 01:00,210,4,9999,3,29,23,1010,70,,,,NIL,,,,,,,,
"['02:00', '12/01']",12/01 02:00,250,10,9999,3,29,23,1010,70,,,,NIL,,,,,,,,
"['03:00', '12/01']",12/01 03:00,230,10,9999,5,28,23,1010,74,,,,10000,,,,,,,,
"['04:00', '12/01']",12/01 04:00,210,9,9999,5,28,23,1010,74,,,,10000,,,,,,,,
"['05:00', '12/01']",12/01 05:00,210,8,9999,5,27,23,1010,79,,,,10000,,,,,,,,
"['06:00', '12/01']",12/01 06:00,190,5,9999,5,27,23,1010,79,,,,10000,,,,,,,,
"['07:00', '12/01']",12/01 07:00,190,7,9999,3,26,24,1009,89,,,,NIL,,,,,,,,
"['08:00', '12/01']",12/01 08:00,200,8,9999,3,26,24,1009,89,,,,NIL,,,,,,,,
"['09:00', '12/01']",12/01 09:00,290,4,9999,NIL,27,23,1009,79,,,,NIL,,,,,,,,
"['10:00', '12/01']",12/01 10:00,340,5,9999,NIL,28,24,1010,79,,,,NIL,,,,,,,,
"['11:00', '12/01']",12/01 11:00,140,5,9999,NIL,29,24,1011,74,,,,NIL,,,,,,,,
"['12:00', '12/01']",12/01 12:00,40,6,9999,NIL,31,24,1011,66,,,,NIL,,,,,,,,
"['13:00', '12/01']",12/01 13:00,60,7,9999,5,32,24,1012,63,,,,10000,,,,,,,,
"['14:00', '12/01']",12/01 14:00,200,8,9999,5,32,23,1012,59,,,,10000,,,,,,,,
"['15:00', '12/01']",12/01 15:00,200,10,9999,5,31,24,1012,66,,,,10000,,,,,,,,
"['16:00', '12/01']",12/01 16:00,200,14,9999,5,31,24,1011,66,,,,10000,,,,,,,,
"['17:00', '12/01']",12/01 17:00,210,11,9999,3,32,24,1011,63,,,,NIL,,,,,,,,
"['18:00', '12/01']",12/01 18:00,210,12,9999,5,32,24,1011,63,,,,4000,,,,,,,,
"['19:00', '12/01']",12/01 19:00,200,10,9999,5,31,23,1011,63,,,,5000,,,,,,,,
"['20:00', '12/01']",12/01 20:00,200,10,9999,8,30,22,1011,62,,,,4000,,,,,,,,
"['21:00', '12/01']",12/01 21:00,210,9,9999,8,29,22,1011,66,,,,3000,,,,,,,,
"['22:00', '12/01']",12/01 22:00,230,12,9999,8,29,23,1011,70,,,,4000,,,,,,,,
"['23:00', '12/01']",12/01 23:00,210,11,9999,8,29,22,1012,66,,,,4000,,,,,,,,
"['00:00', '13/01']",13/01 00:00,240,9,9999,5,29,22,1013,66,,,,4000,,,,,,,,
"['01:00', '13/01']",13/01 01:00,220,9,9999,5,28,23,1013,74,,,NIL,3000,,NIL,,,,,,
"['02:00', '13/01']",13/01 02:00,280,8,9999,5,28,23,1013,74,,,NIL,4300,,NIL,,,,,,
"['03:00', '13/01']",13/01 03:00,270,11,9999,5,27,24,1013,84,,,NIL,2300,,NIL,,,,,,
"['03:06', '13/01']",13/01 03:06,260,10,4000,5,27,24,1013,84,,,1,2300,,NIL,,,,,,
"['04:00', '13/01']",13/01 04:00,260,10,9999,5,26,24,1012,89,,,NIL,5000,,NIL,,,,,,
"['05:00', '13/01']",13/01 05:00,240,12,4000,5,25,23,1012,89,,,1,2300,,NIL,,,,,,
"['05:10', '13/01']",13/01 05:10,230,13,3000,5,24,23,1012,94,,,1,2300,,NIL,,,,,,
"['05:20', '13/01']",13/01 05:20,220,12,2200,5,24,23,1012,94,,,1,1100,,NIL,,,,,,
"['06:00', '13/01']",13/01 06:00,280,4,8000,5,24,23,1012,94,,,1,2700,,NIL,,,,,,
"['06:25', '13/01']",13/01 06:25,270,7,4000,5,25,23,1012,89,,,1,900,,NIL,,,,,,
"['07:00', '13/01']",13/01 07:00,270,9,8000,5,25,23,1012,89,,,NIL,1300,,NIL,,,,,,
"['08:00', '13/01']",13/01 08:00,280,9,8000,5,25,23,1012,89,,,NIL,1900,,NIL,,,,,,
"['09:00', '13/01']",13/01 09:00,300,9,8000,5,25,23,1013,89,,,NIL,1100,,NIL,,,,,,
"['09:25', '13/01']",13/01 09:25,260,9,2000,5,25,24,1013,94,,,1,500,,NIL,,,,,,
"['10:00', '13/01']",13/01 10:00,250,8,2000,5,25,24,1014,94,,,1,400,,1,,,,,,
"['11:00', '13/01']",13/01 11:00,130,2,7000,8,25,23,1014,89,,,1,700,,NIL,,,,,,
"['12:00', '13/01']",13/01 12:00,360,3,9999,8,25,24,1015,94,,,NIL,2500,,NIL,,,,,,
"['13:00', '13/01']",13/01 13:00,340,6,9999,8,26,23,1015,84,,,NIL,3000,,NIL,,,,,,
"['14:00', '13/01']",13/01 14:00,330,6,6000,8,25,23,1015,89,,,1,1600,,NIL,,,,,,
"['15:00', '13/01']",13/01 15:00,310,5,8000,8,26,23,1015,84,,,1,3000,,NIL,,,,,,
"['16:00', '13/01']",13/01 16:00,360,4,6000,8,25,23,1014,89,,,1,3000,,NIL,,,,,,
"['17:00', '13/01']",13/01 17:00,20,6,7000,8,26,23,1014,84,,,NIL,5000,,NIL,,,,,,
"['18:00', '13/01']",13/01 18:00,20,6,7000,8,26,23,1013,84,,,NIL,5000,,NIL,,,,,,
"['19:00', '13/01']",13/01 19:00,360,4,9000,8,26,23,1013,84,,,NIL,5000,,NIL,,,,,,
"['20:00', '13/01']",13/01 20:00,10,3,9999,8,26,23,1013,84,,,NIL,2700,,NIL,,,,,,
"['21:00', '13/01']",13/01 21:00,120,7,9000,8,26,21,1013,74,,,NIL,2100,,NIL,,,,,,
"['22:00', '13/01']",13/01 22:00,230,6,9000,8,25,23,1014,89,,,NIL,3000,,NIL,,,,,,
"['23:00', '13/01']",13/01 23:00,140,5,9000,8,25,23,1015,89,,,NIL,1700,,NIL,,,,,,
"['00:00', '14/01']",14/01 00:00,120,10,9000,8,24,22,1015,89,,,NIL,2000,,NIL,,,,,,
"['01:00', '14/01']",14/01 01:00,160,5,9000,8,24,22,1016,89,,,,2700,,,,,,,,
"['02:00', '14/01']",14/01 02:00,110,7,9999,5,25,22,1015,83,,,,3500,,,,,,,,
"['03:00', '14/01']",14/01 03:00,60,6,9999,5,24,22,1016,89,,,,4500,,,,,,,,
"['04:00', '14/01']",14/01 04:00,50,3,9999,5,24,22,1015,89,,,,3000,,,,,,,,
"['05:00', '14/01']",14/01 05:00,360,4,9999,8,24,22,1015,89,,,,3500,,,,,,,,
"['06:00', '14/01']",14/01 06:00,350,4,9999,8,23,22,1014,94,,,,3500,,,,,,,,
"['07:00', '14/01']",14/01 07:00,350,4,9999,8,23,21,1014,89,,,,3400,,,,,,,,
"['08:00', '14/01']",14/01 08:00,30,3,9999,8,23,21,1015,89,,,,4000,,,,,,,,
"['09:00', '14/01']",14/01 09:00,40,3,9999,8,24,22,1015,89,,,,1200,,,,,,,,
"['09:30', '14/01']",14/01 09:30,VRB,2,9999,5,24,22,1016,89,,,,3500,,,,,,,,
"['10:00', '14/01']",14/01 10:00,70,5,9999,5,24,22,1016,89,,,,3500,,,,,,,,
"['11:00', '14/01']",14/01 11:00,80,4,9999,5,25,22,1016,83,,,,9000,,,,,,,,
"['12:00', '14/01']",14/01 12:00,40,4,9999,3,26,21,1016,74,,,,NIL,,,,,,,,
"['13:00', '14/01']",14/01 13:00,40,7,9999,5,26,21,1016,74,,,,10000,,,,,,,,
"['14:00', '14/01']",14/01 14:00,30,8,9999,5,26,21,1016,74,,,,10000,,,,,,,,
"['15:00', '14/01']",14/01 15:00,30,8,9999,5,28,21,1015,66,,,,10000,,,,,,,,
"['16:00', '14/01']",14/01 16:00,40,8,9999,3,28,19,1015,58,,,,NIL,,,,,,,,
"['17:00', '14/01']",14/01 17:00,140,9,9999,3,29,20,1014,58,,,,NIL,,,,,,,,
"['18:00', '14/01']",14/01 18:00,130,10,9999,3,28,19,1014,58,,,,NIL,,,,,,,,
"['19:00', '14/01']",14/01 19:00,140,13,9999,3,28,17,1013,51,,,,NIL,,,,,,,,
"['20:00', '14/01']",14/01 20:00,140,11,9999,5,27,19,1013,62,,,,5000,,,,,,,,
"['21:00', '14/01']",14/01 21:00,140,11,9999,8,26,19,1014,65,,,,4000,,,,,,,,
"['22:00', '14/01']",14/01 22:00,130,9,9999,8,26,18,1014,61,,,,4000,,,,,,,,
"['23:00', '14/01']",14/01 23:00,140,7,9999,8,26,18,1015,61,,,,3000,,,,,,,,
"['00:00', '15/01']",15/01 00:00,100,6,9999,8,26,19,1015,65,,,,3000,,,,,,,,
"['01:00', '15/01']",15/01 01:00,100,8,9999,8,25,18,1015,65,,,,4000,,,NIL,,,,,
"['02:00', '15/01']",15/01 02:00,100,8,9999,5,25,18,1014,65,,,,4500,,,NIL,,,,,
"['03:00', '15/01']",15/01 03:00,120,7,9999,5,24,19,1014,74,,,,4500,,,NIL,,,,,
"['04:00', '15/01']",15/01 04:00,140,4,9999,5,25,19,1014,69,,,,4500,,,140,,,,,
"['05:00', '15/01']",15/01 05:00,50,3,9999,5,25,18,1013,65,,,,4500,,,NIL,,,,,
"['06:00', '15/01']",15/01 06:00,130,3,9999,5,24,20,1013,78,,,,4500,,,NIL,,,,,
"['07:00', '15/01']",15/01 07:00,120,4,9999,5,24,19,1013,74,,,,4500,,,NIL,,,,,
"['08:00', '15/01']",15/01 08:00,100,4,9999,5,24,20,1013,78,,,,4500,,,NIL,,,,,
"['09:00', '15/01']",15/01 09:00,70,3,9999,5,24,20,1014,78,,,,4500,,,NIL,,,,,
"['10:00', '15/01']",15/01 10:00,90,4,9999,5,26,19,1014,65,,,,4500,,,95,,,,,
"['11:00', '15/01']",15/01 11:00,350,6,9999,3,26,20,1014,70,,,,NIL,,,NIL,,,,,
"['12:00', '15/01']",15/01 12:00,40,7,9999,2,27,20,1014,66,,,,NIL,,,NIL,,,,,
"['13:00', '15/01']",15/01 13:00,140,6,9999,NIL,29,18,1014,52,,,,NIL,,,NIL,,,,,
"['14:00', '15/01']",15/01 14:00,60,6,9999,NIL,30,20,1013,55,,,,NIL,,,NIL,,,,,
"['15:00', '15/01']",15/01 15:00,110,9,9999,NIL,31,21,1012,55,,,,NIL,,,NIL,,,,,
"['16:00', '15/01']",15/01 16:00,120,11,9999,NIL,30,20,1011,55,,,,NIL,,,NIL,,,,,
"['17:00', '15/01']",15/01 17:00,140,10,9999,2,31,21,1011,55,,,,NIL,,,140,,,,,
"['18:00', '15/01']",15/01 18:00,150,13,9999,3,30,21,1010,59,,,,NIL,,,NIL,,,,,
"['19:00', '15/01']",15/01 19:00,150,12,9999,2,31,21,1010,55,,,,NIL,,,150,,,,,
"['20:00', '15/01']",15/01 20:00,140,9,9999,2,30,21,1010,59,,,,NIL,,,150,,,,,
"['21:00', '15/01']",15/01 21:00,130,8,9999,NIL,29,22,1010,66,,,,NIL,,,NIL,,,,,
"['22:00', '15/01']",15/01 22:00,110,10,9999,NIL,28,22,1011,70,,,,NIL,,,NIL,,,,,
"['23:00', '15/01']",15/01 23:00,100,6,9999,NIL,27,21,1011,70,,,,NIL,,,NIL,,,,,
"['00:00', '16/01']",16/01 00:00,110,4,9999,NIL,26,21,1011,74,,,,NIL,,,NIL,,,,,
"['01:00', '16/01']",16/01 01:00,100,3,9999,NIL,26,20,1011,70,,,,NIL,,,NIL,,,,,
"['02:00', '16/01']",16/01 02:00,90,3,9999,NIL,26,21,1011,74,,,,NIL,,,NIL,,,,,
"['03:00', '16/01']",16/01 03:00,100,3,9999,NIL,25,21,1011,79,,,,NIL,,,NIL,,,,,
"['04:00', '16/01']",16/01 04:00,100,2,9999,NIL,25,21,1010,79,,,,NIL,,,NIL,,,,,
"['05:00', '16/01']",16/01 05:00,110,4,9999,NIL,25,21,1010,79,,,,NIL,,,NIL,,,,,
"['06:00', '16/01']",16/01 06:00,50,2,9999,NIL,24,21,1010,83,,,,NIL,,,NIL,,,,,
"['07:00', '16/01']",16/01 07:00,80,2,9999,NIL,25,21,1010,79,,,,NIL,,,NIL,,,,,
"['08:00', '16/01']",16/01 08:00,50,3,9999,NIL,25,21,1010,79,,,,NIL,,,NIL,,,,,
"['09:00', '16/01']",16/01 09:00,20,3,9999,NIL,25,22,1011,83,,,,NIL,,,NIL,,,,,
"['10:00', '16/01']",16/01 10:00,60,4,9999,NIL,26,22,1011,79,,,,NIL,,,NIL,,,,,
"['11:00', '16/01']",16/01 11:00,100,3,9999,NIL,28,22,1012,70,,,,NIL,,,NIL,,,,,
"['12:00', '16/01']",16/01 12:00,40,3,9999,NIL,28,22,1012,70,,,,NIL,,,NIL,,,,,
"['13:00', '16/01']",16/01 13:00,20,2,9999,NIL,32,23,1011,59,,,,NIL,,,NIL,,,,,
"['14:00', '16/01']",16/01 14:00,350,5,9999,NIL,34,24,1010,56,,,,NIL,,,NIL,,,,,
"['15:00', '16/01']",16/01 15:00,10,5,9999,NIL,35,23,1010,50,,,,NIL,,,NIL,,,,,
"['16:00', '16/01']",16/01 16:00,270,3,9999,2,36,23,1009,47,,,,NIL,,,NIL,,,,,
"['17:00', '16/01']",16/01 17:00,130,11,9999,3,34,24,1009,56,,,,NIL,,,NIL,,,,,
"['18:00', '16/01']",16/01 18:00,210,13,9999,2,37,22,1008,42,,,,NIL,,,NIL,,,,,
"['19:00', '16/01']",16/01 19:00,210,13,9999,2,37,21,1008,40,,,,NIL,,,200,,,,,
"['20:00', '16/01']",16/01 20:00,200,14,9999,3,35,20,1009,42,,,,NIL,,,NIL,,,,,
"['21:00', '16/01']",16/01 21:00,220,13,9999,5,34,21,1009,47,,,,9000,,,NIL,,,,,
"['22:00', '16/01']",16/01 22:00,230,11,9999,5,33,21,1011,49,,,,10000,,,225,,,,,
"['23:00', '16/01']",16/01 23:00,220,13,9999,NIL,32,21,1012,52,,,,NIL,,,NIL,,,,,
"['00:00', '17/01']",17/01 00:00,220,11,9999,NIL,31,22,1012,59,,,,NIL,,,NIL,,,,,
"['01:00', '17/01']",17/01 01:00,250,9,9999,NIL,30,22,1013,62,,,NIL,NIL,,NIL,,,,,,
"['02:00', '17/01']",17/01 02:00,220,8,9999,3,30,23,1013,66,,,NIL,NIL,,NIL,,,,,,
"['03:00', '17/01']",17/01 03:00,210,12,9999,3,29,24,1013,74,,,NIL,NIL,,NIL,,,,,,
"['04:00', '17/01']",17/01 04:00,230,8,9999,5,29,24,1013,74,,,NIL,2000,,NIL,,,,,,
"['05:00', '17/01']",17/01 05:00,280,8,9999,5,28,24,1013,79,,,NIL,2000,,NIL,,,,,,
"['06:00', '17/01']",17/01 06:00,300,6,9999,3,27,23,1012,79,,,NIL,NIL,,NIL,,,,,,
"['07:00', '17/01']",17/01 07:00,280,5,9999,3,26,23,1012,84,,,NIL,NIL,,NIL,,,,,,
"['08:00', '17/01']",17/01 08:00,260,6,9999,3,26,23,1012,84,,,NIL,NIL,,NIL,,,,,,
"['09:00', '17/01']",17/01 09:00,190,10,5000,8,25,24,1014,94,,,1,1500,,1,,,,,,
"['09:15', '17/01']",17/01 09:15,150,11,4000,8,24,23,1014,94,,,1,800,,1,,,,,,
"['10:00', '17/01']",17/01 10:00,130,7,7000,5,24,23,1015,94,,,NIL,2500,,NIL,,,,,,
"['11:00', '17/01']",17/01 11:00,130,7,8000,8,24,22,1016,89,,,NIL,2500,,NIL,,,,,,
"['12:00', '17/01']",17/01 12:00,70,3,7000,8,25,22,1016,83,,,NIL,1800,,NIL,,,,,,
"['12:25', '17/01']",17/01 12:25,260,6,3600,8,24,23,1017,94,,,1,1000,,1,,,,,,
"['13:00', '17/01']",17/01 13:00,230,8,2400,8,24,23,1017,94,,,1,1300,,1,,,,,,
"['14:00', '17/01']",17/01 14:00,260,2,4000,8,24,23,1017,94,,,1,1300,,1,,,,,,
"['15:00', '17/01']",17/01 15:00,270,7,6000,8,24,22,1017,89,,,1,700,,NIL,,,,,,
"['16:00', '17/01']",17/01 16:00,230,9,2300,8,24,23,1017,94,,,NIL,1200,,1,,,,,,
"['17:00', '17/01']",17/01 17:00,220,13,7000,8,24,22,1017,89,,,1,1400,,NIL,,,,,,
"['18:00', '17/01']",17/01 18:00,220,11,7000,8,25,21,1017,79,,,1,3000,,NIL,,,,,,
"['19:00', '17/01']",17/01 19:00,190,8,8000,8,25,19,1017,69,,,1,2500,,NIL,,,,,,
"['20:00', '17/01']",17/01 20:00,180,2,7000,8,24,19,1018,74,,,1,3000,,NIL,,,,,,
"['21:00', '17/01']",17/01 21:00,100,4,7000,8,23,20,1018,83,,,NIL,3000,,NIL,,,,,,
"['22:00', '17/01']",17/01 22:00,20,3,8000,8,24,20,1019,78,,,NIL,3000,,NIL,,,,,,
"['23:00', '17/01']",17/01 23:00,140,3,9999,8,23,19,1019,78,,,NIL,3000,,NIL,,,,,,
"['00:00', '18/01']",18/01 00:00,300,6,7000,8,23,21,1020,89,,,NIL,3000,,NIL,,,,,,
"['01:00', '18/01']",18/01 01:00,180,8,7000,8,23,19,1020,78,NIL,NIL,1,1800,,NIL,,,,,,
"['02:00', '18/01']",18/01 02:00,140,9,7000,8,22,20,1020,88,NIL,NIL,NIL,3000,,NIL,,,,,,
"['03:00', '18/01']",18/01 03:00,140,6,9999,8,23,20,1020,83,NIL,NIL,NIL,3300,,NIL,,,,,,
"['04:00', '18/01']",18/01 04:00,120,6,8000,8,22,20,1019,88,NIL,NIL,NIL,2700,,NIL,,,,,,
"['05:00', '18/01']",18/01 05:00,120,4,3000,8,21,20,1019,94,NIL,NIL,1,400,,1,,,,,,
"['06:00', '18/01']",18/01 06:00,130,7,3000,8,21,20,1018,94,NIL,NIL,1,400,,1,,,,,,
"['07:00', '18/01']",18/01 07:00,120,3,8000,8,21,20,1018,94,NIL,NIL,NIL,3300,,NIL,,,,,,
"['08:00', '18/01']",18/01 08:00,100,3,8000,8,22,20,1019,88,NIL,NIL,NIL,3000,,NIL,,,,,,
"['09:00', '18/01']",18/01 09:00,40,2,7000,8,21,20,1020,94,2000,225,1,900,,NIL,,,,,,
"['10:00', '18/01']",18/01 10:00,20,2,9999,8,21,20,1020,94,NIL,NIL,NIL,3000,,NIL,,,,,,
"['11:00', '18/01']",18/01 11:00,330,3,9999,5,22,20,1020,88,NIL,NIL,NIL,4000,,NIL,,,,,,
"['12:00', '18/01']",18/01 12:00,340,3,9999,8,23,20,1020,83,NIL,NIL,NIL,2500,,NIL,,,,,,
"['13:00', '18/01']",18/01 13:00,360,4,9999,5,24,20,1020,78,NIL,NIL,NIL,3000,,NIL,,,,,,
"['14:00', '18/01']",18/01 14:00,110,7,9999,8,23,20,1020,83,NIL,NIL,NIL,2500,,NIL,,,,,,
"['15:00', '18/01']",18/01 15:00,130,5,9999,8,24,19,1019,74,NIL,NIL,NIL,2500,,NIL,,,,,,
"['16:00', '18/01']",18/01 16:00,120,7,9999,8,25,19,1019,69,NIL,NIL,NIL,3000,,NIL,,,,,,
"['17:00', '18/01']",18/01 17:00,140,9,9999,8,25,20,1019,74,NIL,NIL,NIL,4300,,NIL,,,,,,
"['18:00', '18/01']",18/01 18:00,150,7,9999,8,25,19,1018,69,NIL,NIL,NIL,4000,,NIL,,,,,,
"['19:00', '18/01']",18/01 19:00,140,9,9999,8,25,18,1018,65,NIL,NIL,NIL,3300,,NIL,,,,,,
"['20:00', '18/01']",18/01 20:00,140,11,9000,8,25,18,1018,65,NIL,NIL,NIL,3300,,NIL,,,,,,
"['21:00', '18/01']",18/01 21:00,100,6,9000,8,24,18,1018,69,NIL,NIL,NIL,3700,,NIL,,,,,,
"['22:00', '18/01']",18/01 22:00,30,8,9999,8,23,20,1018,83,NIL,NIL,NIL,2700,,NIL,,,,,,
"['23:00', '18/01']",18/01 23:00,50,8,9999,8,23,20,1018,83,NIL,NIL,NIL,1700,,NIL,,,,,,
"['00:00', '19/01']",19/01 00:00,70,5,9999,8,23,20,1019,83,NIL,NIL,NIL,2700,,NIL,,,,,,
"['01:00', '19/01']",19/01 01:00,100,4,9999,8,23,20,1019,83,,,,4700,,,NIL,,,,,
"['02:00', '19/01']",19/01 02:00,110,5,9999,8,23,20,1018,83,,,,4500,,,NIL,,,,,
"['03:00', '19/01']",19/01 03:00,100,5,9999,8,23,19,1018,78,,,,6000,,,NIL,,,,,
"['04:00', '19/01']",19/01 04:00,100,6,9999,8,23,19,1017,78,,,,6000,,,NIL,,,,,
"['05:00', '19/01']",19/01 05:00,120,5,9999,8,23,19,1016,78,,,,6500,,,NIL,,,,,
"['06:00', '19/01']",19/01 06:00,120,5,9999,8,23,19,1016,78,,,,6300,,,NIL,,,,,
"['07:00', '19/01']",19/01 07:00,120,3,9999,8,23,19,1016,78,,,,6200,,,NIL,,,,,
"['08:00', '19/01']",19/01 08:00,360,3,9999,8,22,20,1016,88,,,,6100,,,190,,,,,
"['09:00', '19/01']",19/01 09:00,20,2,9999,8,23,20,1017,83,,,,6300,,,NIL,,,,,
"['10:00', '19/01']",19/01 10:00,360,3,9999,8,23,20,1017,83,,,,6500,,,185,,,,,
"['11:00', '19/01']",19/01 11:00,30,3,9999,8,24,20,1018,78,,,,6500,,,215,,,,,
"['12:00', '19/01']",19/01 12:00,VRB,3,9999,5,25,20,1017,74,,,,6100,,,NIL,,,,,
"['13:00', '19/01']",19/01 13:00,VRB,5,9999,5,26,20,1017,70,,,,6300,,,NIL,,,,,
"['14:00', '19/01']",19/01 14:00,130,6,9999,5,26,18,1017,61,,,,9600,,,NIL,,,,,
"['15:00', '19/01']",19/01 15:00,140,5,9999,5,27,19,1017,62,,,,10000,,,140,,,,,
"['16:00', '19/01']",19/01 16:00,140,7,9999,5,28,19,1016,58,,,,6400,,,145,,,,,
"['17:00', '19/01']",19/01 17:00,130,11,9999,5,27,19,1015,62,,,,10000,,,NIL,,,,,
"['18:00', '19/01']",19/01 18:00,140,12,9999,5,27,19,1015,62,,,,7000,,,NIL,,,,,
"['19:00', '19/01']",19/01 19:00,140,12,9999,5,26,19,1014,65,,,,5000,,,NIL,,,,,
"['20:00', '19/01']",19/01 20:00,140,11,9999,5,26,19,1014,65,,,,10000,,,NIL,,,,,
"['21:00', '19/01']",19/01 21:00,140,6,9999,3,26,19,1014,65,,,,NIL,,,NIL,,,,,
"['22:00', '19/01']",19/01 22:00,140,10,9999,5,25,19,1015,69,,,,10000,,,NIL,,,,,
"['23:00', '19/01']",19/01 23:00,140,9,9999,5,25,19,1016,69,,,,4000,,,NIL,,,,,
"['00:00', '20/01']",20/01 00:00,120,8,9999,5,25,19,1016,69,,,,4000,,,NIL,,,,,
"['01:00', '20/01']",20/01 01:00,90,5,9999,8,24,19,1016,74,,,,6000,,,,,,,,
"['02:00', '20/01']",20/01 02:00,110,4,9999,8,24,19,1015,74,,,,10000,,,,,,,,
"['03:00', '20/01']",20/01 03:00,90,4,9999,8,24,19,1015,74,,,,10000,,,,,,,,
"['04:00', '20/01']",20/01 04:00,100,5,9999,5,23,19,1014,78,,,,10000,,,,,,,,
"['05:00', '20/01']",20/01 05:00,70,3,9999,5,23,20,1013,83,,,,10000,,,,,,,,
"['06:00', '20/01']",20/01 06:00,80,4,9999,3,23,20,1013,83,,,,NIL,,,,,,,,
"['07:00', '20/01']",20/01 07:00,50,3,9999,3,22,20,1013,88,,,,NIL,,,,,,,,
"['08:00', '20/01']",20/01 08:00,100,5,9999,3,22,20,1014,88,,,,NIL,,,,,,,,
"['09:00', '20/01']",20/01 09:00,40,3,9999,5,23,20,1014,83,,,,8000,,,,,,,,
"['10:00', '20/01']",20/01 10:00,340,3,9999,8,24,20,1014,78,,,,4000,,,,,,,,
"['11:00', '20/01']",20/01 11:00,350,3,9999,8,24,20,1015,78,,,,4000,,,,,,,,
"['12:00', '20/01']",20/01 12:00,330,2,9999,8,24,20,1015,78,,,,4000,,,,,,,,
"['13:00', '20/01']",20/01 13:00,360,4,9999,8,25,20,1015,74,,,,5000,,,,,,,,
"['14:00', '20/01']",20/01 14:00,110,4,9999,8,26,19,1014,65,,,,4000,,,,,,,,
"['15:00', '20/01']",20/01 15:00,110,7,9999,8,26,19,1013,65,,,,4000,,,,,,,,
"['16:00', '20/01']",20/01 16:00,100,8,9999,8,26,17,1013,58,,,,4000,,,,,,,,
"['17:00', '20/01']",20/01 17:00,110,9,9999,8,26,19,1012,65,,,,7000,,,,,,,,
"['18:00', '20/01']",20/01 18:00,130,10,9999,8,26,19,1011,65,,,,4000,,,,,,,,
"['19:00', '20/01']",20/01 19:00,140,10,9999,8,25,19,1011,69,,,,4000,,,,,,,,
"['20:00', '20/01']",20/01 20:00,140,9,9999,8,26,19,1011,65,,,,4000,,,,,,,,
"['21:00', '20/01']",20/01 21:00,130,8,9999,8,25,19,1011,69,,,,7000,,,,,,,,
"['22:00', '20/01']",20/01 22:00,120,6,9999,8,25,18,1011,65,,,,8000,,,,,,,,
"['23:00', '20/01']",20/01 23:00,120,5,9999,8,24,18,1012,69,,,,4000,,,,,,,,
