validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vnt_vrb,vis,chuva,trovoada,teto,cobertura,tt,po,qnh,ur,vnt_rajada,vis_setor,vis_setor_dir,nevoa_umida,nevoeiro,pancada,nevoa_seca,chuvisco,fumaca
"['05:00', '09/01']",09/01 05:00,70,5,NIL,9999,1,NIL,7000,8,22,21,1014,94,,NIL,NIL,,,,,,
"['06:00', '09/01']",09/01 06:00,100,2,NIL,9999,NIL,NIL,10000,8,22,20,1014,88,,NIL,NIL,,,,,,
"['07:00', '09/01']",09/01 07:00,0,0,NIL,9999,1,NIL,8000,5,22,21,1014,94,,NIL,NIL,,,,,,
"['08:00', '09/01']",09/01 08:00,0,0,NIL,9999,NIL,NIL,8000,5,22,20,1013,88,,NIL,NIL,,,,,,
"['09:00', '09/01']",09/01 09:00,0,0,NIL,9999,NIL,NIL,8000,5,22,20,1014,88,,NIL,NIL,,,,,,
"['10:00', '09/01']",09/01 10:00,0,0,NIL,9999,NIL,NIL,8000,5,22,21,1015,94,,NIL,NIL,,,,,,
"['11:00', '09/01']",09/01 11:00,330,3,NIL,9999,NIL,NIL,NIL,3,23,21,1015,89,,NIL,NIL,,,,,,
"['12:00', '09/01']",09/01 12:00,320,7,NIL,9999,NIL,NIL,NIL,3,24,21,1016,83,,NIL,NIL,,,,,,
"['13:00', '09/01']",09/01 13:00,340,5,NIL,9999,NIL,NIL,NIL,3,25,21,1017,79,,NIL,NIL,,,,,,
"['14:00', '09/01']",09/01 14:00,290,6,295,9999,NIL,NIL,1500,5,27,22,1016,74,,NIL,NIL,,,,,,
"['15:00', '09/01']",09/01 15:00,300,6,295,9999,NIL,NIL,NIL,3,28,22,1016,70,,NIL,NIL,,,,,,
"['16:00', '09/01']",09/01 16:00,310,4,150,9999,1,NIL,NIL,3,28,22,1015,70,,3000,0,,,,,,
"['17:00', '09/01']",09/01 17:00,300,5,290,9999,NIL,NIL,NIL,3,30,21,1014,59,,NIL,NIL,,,,,,
"['18:00', '09/01']",09/01 18:00,180,7,210,9999,NIL,NIL,NIL,3,29,21,1013,62,,NIL,NIL,,,,,,
"['19:00', '09/01']",09/01 19:00,280,7,NIL,9999,NIL,1,NIL,3,27,21,1012,70,,NIL,NIL,,,,,,
"['20:00', '09/01']",09/01 20:00,260,6,NIL,9999,NIL,1,NIL,3,27,22,1013,74,,NIL,NIL,,,,,,
"['21:00', '09/01']",09/01 21:00,340,4,NIL,9999,NIL,NIL,10000,5,27,22,1013,74,,NIL,NIL,,,,,,
"['22:00', '09/01']",09/01 22:00,350,5,NIL,9999,NIL,NIL,NIL,3,25,22,1014,83,,NIL,NIL,,,,,,
"['23:00', '09/01']",09/01 23:00,20,5,NIL,9999,NIL,NIL,NIL,3,25,21,1015,79,,NIL,NIL,,,,,,
"['00:00', '10/01']",10/01 00:00,350,4,NIL,9999,NIL,NIL,10000,5,24,22,1015,89,,NIL,NIL,,,,,,
"['01:00', '10/01']",10/01 01:00,30,4,NIL,9999,NIL,NIL,NIL,3,24,22,1016,89,,NIL,NIL,,NIL,,,,
"['02:00', '10/01']",10/01 02:00,320,4,NIL,9999,NIL,NIL,1700,5,24,21,1016,83,,NIL,NIL,,NIL,,,,
"['03:00', '10/01']",10/01 03:00,340,8,NIL,9999,1,NIL,2300,5,23,21,1016,89,,NIL,NIL,,NIL,,,,
"['04:00', '10/01']",10/01 04:00,10,5,NIL,8000,1,1,7000,8,22,21,1016,94,,NIL,NIL,,NIL,,,,
"['05:00', '10/01']",10/01 05:00,300,4,NIL,9999,1,1,7000,8,22,20,1015,88,,NIL,NIL,,NIL,,,,
"['06:00', '10/01']",10/01 06:00,330,3,NIL,9999,NIL,NIL,8000,5,22,21,1015,94,,NIL,NIL,,NIL,,,,
"['06:27', '10/01']",10/01 06:27,310,3,NIL,6000,NIL,NIL,300,5,22,21,1015,94,,NIL,NIL,,NIL,,,,
"['07:00', '10/01']",10/01 07:00,0,0,NIL,6000,NIL,NIL,300,8,22,21,1015,94,,NIL,NIL,,NIL,,,,
"['08:00', '10/01']",10/01 08:00,0,0,NIL,9000,NIL,NIL,NIL,3,22,21,1014,94,,NIL,NIL,,NIL,,,,
"['09:00', '10/01']",10/01 09:00,100,4,NIL,8000,NIL,NIL,NIL,3,22,21,1014,94,,3500,135,,1,,,,
"['10:00', '10/01']",10/01 10:00,150,4,NIL,8000,NIL,NIL,NIL,3,23,21,1015,89,,3500,180,,1,,,,
"['10:30', '10/01']",10/01 10:30,0,0,NIL,9999,NIL,NIL,800,5,23,21,1016,89,,NIL,NIL,,NIL,,,,
"['11:00', '10/01']",10/01 11:00,290,3,NIL,9999,NIL,NIL,800,5,23,21,1016,89,,NIL,NIL,,NIL,,,,
"['12:00', '10/01']",10/01 12:00,340,3,NIL,9999,NIL,NIL,1000,5,23,21,1016,89,,NIL,NIL,,NIL,,,,
"['13:00', '10/01']",10/01 13:00,350,5,NIL,9999,NIL,NIL,1300,5,25,21,1016,79,,NIL,NIL,,NIL,,,,
"['14:00', '10/01']",10/01 14:00,0,0,NIL,9999,NIL,NIL,2000,5,26,21,1016,74,,NIL,NIL,,NIL,,,,
"['15:00', '10/01']",10/01 15:00,320,4,NIL,9999,NIL,NIL,2000,5,27,21,1015,70,,NIL,NIL,,NIL,,,,
"['16:00', '10/01']",10/01 16:00,340,3,NIL,9999,NIL,NIL,NIL,3,28,20,1015,62,,NIL,NIL,,NIL,,,,
"['17:00', '10/01']",10/01 17:00,VRB,3,NIL,9999,NIL,NIL,NIL,3,29,20,1014,58,,NIL,NIL,,NIL,,,,
"['18:00', '10/01']",10/01 18:00,250,7,255,9999,NIL,NIL,NIL,3,30,20,1013,55,,NIL,NIL,,NIL,,,,
"['19:00', '10/01']",10/01 19:00,240,6,230,9999,NIL,NIL,3500,5,30,21,1012,59,,NIL,NIL,,NIL,,,,
"['20:00', '10/01']",10/01 20:00,290,7,275,9999,NIL,NIL,NIL,3,30,20,1012,55,,NIL,NIL,,NIL,,,,
"['21:00', '10/01']",10/01 21:00,290,8,280,9999,NIL,NIL,NIL,2,30,21,1011,59,,NIL,NIL,,NIL,,,,
"['22:00', '10/01']",10/01 22:00,350,3,NIL,9999,NIL,NIL,NIL,2,28,21,1012,66,,NIL,NIL,,NIL,,,,
"['23:00', '10/01']",10/01 23:00,0,0,NIL,9999,NIL,NIL,NIL,2,27,22,1012,74,,NIL,NIL,,NIL,,,,
"['00:00', '11/01']",11/01 00:00,0,0,NIL,9999,NIL,NIL,NIL,NIL,27,22,1013,74,,NIL,NIL,,NIL,,,,
"['01:00', '11/01']",11/01 01:00,340,3,NIL,9999,NIL,,NIL,NIL,26,22,1014,79,NIL,,,,,,,,
"['02:00', '11/01']",11/01 02:00,360,2,NIL,9999,NIL,,NIL,NIL,26,21,1014,74,NIL,,,,,,,,
"['03:00', '11/01']",11/01 03:00,360,4,NIL,9999,NIL,,NIL,NIL,25,21,1013,79,NIL,,,,,,,,
"['04:00', '11/01']",11/01 04:00,20,3,NIL,9999,NIL,,NIL,2,25,21,1013,79,NIL,,,,,,,,
"['05:00', '11/01']",11/01 05:00,330,3,NIL,9999,NIL,,NIL,3,24,21,1012,83,NIL,,,,,,,,
"['06:00', '11/01']",11/01 06:00,0,0,NIL,9999,NIL,,NIL,2,24,21,1012,83,NIL,,,,,,,,
"['07:00', '11/01']",11/01 07:00,120,3,NIL,9999,NIL,,NIL,NIL,23,21,1012,89,NIL,,,,,,,,
"['08:00', '11/01']",11/01 08:00,90,3,NIL,9999,NIL,,NIL,NIL,23,21,1013,89,NIL,,,,,,,,
"['09:00', '11/01']",11/01 09:00,40,4,NIL,9999,NIL,,NIL,NIL,23,21,1014,89,NIL,,,,,,,,
"['10:00', '11/01']",11/01 10:00,20,5,NIL,9999,NIL,,NIL,NIL,24,21,1015,83,NIL,,,,,,,,
"['11:00', '11/01']",11/01 11:00,30,7,NIL,9999,NIL,,NIL,NIL,25,21,1015,79,NIL,,,,,,,,
"['12:00', '11/01']",11/01 12:00,10,6,NIL,9999,NIL,,NIL,3,27,22,1015,74,NIL,,,,,,,,
"['13:00', '11/01']",11/01 13:00,320,7,NIL,9999,NIL,,NIL,3,28,22,1015,70,NIL,,,,,,,,
"['14:00', '11/01']",11/01 14:00,310,9,NIL,9999,NIL,,NIL,3,29,21,1015,62,NIL,,,,,,,,
"['15:00', '11/01']",11/01 15:00,290,6,NIL,9999,NIL,,NIL,3,29,21,1014,62,NIL,,,,,,,,
"['16:00', '11/01']",11/01 16:00,280,10,NIL,9999,NIL,,NIL,2,31,20,1013,52,NIL,,,,,,,,
"['16:35', '11/01']",11/01 16:35,280,21,NIL,9999,NIL,,8000,5,30,21,1013,59,31,,,,,,,,
"['17:00', '11/01']",11/01 17:00,280,16,NIL,9999,1,,8000,5,29,21,1013,62,NIL,,,,,,,,
"['18:00', '11/01']",11/01 18:00,300,11,NIL,9999,NIL,,10000,5,27,21,1013,70,NIL,,,,,,,,
"['19:00', '11/01']",11/01 19:00,280,12,285,9999,NIL,,NIL,3,27,20,1012,66,NIL,,,,,,,,
"['20:00', '11/01']",11/01 20:00,280,8,NIL,9999,NIL,,NIL,3,27,19,1012,62,NIL,,,,,,,,
"['21:00', '11/01']",11/01 21:00,290,4,120,9999,NIL,,NIL,3,27,20,1013,66,NIL,,,,,,,,
"['22:00', '11/01']",11/01 22:00,270,4,NIL,9999,NIL,,NIL,3,27,20,1014,66,NIL,,,,,,,,
"['23:00', '11/01']",11/01 23:00,290,3,NIL,9999,NIL,,NIL,NIL,26,21,1014,74,NIL,,,,,,,,
"['00:00', '12/01']",12/01 00:00,VRB,2,NIL,9999,NIL,,NIL,NIL,26,22,1014,79,NIL,,,,,,,,
"['01:00', '12/01']",12/01 01:00,330,4,NIL,9999,NIL,NIL,NIL,NIL,25,22,1015,83,,NIL,NIL,NIL,,,,,
"['02:00', '12/01']",12/01 02:00,VRB,2,NIL,9999,NIL,NIL,NIL,NIL,25,22,1015,83,,NIL,NIL,NIL,,,,,
"['03:00', '12/01']",12/01 03:00,0,0,NIL,9999,NIL,NIL,NIL,2,24,22,1015,89,,NIL,NIL,NIL,,,,,
"['04:00', '12/01']",12/01 04:00,0,0,NIL,9999,NIL,NIL,NIL,2,24,22,1015,89,,NIL,NIL,NIL,,,,,
"['05:00', '12/01']",12/01 05:00,0,0,NIL,9999,NIL,NIL,NIL,3,24,22,1014,89,,NIL,NIL,NIL,,,,,
"['06:00', '12/01']",12/01 06:00,0,0,NIL,9999,NIL,NIL,NIL,2,24,21,1014,83,,NIL,NIL,NIL,,,,,
"['07:00', '12/01']",12/01 07:00,0,0,NIL,9999,NIL,NIL,NIL,2,24,21,1014,83,,NIL,NIL,NIL,,,,,
"['08:00', '12/01']",12/01 08:00,110,1,NIL,9999,NIL,NIL,NIL,2,24,21,1014,83,,NIL,NIL,NIL,,,,,
"['09:00', '12/01']",12/01 09:00,0,0,NIL,9999,NIL,NIL,NIL,2,23,21,1015,89,,NIL,NIL,NIL,,,,,
"['10:00', '12/01']",12/01 10:00,360,4,NIL,9999,NIL,NIL,NIL,2,24,22,1015,89,,NIL,NIL,NIL,,,,,
"['11:00', '12/01']",12/01 11:00,360,4,NIL,9999,NIL,NIL,10000,5,24,21,1016,83,,NIL,NIL,NIL,,,,,
"['12:00', '12/01']",12/01 12:00,20,4,NIL,9000,1,NIL,8000,5,25,22,1016,83,,NIL,NIL,NIL,,,,,
"['13:00', '12/01']",12/01 13:00,310,4,120,8000,1,NIL,8000,8,26,22,1017,79,,NIL,NIL,NIL,,,,,
"['14:00', '12/01']",12/01 14:00,VRB,2,NIL,8000,NIL,NIL,8000,5,26,23,1017,84,,NIL,NIL,NIL,,,,,
"['15:00', '12/01']",12/01 15:00,280,3,285,9999,NIL,NIL,1500,5,27,22,1017,74,,NIL,NIL,NIL,,,,,
"['16:00', '12/01']",12/01 16:00,0,0,NIL,9999,NIL,NIL,NIL,3,28,21,1016,66,,NIL,NIL,NIL,,,,,
"['17:00', '12/01']",12/01 17:00,VRB,5,NIL,9999,NIL,NIL,NIL,3,29,21,1015,62,,NIL,NIL,NIL,,,,,
"['18:00', '12/01']",12/01 18:00,0,0,NIL,9999,NIL,NIL,NIL,3,29,21,1014,62,,NIL,NIL,NIL,,,,,
"['18:15', '12/01']",12/01 18:15,190,12,NIL,3000,1,NIL,NIL,3,27,23,1014,79,,NIL,NIL,1,,,,,
"['18:30', '12/01']",12/01 18:30,150,8,NIL,9999,1,NIL,NIL,3,27,21,1014,70,,NIL,NIL,NIL,,,,,
"['19:00', '12/01']",12/01 19:00,170,5,NIL,9999,1,1,6000,5,27,21,1014,70,,4000,270,NIL,,,,,
"['20:00', '12/01']",12/01 20:00,VRB,3,NIL,9999,NIL,1,3300,5,26,22,1013,79,,NIL,NIL,NIL,,,,,
"['20:15', '12/01']",12/01 20:15,240,10,NIL,2000,1,1,2000,5,24,21,1014,83,,NIL,NIL,NIL,,,,,
"['20:30', '12/01']",12/01 20:30,200,15,200,500,1,1,2000,5,23,21,1015,89,,NIL,NIL,NIL,,,,,
"['20:50', '12/01']",12/01 20:50,350,6,NIL,1500,1,1,700,5,22,21,1015,94,,NIL,NIL,NIL,,,,,
"['21:00', '12/01']",12/01 21:00,10,6,NIL,5000,1,1,3300,5,22,21,1015,94,,2000,315,NIL,,,,,
"['22:00', '12/01']",12/01 22:00,280,7,NIL,6000,1,1,3000,5,22,21,1016,94,,NIL,NIL,NIL,,,,,
"['22:18', '12/01']",12/01 22:18,260,7,NIL,4000,1,1,1300,5,22,21,1016,94,,NIL,NIL,1,,,,,
"['23:00', '12/01']",12/01 23:00,240,6,NIL,6000,1,1,2000,8,22,21,1016,94,,NIL,NIL,NIL,,,,,
"['23:40', '12/01']",12/01 23:40,80,2,NIL,9999,1,1,3000,8,22,21,1017,94,,NIL,NIL,NIL,,,,,
"['00:00', '13/01']",13/01 00:00,60,2,NIL,4000,1,1,600,8,22,21,1017,94,,NIL,NIL,1,,,,,
"['00:10', '13/01']",13/01 00:10,290,4,280,3000,1,1,600,8,22,21,1018,94,,NIL,NIL,1,,,,,
"['01:00', '13/01']",13/01 01:00,100,3,120,4000,1,1,600,8,22,21,1018,94,,NIL,NIL,1,,NIL,,,
"['01:25', '13/01']",13/01 01:25,0,0,NIL,9999,1,1,600,5,22,21,1018,94,,NIL,NIL,NIL,,NIL,,,
"['02:00', '13/01']",13/01 02:00,160,5,170,4000,1,1,600,5,22,21,1018,94,,NIL,NIL,1,,NIL,,,
"['03:00', '13/01']",13/01 03:00,200,6,195,9999,1,NIL,800,5,22,21,1018,94,,NIL,NIL,NIL,,NIL,,,
"['03:40', '13/01']",13/01 03:40,150,7,NIL,9999,NIL,NIL,4900,5,22,21,1017,94,,NIL,NIL,NIL,,NIL,,,
"['04:00', '13/01']",13/01 04:00,160,6,NIL,9999,NIL,NIL,4900,5,22,21,1017,94,,NIL,NIL,NIL,,NIL,,,
"['05:00', '13/01']",13/01 05:00,130,5,NIL,9999,NIL,NIL,NIL,2,22,20,1016,88,,NIL,NIL,NIL,,NIL,,,
"['06:00', '13/01']",13/01 06:00,160,7,NIL,9999,NIL,NIL,NIL,NIL,22,20,1016,88,,NIL,NIL,NIL,,NIL,,,
"['07:00', '13/01']",13/01 07:00,150,6,NIL,9999,NIL,NIL,NIL,3,22,20,1016,88,,NIL,NIL,NIL,,NIL,,,
"['08:00', '13/01']",13/01 08:00,140,12,NIL,9999,NIL,NIL,NIL,NIL,22,19,1016,83,,NIL,NIL,NIL,,NIL,,,
"['09:00', '13/01']",13/01 09:00,150,5,NIL,9999,NIL,NIL,NIL,2,21,19,1016,88,,NIL,NIL,NIL,,NIL,,,
"['10:00', '13/01']",13/01 10:00,150,9,NIL,9999,NIL,NIL,2100,5,22,19,1017,83,,NIL,NIL,NIL,,NIL,,,
"['11:00', '13/01']",13/01 11:00,110,13,NIL,9999,NIL,NIL,NIL,2,23,19,1017,78,,NIL,NIL,NIL,,NIL,,,
"['12:00', '13/01']",13/01 12:00,120,11,NIL,9999,NIL,NIL,NIL,2,24,19,1018,74,,NIL,NIL,NIL,,NIL,,,
"['13:00', '13/01']",13/01 13:00,110,9,NIL,9999,NIL,NIL,2500,5,25,19,1018,69,,NIL,NIL,NIL,,NIL,,,
"['14:00', '13/01']",13/01 14:00,110,10,NIL,9999,NIL,NIL,10000,5,26,19,1018,65,,NIL,NIL,NIL,,NIL,,,
"['15:00', '13/01']",13/01 15:00,130,9,NIL,9999,NIL,NIL,8000,5,26,19,1017,65,,NIL,NIL,NIL,,NIL,,,
"['16:00', '13/01']",13/01 16:00,140,9,NIL,9999,NIL,NIL,3000,5,27,20,1017,66,,NIL,NIL,NIL,,NIL,,,
"['17:00', '13/01']",13/01 17:00,110,4,NIL,9999,NIL,NIL,3500,8,27,19,1016,62,,NIL,NIL,NIL,,NIL,,,
"['18:00', '13/01']",13/01 18:00,220,8,NIL,9999,1,NIL,3000,8,26,21,1016,74,,4000,180,NIL,,NIL,,,
"['19:00', '13/01']",13/01 19:00,180,11,NIL,9999,1,NIL,10000,5,23,20,1015,83,,4000,135,NIL,,1,,,
"['20:00', '13/01']",13/01 20:00,190,19,NIL,9999,1,NIL,9000,8,24,20,1015,78,,4000,225,NIL,,1,,,
"['21:00', '13/01']",13/01 21:00,170,7,NIL,9000,NIL,NIL,9000,8,24,21,1015,83,,NIL,NIL,NIL,,NIL,,,
"['22:00', '13/01']",13/01 22:00,140,13,NIL,9999,NIL,NIL,5000,5,24,20,1016,78,,NIL,NIL,NIL,,NIL,,,
"['23:00', '13/01']",13/01 23:00,150,14,NIL,9999,NIL,NIL,5000,5,24,19,1016,74,,NIL,NIL,NIL,,NIL,,,
"['00:00', '14/01']",14/01 00:00,150,16,NIL,9999,NIL,NIL,10000,5,23,18,1017,73,,NIL,NIL,NIL,,NIL,,,
"['01:00', '14/01']",14/01 01:00,150,16,NIL,9999,,,NIL,3,22,18,1018,78,,,,,,,,,
"['02:00', '14/01']",14/01 02:00,140,14,NIL,9999,,,NIL,3,22,18,1018,78,,,,,,,,,
"['03:00', '14/01']",14/01 03:00,140,12,NIL,9999,,,10000,5,22,18,1018,78,,,,,,,,,
"['04:00', '14/01']",14/01 04:00,130,11,NIL,9999,,,10000,5,21,18,1017,83,,,,,,,,,
"['05:00', '14/01']",14/01 05:00,120,10,NIL,9999,,,NIL,NIL,21,17,1016,78,,,,,,,,,
"['06:00', '14/01']",14/01 06:00,130,8,NIL,9999,,,NIL,NIL,21,17,1016,78,,,,,,,,,
"['07:00', '14/01']",14/01 07:00,120,6,NIL,9999,,,NIL,NIL,21,17,1016,78,,,,,,,,,
"['08:00', '14/01']",14/01 08:00,140,11,NIL,9999,,,NIL,NIL,20,16,1016,78,,,,,,,,,
"['09:00', '14/01']",14/01 09:00,130,10,NIL,9999,,,NIL,NIL,20,16,1016,78,,,,,,,,,
"['10:00', '14/01']",14/01 10:00,120,12,NIL,9999,,,NIL,NIL,20,16,1017,78,,,,,,,,,
"['11:00', '14/01']",14/01 11:00,130,13,NIL,9999,,,NIL,NIL,21,17,1017,78,,,,,,,,,
"['12:00', '14/01']",14/01 12:00,130,13,NIL,9999,,,NIL,NIL,22,17,1018,73,,,,,,,,,
"['13:00', '14/01']",14/01 13:00,110,9,NIL,9999,,,NIL,NIL,24,18,1018,69,,,,,,,,,
"['14:00', '14/01']",14/01 14:00,100,5,NIL,9999,,,NIL,2,26,19,1017,65,,,,,,,,,
"['15:00', '14/01']",14/01 15:00,40,5,NIL,9999,,,NIL,3,27,19,1017,62,,,,,,,,,
"['16:00', '14/01']",14/01 16:00,300,6,300,9999,,,NIL,3,29,20,1016,58,,,,,,,,,
"['17:00', '14/01']",14/01 17:00,270,5,NIL,9999,,,NIL,3,29,20,1016,58,,,,,,,,,
"['18:00', '14/01']",14/01 18:00,300,8,NIL,9999,,,4000,5,30,19,1015,52,,,,,,,,,
"['19:00', '14/01']",14/01 19:00,210,8,NIL,9999,,,NIL,3,29,19,1015,55,,,,,,,,,
"['20:00', '14/01']",14/01 20:00,210,8,NIL,9999,,,NIL,3,29,19,1014,55,,,,,,,,,
"['21:00', '14/01']",14/01 21:00,170,10,NIL,9999,,,NIL,3,29,20,1014,58,,,,,,,,,
"['22:00', '14/01']",14/01 22:00,130,8,NIL,8000,,,NIL,2,27,20,1014,66,,,,,,,,,
"['23:00', '14/01']",14/01 23:00,140,14,NIL,9999,,,3500,5,25,19,1015,69,,,,,,,,,
"['00:00', '15/01']",15/01 00:00,130,16,NIL,9999,,,NIL,2,24,19,1015,74,,,,,,,,,
"['01:00', '15/01']",15/01 01:00,130,13,NIL,9999,,,NIL,2,23,19,1016,78,,NIL,NIL,,,,,,
"['02:00', '15/01']",15/01 02:00,130,12,NIL,9999,,,NIL,2,22,19,1016,83,,NIL,NIL,,,,,,
"['03:00', '15/01']",15/01 03:00,120,11,NIL,9999,,,NIL,NIL,22,19,1015,83,,NIL,NIL,,,,,,
"['04:00', '15/01']",15/01 04:00,120,9,NIL,9999,,,NIL,NIL,22,19,1015,83,,NIL,NIL,,,,,,
"['05:00', '15/01']",15/01 05:00,120,7,NIL,9999,,,NIL,NIL,21,19,1015,88,,NIL,NIL,,,,,,
"['06:00', '15/01']",15/01 06:00,130,8,NIL,9999,,,NIL,NIL,21,19,1014,88,,NIL,NIL,,,,,,
"['07:00', '15/01']",15/01 07:00,130,10,NIL,9999,,,NIL,NIL,21,19,1014,88,,NIL,NIL,,,,,,
"['08:00', '15/01']",15/01 08:00,120,8,NIL,9999,,,NIL,NIL,21,19,1014,88,,NIL,NIL,,,,,,
"['09:00', '15/01']",15/01 09:00,120,7,NIL,9999,,,NIL,NIL,21,18,1015,83,,4000,135,,,,,,
"['10:00', '15/01']",15/01 10:00,120,7,NIL,9999,,,NIL,NIL,22,19,1016,83,,4000,135,,,,,,
"['11:00', '15/01']",15/01 11:00,90,4,NIL,9999,,,NIL,NIL,24,20,1016,78,,NIL,NIL,,,,,,
"['12:00', '15/01']",15/01 12:00,50,4,235,9999,,,NIL,2,25,20,1016,74,,NIL,NIL,,,,,,
"['13:00', '15/01']",15/01 13:00,330,5,160,9999,,,NIL,2,27,20,1016,66,,NIL,NIL,,,,,,
"['14:00', '15/01']",15/01 14:00,340,7,NIL,9999,,,NIL,3,28,20,1015,62,,NIL,NIL,,,,,,
"['15:00', '15/01']",15/01 15:00,320,8,NIL,9999,,,3300,5,30,20,1014,55,,NIL,NIL,,,,,,
"['16:00', '15/01']",15/01 16:00,360,7,NIL,9999,,,3300,5,30,20,1014,55,,NIL,NIL,,,,,,
"['17:00', '15/01']",15/01 17:00,290,7,NIL,9999,,,4000,5,31,18,1014,46,,NIL,NIL,,,,,,
"['18:00', '15/01']",15/01 18:00,300,6,NIL,9999,,,4000,5,31,19,1013,49,,NIL,NIL,,,,,,
"['19:00', '15/01']",15/01 19:00,300,5,300,9999,,,NIL,3,32,18,1013,43,,NIL,NIL,,,,,,
"['20:00', '15/01']",15/01 20:00,250,9,NIL,9999,,,NIL,3,32,17,1012,41,,NIL,NIL,,,,,,
"['21:00', '15/01']",15/01 21:00,260,5,275,9999,,,NIL,2,31,19,1013,49,,NIL,NIL,,,,,,
"['22:00', '15/01']",15/01 22:00,310,3,305,9999,,,NIL,2,30,19,1013,52,,NIL,NIL,,,,,,
"['23:00', '15/01']",15/01 23:00,300,3,NIL,9999,,,NIL,2,30,18,1013,49,,NIL,NIL,,,,,,
"['00:00', '16/01']",16/01 00:00,320,2,NIL,9999,,,NIL,NIL,29,18,1014,52,,NIL,NIL,,,,,,
"['01:00', '16/01']",16/01 01:00,300,3,NIL,9999,,NIL,NIL,NIL,29,19,1014,55,,,,,,,,,
"['02:00', '16/01']",16/01 02:00,VRB,2,NIL,9999,,NIL,NIL,2,28,20,1015,62,,,,,,,,,
"['03:00', '16/01']",16/01 03:00,120,4,NIL,9999,,NIL,NIL,NIL,25,21,1014,79,,,,,,,,,
"['04:00', '16/01']",16/01 04:00,110,2,NIL,9999,,NIL,NIL,NIL,25,21,1014,79,,,,,,,,,
"['05:00', '16/01']",16/01 05:00,120,4,NIL,9999,,NIL,NIL,NIL,24,20,1014,78,,,,,,,,,
"['06:00', '16/01']",16/01 06:00,80,4,NIL,9999,,NIL,NIL,NIL,24,20,1014,78,,,,,,,,,
"['07:00', '16/01']",16/01 07:00,20,3,NIL,9999,,NIL,NIL,NIL,24,20,1014,78,,,,,,,,,
"['08:00', '16/01']",16/01 08:00,350,3,NIL,9999,,NIL,NIL,NIL,24,20,1015,78,,,,,,,,,
"['09:00', '16/01']",16/01 09:00,110,3,NIL,8000,,NIL,NIL,NIL,23,20,1016,83,,,,,,,,,
"['10:00', '16/01']",16/01 10:00,50,2,NIL,8000,,NIL,NIL,NIL,24,21,1016,83,,,,,,,,,
"['11:00', '16/01']",16/01 11:00,30,6,NIL,9999,,NIL,NIL,NIL,26,20,1017,70,,,,,,,,,
"['12:00', '16/01']",16/01 12:00,330,5,NIL,9999,,NIL,NIL,NIL,28,21,1017,66,,,,,,,,,
"['13:00', '16/01']",16/01 13:00,280,5,NIL,9999,,NIL,NIL,2,30,20,1017,55,,,,,,,,,
"['14:00', '16/01']",16/01 14:00,320,7,145,9999,,NIL,NIL,2,31,19,1017,49,,,,,,,,,
"['15:00', '16/01']",16/01 15:00,270,7,285,9999,,NIL,NIL,3,32,19,1016,46,,,,,,,,,
"['16:00', '16/01']",16/01 16:00,250,9,NIL,9999,,NIL,NIL,3,33,18,1016,41,,,,,,,,,
"['17:00', '16/01']",16/01 17:00,250,9,NIL,9999,,NIL,NIL,3,34,17,1015,36,,,,,,,,,
"['18:00', '16/01']",16/01 18:00,260,9,NIL,9999,,NIL,NIL,3,34,17,1014,36,,,,,,,,,
"['19:00', '16/01']",16/01 19:00,250,14,NIL,9999,,NIL,NIL,3,32,20,1014,49,,,,,,,,,
"['20:00', '16/01']",16/01 20:00,200,13,NIL,9999,,NIL,NIL,3,29,20,1014,58,,,,,,,,,
"['21:00', '16/01']",16/01 21:00,180,8,180,9999,,NIL,NIL,2,29,19,1014,55,,,,,,,,,
"['22:00', '16/01']",16/01 22:00,170,12,180,9999,,NIL,NIL,3,27,20,1017,66,,,,,,,,,
"['23:00', '16/01']",16/01 23:00,200,13,NIL,9999,,1,2500,8,23,20,1019,83,,,,,,,,,
"['00:00', '17/01']",17/01 00:00,110,5,NIL,9999,,1,NIL,3,23,20,1019,83,,,,,,,,,
"['01:00', '17/01']",17/01 01:00,150,6,NIL,9999,NIL,,NIL,2,23,20,1019,83,,,,,,,,,
"['02:00', '17/01']",17/01 02:00,210,4,195,9999,NIL,,NIL,3,23,20,1019,83,,,,,,,,,
"['03:00', '17/01']",17/01 03:00,190,7,NIL,9999,NIL,,NIL,3,23,21,1018,89,,,,,,,,,
"['04:00', '17/01']",17/01 04:00,160,6,NIL,9999,NIL,,NIL,2,23,20,1017,83,,,,,,,,,
"['05:00', '17/01']",17/01 05:00,130,4,NIL,9999,NIL,,NIL,2,23,20,1017,83,,,,,,,,,
"['06:00', '17/01']",17/01 06:00,140,10,NIL,9999,NIL,,NIL,3,23,20,1016,83,,,,,,,,,
"['07:00', '17/01']",17/01 07:00,120,7,NIL,9999,NIL,,NIL,2,22,20,1016,88,,,,,,,,,
"['08:00', '17/01']",17/01 08:00,160,11,NIL,9999,NIL,,1900,5,23,19,1017,78,,,,,,,,,
"['09:00', '17/01']",17/01 09:00,150,11,NIL,9999,NIL,,1700,5,22,18,1018,78,,,,,,,,,
"['10:00', '17/01']",17/01 10:00,140,16,NIL,9999,NIL,,10000,5,21,18,1019,83,,,,,,,,,
"['11:00', '17/01']",17/01 11:00,120,11,NIL,9999,1,,10000,5,21,17,1019,78,,,,,,,,,
