validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vis,cobertura,tt,po,qnh,ur,vnt_vrb,teto,chuva,nevoa_umida,vnt_rajada,pancada,trovoada,vis_setor,vis_setor_dir,nevoeiro
"['04:00', '12/01']",12/01 04:00,80,8,9999,2,28,23,1011,74,NIL,NIL,NIL,NIL,,,,,,
"['05:00', '12/01']",12/01 05:00,80,6,9999,2,27,23,1011,79,NIL,NIL,NIL,NIL,,,,,,
"['06:00', '12/01']",12/01 06:00,70,8,9999,3,27,23,1011,79,NIL,NIL,NIL,NIL,,,,,,
"['07:00', '12/01']",12/01 07:00,50,9,9999,3,27,24,1011,84,NIL,NIL,NIL,NIL,,,,,,
"['08:00', '12/01']",12/01 08:00,360,4,9999,3,26,24,1011,89,NIL,NIL,NIL,NIL,,,,,,
"['09:00', '12/01']",12/01 09:00,30,5,9999,5,26,23,1012,84,NIL,2000,NIL,NIL,,,,,,
"['10:00', '12/01']",12/01 10:00,10,4,9999,5,27,24,1012,84,185,2000,NIL,NIL,,,,,,
"['11:00', '12/01']",12/01 11:00,20,4,5000,5,27,23,1013,79,190,1000,1,NIL,,,,,,
"['12:00', '12/01']",12/01 12:00,350,6,4000,8,25,24,1014,94,NIL,1000,1,1,,,,,,
"['12:10', '12/01']",12/01 12:10,20,6,8000,8,26,24,1014,89,200,1500,NIL,NIL,,,,,,
"['13:00', '12/01']",12/01 13:00,70,8,9999,8,27,24,1014,84,80,1500,NIL,NIL,,,,,,
"['14:00', '12/01']",12/01 14:00,360,6,9999,5,27,24,1014,84,NIL,1500,NIL,NIL,,,,,,
"['15:00', '12/01']",12/01 15:00,350,6,9999,5,28,23,1013,74,175,6000,NIL,NIL,,,,,,
"['16:00', '12/01']",12/01 16:00,10,4,9999,3,30,23,1012,66,NIL,NIL,NIL,NIL,,,,,,
"['17:00', '12/01']",12/01 17:00,80,9,9999,3,30,23,1012,66,NIL,NIL,NIL,NIL,,,,,,
"['18:00', '12/01']",12/01 18:00,90,8,9999,3,29,24,1011,74,NIL,NIL,NIL,NIL,,,,,,
"['19:00', '12/01']",12/01 19:00,120,8,9999,5,29,24,1011,74,NIL,7000,NIL,NIL,,,,,,
"['20:00', '12/01']",12/01 20:00,70,10,9999,5,28,22,1011,70,NIL,6000,NIL,NIL,,,,,,
"['21:00', '12/01']",12/01 21:00,80,7,9999,2,28,24,1011,79,NIL,NIL,NIL,NIL,,,,,,
"['22:00', '12/01']",12/01 22:00,90,8,9999,2,28,23,1011,74,NIL,NIL,NIL,NIL,,,,,,
"['23:00', '12/01']",12/01 23:00,80,11,9999,2,28,23,1011,74,NIL,NIL,NIL,NIL,,,,,,
"['00:00', '13/01']",13/01 00:00,80,9,9999,2,28,22,1012,70,NIL,NIL,NIL,NIL,,,,,,
"['01:00', '13/01']",13/01 01:00,80,10,9999,2,28,23,1012,74,NIL,NIL,NIL,,,,,,,
"['02:00', '13/01']",13/01 02:00,100,11,9999,3,28,23,1012,74,NIL,NIL,NIL,,,,,,,
"['03:00', '13/01']",13/01 03:00,90,8,9999,2,27,23,1012,79,NIL,NIL,NIL,,,,,,,
"['04:00', '13/01']",13/01 04:00,80,8,9999,2,27,23,1011,79,NIL,NIL,NIL,,,,,,,
"['05:00', '13/01']",13/01 05:00,70,7,9999,3,27,23,1011,79,NIL,NIL,NIL,,,,,,,
"['06:00', '13/01']",13/01 06:00,90,10,9999,5,27,23,1011,79,80,4500,NIL,,,,,,,
"['07:00', '13/01']",13/01 07:00,VRB,2,9999,3,26,23,1011,84,NIL,NIL,NIL,,,,,,,
"['07:30', '13/01']",13/01 07:30,VRB,2,4000,5,26,23,1011,84,NIL,1500,1,,,,,,,
"['08:00', '13/01']",13/01 08:00,30,5,7000,3,25,23,1011,89,200,NIL,1,,,,,,,
"['09:00', '13/01']",13/01 09:00,VRB,1,8000,5,26,24,1012,89,NIL,1800,NIL,,,,,,,
"['10:00', '13/01']",13/01 10:00,20,3,9999,3,27,23,1013,79,200,NIL,NIL,,,,,,,
"['11:00', '13/01']",13/01 11:00,70,10,9999,3,29,23,1013,70,NIL,NIL,NIL,,,,,,,
"['12:00', '13/01']",13/01 12:00,60,10,9999,3,29,23,1013,70,NIL,NIL,NIL,,,,,,,
"['13:00', '13/01']",13/01 13:00,70,12,9999,3,30,20,1014,55,NIL,NIL,NIL,,,,,,,
"['14:00', '13/01']",13/01 14:00,100,10,9999,3,30,23,1014,66,NIL,NIL,NIL,,,,,,,
"['15:00', '13/01']",13/01 15:00,80,12,9999,3,30,23,1013,66,NIL,NIL,NIL,,,,,,,
"['16:00', '13/01']",13/01 16:00,80,13,9999,3,31,24,1013,66,NIL,NIL,NIL,,,,,,,
"['17:00', '13/01']",13/01 17:00,90,13,9999,3,31,23,1012,63,NIL,NIL,NIL,,,,,,,
"['18:00', '13/01']",13/01 18:00,80,12,9999,2,30,22,1012,62,NIL,NIL,NIL,,,,,,,
"['19:00', '13/01']",13/01 19:00,90,12,9999,2,30,23,1012,66,NIL,NIL,NIL,,,,,,,
"['20:00', '13/01']",13/01 20:00,90,13,9999,3,29,23,1012,70,NIL,NIL,NIL,,,,,,,
"['21:00', '13/01']",13/01 21:00,80,11,9999,2,28,22,1012,70,NIL,NIL,NIL,,,,,,,
"['22:00', '13/01']",13/01 22:00,90,10,9999,2,28,22,1011,70,NIL,NIL,NIL,,,,,,,
"['23:00', '13/01']",13/01 23:00,90,11,9999,2,28,22,1012,70,NIL,NIL,NIL,,,,,,,
"['00:00', '14/01']",14/01 00:00,90,11,9999,2,28,22,1012,70,NIL,NIL,NIL,,,,,,,
"['01:00', '14/01']",14/01 01:00,80,10,9999,3,28,22,1012,70,NIL,NIL,,,,,,,,
"['02:00', '14/01']",14/01 02:00,80,10,9999,3,27,22,1012,74,NIL,NIL,,,,,,,,
"['03:00', '14/01']",14/01 03:00,70,10,9999,3,28,22,1012,70,NIL,NIL,,,,,,,,
"['04:00', '14/01']",14/01 04:00,50,7,9999,5,26,22,1012,79,NIL,6000,,,,,,,,
"['05:00', '14/01']",14/01 05:00,60,4,9999,3,27,22,1011,74,NIL,NIL,,,,,,,,
"['06:00', '14/01']",14/01 06:00,70,7,9999,3,27,22,1011,74,NIL,NIL,,,,,,,,
"['07:00', '14/01']",14/01 07:00,350,3,9999,3,26,22,1011,79,NIL,NIL,,,,,,,,
"['08:00', '14/01']",14/01 08:00,0,0,9999,2,25,23,1011,89,NIL,NIL,,,,,,,,
"['09:00', '14/01']",14/01 09:00,320,9,9999,2,25,23,1012,89,NIL,NIL,,,,,,,,
"['10:00', '14/01']",14/01 10:00,VRB,1,9999,2,27,23,1013,79,NIL,NIL,,,,,,,,
"['11:00', '14/01']",14/01 11:00,80,8,9999,3,29,23,1013,70,NIL,NIL,,,,,,,,
"['12:00', '14/01']",14/01 12:00,90,7,9999,3,30,22,1014,62,85,NIL,,,,,,,,
"['13:00', '14/01']",14/01 13:00,100,8,9999,3,30,22,1014,62,85,NIL,,,,,,,,
"['14:00', '14/01']",14/01 14:00,100,9,9999,3,30,22,1014,62,90,NIL,,,,,,,,
"['15:00', '14/01']",14/01 15:00,100,11,9999,3,30,22,1013,62,105,NIL,,,,,,,,
"['16:00', '14/01']",14/01 16:00,90,11,9999,3,30,23,1013,66,100,NIL,,,,,,,,
"['17:00', '14/01']",14/01 17:00,100,13,9999,3,30,24,1012,70,NIL,NIL,,,,,,,,
"['18:00', '14/01']",14/01 18:00,90,12,9999,2,30,24,1012,70,NIL,NIL,,,,,,,,
"['19:00', '14/01']",14/01 19:00,90,13,9999,3,29,23,1011,70,NIL,NIL,,,,,,,,
"['20:00', '14/01']",14/01 20:00,100,12,9999,3,28,23,1011,74,NIL,NIL,,,,,,,,
"['21:00', '14/01']",14/01 21:00,100,11,9999,3,28,23,1012,74,NIL,NIL,,,,,,,,
"['22:00', '14/01']",14/01 22:00,110,9,9999,3,27,24,1012,84,NIL,NIL,,,,,,,,
"['23:00', '14/01']",14/01 23:00,90,12,9999,3,28,23,1013,74,NIL,NIL,,,,,,,,
"['00:00', '15/01']",15/01 00:00,90,16,9999,5,27,23,1013,79,NIL,7000,,,,,,,,
"['01:00', '15/01']",15/01 01:00,90,10,9999,3,28,23,1013,74,NIL,NIL,NIL,,NIL,,,,,
"['02:00', '15/01']",15/01 02:00,70,12,9999,3,27,23,1013,79,NIL,NIL,NIL,,NIL,,,,,
"['03:00', '15/01']",15/01 03:00,70,13,9999,3,27,23,1012,79,NIL,NIL,NIL,,NIL,,,,,
"['04:00', '15/01']",15/01 04:00,70,11,9999,3,27,24,1012,84,NIL,NIL,NIL,,NIL,,,,,
"['05:00', '15/01']",15/01 05:00,70,12,9999,3,27,23,1011,79,NIL,NIL,NIL,,NIL,,,,,
"['05:40', '15/01']",15/01 05:40,90,12,2000,8,25,23,1011,89,90,800,1,,NIL,,,,,
"['06:00', '15/01']",15/01 06:00,60,12,2000,8,25,23,1011,89,NIL,800,1,,NIL,,,,,
"['07:00', '15/01']",15/01 07:00,50,12,5000,5,25,24,1011,94,NIL,1500,1,,NIL,,,,,
"['08:00', '15/01']",15/01 08:00,40,7,9999,5,26,23,1011,84,NIL,2000,NIL,,NIL,,,,,
"['09:00', '15/01']",15/01 09:00,60,9,8000,5,26,24,1012,89,NIL,1700,NIL,,NIL,,,,,
"['10:00', '15/01']",15/01 10:00,90,17,6000,5,26,24,1012,89,NIL,1700,1,,NIL,,,,,
"['11:00', '15/01']",15/01 11:00,90,16,8000,5,27,24,1012,84,NIL,1700,NIL,,NIL,,,,,
"['12:00', '15/01']",15/01 12:00,30,10,9999,5,27,23,1012,79,NIL,6000,NIL,,NIL,,,,,
"['13:00', '15/01']",15/01 13:00,50,5,9999,5,28,22,1013,70,NIL,6000,NIL,,NIL,,,,,
"['14:00', '15/01']",15/01 14:00,70,10,9999,5,28,22,1013,70,NIL,6000,NIL,,NIL,,,,,
"['15:00', '15/01']",15/01 15:00,50,5,9999,5,29,23,1012,70,NIL,6000,NIL,,NIL,,,,,
"['15:31', '15/01']",15/01 15:31,90,10,3000,5,27,22,1013,74,NIL,1500,1,,23,,,,,
"['16:00', '15/01']",15/01 16:00,110,11,3000,5,25,23,1012,89,110,1500,1,,NIL,,,,,
"['16:15', '15/01']",15/01 16:15,60,8,5000,5,26,23,1012,84,NIL,1700,1,,NIL,,,,,
"['17:00', '15/01']",15/01 17:00,100,6,8000,5,27,24,1011,84,110,7700,NIL,,NIL,,,,,
"['18:00', '15/01']",15/01 18:00,100,12,9999,5,27,23,1011,79,NIL,7000,NIL,,NIL,,,,,
"['19:00', '15/01']",15/01 19:00,90,15,3000,8,26,24,1012,89,NIL,1500,1,,NIL,,,,,
"['19:10', '15/01']",15/01 19:10,90,14,1200,8,25,23,1012,89,NIL,1000,1,,NIL,,,,,
"['20:00', '15/01']",15/01 20:00,130,10,2000,8,25,23,1012,89,NIL,800,1,,NIL,,,,,
"['20:40', '15/01']",15/01 20:40,80,14,6000,8,25,23,1011,89,NIL,4500,1,,NIL,,,,,
"['21:00', '15/01']",15/01 21:00,70,12,9000,5,25,23,1011,89,NIL,4400,NIL,,NIL,,,,,
"['22:00', '15/01']",15/01 22:00,70,7,9999,5,26,23,1011,84,80,7000,NIL,,NIL,,,,,
"['23:00', '15/01']",15/01 23:00,80,6,9999,5,26,23,1012,84,110,6000,NIL,,NIL,,,,,
"['00:00', '16/01']",16/01 00:00,20,4,9999,5,26,23,1012,84,205,6000,NIL,,NIL,,,,,
"['01:00', '16/01']",16/01 01:00,280,2,9999,5,25,23,1012,89,NIL,6000,,,,,,,,
"['02:00', '16/01']",16/01 02:00,360,2,9999,5,25,23,1011,89,NIL,6000,,,,,,,,
"['04:00', '16/01']",16/01 04:00,80,9,9999,3,26,22,1011,79,NIL,NIL,,,,,,,,
"['05:00', '16/01']",16/01 05:00,50,4,9999,3,27,22,1010,74,NIL,NIL,,,,,,,,
"['06:00', '16/01']",16/01 06:00,290,4,9999,5,25,23,1010,89,NIL,6000,,,,,,,,
"['07:00', '16/01']",16/01 07:00,320,4,8000,5,25,23,1011,89,NIL,6000,,,,,,,,
"['08:00', '16/01']",16/01 08:00,320,2,9999,3,25,22,1011,83,NIL,NIL,,,,,,,,
"['09:00', '16/01']",16/01 09:00,340,2,9999,3,25,22,1012,83,NIL,NIL,,,,,,,,
"['10:00', '16/01']",16/01 10:00,VRB,2,9999,3,26,23,1012,84,NIL,NIL,,,,,,,,
"['11:00', '16/01']",16/01 11:00,90,11,9999,5,28,22,1013,70,NIL,6000,,,,,,,,
"['12:00', '16/01']",16/01 12:00,70,9,9999,3,29,22,1013,66,NIL,NIL,,,,,,,,
"['13:00', '16/01']",16/01 13:00,80,12,9999,3,30,23,1013,66,NIL,NIL,,,,,,,,
"['14:00', '16/01']",16/01 14:00,100,12,9999,5,30,20,1013,55,NIL,7000,,,,,,,,
"['15:00', '16/01']",16/01 15:00,120,9,9999,5,29,21,1012,62,120,7000,,,,,,,,
"['16:00', '16/01']",16/01 16:00,100,15,9999,5,30,21,1012,59,NIL,7000,,,,,,,,
"['17:00', '16/01']",16/01 17:00,90,11,9999,2,30,20,1012,55,NIL,NIL,,,,,,,,
"['18:00', '16/01']",16/01 18:00,100,10,9999,2,30,21,1011,59,NIL,NIL,,,,,,,,
"['19:00', '16/01']",16/01 19:00,100,10,9999,2,29,21,1011,62,NIL,NIL,,,,,,,,
"['20:00', '16/01']",16/01 20:00,110,10,9999,2,29,22,1011,66,NIL,NIL,,,,,,,,
"['21:00', '16/01']",16/01 21:00,100,8,9999,2,29,21,1011,62,NIL,NIL,,,,,,,,
"['22:00', '16/01']",16/01 22:00,110,10,9999,2,28,21,1011,66,NIL,NIL,,,,,,,,
"['23:00', '16/01']",16/01 23:00,100,8,9999,3,28,22,1012,70,NIL,NIL,,,,,,,,
"['00:00', '17/01']",17/01 00:00,100,11,9999,3,28,23,1012,74,NIL,NIL,,,,,,,,
"['01:00', '17/01']",17/01 01:00,90,10,9999,3,27,22,1013,74,NIL,NIL,,,,,,,,
"['02:00', '17/01']",17/01 02:00,100,8,9999,5,27,21,1013,70,115,7500,,,,,,,,
"['03:00', '17/01']",17/01 03:00,80,7,9999,5,27,22,1012,74,NIL,6500,,,,,,,,
"['04:00', '17/01']",17/01 04:00,90,7,9999,5,27,23,1012,79,NIL,8000,,,,,,,,
"['05:00', '17/01']",17/01 05:00,90,10,9999,5,26,20,1011,70,NIL,7000,,,,,,,,
"['06:00', '17/01']",17/01 06:00,80,11,9999,3,26,22,1011,79,NIL,NIL,,,,,,,,
"['07:00', '17/01']",17/01 07:00,90,8,9999,3,27,22,1011,74,NIL,NIL,,,,,,,,
"['08:00', '17/01']",17/01 08:00,90,5,9999,3,27,22,1011,74,NIL,NIL,,,,,,,,
"['09:00', '17/01']",17/01 09:00,100,8,9999,3,27,21,1012,70,NIL,NIL,,,,,,,,
"['10:00', '17/01']",17/01 10:00,90,10,9999,3,27,22,1012,74,NIL,NIL,,,,,,,,
"['11:00', '17/01']",17/01 11:00,60,11,9999,5,27,23,1013,79,NIL,2000,,,,,,,,
"['12:00', '17/01']",17/01 12:00,90,10,9999,5,28,22,1013,70,NIL,2000,,,,,,,,
"['13:00', '17/01']",17/01 13:00,90,12,9999,5,29,22,1013,66,NIL,2000,,,,,,,,
"['14:00', '17/01']",17/01 14:00,100,13,9999,3,30,22,1013,62,NIL,NIL,,,,,,,,
"['15:00', '17/01']",17/01 15:00,100,12,9999,3,30,22,1013,62,NIL,NIL,,,,,,,,
"['16:00', '17/01']",17/01 16:00,110,11,9999,3,30,22,1012,62,NIL,NIL,,,,,,,,
"['17:00', '17/01']",17/01 17:00,110,12,9999,3,30,21,1012,59,NIL,NIL,,,,,,,,
"['18:00', '17/01']",17/01 18:00,120,12,9999,3,30,21,1011,59,NIL,NIL,,,,,,,,
"['19:00', '17/01']",17/01 19:00,110,12,9999,3,30,21,1011,59,NIL,NIL,,,,,,,,
"['20:00', '17/01']",17/01 20:00,110,11,9999,3,30,21,1011,59,NIL,NIL,,,,,,,,
"['21:00', '17/01']",17/01 21:00,110,11,9999,3,29,21,1011,62,NIL,NIL,,,,,,,,
"['22:00', '17/01']",17/01 22:00,110,12,9999,3,28,22,1011,70,NIL,NIL,,,,,,,,
"['23:00', '17/01']",17/01 23:00,110,11,9999,3,28,21,1012,66,NIL,NIL,,,,,,,,
"['00:00', '18/01']",18/01 00:00,110,15,9999,3,27,22,1013,74,NIL,NIL,,,,,,,,
"['01:00', '18/01']",18/01 01:00,110,11,9999,3,27,23,1013,79,NIL,,,,,,,,,
"['02:00', '18/01']",18/01 02:00,110,12,9999,3,27,22,1013,74,NIL,,,,,,,,,
"['03:00', '18/01']",18/01 03:00,100,11,9999,3,27,22,1012,74,NIL,,,,,,,,,
"['04:00', '18/01']",18/01 04:00,100,10,9999,3,27,23,1011,79,NIL,,,,,,,,,
"['05:00', '18/01']",18/01 05:00,90,9,9999,3,27,22,1011,74,NIL,,,,,,,,,
"['06:00', '18/01']",18/01 06:00,80,7,9999,3,27,22,1011,74,NIL,,,,,,,,,
"['07:00', '18/01']",18/01 07:00,90,9,9999,3,27,22,1011,74,NIL,,,,,,,,,
"['08:00', '18/01']",18/01 08:00,90,9,9999,3,27,22,1012,74,NIL,,,,,,,,,
"['09:00', '18/01']",18/01 09:00,90,9,9999,3,27,22,1012,74,NIL,,,,,,,,,
"['10:00', '18/01']",18/01 10:00,90,9,9999,3,28,21,1013,66,NIL,,,,,,,,,
"['11:00', '18/01']",18/01 11:00,90,11,9999,3,29,22,1013,66,NIL,,,,,,,,,
"['12:00', '18/01']",18/01 12:00,100,10,9999,3,30,21,1014,59,100,,,,,,,,,
"['13:00', '18/01']",18/01 13:00,90,12,9999,3,30,20,1014,55,NIL,,,,,,,,,
"['14:00', '18/01']",18/01 14:00,90,11,9999,3,30,21,1014,59,90,,,,,,,,,
"['15:00', '18/01']",18/01 15:00,90,11,9999,3,31,21,1013,55,95,,,,,,,,,
"['16:00', '18/01']",18/01 16:00,80,11,9999,3,30,20,1013,55,85,,,,,,,,,
"['17:00', '18/01']",18/01 17:00,80,11,9999,3,30,21,1012,59,NIL,,,,,,,,,
"['18:00', '18/01']",18/01 18:00,90,10,9999,3,30,21,1012,59,NIL,,,,,,,,,
"['19:00', '18/01']",18/01 19:00,100,11,9999,3,30,20,1012,55,NIL,,,,,,,,,
"['20:00', '18/01']",18/01 20:00,100,9,9999,3,30,21,1012,59,NIL,,,,,,,,,
"['21:00', '18/01']",18/01 21:00,100,9,9999,2,29,20,1012,58,NIL,,,,,,,,,
"['22:00', '18/01']",18/01 22:00,100,9,9999,2,28,20,1012,62,NIL,,,,,,,,,
"['23:00', '18/01']",18/01 23:00,100,8,9999,2,28,20,1013,62,110,,,,,,,,,
"['00:00', '19/01']",19/01 00:00,110,8,9999,2,28,21,1013,66,NIL,,,,,,,,,
"['01:00', '19/01']",19/01 01:00,90,11,9999,2,28,21,1014,66,NIL,NIL,,,,,,,,
"['02:00', '19/01']",19/01 02:00,90,10,9999,2,28,21,1014,66,NIL,NIL,,,,,,,,
"['03:00', '19/01']",19/01 03:00,90,9,9999,2,28,21,1013,66,NIL,NIL,,,,,,,,
"['04:00', '19/01']",19/01 04:00,90,8,9999,2,27,20,1013,66,NIL,NIL,,,,,,,,
"['05:00', '19/01']",19/01 05:00,80,8,9999,2,27,20,1012,66,NIL,NIL,,,,,,,,
"['06:00', '19/01']",19/01 06:00,70,5,9999,2,26,21,1012,74,85,NIL,,,,,,,,
"['07:00', '19/01']",19/01 07:00,40,3,9999,2,26,21,1012,74,NIL,NIL,,,,,,,,
"['08:00', '19/01']",19/01 08:00,VRB,1,9999,2,25,22,1012,83,NIL,NIL,,,,,,,,
"['09:00', '19/01']",19/01 09:00,290,2,9999,3,25,21,1013,79,NIL,NIL,,,,,,,,
"['10:00', '19/01']",19/01 10:00,330,3,9999,3,26,22,1013,79,NIL,NIL,,,,,,,,
"['11:00', '19/01']",19/01 11:00,60,3,9999,3,27,22,1014,74,NIL,NIL,,,,,,,,
"['12:00', '19/01']",19/01 12:00,100,11,8000,5,29,22,1014,66,NIL,1500,,,,,,,,
"['13:00', '19/01']",19/01 13:00,80,14,9999,5,28,22,1014,70,NIL,10000,,,,,,,,
"['14:00', '19/01']",19/01 14:00,60,12,9999,5,30,20,1014,55,NIL,10000,,,,,,,,
"['15:00', '19/01']",19/01 15:00,110,9,9999,3,31,20,1014,52,NIL,NIL,,,,,,,,
"['16:00', '19/01']",19/01 16:00,90,12,9999,3,30,22,1013,62,NIL,NIL,,,,,,,,
"['17:00', '19/01']",19/01 17:00,110,12,9999,3,30,22,1013,62,NIL,NIL,,,,,,,,
"['18:00', '19/01']",19/01 18:00,130,11,9999,3,30,22,1012,62,130,NIL,,,,,,,,
"['19:00', '19/01']",19/01 19:00,130,10,9999,3,29,20,1012,58,145,NIL,,,,,,,,
"['20:00', '19/01']",19/01 20:00,120,13,9999,3,28,22,1012,70,NIL,NIL,,,,,,,,
"['21:00', '19/01']",19/01 21:00,120,10,9999,3,28,21,1013,66,NIL,NIL,,,,,,,,
"['22:00', '19/01']",19/01 22:00,110,14,9999,3,27,22,1013,74,NIL,NIL,,,,,,,,
"['23:00', '19/01']",19/01 23:00,110,15,9999,3,27,20,1013,66,NIL,NIL,,,,,,,,
"['00:00', '20/01']",20/01 00:00,100,11,9999,3,28,20,1014,62,110,NIL,,,,,,,,
"['01:00', '20/01']",20/01 01:00,100,10,9999,3,28,20,1014,62,NIL,NIL,NIL,NIL,,NIL,,,,
"['02:00', '20/01']",20/01 02:00,120,4,9999,5,28,17,1014,51,NIL,6000,NIL,NIL,,NIL,,,,
"['03:00', '20/01']",20/01 03:00,130,5,9999,3,28,20,1014,62,NIL,NIL,NIL,NIL,,NIL,,,,
"['04:00', '20/01']",20/01 04:00,140,6,9999,3,27,21,1013,70,NIL,NIL,NIL,NIL,,NIL,,,,
"['05:00', '20/01']",20/01 05:00,100,10,9999,3,27,19,1013,62,NIL,NIL,NIL,NIL,,NIL,,,,
"['06:00', '20/01']",20/01 06:00,90,9,9999,3,27,21,1012,70,NIL,NIL,NIL,NIL,,NIL,,,,
"['07:00', '20/01']",20/01 07:00,110,7,9999,3,27,21,1013,70,NIL,NIL,NIL,NIL,,NIL,,,,
"['08:00', '20/01']",20/01 08:00,120,7,9999,3,27,21,1013,70,110,NIL,NIL,NIL,,NIL,,,,
"['09:00', '20/01']",20/01 09:00,90,9,9999,5,26,22,1014,79,NIL,6000,NIL,NIL,,NIL,,,,
"['10:00', '20/01']",20/01 10:00,30,6,9999,5,27,21,1014,70,NIL,6000,NIL,NIL,,NIL,,,,
"['11:00', '20/01']",20/01 11:00,30,6,9999,5,27,20,1014,66,NIL,6000,NIL,NIL,,NIL,,,,
"['12:00', '20/01']",20/01 12:00,70,8,9999,5,28,21,1015,66,NIL,6000,NIL,NIL,,NIL,,,,
"['13:00', '20/01']",20/01 13:00,120,7,9999,5,28,21,1015,66,NIL,2000,NIL,NIL,,NIL,,,,
"['14:00', '20/01']",20/01 14:00,150,13,5000,5,27,22,1015,74,NIL,1500,1,NIL,,1,,,,
"['14:05', '20/01']",20/01 14:05,100,13,3000,8,24,22,1015,89,NIL,1000,1,1,,1,,,,
"['14:30', '20/01']",20/01 14:30,0,0,8000,5,25,23,1015,89,NIL,1500,NIL,NIL,,NIL,,,,
"['15:00', '20/01']",20/01 15:00,130,6,9999,5,26,22,1014,79,NIL,7000,NIL,NIL,,NIL,,,,
"['16:00', '20/01']",20/01 16:00,80,12,9999,5,26,22,1014,79,NIL,7000,NIL,NIL,,NIL,,,,
"['17:00', '20/01']",20/01 17:00,70,7,9999,5,29,19,1013,55,NIL,2000,NIL,NIL,,NIL,,,,
"['18:00', '20/01']",20/01 18:00,90,7,9999,5,29,21,1012,62,NIL,8000,NIL,NIL,,NIL,,,,
"['19:00', '20/01']",20/01 19:00,120,6,9999,5,29,21,1012,62,NIL,8000,NIL,NIL,,NIL,,,,
"['20:00', '20/01']",20/01 20:00,120,5,9999,5,28,21,1012,66,NIL,8000,NIL,NIL,,NIL,,,,
"['21:00', '20/01']",20/01 21:00,140,4,9000,5,28,21,1012,66,NIL,2000,NIL,NIL,,NIL,,,,
"['22:00', '20/01']",20/01 22:00,30,6,9999,5,25,21,1013,79,NIL,2000,NIL,NIL,,NIL,,,,
"['23:00', '20/01']",20/01 23:00,40,1,9999,5,25,22,1013,83,NIL,2000,NIL,NIL,,NIL,,,,
"['00:00', '21/01']",21/01 00:00,VRB,1,9999,3,26,22,1014,79,NIL,NIL,NIL,NIL,,NIL,,,,
"['01:00', '21/01']",21/01 01:00,70,5,9999,5,26,22,1014,79,80,10000,NIL,,,,,,,
"['02:00', '21/01']",21/01 02:00,VRB,2,9999,5,25,22,1014,83,NIL,10000,NIL,,,,,,,
"['03:00', '21/01']",21/01 03:00,30,8,9999,5,25,22,1013,83,NIL,9000,NIL,,,,,,,
"['04:00', '21/01']",21/01 04:00,VRB,2,9999,5,25,22,1013,83,NIL,10000,NIL,,,,,,,
"['05:00', '21/01']",21/01 05:00,VRB,1,9999,3,25,22,1013,83,NIL,NIL,NIL,,,,,,,
"['06:00', '21/01']",21/01 06:00,0,0,9999,3,24,22,1012,89,NIL,NIL,NIL,,,,,,,
"['07:00', '21/01']",21/01 07:00,VRB,2,8000,5,25,22,1013,83,NIL,4000,1,,,,,,,
"['08:00', '21/01']",21/01 08:00,290,3,9000,3,24,22,1013,89,295,NIL,NIL,,,,,,,
"['09:00', '21/01']",21/01 09:00,310,3,9999,3,24,22,1014,89,325,NIL,NIL,,,,,,,
"['10:00', '21/01']",21/01 10:00,360,3,9999,3,25,23,1015,89,190,NIL,NIL,,,,,,,
"['11:00', '21/01']",21/01 11:00,VRB,1,9999,5,26,22,1015,79,NIL,2000,1,,,,,,,
"['12:00', '21/01']",21/01 12:00,VRB,3,9999,5,27,23,1015,79,NIL,2000,NIL,,,,,,,
"['13:00', '21/01']",21/01 13:00,110,9,9999,3,29,22,1015,66,NIL,NIL,NIL,,,,,,,
"['14:00', '21/01']",21/01 14:00,110,11,9999,3,30,21,1015,59,NIL,NIL,NIL,,,,,,,
"['15:00', '21/01']",21/01 15:00,100,11,9999,5,30,21,1015,59,110,10000,NIL,,,,,,,
"['16:00', '21/01']",21/01 16:00,90,11,9999,3,29,22,1014,66,90,NIL,NIL,,,,,,,
"['17:00', '21/01']",21/01 17:00,90,11,9999,3,30,22,1014,62,NIL,NIL,NIL,,,,,,,
"['18:00', '21/01']",21/01 18:00,100,11,9999,3,31,22,1014,59,NIL,NIL,NIL,,,,,,,
"['19:00', '21/01']",21/01 19:00,100,11,9999,5,29,22,1013,66,NIL,7000,NIL,,,,,,,
"['20:00', '21/01']",21/01 20:00,80,11,9999,5,29,21,1014,62,NIL,7000,NIL,,,,,,,
"['21:00', '21/01']",21/01 21:00,90,9,9999,5,28,21,1014,66,NIL,7000,NIL,,,,,,,
"['22:00', '21/01']",21/01 22:00,70,8,9999,3,28,21,1014,66,NIL,NIL,NIL,,,,,,,
"['23:00', '21/01']",21/01 23:00,80,8,9999,3,27,22,1015,74,NIL,NIL,NIL,,,,,,,
"['00:00', '22/01']",22/01 00:00,90,10,9999,5,28,21,1015,66,NIL,10000,NIL,,,,,,,
"['01:00', '22/01']",22/01 01:00,90,8,9999,3,28,22,1016,70,NIL,NIL,,,,,,,,
"['02:00', '22/01']",22/01 02:00,100,8,9999,3,28,22,1015,70,NIL,NIL,,,,,,,,
"['03:00', '22/01']",22/01 03:00,110,9,9999,3,28,22,1014,70,NIL,NIL,,,,,,,,
"['04:00', '22/01']",22/01 04:00,110,9,9999,3,28,21,1014,66,NIL,NIL,,,,,,,,
