validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vis,trovoada,teto,cobertura,tt,po,qnh,ur,chuva,vnt_rajada,chuvisco,nevoeiro,nevoa_umida,pancada,vis_setor,vis_setor_dir,fumaca,vnt_vrb
"['12:00', '11/01']",11/01 12:00,360,4,9999,,NIL,NIL,30,22,1012,62,NIL,,,,,,,,,
"['13:00', '11/01']",11/01 13:00,320,5,9999,,NIL,NIL,32,22,1013,56,NIL,,,,,,,,,
"['14:00', '11/01']",11/01 14:00,270,3,9999,,NIL,3,33,22,1013,53,NIL,,,,,,,,,
"['15:00', '11/01']",11/01 15:00,50,2,9999,,NIL,3,35,21,1012,44,NIL,,,,,,,,,
"['16:00', '11/01']",11/01 16:00,120,5,9999,,2000,5,35,22,1011,47,NIL,,,,,,,,,
"['17:00', '11/01']",11/01 17:00,130,5,9999,,2000,5,36,20,1009,39,NIL,,,,,,,,,
"['18:00', '11/01']",11/01 18:00,100,4,9999,,2000,5,34,22,1008,50,NIL,,,,,,,,,
"['18:13', '11/01']",11/01 18:13,20,7,3000,,2000,5,31,22,1008,59,1,,,,,,,,,
"['19:00', '11/01']",11/01 19:00,290,4,8000,,2000,5,30,22,1008,62,NIL,,,,,,,,,
"['20:00', '11/01']",11/01 20:00,330,2,9999,,NIL,3,30,23,1008,66,NIL,,,,,,,,,
"['21:00', '11/01']",11/01 21:00,10,3,9999,,10000,5,30,24,1008,70,NIL,,,,,,,,,
"['22:00', '11/01']",11/01 22:00,220,7,9999,,10000,5,28,24,1009,79,NIL,,,,,,,,,
"['23:00', '11/01']",11/01 23:00,200,10,9999,,NIL,3,26,23,1011,84,NIL,,,,,,,,,
"['00:00', '12/01']",12/01 00:00,160,7,9999,,10000,5,26,23,1012,84,NIL,,,,,,,,,
"['01:00', '12/01']",12/01 01:00,70,3,9999,,NIL,3,26,23,1012,84,,,,,,,,,,
"['02:00', '12/01']",12/01 02:00,360,3,9999,,NIL,2,25,23,1011,89,,,,,,,,,,
"['03:00', '12/01']",12/01 03:00,330,3,9999,,NIL,2,25,23,1012,89,,,,,,,,,,
"['04:00', '12/01']",12/01 04:00,170,3,9999,,NIL,NIL,25,23,1012,89,,,,,,,,,,
"['05:00', '12/01']",12/01 05:00,230,2,9999,,NIL,NIL,26,23,1011,84,,,,,,,,,,
"['06:00', '12/01']",12/01 06:00,150,2,9999,,NIL,NIL,25,23,1011,89,,,,,,,,,,
"['07:00', '12/01']",12/01 07:00,320,4,9999,,NIL,NIL,25,23,1010,89,,,,,,,,,,
"['08:00', '12/01']",12/01 08:00,0,0,9999,,NIL,NIL,25,23,1010,89,,,,,,,,,,
"['09:00', '12/01']",12/01 09:00,10,1,9999,,NIL,NIL,24,23,1011,94,,,,,,,,,,
"['10:00', '12/01']",12/01 10:00,350,3,9999,,NIL,NIL,24,23,1012,94,,,,,,,,,,
"['11:00', '12/01']",12/01 11:00,330,4,9999,,NIL,NIL,26,24,1013,89,,,,,,,,,,
"['12:00', '12/01']",12/01 12:00,310,6,9999,,NIL,NIL,28,24,1013,79,,,,,,,,,,
"['13:00', '12/01']",12/01 13:00,10,4,9999,,NIL,NIL,30,23,1014,66,,,,,,,,,,
"['14:00', '12/01']",12/01 14:00,330,6,9999,,NIL,NIL,32,23,1014,59,,,,,,,,,,
"['15:00', '12/01']",12/01 15:00,300,7,9999,,NIL,2,34,23,1013,53,,,,,,,,,,
"['16:00', '12/01']",12/01 16:00,330,6,9999,,2500,5,35,22,1012,47,,,,,,,,,,
"['17:00', '12/01']",12/01 17:00,340,8,9999,,10000,5,35,21,1011,44,,,,,,,,,,
"['18:00', '12/01']",12/01 18:00,360,6,9999,,NIL,3,36,21,1009,42,,,,,,,,,,
"['19:00', '12/01']",12/01 19:00,340,9,9999,,10000,5,34,21,1011,47,,,,,,,,,,
"['20:00', '12/01']",12/01 20:00,360,8,9999,,10000,5,37,19,1007,35,,,,,,,,,,
"['21:00', '12/01']",12/01 21:00,350,5,9999,,10000,5,36,20,1009,39,,,,,,,,,,
"['22:00', '12/01']",12/01 22:00,330,5,9999,,NIL,3,33,20,1008,46,,,,,,,,,,
"['23:00', '12/01']",12/01 23:00,160,9,9999,,NIL,3,30,22,1009,62,,,,,,,,,,
"['00:00', '13/01']",13/01 00:00,170,3,9999,,NIL,NIL,30,24,1010,70,,,,,,,,,,
"['01:00', '13/01']",13/01 01:00,140,4,9999,,NIL,NIL,27,24,1011,84,NIL,NIL,,,,,,,,
"['02:00', '13/01']",13/01 02:00,90,4,9999,,NIL,3,27,24,1013,84,NIL,NIL,,,,,,,,
"['03:00', '13/01']",13/01 03:00,90,5,9999,,NIL,2,26,23,1013,84,NIL,NIL,,,,,,,,
"['04:00', '13/01']",13/01 04:00,0,0,9999,,NIL,3,27,24,1012,84,NIL,NIL,,,,,,,,
"['05:00', '13/01']",13/01 05:00,10,3,9999,,NIL,NIL,27,23,1012,79,NIL,NIL,,,,,,,,
"['06:00', '13/01']",13/01 06:00,360,3,9999,,NIL,3,26,23,1012,84,NIL,NIL,,,,,,,,
"['07:00', '13/01']",13/01 07:00,10,2,9999,,NIL,3,26,23,1011,84,NIL,NIL,,,,,,,,
"['08:00', '13/01']",13/01 08:00,0,0,9999,,NIL,3,26,23,1011,84,NIL,NIL,,,,,,,,
"['09:00', '13/01']",13/01 09:00,0,0,9999,,NIL,3,25,23,1011,89,NIL,NIL,,,,,,,,
"['10:00', '13/01']",13/01 10:00,350,2,9999,,NIL,3,25,23,1011,89,NIL,NIL,,,,,,,,
"['11:00', '13/01']",13/01 11:00,300,2,9999,,NIL,3,28,22,1013,70,NIL,NIL,,,,,,,,
"['12:00', '13/01']",13/01 12:00,20,3,9999,,NIL,3,30,22,1013,62,NIL,NIL,,,,,,,,
"['13:00', '13/01']",13/01 13:00,330,8,9999,,NIL,2,32,22,1013,56,NIL,NIL,,,,,,,,
"['14:00', '13/01']",13/01 14:00,310,8,9999,,NIL,3,33,22,1014,53,NIL,NIL,,,,,,,,
"['15:00', '13/01']",13/01 15:00,330,10,9999,,NIL,3,34,21,1013,47,NIL,NIL,,,,,,,,
"['16:00', '13/01']",13/01 16:00,310,9,9999,,9000,5,34,19,1013,41,NIL,NIL,,,,,,,,
"['16:40', '13/01']",13/01 16:40,60,9,3000,,2000,5,27,23,1013,79,1,NIL,,,,,,,,
"['16:48', '13/01']",13/01 16:48,50,10,1000,,2000,5,26,21,1013,74,1,26,,,,,,,,
"['17:00', '13/01']",13/01 17:00,310,6,3000,,NIL,3,26,22,1012,79,1,NIL,,,,,,,,
"['18:00', '13/01']",13/01 18:00,90,3,9999,,NIL,3,30,25,1011,75,NIL,NIL,,,,,,,,
"['19:00', '13/01']",13/01 19:00,360,3,9999,,NIL,3,33,22,1010,53,NIL,NIL,,,,,,,,
"['20:00', '13/01']",13/01 20:00,30,8,9999,,NIL,3,31,21,1009,55,NIL,NIL,,,,,,,,
"['21:00', '13/01']",13/01 21:00,320,8,9999,,NIL,3,34,21,1009,47,NIL,NIL,,,,,,,,
"['22:00', '13/01']",13/01 22:00,150,6,9999,,NIL,3,31,24,1010,66,NIL,NIL,,,,,,,,
"['23:00', '13/01']",13/01 23:00,160,3,9999,,NIL,3,29,24,1010,74,NIL,NIL,,,,,,,,
"['00:00', '14/01']",14/01 00:00,170,4,9999,,NIL,2,29,23,1011,70,NIL,NIL,,,,,,,,
"['01:00', '14/01']",14/01 01:00,100,3,9999,,NIL,2,27,24,1012,84,NIL,,,,,,,,,
"['02:00', '14/01']",14/01 02:00,80,2,9999,,NIL,2,27,24,1013,84,NIL,,,,,,,,,
"['03:00', '14/01']",14/01 03:00,120,3,9999,,NIL,NIL,27,24,1013,84,NIL,,,,,,,,,
"['04:00', '14/01']",14/01 04:00,140,2,9999,,NIL,2,26,24,1012,89,NIL,,,,,,,,,
"['05:00', '14/01']",14/01 05:00,190,2,9999,,NIL,3,27,23,1012,79,NIL,,,,,,,,,
"['06:00', '14/01']",14/01 06:00,180,2,9999,,NIL,3,26,24,1012,89,NIL,,,,,,,,,
"['07:00', '14/01']",14/01 07:00,360,4,9999,,7000,5,26,24,1012,89,NIL,,,,,,,,,
"['08:00', '14/01']",14/01 08:00,240,3,9999,,NIL,2,26,24,1012,89,NIL,,,,,,,,,
"['09:00', '14/01']",14/01 09:00,0,0,9999,,NIL,NIL,25,23,1012,89,NIL,,,,,,,,,
"['10:00', '14/01']",14/01 10:00,200,2,9999,,NIL,NIL,26,24,1012,89,NIL,,,,,,,,,
"['11:00', '14/01']",14/01 11:00,330,4,9999,,NIL,NIL,28,24,1013,79,NIL,,,,,,,,,
"['12:00', '14/01']",14/01 12:00,330,3,9999,,NIL,NIL,29,23,1013,70,NIL,,,,,,,,,
"['13:00', '14/01']",14/01 13:00,360,3,9999,,NIL,2,31,23,1013,63,NIL,,,,,,,,,
"['14:00', '14/01']",14/01 14:00,280,4,9999,,NIL,3,32,21,1013,52,NIL,,,,,,,,,
"['15:00', '14/01']",14/01 15:00,320,4,9999,,3000,5,34,20,1012,44,NIL,,,,,,,,,
"['16:00', '14/01']",14/01 16:00,300,6,9999,,3000,5,34,20,1012,44,NIL,,,,,,,,,
"['17:00', '14/01']",14/01 17:00,310,12,9999,,4000,5,34,21,1011,47,NIL,,,,,,,,,
"['18:00', '14/01']",14/01 18:00,300,7,9999,,4000,5,35,18,1010,37,NIL,,,,,,,,,
"['19:00', '14/01']",14/01 19:00,360,5,8000,,8000,5,31,22,1009,59,NIL,,,,,,,,,
"['20:00', '14/01']",14/01 20:00,130,6,4000,,6000,5,27,22,1010,74,1,,,,,,,,,
"['21:00', '14/01']",14/01 21:00,150,7,9999,,NIL,3,27,23,1009,79,NIL,,,,,,,,,
"['22:00', '14/01']",14/01 22:00,360,7,9999,,NIL,2,27,23,1009,79,NIL,,,,,,,,,
"['23:00', '14/01']",14/01 23:00,80,2,9999,,NIL,NIL,27,21,1009,70,NIL,,,,,,,,,
"['00:00', '15/01']",15/01 00:00,10,2,9999,,NIL,NIL,26,22,1010,79,NIL,,,,,,,,,
"['01:00', '15/01']",15/01 01:00,360,2,9999,,NIL,NIL,25,22,1010,83,,,,,,,,,,
"['02:00', '15/01']",15/01 02:00,340,3,9999,,NIL,NIL,25,22,1011,83,,,,,,,,,,
"['03:00', '15/01']",15/01 03:00,300,3,9999,,NIL,NIL,25,22,1011,83,,,,,,,,,,
"['04:00', '15/01']",15/01 04:00,320,6,9999,,NIL,NIL,25,22,1011,83,,,,,,,,,,
"['05:00', '15/01']",15/01 05:00,310,7,9999,,NIL,NIL,25,22,1011,83,,,,,,,,,,
"['06:00', '15/01']",15/01 06:00,310,6,9999,,NIL,NIL,25,22,1010,83,,,,,,,,,,
"['07:00', '15/01']",15/01 07:00,300,5,9999,,NIL,NIL,25,22,1010,83,,,,,,,,,,
"['08:00', '15/01']",15/01 08:00,300,6,9999,,NIL,NIL,25,22,1010,83,,,,,,,,,,
"['09:00', '15/01']",15/01 09:00,310,6,9999,,NIL,NIL,25,22,1010,83,,,,,,,,,,
"['10:00', '15/01']",15/01 10:00,320,2,9999,,NIL,NIL,25,22,1011,83,,,,,,,,,,
"['11:00', '15/01']",15/01 11:00,320,4,9999,,NIL,NIL,28,23,1012,74,,,,,,,,,,
"['12:00', '15/01']",15/01 12:00,310,4,9999,,NIL,NIL,30,23,1013,66,,,,,,,,,,
"['13:00', '15/01']",15/01 13:00,300,8,9999,,NIL,NIL,31,22,1013,59,,,,,,,,,,
"['14:00', '15/01']",15/01 14:00,310,7,9999,,NIL,NIL,33,22,1013,53,,,,,,,,,,
"['15:00', '15/01']",15/01 15:00,300,8,9999,,NIL,2,34,22,1012,50,,,,,,,,,,
"['16:00', '15/01']",15/01 16:00,270,7,9999,,NIL,3,35,21,1011,44,,,,,,,,,,
"['17:00', '15/01']",15/01 17:00,310,8,9999,,4000,5,36,20,1010,39,,,,,,,,,,
"['18:00', '15/01']",15/01 18:00,320,7,9999,,NIL,NIL,36,19,1009,37,,,,,,,,,,
"['19:00', '15/01']",15/01 19:00,320,8,9999,,4000,5,37,20,1008,37,,,,,,,,,,
"['20:00', '15/01']",15/01 20:00,320,5,9999,,4000,5,36,19,1007,37,,,,,,,,,,
"['21:00', '15/01']",15/01 21:00,290,7,9999,,NIL,2,36,17,1007,33,,,,,,,,,,
"['22:00', '15/01']",15/01 22:00,290,4,9999,,NIL,2,36,18,1008,35,,,,,,,,,,
"['23:00', '15/01']",15/01 23:00,300,5,9999,,NIL,2,32,20,1008,49,,,,,,,,,,
"['00:00', '16/01']",16/01 00:00,120,2,9999,,NIL,NIL,31,21,1009,55,,,,,,,,,,
"['01:00', '16/01']",16/01 01:00,10,2,9999,NIL,NIL,NIL,30,21,1010,59,NIL,NIL,,,,,,,,
"['02:00', '16/01']",16/01 02:00,300,1,9999,NIL,NIL,NIL,31,22,1011,59,NIL,NIL,,,,,,,,
"['03:00', '16/01']",16/01 03:00,330,2,9999,NIL,NIL,NIL,29,21,1011,62,NIL,NIL,,,,,,,,
"['04:00', '16/01']",16/01 04:00,300,2,9999,NIL,NIL,NIL,29,21,1010,62,NIL,NIL,,,,,,,,
"['05:00', '16/01']",16/01 05:00,310,2,9999,NIL,NIL,NIL,28,21,1010,66,NIL,NIL,,,,,,,,
"['06:00', '16/01']",16/01 06:00,340,2,9999,NIL,NIL,NIL,27,21,1010,70,NIL,NIL,,,,,,,,
"['07:00', '16/01']",16/01 07:00,180,2,9999,NIL,NIL,NIL,27,23,1010,79,NIL,NIL,,,,,,,,
"['08:00', '16/01']",16/01 08:00,0,0,9999,NIL,NIL,NIL,27,24,1011,84,NIL,NIL,,,,,,,,
"['09:00', '16/01']",16/01 09:00,120,12,9999,NIL,NIL,NIL,26,24,1012,89,NIL,NIL,,,,,,,,
"['10:00', '16/01']",16/01 10:00,20,1,9999,NIL,NIL,NIL,26,24,1013,89,NIL,NIL,,,,,,,,
"['11:00', '16/01']",16/01 11:00,300,4,9999,NIL,NIL,NIL,30,23,1013,66,NIL,NIL,,,,,,,,
"['12:00', '16/01']",16/01 12:00,280,6,9999,NIL,NIL,NIL,32,22,1014,56,NIL,NIL,,,,,,,,
"['13:00', '16/01']",16/01 13:00,210,4,9999,NIL,NIL,NIL,34,21,1014,47,NIL,NIL,,,,,,,,
"['14:00', '16/01']",16/01 14:00,140,5,9999,NIL,NIL,NIL,34,22,1014,50,NIL,NIL,,,,,,,,
"['15:00', '16/01']",16/01 15:00,130,7,9999,NIL,NIL,3,35,22,1014,47,NIL,NIL,,,,,,,,
"['16:00', '16/01']",16/01 16:00,150,8,9999,NIL,NIL,3,36,22,1013,45,NIL,NIL,,,,,,,,
"['17:00', '16/01']",16/01 17:00,140,9,9999,NIL,NIL,3,35,21,1012,44,NIL,NIL,,,,,,,,
"['17:18', '16/01']",16/01 17:18,120,10,8000,1,2000,5,35,22,1012,47,NIL,NIL,,,,,,,,
"['18:00', '16/01']",16/01 18:00,320,10,7000,1,2000,5,35,22,1012,47,NIL,NIL,,,,,,,,
"['19:00', '16/01']",16/01 19:00,320,10,5000,1,2000,5,29,21,1012,62,1,NIL,,,,,,,,
"['19:23', '16/01']",16/01 19:23,300,13,6000,1,NIL,3,28,24,1011,79,NIL,23,,,,,,,,
"['20:00', '16/01']",16/01 20:00,170,15,1000,1,2000,5,24,22,1013,89,1,NIL,,,,,,,,
"['20:06', '16/01']",16/01 20:06,200,16,3000,1,2000,5,24,22,1012,89,1,NIL,,,,,,,,
"['20:30', '16/01']",16/01 20:30,190,11,5000,1,2000,5,25,23,1012,89,1,NIL,,,,,,,,
"['21:00', '16/01']",16/01 21:00,170,9,7000,NIL,NIL,3,26,22,1012,79,NIL,NIL,,,,,,,,
"['22:00', '16/01']",16/01 22:00,310,12,5000,1,2000,5,26,22,1014,79,1,NIL,,,,,,,,
"['23:00', '16/01']",16/01 23:00,330,6,9999,1,NIL,3,25,22,1014,83,NIL,NIL,,,,,,,,
"['00:00', '17/01']",17/01 00:00,310,6,9999,1,NIL,3,24,23,1016,94,1,NIL,,,,,,,,
"['01:00', '17/01']",17/01 01:00,360,6,9000,1,10000,5,24,22,1017,89,1,,,,,,,,,
"['02:00', '17/01']",17/01 02:00,30,3,9999,1,10000,5,24,22,1017,89,1,,,,,,,,,
"['03:00', '17/01']",17/01 03:00,140,6,9999,1,10000,5,24,22,1014,89,1,,,,,,,,,
"['04:00', '17/01']",17/01 04:00,50,3,9999,1,10000,5,24,22,1015,89,NIL,,,,,,,,,
"['05:00', '17/01']",17/01 05:00,70,3,9999,NIL,NIL,3,24,22,1014,89,NIL,,,,,,,,,
"['06:00', '17/01']",17/01 06:00,320,2,9999,NIL,NIL,3,24,22,1013,89,NIL,,,,,,,,,
"['07:00', '17/01']",17/01 07:00,10,2,9999,NIL,NIL,3,24,22,1014,89,NIL,,,,,,,,,
"['08:00', '17/01']",17/01 08:00,320,4,9999,NIL,NIL,NIL,24,22,1012,89,NIL,,,,,,,,,
"['09:00', '17/01']",17/01 09:00,360,2,9999,NIL,NIL,NIL,24,22,1012,89,NIL,,,,,,,,,
"['10:00', '17/01']",17/01 10:00,170,2,9999,NIL,NIL,NIL,24,22,1014,89,NIL,,,,,,,,,
"['11:00', '17/01']",17/01 11:00,230,2,9999,NIL,NIL,NIL,25,22,1015,83,NIL,,,,,,,,,
"['12:00', '17/01']",17/01 12:00,260,4,9999,NIL,NIL,NIL,26,22,1015,79,NIL,,,,,,,,,
"['13:00', '17/01']",17/01 13:00,300,6,9999,NIL,NIL,NIL,27,23,1016,79,NIL,,,,,,,,,
"['14:00', '17/01']",17/01 14:00,250,5,9999,NIL,10000,5,28,23,1016,74,NIL,,,,,,,,,
"['15:00', '17/01']",17/01 15:00,210,4,9999,NIL,NIL,NIL,30,22,1015,62,NIL,,,,,,,,,
"['16:00', '17/01']",17/01 16:00,70,2,9999,NIL,10000,5,31,21,1015,55,NIL,,,,,,,,,
"['17:00', '17/01']",17/01 17:00,150,4,9999,NIL,10000,5,31,22,1014,59,NIL,,,,,,,,,
"['18:00', '17/01']",17/01 18:00,0,0,9999,NIL,10000,5,31,22,1014,59,NIL,,,,,,,,,
"['19:00', '17/01']",17/01 19:00,90,2,9999,NIL,NIL,2,32,22,1012,56,NIL,,,,,,,,,
"['20:00', '17/01']",17/01 20:00,120,4,9999,NIL,NIL,2,32,23,1011,59,NIL,,,,,,,,,
"['21:00', '17/01']",17/01 21:00,0,0,9999,NIL,NIL,NIL,33,24,1010,59,NIL,,,,,,,,,
"['22:00', '17/01']",17/01 22:00,140,5,9999,NIL,NIL,NIL,32,24,1011,63,NIL,,,,,,,,,
"['23:00', '17/01']",17/01 23:00,140,5,9999,NIL,NIL,NIL,31,24,1012,66,NIL,,,,,,,,,
"['00:00', '18/01']",18/01 00:00,140,5,9999,NIL,NIL,NIL,30,24,1012,70,NIL,,,,,,,,,
"['01:00', '18/01']",18/01 01:00,0,0,9999,,NIL,NIL,29,25,1013,79,,,,,,,,,,
"['02:00', '18/01']",18/01 02:00,0,0,9999,,NIL,NIL,28,24,1013,79,,,,,,,,,,
"['03:00', '18/01']",18/01 03:00,0,0,9999,,NIL,NIL,28,25,1013,84,,,,,,,,,,
"['04:00', '18/01']",18/01 04:00,0,0,9999,,NIL,NIL,28,25,1013,84,,,,,,,,,,
"['05:00', '18/01']",18/01 05:00,40,2,9999,,NIL,NIL,27,25,1013,89,,,,,,,,,,
"['06:00', '18/01']",18/01 06:00,50,3,9999,,NIL,NIL,27,25,1013,89,,,,,,,,,,
"['07:00', '18/01']",18/01 07:00,0,0,9999,,NIL,NIL,27,25,1013,89,,,,,,,,,,
"['08:00', '18/01']",18/01 08:00,360,2,9999,,NIL,NIL,27,25,1014,89,,,,,,,,,,
"['09:00', '18/01']",18/01 09:00,340,3,9999,,NIL,NIL,26,25,1014,94,,,,,,,,,,
"['10:00', '18/01']",18/01 10:00,280,6,9000,,10000,5,25,21,1015,79,,,,,,,,,,
"['11:00', '18/01']",18/01 11:00,200,2,9999,,NIL,3,25,22,1015,83,,,,,,,,,,
"['12:00', '18/01']",18/01 12:00,0,0,9999,,NIL,2,27,22,1015,74,,,,,,,,,,
"['13:00', '18/01']",18/01 13:00,80,3,9999,,NIL,NIL,29,22,1015,66,,,,,,,,,,
"['14:00', '18/01']",18/01 14:00,80,2,9999,,NIL,NIL,31,22,1015,59,,,,,,,,,,
"['15:00', '18/01']",18/01 15:00,110,3,9999,,NIL,2,32,22,1014,56,,,,,,,,,,
"['16:00', '18/01']",18/01 16:00,110,3,9999,,NIL,2,34,23,1014,53,,,,,,,,,,
"['17:00', '18/01']",18/01 17:00,130,4,9999,,NIL,2,34,22,1013,50,,,,,,,,,,
"['18:00', '18/01']",18/01 18:00,130,3,9999,,NIL,3,35,23,1012,50,,,,,,,,,,
"['19:00', '18/01']",18/01 19:00,100,3,9999,,8000,5,34,23,1011,53,,,,,,,,,,
"['20:00', '18/01']",18/01 20:00,110,3,9999,,NIL,3,32,23,1010,59,,,,,,,,,,
"['21:00', '18/01']",18/01 21:00,60,8,9999,,NIL,3,28,20,1011,62,,,,,,,,,,
"['22:00', '18/01']",18/01 22:00,110,4,9999,,NIL,2,28,21,1010,66,,,,,,,,,,
"['23:00', '18/01']",18/01 23:00,150,2,9999,,NIL,2,27,22,1010,74,,,,,,,,,,
"['00:00', '19/01']",19/01 00:00,130,5,9999,,NIL,2,26,23,1011,84,,,,,,,,,,
"['01:00', '19/01']",19/01 01:00,0,0,9999,NIL,NIL,3,26,23,1012,84,,,,,,,,,,
"['02:00', '19/01']",19/01 02:00,140,6,9999,NIL,NIL,NIL,27,22,1013,74,,,,,,,,,,
"['03:00', '19/01']",19/01 03:00,150,3,9999,NIL,NIL,NIL,26,22,1013,79,,,,,,,,,,
"['04:00', '19/01']",19/01 04:00,180,3,9999,NIL,NIL,NIL,26,21,1012,74,,,,,,,,,,
"['05:00', '19/01']",19/01 05:00,0,0,9999,NIL,NIL,NIL,25,22,1011,83,,,,,,,,,,
"['06:00', '19/01']",19/01 06:00,310,2,9999,NIL,NIL,NIL,25,21,1011,79,,,,,,,,,,
"['07:00', '19/01']",19/01 07:00,340,3,9999,NIL,NIL,3,25,21,1011,79,,,,,,,,,,
"['08:00', '19/01']",19/01 08:00,0,0,9999,NIL,NIL,NIL,24,22,1012,89,,,,,,,,,,
"['09:00', '19/01']",19/01 09:00,290,3,9999,NIL,NIL,NIL,24,22,1012,89,,,,,,,,,,
"['10:00', '19/01']",19/01 10:00,320,3,9999,NIL,NIL,NIL,25,22,1013,83,,,,,,,,,,
"['11:00', '19/01']",19/01 11:00,320,3,9999,NIL,NIL,NIL,27,22,1013,74,,,,,,,,,,
"['12:00', '19/01']",19/01 12:00,0,0,9999,NIL,NIL,NIL,28,22,1014,70,,,,,,,,,,
"['13:00', '19/01']",19/01 13:00,200,2,9999,NIL,NIL,NIL,31,23,1014,63,,,,,,,,,,
"['14:00', '19/01']",19/01 14:00,140,3,9999,NIL,NIL,NIL,32,23,1014,59,,,,,,,,,,
"['15:00', '19/01']",19/01 15:00,150,2,9999,NIL,NIL,2,33,22,1013,53,,,,,,,,,,
"['16:00', '19/01']",19/01 16:00,310,4,9999,NIL,NIL,2,35,19,1012,39,,,,,,,,,,
"['17:00', '19/01']",19/01 17:00,280,7,9999,NIL,NIL,3,36,21,1010,42,,,,,,,,,,
"['18:00', '19/01']",19/01 18:00,310,5,9999,NIL,6000,5,36,20,1009,39,,,,,,,,,,
"['19:00', '19/01']",19/01 19:00,150,9,9999,NIL,NIL,3,35,22,1008,47,,,,,,,,,,
"['20:00', '19/01']",19/01 20:00,180,15,8000,1,NIL,3,33,21,1008,49,,,,,,,,,,
"['21:00', '19/01']",19/01 21:00,350,10,9999,NIL,NIL,3,29,20,1008,58,,,,,,,,,,
"['22:00', '19/01']",19/01 22:00,40,6,9999,NIL,NIL,2,28,21,1010,66,,,,,,,,,,
"['23:00', '19/01']",19/01 23:00,300,3,9999,NIL,NIL,2,29,21,1010,62,,,,,,,,,,
"['00:00', '20/01']",20/01 00:00,310,11,9999,NIL,NIL,NIL,26,21,1011,74,,,,,,,,,,
"['01:00', '20/01']",20/01 01:00,340,4,9999,,,NIL,25,22,1012,83,,,,,,,,,,
"['02:00', '20/01']",20/01 02:00,330,6,9999,,,NIL,26,21,1012,74,,,,,,,,,,
"['03:00', '20/01']",20/01 03:00,310,4,9999,,,NIL,26,21,1012,74,,,,,,,,,,
"['04:00', '20/01']",20/01 04:00,310,4,9999,,,NIL,26,21,1012,74,,,,,,,,,,
"['05:00', '20/01']",20/01 05:00,320,5,9999,,,NIL,25,22,1011,83,,,,,,,,,,
"['06:00', '20/01']",20/01 06:00,320,4,9999,,,NIL,24,22,1010,89,,,,,,,,,,
"['07:00', '20/01']",20/01 07:00,320,4,9999,,,NIL,24,22,1010,89,,,,,,,,,,
"['08:00', '20/01']",20/01 08:00,350,3,9999,,,NIL,24,22,1010,89,,,,,,,,,,
"['09:00', '20/01']",20/01 09:00,40,2,9999,,,NIL,25,22,1010,83,,,,,,,,,,
"['10:00', '20/01']",20/01 10:00,70,3,9999,,,NIL,25,22,1011,83,,,,,,,,,,
"['11:00', '20/01']",20/01 11:00,300,4,9999,,,NIL,27,22,1011,74,,,,,,,,,,
"['12:00', '20/01']",20/01 12:00,310,6,9999,,,NIL,29,23,1012,70,,,,,,,,,,
"['13:00', '20/01']",20/01 13:00,310,8,9999,,,NIL,30,22,1012,62,,,,,,,,,,
"['14:00', '20/01']",20/01 14:00,320,3,9999,,,NIL,32,22,1012,56,,,,,,,,,,
"['15:00', '20/01']",20/01 15:00,300,6,9999,,,2,32,23,1012,59,,,,,,,,,,
"['16:00', '20/01']",20/01 16:00,330,5,9999,,,3,33,23,1011,56,,,,,,,,,,
"['17:00', '20/01']",20/01 17:00,310,7,9999,,,3,34,21,1010,47,,,,,,,,,,
"['18:00', '20/01']",20/01 18:00,290,6,9999,,,3,35,22,1008,47,,,,,,,,,,
"['19:00', '20/01']",20/01 19:00,260,10,9000,,,3,34,21,1007,47,,,,,,,,,,
"['20:00', '20/01']",20/01 20:00,180,7,9999,,,3,31,22,1007,59,,,,,,,,,,
"['21:00', '20/01']",20/01 21:00,190,6,9999,,,3,32,22,1006,56,,,,,,,,,,
"['22:00', '20/01']",20/01 22:00,160,5,9999,,,3,31,22,1007,59,,,,,,,,,,
"['23:00', '20/01']",20/01 23:00,130,3,9999,,,2,29,24,1008,74,,,,,,,,,,
"['00:00', '21/01']",21/01 00:00,90,2,9999,,,NIL,28,24,1008,79,,,,,,,,,,
"['01:00', '21/01']",21/01 01:00,50,2,9999,,,NIL,29,23,1009,70,,,,,,,,,,
"['02:00', '21/01']",21/01 02:00,330,3,9999,,,NIL,28,24,1010,79,,,,,,,,,,
"['03:00', '21/01']",21/01 03:00,310,3,9999,,,NIL,28,24,1009,79,,,,,,,,,,
"['04:00', '21/01']",21/01 04:00,330,3,9999,,,NIL,28,24,1008,79,,,,,,,,,,
"['05:00', '21/01']",21/01 05:00,360,2,9999,,,NIL,27,24,1009,84,,,,,,,,,,
"['06:00', '21/01']",21/01 06:00,0,0,9999,,,NIL,27,24,1009,84,,,,,,,,,,
"['07:00', '21/01']",21/01 07:00,350,2,9999,,,NIL,26,24,1009,89,,,,,,,,,,
"['08:00', '21/01']",21/01 08:00,360,2,9999,,,NIL,25,24,1008,94,,,,,,,,,,
"['09:00', '21/01']",21/01 09:00,320,5,9999,,,NIL,27,23,1008,79,,,,,,,,,,
"['10:00', '21/01']",21/01 10:00,310,5,9999,,,NIL,27,23,1009,79,,,,,,,,,,
"['11:00', '21/01']",21/01 11:00,310,5,9999,,,NIL,28,23,1009,74,,,,,,,,,,
