validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vis,teto,cobertura,tt,po,qnh,ur,vnt_vrb,chuva,trovoada,pancada,vnt_rajada,vis_setor,vis_setor_dir,nevoeiro,nevoa_umida,chuvisco
"['02:00', '17/11']",17/11 02:00,290,1,9999,NIL,NIL,25,24,1010,94,,NIL,NIL,,NIL,NIL,NIL,,,
"['03:00', '17/11']",17/11 03:00,0,0,9999,NIL,NIL,25,24,1010,94,,NIL,NIL,,NIL,NIL,NIL,,,
"['04:00', '17/11']",17/11 04:00,0,0,9999,NIL,NIL,25,24,1010,94,,NIL,NIL,,NIL,NIL,NIL,,,
"['05:00', '17/11']",17/11 05:00,0,0,9999,NIL,NIL,25,24,1009,94,,NIL,NIL,,NIL,NIL,NIL,,,
"['06:00', '17/11']",17/11 06:00,0,0,9999,NIL,NIL,24,23,1009,94,,NIL,NIL,,NIL,NIL,NIL,,,
"['07:00', '17/11']",17/11 07:00,300,2,9999,NIL,NIL,24,23,1008,94,,NIL,NIL,,NIL,NIL,NIL,,,
"['08:00', '17/11']",17/11 08:00,0,0,9999,NIL,NIL,25,24,1008,94,,NIL,NIL,,NIL,NIL,NIL,,,
"['09:00', '17/11']",17/11 09:00,140,4,9999,NIL,2,26,25,1008,94,,NIL,NIL,,NIL,NIL,NIL,,,
"['10:00', '17/11']",17/11 10:00,100,6,9999,NIL,3,25,24,1009,94,,NIL,NIL,,NIL,NIL,NIL,,,
"['11:00', '17/11']",17/11 11:00,100,6,9999,NIL,3,26,24,1010,89,,NIL,NIL,,NIL,NIL,NIL,,,
"['12:00', '17/11']",17/11 12:00,100,7,9999,NIL,3,27,24,1010,84,,NIL,NIL,,NIL,NIL,NIL,,,
"['12:16', '17/11']",17/11 12:16,120,6,9999,1000,5,27,24,1011,84,,NIL,NIL,,NIL,NIL,NIL,,,
"['13:00', '17/11']",17/11 13:00,90,6,9999,NIL,3,28,24,1011,79,,NIL,NIL,,NIL,NIL,NIL,,,
"['14:00', '17/11']",17/11 14:00,30,3,9999,NIL,3,30,24,1011,70,,NIL,NIL,,NIL,NIL,NIL,,,
"['15:00', '17/11']",17/11 15:00,220,2,9999,2300,5,30,25,1010,75,,NIL,NIL,,NIL,NIL,NIL,,,
"['16:00', '17/11']",17/11 16:00,170,6,9999,2500,5,28,26,1009,89,,NIL,NIL,,NIL,NIL,NIL,,,
"['17:00', '17/11']",17/11 17:00,150,5,9999,NIL,3,31,25,1008,71,,NIL,NIL,,NIL,NIL,NIL,,,
"['18:00', '17/11']",17/11 18:00,110,9,1000,2000,5,30,25,1007,75,,1,1,,20,NIL,NIL,,,
"['18:10', '17/11']",17/11 18:10,110,12,4000,1500,5,26,25,1007,94,,1,1,,NIL,1000,270,,,
"['18:34', '17/11']",17/11 18:34,260,4,6000,10000,5,25,24,1007,94,,1,1,,NIL,NIL,NIL,,,
"['19:00', '17/11']",17/11 19:00,170,7,9999,10000,5,26,24,1006,89,,1,1,,NIL,NIL,NIL,,,
"['20:00', '17/11']",17/11 20:00,290,4,9999,10000,5,25,23,1007,89,,NIL,1,,NIL,NIL,NIL,,,
"['20:30', '17/11']",17/11 20:30,260,3,9999,9000,5,25,23,1007,89,,NIL,1,,NIL,NIL,NIL,,,
"['21:00', '17/11']",17/11 21:00,0,0,9999,8000,5,25,24,1007,94,,NIL,NIL,,NIL,NIL,NIL,,,
"['22:00', '17/11']",17/11 22:00,290,2,9999,9000,5,25,24,1007,94,,NIL,NIL,,NIL,NIL,NIL,,,
"['23:00', '17/11']",17/11 23:00,320,1,9999,NIL,3,25,24,1008,94,,NIL,NIL,,NIL,NIL,NIL,,,
"['00:00', '18/11']",18/11 00:00,280,2,9999,NIL,NIL,25,24,1009,94,,NIL,NIL,,NIL,NIL,NIL,,,
"['01:00', '18/11']",18/11 01:00,0,0,9999,NIL,NIL,25,24,1010,94,,,,,,,,,,
"['02:00', '18/11']",18/11 02:00,250,5,9999,10000,5,25,24,1011,94,,,,,,,,,,
"['03:00', '18/11']",18/11 03:00,270,4,9999,NIL,3,25,24,1011,94,,,,,,,,,,
"['03:39', '18/11']",18/11 03:39,230,3,9999,700,5,25,25,1011,100,,,,,,,,,,
"['04:00', '18/11']",18/11 04:00,260,3,9999,700,5,25,24,1010,94,,,,,,,,,,
"['05:00', '18/11']",18/11 05:00,220,3,9999,700,5,25,24,1009,94,,,,,,,,,,
"['06:00', '18/11']",18/11 06:00,270,2,9999,1000,5,25,24,1009,94,,,,,,,,,,
"['07:00', '18/11']",18/11 07:00,250,2,9999,400,5,25,24,1009,94,,,,,,,,,,
"['08:00', '18/11']",18/11 08:00,0,0,9999,700,5,25,24,1009,94,,,,,,,,,,
"['09:00', '18/11']",18/11 09:00,280,2,9999,1100,5,25,24,1009,94,,,,,,,,,,
"['10:00', '18/11']",18/11 10:00,0,0,9999,NIL,3,24,24,1010,100,,,,,,,,,,
"['11:00', '18/11']",18/11 11:00,0,0,9999,NIL,3,25,24,1011,94,,,,,,,,,,
"['12:00', '18/11']",18/11 12:00,320,1,9999,10000,5,26,24,1012,89,,,,,,,,,,
"['13:00', '18/11']",18/11 13:00,350,1,9999,10000,5,26,23,1012,84,,,,,,,,,,
"['14:00', '18/11']",18/11 14:00,0,0,9999,10000,5,27,22,1012,74,,,,,,,,,,
"['15:00', '18/11']",18/11 15:00,160,3,9999,10000,5,28,23,1012,74,,,,,,,,,,
"['16:00', '18/11']",18/11 16:00,180,2,9999,10000,5,29,22,1012,66,,,,,,,,,,
"['17:00', '18/11']",18/11 17:00,0,0,9999,10000,5,30,23,1011,66,,,,,,,,,,
"['18:00', '18/11']",18/11 18:00,240,5,9999,10000,5,28,23,1010,74,,,,,,,,,,
"['19:00', '18/11']",18/11 19:00,190,3,9999,NIL,3,29,24,1008,74,,,,,,,,,,
"['20:00', '18/11']",18/11 20:00,220,2,9999,NIL,3,28,24,1008,79,,,,,,,,,,
"['21:00', '18/11']",18/11 21:00,250,3,9999,NIL,3,28,24,1008,79,,,,,,,,,,
"['22:00', '18/11']",18/11 22:00,340,2,9999,NIL,3,27,25,1007,89,,,,,,,,,,
"['23:00', '18/11']",18/11 23:00,340,1,9999,NIL,3,26,25,1008,94,,,,,,,,,,
"['00:00', '19/11']",19/11 00:00,10,4,9999,NIL,2,26,25,1009,94,,,,,,,,,,
"['01:00', '19/11']",19/11 01:00,10,4,9999,NIL,2,26,24,1010,89,,,,,,,,,,
"['02:00', '19/11']",19/11 02:00,10,3,9999,NIL,2,26,24,1011,89,,,,,,,,,,
"['03:00', '19/11']",19/11 03:00,30,5,9999,NIL,2,26,24,1011,89,,,,,,,,,,
"['04:00', '19/11']",19/11 04:00,0,0,9999,NIL,2,26,24,1010,89,,,,,,,,,,
"['05:00', '19/11']",19/11 05:00,40,2,9999,NIL,2,25,24,1010,94,,,,,,,,,,
"['06:00', '19/11']",19/11 06:00,110,3,9999,NIL,2,25,24,1010,94,,,,,,,,,,
"['07:00', '19/11']",19/11 07:00,60,4,9999,NIL,2,25,24,1009,94,,,,,,,,,,
"['08:00', '19/11']",19/11 08:00,80,1,9999,NIL,3,25,24,1009,94,,,,,,,,,,
"['09:00', '19/11']",19/11 09:00,0,0,9999,NIL,3,24,24,1010,100,,,,,,,,,,
"['10:00', '19/11']",19/11 10:00,110,4,9999,NIL,3,25,24,1010,94,,,,,,,,,,
"['10:37', '19/11']",19/11 10:37,170,2,9999,600,5,25,24,1011,94,,,,,,,,,,
"['11:00', '19/11']",19/11 11:00,140,1,9999,600,5,25,24,1011,94,,,,,,,,,,
"['11:11', '19/11']",19/11 11:11,150,2,9999,NIL,3,26,24,1011,89,,,,,,,,,,
"['12:00', '19/11']",19/11 12:00,80,3,9999,1000,5,27,24,1012,84,,,,,,,,,,
"['13:00', '19/11']",19/11 13:00,360,4,9999,1500,5,27,24,1012,84,,,,,,,,,,
"['14:00', '19/11']",19/11 14:00,350,6,9999,1600,5,28,24,1013,79,,,,,,,,,,
"['15:00', '19/11']",19/11 15:00,350,6,9999,2000,5,29,24,1012,74,,,,,,,,,,
"['16:00', '19/11']",19/11 16:00,340,5,9999,2000,5,29,23,1011,70,,,,,,,,,,
"['17:00', '19/11']",19/11 17:00,10,5,9999,NIL,3,30,23,1010,66,,,,,,,,,,
"['18:00', '19/11']",19/11 18:00,110,4,9999,NIL,3,31,24,1009,66,,,,,,,,,,
"['19:00', '19/11']",19/11 19:00,50,5,9999,NIL,3,32,23,1008,59,,,,,,,,,,
"['21:00', '19/11']",19/11 21:00,10,5,9999,NIL,2,32,23,1007,59,,,,,,,,,,
"['22:00', '19/11']",19/11 22:00,20,6,9999,NIL,3,30,24,1007,70,,,,,,,,,,
"['23:00', '19/11']",19/11 23:00,50,8,9999,NIL,NIL,29,24,1008,74,,,,,,,,,,
"['00:00', '20/11']",20/11 00:00,60,4,9999,NIL,NIL,28,24,1009,79,,,,,,,,,,
"['01:00', '20/11']",20/11 01:00,80,4,9999,NIL,2,28,24,1010,79,NIL,NIL,NIL,,,,,,,
"['02:00', '20/11']",20/11 02:00,60,4,9999,NIL,3,27,24,1011,84,NIL,NIL,NIL,,,,,,,
"['03:00', '20/11']",20/11 03:00,30,3,9999,NIL,NIL,27,24,1011,84,NIL,NIL,NIL,,,,,,,
"['04:00', '20/11']",20/11 04:00,360,4,9999,NIL,NIL,26,23,1010,84,NIL,NIL,NIL,,,,,,,
"['05:00', '20/11']",20/11 05:00,360,4,9999,NIL,NIL,26,23,1010,84,NIL,NIL,NIL,,,,,,,
"['06:00', '20/11']",20/11 06:00,20,3,9999,NIL,NIL,26,23,1009,84,NIL,NIL,NIL,,,,,,,
"['07:00', '20/11']",20/11 07:00,30,3,9999,NIL,NIL,25,23,1009,89,NIL,NIL,NIL,,,,,,,
"['08:00', '20/11']",20/11 08:00,20,4,9999,NIL,NIL,25,23,1009,89,NIL,NIL,NIL,,,,,,,
"['09:00', '20/11']",20/11 09:00,20,4,9999,NIL,NIL,25,23,1009,89,NIL,NIL,NIL,,,,,,,
"['10:00', '20/11']",20/11 10:00,20,4,9999,NIL,NIL,25,22,1009,83,NIL,NIL,NIL,,,,,,,
"['11:00', '20/11']",20/11 11:00,10,7,9999,NIL,NIL,26,23,1010,84,NIL,NIL,NIL,,,,,,,
"['12:00', '20/11']",20/11 12:00,10,5,9999,NIL,NIL,29,24,1011,74,NIL,NIL,NIL,,,,,,,
"['13:00', '20/11']",20/11 13:00,40,10,9999,NIL,2,30,23,1011,66,45,NIL,NIL,,,,,,,
"['14:00', '20/11']",20/11 14:00,50,10,9999,NIL,2,31,24,1011,66,NIL,NIL,NIL,,,,,,,
"['15:00', '20/11']",20/11 15:00,40,6,9999,NIL,3,32,23,1011,59,NIL,NIL,NIL,,,,,,,
"['16:00', '20/11']",20/11 16:00,10,5,9999,2500,5,33,23,1010,56,NIL,NIL,NIL,,,,,,,
"['17:00', '20/11']",20/11 17:00,60,3,9999,2500,5,32,24,1009,63,NIL,NIL,NIL,,,,,,,
"['18:00', '20/11']",20/11 18:00,280,6,9999,NIL,3,32,24,1008,63,285,NIL,NIL,,,,,,,
"['19:00', '20/11']",20/11 19:00,280,5,9999,NIL,3,33,24,1006,59,NIL,NIL,NIL,,,,,,,
"['19:42', '20/11']",20/11 19:42,290,3,9999,NIL,3,34,23,1006,53,NIL,1,1,,,,,,,
"['20:00', '20/11']",20/11 20:00,80,11,9999,NIL,3,31,25,1006,71,NIL,1,1,,,,,,,
"['21:00', '20/11']",20/11 21:00,110,4,9999,NIL,3,32,24,1006,63,NIL,NIL,1,,,,,,,
"['22:00', '20/11']",20/11 22:00,100,4,9999,NIL,3,30,25,1006,75,NIL,NIL,NIL,,,,,,,
"['23:00', '20/11']",20/11 23:00,0,0,9999,NIL,3,28,26,1007,89,NIL,NIL,NIL,,,,,,,
"['00:00', '21/11']",21/11 00:00,360,2,9999,NIL,3,27,26,1008,94,NIL,NIL,NIL,,,,,,,
"['01:00', '21/11']",21/11 01:00,270,6,9999,NIL,3,28,25,1009,84,275,NIL,1,,,,,,,
"['02:00', '21/11']",21/11 02:00,290,5,9999,NIL,3,26,23,1010,84,NIL,NIL,1,,,,,,,
"['03:00', '21/11']",21/11 03:00,40,2,9999,NIL,3,25,23,1009,89,NIL,NIL,1,,,,,,,
"['04:00', '21/11']",21/11 04:00,130,11,9999,900,5,26,24,1010,89,125,NIL,1,,,,,,,
"['05:00', '21/11']",21/11 05:00,230,3,9999,700,5,25,24,1009,94,NIL,1,1,,,,,,,
"['06:00', '21/11']",21/11 06:00,270,2,9999,NIL,3,25,24,1009,94,NIL,1,1,,,,,,,
"['07:00', '21/11']",21/11 07:00,320,5,9999,200,5,24,23,1009,94,NIL,1,1,,,,,,,
"['08:00', '21/11']",21/11 08:00,330,2,9999,2500,5,24,23,1009,94,NIL,1,1,,,,,,,
"['09:00', '21/11']",21/11 09:00,310,2,9999,NIL,3,24,23,1009,94,NIL,1,NIL,,,,,,,
"['11:00', '21/11']",21/11 11:00,310,2,9999,700,5,24,23,1011,94,NIL,NIL,NIL,,,,,,,
"['12:00', '21/11']",21/11 12:00,290,3,9999,700,5,24,23,1012,94,NIL,NIL,NIL,,,,,,,
"['13:00', '21/11']",21/11 13:00,220,3,3000,700,5,24,24,1013,100,NIL,1,NIL,,,,,,,
"['13:30', '21/11']",21/11 13:30,180,4,5000,1000,5,24,23,1013,94,NIL,1,NIL,,,,,,,
"['14:00', '21/11']",21/11 14:00,200,5,4000,4000,5,24,23,1013,94,NIL,1,NIL,,,,,,,
"['14:34', '21/11']",21/11 14:34,180,4,9999,4000,5,25,24,1012,94,NIL,1,NIL,,,,,,,
"['15:00', '21/11']",21/11 15:00,190,3,9999,1700,5,25,24,1012,94,NIL,NIL,NIL,,,,,,,
"['16:00', '21/11']",21/11 16:00,210,4,9999,1200,5,26,24,1011,89,NIL,NIL,NIL,,,,,,,
"['17:00', '21/11']",21/11 17:00,270,5,9999,1000,5,26,24,1010,89,NIL,NIL,NIL,,,,,,,
"['18:00', '21/11']",21/11 18:00,280,3,9999,1500,5,27,24,1009,84,NIL,NIL,NIL,,,,,,,
"['19:00', '21/11']",21/11 19:00,300,4,9999,1200,5,27,24,1008,84,NIL,NIL,NIL,,,,,,,
"['20:00', '21/11']",21/11 20:00,290,4,9999,1200,5,27,24,1008,84,NIL,NIL,NIL,,,,,,,
"['20:27', '21/11']",21/11 20:27,290,3,9999,10000,5,27,24,1008,84,NIL,NIL,NIL,,,,,,,
"['21:00', '21/11']",21/11 21:00,300,4,9999,NIL,3,27,24,1008,84,NIL,NIL,NIL,,,,,,,
"['22:00', '21/11']",21/11 22:00,290,4,9999,10000,5,26,24,1009,89,NIL,NIL,NIL,,,,,,,
"['23:00', '21/11']",21/11 23:00,310,2,9999,10000,5,26,24,1010,89,NIL,NIL,NIL,,,,,,,
"['00:00', '22/11']",22/11 00:00,0,0,9999,10000,5,25,24,1011,94,NIL,NIL,NIL,,,,,,,
"['01:00', '22/11']",22/11 01:00,0,0,9999,10000,5,25,24,1011,94,,,,,,,,,,
"['02:00', '22/11']",22/11 02:00,0,0,9999,NIL,3,25,24,1011,94,,,,,,,,,,
"['04:00', '22/11']",22/11 04:00,150,1,9999,NIL,3,25,24,1011,94,,,,,,,,,,
"['05:00', '22/11']",22/11 05:00,160,3,9999,NIL,3,25,24,1010,94,,,,,,,,,,
"['06:00', '22/11']",22/11 06:00,230,2,9999,NIL,3,25,24,1009,94,,,,,,,,,,
"['07:00', '22/11']",22/11 07:00,30,2,9999,NIL,3,24,24,1008,100,,,,,,,,,,
"['08:00', '22/11']",22/11 08:00,0,0,9999,NIL,3,24,24,1009,100,,,,,,,,,,
"['09:00', '22/11']",22/11 09:00,0,0,9999,NIL,3,24,24,1010,100,,,,,,,,,,
"['10:00', '22/11']",22/11 10:00,180,2,9999,8000,5,24,23,1010,94,,,,,,,,,,
"['11:00', '22/11']",22/11 11:00,200,2,9999,8000,5,25,23,1011,89,,,,,,,,,,
"['12:00', '22/11']",22/11 12:00,310,2,9999,9000,5,25,24,1012,94,,,,,,,,,,
"['13:00', '22/11']",22/11 13:00,190,1,9999,10000,5,26,23,1013,84,,,,,,,,,,
"['14:00', '22/11']",22/11 14:00,320,2,9999,10000,5,27,23,1013,79,,,,,,,,,,
"['15:00', '22/11']",22/11 15:00,310,3,9999,10000,5,28,23,1012,74,,,,,,,,,,
"['17:00', '22/11']",22/11 17:00,280,3,9999,10000,5,29,24,1011,74,,,,,,,,,,
"['18:00', '22/11']",22/11 18:00,190,5,9999,10000,5,29,23,1010,70,,,,,,,,,,
"['19:00', '22/11']",22/11 19:00,180,4,9999,10000,5,29,23,1009,70,,,,,,,,,,
"['20:00', '22/11']",22/11 20:00,200,3,9999,NIL,3,30,23,1008,66,,,,,,,,,,
"['21:00', '22/11']",22/11 21:00,330,3,9999,NIL,3,30,23,1008,66,,,,,,,,,,
"['22:00', '22/11']",22/11 22:00,290,3,9999,NIL,3,29,24,1008,74,,,,,,,,,,
"['23:00', '22/11']",22/11 23:00,320,1,9999,NIL,2,27,25,1008,89,,,,,,,,,,
"['00:00', '23/11']",23/11 00:00,20,3,9999,NIL,NIL,26,24,1009,89,,,,,,,,,,
"['01:00', '23/11']",23/11 01:00,10,3,9999,NIL,NIL,26,24,1011,89,,,,,,,,,,
"['02:00', '23/11']",23/11 02:00,0,0,9999,NIL,2,26,24,1011,89,,,,,,,,,,
"['03:00', '23/11']",23/11 03:00,20,3,9999,NIL,NIL,25,24,1011,94,,,,,,,,,,
"['04:00', '23/11']",23/11 04:00,330,2,9999,NIL,NIL,25,24,1011,94,,,,,,,,,,
"['05:00', '23/11']",23/11 05:00,300,2,9999,NIL,NIL,25,24,1010,94,,,,,,,,,,
"['06:00', '23/11']",23/11 06:00,10,3,9999,NIL,NIL,25,24,1010,94,,,,,,,,,,
"['07:00', '23/11']",23/11 07:00,0,0,9999,NIL,NIL,25,24,1010,94,,,,,,,,,,
"['08:00', '23/11']",23/11 08:00,320,2,9999,NIL,NIL,25,24,1010,94,,,,,,,,,,
"['09:00', '23/11']",23/11 09:00,330,2,9999,NIL,NIL,25,24,1010,94,,,,,,,,,,
"['10:00', '23/11']",23/11 10:00,0,0,9999,NIL,NIL,25,23,1011,89,,,,,,,,,,
"['11:00', '23/11']",23/11 11:00,320,2,9999,NIL,NIL,25,24,1011,94,,,,,,,,,,
"['12:00', '23/11']",23/11 12:00,20,4,9999,8000,5,28,25,1012,84,,,,,,,,,,
"['13:00', '23/11']",23/11 13:00,350,3,9999,10000,5,29,25,1011,79,,,,,,,,,,
"['14:00', '23/11']",23/11 14:00,340,4,9999,NIL,3,30,24,1012,70,,,,,,,,,,
"['15:00', '23/11']",23/11 15:00,290,5,9999,2000,5,30,24,1011,70,,,,,,,,,,
"['16:00', '23/11']",23/11 16:00,340,5,9999,2500,5,29,25,1010,79,,,,,,,,,,
"['17:00', '23/11']",23/11 17:00,160,6,9999,NIL,3,28,24,1009,79,,,,,,,,,,
"['18:00', '23/11']",23/11 18:00,160,3,9999,NIL,3,28,25,1007,84,,,,,,,,,,
"['19:00', '23/11']",23/11 19:00,170,3,9999,2000,5,30,26,1007,79,,,,,,,,,,
"['20:00', '23/11']",23/11 20:00,210,3,9999,8000,5,29,26,1007,84,,,,,,,,,,
"['21:00', '23/11']",23/11 21:00,0,0,9999,7000,5,28,24,1007,79,,,,,,,,,,
"['22:00', '23/11']",23/11 22:00,170,1,9999,8000,5,27,24,1007,84,,,,,,,,,,
"['23:00', '23/11']",23/11 23:00,150,4,9999,NIL,3,26,24,1008,89,,,,,,,,,,
"['00:00', '24/11']",24/11 00:00,260,4,9999,7000,5,26,25,1009,94,,,,,,,,,,
"['01:00', '24/11']",24/11 01:00,300,2,9999,NIL,3,26,24,1009,89,NIL,NIL,1,,,NIL,NIL,,,
"['02:00', '24/11']",24/11 02:00,60,6,9999,7000,5,26,24,1010,89,NIL,1,1,,,NIL,NIL,,,
"['03:00', '24/11']",24/11 03:00,70,6,9999,800,5,26,24,1010,89,NIL,NIL,NIL,,,NIL,NIL,,,
"['03:18', '24/11']",24/11 03:18,90,7,5000,800,5,26,24,1011,89,NIL,1,1,,,NIL,NIL,,,
"['03:28', '24/11']",24/11 03:28,20,7,900,800,5,25,24,1011,94,NIL,1,1,,,NIL,NIL,,,
"['04:00', '24/11']",24/11 04:00,170,4,1000,800,5,23,23,1011,100,NIL,1,1,,,NIL,NIL,,,
"['04:18', '24/11']",24/11 04:18,130,3,1500,7000,5,23,23,1011,100,NIL,1,1,,,NIL,NIL,,,
"['04:35', '24/11']",24/11 04:35,90,7,5000,7000,5,23,23,1010,100,NIL,1,1,,,2000,270,,,
"['05:00', '24/11']",24/11 05:00,130,4,9999,7000,5,23,23,1010,100,NIL,1,1,,,NIL,NIL,,,
"['06:00', '24/11']",24/11 06:00,170,2,9999,7000,5,24,23,1009,94,NIL,1,1,,,NIL,NIL,,,
"['07:00', '24/11']",24/11 07:00,60,3,9999,7000,5,24,24,1009,100,NIL,1,NIL,,,NIL,NIL,,,
"['07:31', '24/11']",24/11 07:31,40,4,9999,600,5,24,24,1008,100,NIL,NIL,NIL,,,NIL,NIL,,,
"['08:00', '24/11']",24/11 08:00,60,6,9999,600,5,24,24,1008,100,NIL,NIL,NIL,,,NIL,NIL,,,
"['09:00', '24/11']",24/11 09:00,70,4,9999,8000,5,24,23,1009,94,NIL,NIL,NIL,,,NIL,NIL,,,
"['10:00', '24/11']",24/11 10:00,40,5,9999,8000,5,24,24,1010,100,NIL,NIL,NIL,,,NIL,NIL,,,
"['11:00', '24/11']",24/11 11:00,80,8,9999,7000,5,24,23,1010,94,NIL,NIL,NIL,,,NIL,NIL,,,
"['12:00', '24/11']",24/11 12:00,350,3,9999,8000,5,25,24,1011,94,NIL,NIL,NIL,,,NIL,NIL,,,
"['13:00', '24/11']",24/11 13:00,10,4,9999,8000,5,26,24,1012,89,NIL,NIL,NIL,,,NIL,NIL,,,
"['14:00', '24/11']",24/11 14:00,340,5,2500,8000,5,26,24,1013,89,NIL,1,NIL,,,NIL,NIL,,,
"['14:37', '24/11']",24/11 14:37,100,2,7000,8000,5,25,24,1012,94,NIL,1,NIL,,,NIL,NIL,,,
"['14:48', '24/11']",24/11 14:48,0,0,3000,8000,5,25,24,1012,94,NIL,1,NIL,,,NIL,NIL,,,
"['15:00', '24/11']",24/11 15:00,10,1,7000,8000,5,25,24,1012,94,NIL,1,NIL,,,NIL,NIL,,,
"['15:16', '24/11']",24/11 15:16,270,5,2000,500,5,25,24,1012,94,NIL,1,NIL,,,NIL,NIL,,,
"['16:00', '24/11']",24/11 16:00,270,4,2000,1500,8,24,24,1012,100,NIL,1,NIL,,,NIL,NIL,,,
"['16:13', '24/11']",24/11 16:13,220,7,7000,1600,8,24,23,1011,94,NIL,1,NIL,,,NIL,NIL,,,
"['17:00', '24/11']",24/11 17:00,320,3,9999,8000,5,25,24,1011,94,NIL,NIL,NIL,,,NIL,NIL,,,
"['18:00', '24/11']",24/11 18:00,20,2,9999,8000,5,26,24,1010,89,NIL,NIL,NIL,,,NIL,NIL,,,
"['19:00', '24/11']",24/11 19:00,270,3,9999,600,5,26,25,1008,94,265,1,NIL,,,NIL,NIL,,,
"['19:19', '24/11']",24/11 19:19,280,3,9999,8000,5,26,25,1008,94,290,1,NIL,,,NIL,NIL,,,
"['20:00', '24/11']",24/11 20:00,0,0,9999,8000,5,26,25,1009,94,NIL,1,NIL,,,NIL,NIL,,,
"['21:00', '24/11']",24/11 21:00,240,3,9999,8000,5,26,25,1008,94,NIL,NIL,NIL,,,NIL,NIL,,,
"['22:00', '24/11']",24/11 22:00,280,5,9999,10000,5,26,25,1008,94,NIL,NIL,NIL,,,NIL,NIL,,,
"['23:00', '24/11']",24/11 23:00,0,0,9999,10000,5,25,25,1010,100,NIL,NIL,NIL,,,NIL,NIL,,,
"['00:00', '25/11']",25/11 00:00,0,0,9999,10000,5,25,25,1010,100,NIL,NIL,NIL,,,NIL,NIL,,,
"['01:00', '25/11']",25/11 01:00,360,3,9999,10000,5,25,24,1011,94,,NIL,,,,NIL,NIL,NIL,,NIL
"['02:00', '25/11']",25/11 02:00,220,1,9999,8000,5,25,24,1012,94,,NIL,,,,NIL,NIL,NIL,,NIL
"['03:00', '25/11']",25/11 03:00,30,2,9999,7000,5,25,24,1011,94,,NIL,,,,NIL,NIL,NIL,,NIL
"['04:00', '25/11']",25/11 04:00,0,0,9999,NIL,3,24,24,1010,100,,NIL,,,,NIL,NIL,NIL,,NIL
"['05:00', '25/11']",25/11 05:00,0,0,9999,NIL,3,24,24,1010,100,,NIL,,,,NIL,NIL,NIL,,NIL
"['06:00', '25/11']",25/11 06:00,80,5,9999,NIL,3,25,24,1010,94,,NIL,,,,NIL,NIL,NIL,,NIL
"['07:00', '25/11']",25/11 07:00,120,1,9999,NIL,3,25,24,1010,94,,NIL,,,,NIL,NIL,NIL,,NIL
"['07:26', '25/11']",25/11 07:26,30,3,7000,700,5,24,24,1010,100,,NIL,,,,NIL,NIL,NIL,,NIL
"['08:00', '25/11']",25/11 08:00,30,2,7000,600,5,24,24,1010,100,,NIL,,,,NIL,NIL,NIL,,NIL
"['09:00', '25/11']",25/11 09:00,310,2,7000,600,5,24,24,1011,100,,NIL,,,,NIL,NIL,NIL,,NIL
"['10:00', '25/11']",25/11 10:00,0,0,6000,600,5,24,24,1011,100,,NIL,,,,2000,270,1,,1
"['10:27', '25/11']",25/11 10:27,10,2,3000,600,5,24,24,1012,100,,1,,,,NIL,NIL,NIL,,NIL
"['11:00', '25/11']",25/11 11:00,60,12,2500,700,5,24,23,1012,94,,1,,,,NIL,NIL,NIL,,NIL
"['11:21', '25/11']",25/11 11:21,50,8,8000,2000,5,23,22,1013,94,,1,,,,NIL,NIL,NIL,,NIL
"['12:00', '25/11']",25/11 12:00,350,2,6000,2000,5,23,23,1013,100,,1,,,,NIL,NIL,NIL,,NIL
"['13:00', '25/11']",25/11 13:00,350,4,9999,8000,5,24,23,1014,94,,1,,,,NIL,NIL,NIL,,NIL
"['14:00', '25/11']",25/11 14:00,10,4,9999,8000,5,26,24,1014,89,,NIL,,,,NIL,NIL,NIL,,NIL
"['15:00', '25/11']",25/11 15:00,10,7,9999,8000,5,26,23,1014,84,,NIL,,,,NIL,NIL,NIL,,NIL
"['16:00', '25/11']",25/11 16:00,350,5,9999,9000,5,27,24,1013,84,,NIL,,,,NIL,NIL,NIL,,NIL
"['17:00', '25/11']",25/11 17:00,10,6,9999,1800,5,28,24,1012,79,,NIL,,,,NIL,NIL,NIL,,NIL
"['18:00', '25/11']",25/11 18:00,360,6,9999,2000,5,29,24,1010,74,,NIL,,,,NIL,NIL,NIL,,NIL
"['19:00', '25/11']",25/11 19:00,20,8,9999,2000,5,29,24,1009,74,,NIL,,,,NIL,NIL,NIL,,NIL
"['20:00', '25/11']",25/11 20:00,360,5,9999,10000,5,28,24,1008,79,,NIL,,,,NIL,NIL,NIL,,NIL
"['21:00', '25/11']",25/11 21:00,260,2,9999,10000,5,28,24,1007,79,,NIL,,,,NIL,NIL,NIL,,NIL
"['22:00', '25/11']",25/11 22:00,280,3,9999,10000,5,27,25,1008,89,,NIL,,,,NIL,NIL,NIL,,NIL
"['23:00', '25/11']",25/11 23:00,0,0,9999,10000,5,26,24,1008,89,,NIL,,,,NIL,NIL,NIL,,NIL
"['00:00', '26/11']",26/11 00:00,360,2,9999,NIL,3,26,24,1009,89,,NIL,,,,NIL,NIL,NIL,,NIL
"['01:00', '26/11']",26/11 01:00,360,4,9999,NIL,3,26,24,1010,89,NIL,,,,,,,,,
"['02:00', '26/11']",26/11 02:00,340,3,9999,NIL,2,25,24,1010,94,NIL,,,,,,,,,
