validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vis,vis_setor,vis_setor_dir,chuva,teto,cobertura,tt,po,qnh,ur,trovoada,nevoa_umida,fumaca,vnt_rajada,vnt_vrb,chuvisco,pancada,nevoeiro
"['04:00', '06/01']",06/01 04:00,330,3,9999,,,NIL,7000,5,25,23,1012,89,,NIL,,,,,,
"['05:00', '06/01']",06/01 05:00,330,4,8000,,,1,3400,5,25,24,1010,94,,NIL,,,,,,
"['06:00', '06/01']",06/01 06:00,20,3,9999,,,NIL,3100,5,25,24,1010,94,,NIL,,,,,,
"['07:00', '06/01']",06/01 07:00,310,5,9999,,,NIL,8000,5,25,24,1011,94,,NIL,,,,,,
"['08:00', '06/01']",06/01 08:00,330,3,9999,,,NIL,9000,5,25,24,1011,94,,NIL,,,,,,
"['09:00', '06/01']",06/01 09:00,50,2,9999,,,1,3000,5,24,23,1011,94,,NIL,,,,,,
"['10:00', '06/01']",06/01 10:00,90,3,9999,,,1,2000,5,24,23,1012,94,,NIL,,,,,,
"['11:00', '06/01']",06/01 11:00,190,3,9999,,,1,10000,5,24,24,1012,100,,NIL,,,,,,
"['12:00', '06/01']",06/01 12:00,0,0,9999,,,1,10000,5,25,24,1013,94,,NIL,,,,,,
"['13:00', '06/01']",06/01 13:00,300,1,9999,,,NIL,2000,5,25,24,1013,94,,NIL,,,,,,
"['14:00', '06/01']",06/01 14:00,290,3,9999,,,NIL,10000,5,26,24,1013,89,,NIL,,,,,,
"['15:00', '06/01']",06/01 15:00,360,5,3000,,,1,1500,5,27,25,1013,89,,NIL,,,,,,
"['16:00', '06/01']",06/01 16:00,340,4,9999,,,NIL,2300,5,27,25,IL,89,,NIL,,,,,,
"['17:00', '06/01']",06/01 17:00,350,6,9999,,,NIL,2500,5,27,25,1010,89,,NIL,,,,,,
"['18:00', '06/01']",06/01 18:00,350,4,9999,,,NIL,10000,8,26,23,1011,84,,NIL,,,,,,
"['19:00', '06/01']",06/01 19:00,90,5,9999,,,NIL,NIL,3,26,23,1010,84,,NIL,,,,,,
"['20:00', '06/01']",06/01 20:00,80,5,9999,,,NIL,NIL,3,25,23,1011,89,,NIL,,,,,,
"['21:00', '06/01']",06/01 21:00,140,5,9999,,,NIL,NIL,3,25,23,1012,89,,NIL,,,,,,
"['22:00', '06/01']",06/01 22:00,160,6,9999,,,NIL,600,5,24,24,1012,100,,NIL,,,,,,
"['22:40', '06/01']",06/01 22:40,100,9,4000,,,1,1500,5,24,23,1012,94,,NIL,,,,,,
"['23:00', '06/01']",06/01 23:00,110,8,5000,,,1,1500,5,24,23,1013,94,,1,,,,,,
"['00:00', '07/01']",07/01 00:00,170,2,9999,,,NIL,5000,5,23,23,1013,100,,NIL,,,,,,
"['01:00', '07/01']",07/01 01:00,160,3,9999,NIL,NIL,NIL,NIL,3,24,23,1013,94,,NIL,,,,,,
"['02:00', '07/01']",07/01 02:00,160,3,9999,NIL,NIL,NIL,NIL,NIL,24,22,1013,89,,NIL,,,,,,
"['03:00', '07/01']",07/01 03:00,90,3,9999,NIL,NIL,NIL,NIL,NIL,23,22,1013,94,,NIL,,,,,,
"['04:00', '07/01']",07/01 04:00,140,2,9999,NIL,NIL,NIL,NIL,3,23,22,1013,94,,NIL,,,,,,
"['05:00', '07/01']",07/01 05:00,160,3,9999,NIL,NIL,NIL,NIL,3,24,21,1012,83,,NIL,,,,,,
"['06:00', '07/01']",07/01 06:00,110,2,9999,NIL,NIL,NIL,NIL,3,23,22,1012,94,,NIL,,,,,,
"['07:00', '07/01']",07/01 07:00,150,5,9999,NIL,NIL,NIL,NIL,2,23,22,1011,94,,NIL,,,,,,
"['08:00', '07/01']",07/01 08:00,160,4,9999,NIL,NIL,NIL,NIL,3,23,22,1011,94,,NIL,,,,,,
"['09:00', '07/01']",07/01 09:00,170,3,9999,NIL,NIL,NIL,9000,5,23,22,1012,94,,NIL,,,,,,
"['09:32', '07/01']",07/01 09:32,190,4,5000,NIL,NIL,NIL,1000,5,23,22,1012,94,,1,,,,,,
"['10:00', '07/01']",07/01 10:00,190,2,7000,NIL,NIL,NIL,800,5,23,22,1013,94,,NIL,,,,,,
"['11:00', '07/01']",07/01 11:00,190,5,8000,3500,90,NIL,500,8,24,23,1014,94,,NIL,,,,,,
"['11:39', '07/01']",07/01 11:39,200,5,8000,NIL,NIL,NIL,1500,8,24,23,1014,94,,NIL,,,,,,
"['12:00', '07/01']",07/01 12:00,180,5,8000,NIL,NIL,NIL,1500,8,24,23,1014,94,,NIL,,,,,,
"['13:00', '07/01']",07/01 13:00,70,5,6000,NIL,NIL,NIL,500,8,24,23,1014,94,,NIL,,,,,,
"['13:21', '07/01']",07/01 13:21,140,3,9999,NIL,NIL,NIL,700,5,27,24,1014,84,,NIL,,,,,,
"['14:00', '07/01']",07/01 14:00,90,4,9999,NIL,NIL,NIL,1100,5,27,24,1014,84,,NIL,,,,,,
"['15:00', '07/01']",07/01 15:00,120,3,9999,NIL,NIL,NIL,2000,5,29,24,1014,74,,NIL,,,,,,
"['16:00', '07/01']",07/01 16:00,90,6,9999,NIL,NIL,NIL,2500,5,30,23,1012,66,,NIL,,,,,,
"['17:00', '07/01']",07/01 17:00,330,6,9999,NIL,NIL,NIL,2500,5,28,25,1012,84,,NIL,,,,,,
"['18:00', '07/01']",07/01 18:00,40,13,8000,2000,315,1,1400,5,24,23,1011,94,,NIL,,,,,,
"['19:00', '07/01']",07/01 19:00,30,6,9999,NIL,NIL,NIL,10000,5,24,22,IL,89,,NIL,,,,,,
"['20:00', '07/01']",07/01 20:00,40,6,9999,NIL,NIL,NIL,10000,5,25,23,1010,89,,NIL,,,,,,
"['21:00', '07/01']",07/01 21:00,30,4,9999,NIL,NIL,NIL,NIL,3,26,23,1011,84,,NIL,,,,,,
"['22:00', '07/01']",07/01 22:00,50,3,9999,NIL,NIL,NIL,10000,5,26,24,1012,89,,NIL,,,,,,
"['23:00', '07/01']",07/01 23:00,80,3,9999,NIL,NIL,NIL,10000,5,25,24,1012,94,,NIL,,,,,,
"['00:00', '08/01']",08/01 00:00,60,2,9999,NIL,NIL,NIL,NIL,3,25,24,1012,94,,NIL,,,,,,
"['01:00', '08/01']",08/01 01:00,70,2,9999,,,NIL,NIL,NIL,25,24,1013,94,,NIL,NIL,,,,,
"['02:00', '08/01']",08/01 02:00,80,3,9999,,,NIL,NIL,NIL,25,24,1012,94,,NIL,NIL,,,,,
"['03:00', '08/01']",08/01 03:00,30,2,9999,,,NIL,NIL,NIL,25,24,1012,94,,NIL,NIL,,,,,
"['04:00', '08/01']",08/01 04:00,90,2,9999,,,NIL,NIL,3,25,24,1011,94,,NIL,NIL,,,,,
"['05:00', '08/01']",08/01 05:00,120,4,9999,,,NIL,NIL,3,25,24,1011,94,,NIL,NIL,,,,,
"['06:00', '08/01']",08/01 06:00,50,3,9000,,,NIL,NIL,3,25,24,1011,94,,NIL,NIL,,,,,
"['07:00', '08/01']",08/01 07:00,80,2,9000,,,NIL,NIL,NIL,25,24,1011,94,,NIL,NIL,,,,,
"['08:00', '08/01']",08/01 08:00,120,4,5000,,,NIL,NIL,NIL,24,24,1011,100,,NIL,1,,,,,
"['09:00', '08/01']",08/01 09:00,130,3,7000,,,NIL,NIL,NIL,24,24,1012,100,,NIL,NIL,,,,,
"['10:00', '08/01']",08/01 10:00,0,0,5000,,,NIL,NIL,NIL,25,24,1013,94,,1,NIL,,,,,
"['11:00', '08/01']",08/01 11:00,50,4,9999,,,NIL,NIL,2,26,24,1013,89,,NIL,NIL,,,,,
"['12:00', '08/01']",08/01 12:00,40,7,9999,,,NIL,NIL,3,27,24,1014,84,,NIL,NIL,,,,,
"['13:00', '08/01']",08/01 13:00,70,11,9999,,,NIL,NIL,3,28,24,1014,79,,NIL,NIL,,,,,
"['14:00', '08/01']",08/01 14:00,50,10,9999,,,NIL,10000,5,29,24,1014,74,,NIL,NIL,,,,,
"['15:00', '08/01']",08/01 15:00,40,10,9999,,,NIL,10000,5,29,23,1013,70,,NIL,NIL,,,,,
"['16:00', '08/01']",08/01 16:00,360,11,9999,,,NIL,2300,5,28,24,1012,79,,NIL,NIL,,,,,
"['17:00', '08/01']",08/01 17:00,20,8,9999,,,NIL,2300,5,28,23,1012,74,,NIL,NIL,,,,,
"['18:00', '08/01']",08/01 18:00,20,8,9000,,,NIL,2300,5,29,23,1011,70,,NIL,NIL,,,,,
"['18:32', '08/01']",08/01 18:32,20,7,900,,,1,1000,5,27,23,1011,79,,NIL,NIL,,,,,
"['19:00', '08/01']",08/01 19:00,60,13,2500,,,1,1000,5,23,22,1012,94,,NIL,NIL,,,,,
"['19:22', '08/01']",08/01 19:22,30,4,7000,,,1,2000,5,24,23,1011,94,,NIL,NIL,,,,,
"['20:00', '08/01']",08/01 20:00,50,6,8000,,,1,2000,5,24,23,1011,94,,NIL,NIL,,,,,
"['21:00', '08/01']",08/01 21:00,70,3,4000,,,1,2000,5,24,24,1012,100,,NIL,NIL,,,,,
"['22:00', '08/01']",08/01 22:00,100,4,8000,,,1,2000,5,24,23,1011,94,,NIL,NIL,,,,,
"['23:00', '08/01']",08/01 23:00,70,5,8000,,,NIL,NIL,3,24,24,1012,100,,NIL,NIL,,,,,
"['00:00', '09/01']",09/01 00:00,80,4,9999,,,NIL,NIL,3,24,24,1012,100,,NIL,NIL,,,,,
"['01:00', '09/01']",09/01 01:00,70,4,9999,,,,NIL,3,25,24,1012,94,,NIL,,,,,,
"['02:00', '09/01']",09/01 02:00,90,4,9999,,,,10000,5,24,24,1013,100,,NIL,,,,,,
"['03:00', '09/01']",09/01 03:00,80,3,9999,,,,NIL,3,25,24,1012,94,,NIL,,,,,,
"['04:00', '09/01']",09/01 04:00,50,3,9999,,,,NIL,3,24,24,1012,100,,NIL,,,,,,
"['05:00', '09/01']",09/01 05:00,60,3,9999,,,,NIL,3,24,24,1011,100,,NIL,,,,,,
"['06:00', '09/01']",09/01 06:00,90,2,9999,,,,NIL,NIL,24,24,1011,100,,NIL,,,,,,
"['07:00', '09/01']",09/01 07:00,60,2,9999,,,,NIL,NIL,24,24,1011,100,,NIL,,,,,,
"['08:00', '09/01']",09/01 08:00,90,3,9999,,,,NIL,NIL,24,24,1010,100,,NIL,,,,,,
"['09:00', '09/01']",09/01 09:00,110,3,9999,,,,NIL,NIL,24,23,1011,94,,NIL,,,,,,
"['10:00', '09/01']",09/01 10:00,100,3,5000,,,,NIL,NIL,24,23,1012,94,,1,,,,,,
"['11:00', '09/01']",09/01 11:00,60,3,4000,,,,10000,5,26,24,1013,89,,1,,,,,,
"['12:00', '09/01']",09/01 12:00,60,8,9999,,,,10000,5,28,24,1013,79,,NIL,,,,,,
"['13:00', '09/01']",09/01 13:00,60,7,9999,,,,10000,5,29,24,1014,74,,NIL,,,,,,
"['14:00', '09/01']",09/01 14:00,360,6,9999,,,,2500,5,29,23,1014,70,,NIL,,,,,,
"['15:00', '09/01']",09/01 15:00,350,7,9999,,,,2500,5,29,24,1013,74,,NIL,,,,,,
"['16:00', '09/01']",09/01 16:00,350,8,9999,,,,2500,5,29,25,1012,79,,NIL,,,,,,
"['17:00', '09/01']",09/01 17:00,350,8,9999,,,,NIL,3,30,24,1012,70,,NIL,,,,,,
"['18:00', '09/01']",09/01 18:00,340,5,9999,,,,NIL,3,29,24,1011,74,,NIL,,,,,,
"['19:00', '09/01']",09/01 19:00,360,10,9999,,,,NIL,3,29,24,1010,74,,NIL,,,,,,
"['20:00', '09/01']",09/01 20:00,360,10,9999,,,,NIL,2,29,24,1010,74,,NIL,,,,,,
"['21:00', '09/01']",09/01 21:00,20,8,9999,,,,NIL,3,29,23,1010,70,,NIL,,,,,,
"['22:00', '09/01']",09/01 22:00,40,8,9999,,,,NIL,3,27,23,1011,79,,NIL,,,,,,
"['23:00', '09/01']",09/01 23:00,40,6,9999,,,,NIL,3,27,24,1012,84,,NIL,,,,,,
"['00:00', '10/01']",10/01 00:00,40,6,9999,,,,NIL,3,27,24,1013,84,,NIL,,,,,,
"['01:00', '10/01']",10/01 01:00,60,7,9999,NIL,NIL,NIL,NIL,3,26,23,1013,84,,NIL,,,,,,
"['02:00', '10/01']",10/01 02:00,50,5,9999,NIL,NIL,NIL,NIL,3,26,24,1014,89,,NIL,,,,,,
"['03:00', '10/01']",10/01 03:00,30,6,9999,NIL,NIL,NIL,NIL,3,26,24,1013,89,,NIL,,,,,,
"['04:00', '10/01']",10/01 04:00,40,3,9999,NIL,NIL,NIL,NIL,3,26,24,1013,89,,NIL,,,,,,
"['05:00', '10/01']",10/01 05:00,10,4,9999,NIL,NIL,NIL,NIL,3,26,24,1012,89,,NIL,,,,,,
"['06:00', '10/01']",10/01 06:00,10,3,9999,NIL,NIL,NIL,NIL,3,26,24,1012,89,,NIL,,,,,,
"['07:00', '10/01']",10/01 07:00,30,2,9999,NIL,NIL,NIL,NIL,3,25,24,1012,94,,NIL,,,,,,
"['08:00', '10/01']",10/01 08:00,360,4,9999,NIL,NIL,NIL,9000,5,25,24,1011,94,,NIL,,,,,,
"['09:00', '10/01']",10/01 09:00,80,6,9999,NIL,NIL,NIL,NIL,2,25,23,1011,89,,NIL,,,,,,
"['10:00', '10/01']",10/01 10:00,70,6,9999,NIL,NIL,NIL,NIL,3,25,23,1012,89,,NIL,,,,,,
"['11:00', '10/01']",10/01 11:00,90,7,6000,NIL,NIL,NIL,5000,5,26,24,1013,89,,NIL,,,,,,
"['12:00', '10/01']",10/01 12:00,70,11,8000,NIL,NIL,NIL,NIL,3,28,24,1013,79,,NIL,,,,,,
"['13:00', '10/01']",10/01 13:00,40,9,9000,NIL,NIL,NIL,10000,5,28,23,1013,74,,NIL,,,,,,
"['14:00', '10/01']",10/01 14:00,30,7,9999,NIL,NIL,NIL,10000,5,29,23,1013,70,,NIL,,,,,,
"['15:00', '10/01']",10/01 15:00,350,6,9999,NIL,NIL,NIL,7000,5,29,24,1013,74,,NIL,,,,,,
"['16:00', '10/01']",10/01 16:00,10,13,5000,NIL,NIL,1,2500,5,29,25,1012,79,,1,,,,,,
"['17:00', '10/01']",10/01 17:00,360,10,8000,4000,180,NIL,3000,5,28,24,1011,79,,NIL,,,,,,
"['18:00', '10/01']",10/01 18:00,20,11,9999,NIL,NIL,NIL,3000,5,30,24,1010,70,,NIL,,,,,,
"['19:00', '10/01']",10/01 19:00,20,11,9999,NIL,NIL,NIL,2000,5,30,24,1009,70,,NIL,,,,,,
"['20:00', '10/01']",10/01 20:00,20,11,9999,NIL,NIL,NIL,10000,5,29,23,1009,70,,NIL,,,,,,
"['21:00', '10/01']",10/01 21:00,20,10,9999,NIL,NIL,NIL,10000,5,28,23,1011,74,,NIL,,,,,,
"['22:00', '10/01']",10/01 22:00,30,9,9999,NIL,NIL,NIL,10000,5,28,23,1010,74,,NIL,,,,,,
"['23:00', '10/01']",10/01 23:00,50,8,9999,NIL,NIL,NIL,NIL,3,27,24,1011,84,,NIL,,,,,,
"['00:00', '11/01']",11/01 00:00,40,9,9999,NIL,NIL,NIL,NIL,3,27,23,1011,79,,NIL,,,,,,
"['01:00', '11/01']",11/01 01:00,50,8,9999,,,NIL,NIL,3,26,23,1012,84,,NIL,,NIL,,,,
"['02:00', '11/01']",11/01 02:00,60,8,9999,,,NIL,NIL,3,26,24,1012,89,,NIL,,NIL,,,,
"['03:00', '11/01']",11/01 03:00,70,7,9999,,,NIL,NIL,3,26,24,1012,89,,NIL,,NIL,,,,
"['04:00', '11/01']",11/01 04:00,80,4,9999,,,NIL,NIL,NIL,25,24,1012,94,,NIL,,NIL,,,,
"['05:00', '11/01']",11/01 05:00,50,4,9999,,,NIL,NIL,NIL,25,24,1011,94,,NIL,,NIL,,,,
"['06:00', '11/01']",11/01 06:00,60,5,9999,,,NIL,NIL,3,25,24,1010,94,,NIL,,NIL,,,,
"['07:00', '11/01']",11/01 07:00,70,3,8000,,,NIL,NIL,3,25,24,1010,94,,NIL,,NIL,,,,
"['08:00', '11/01']",11/01 08:00,80,5,8000,,,NIL,NIL,3,25,23,1010,89,,NIL,,NIL,,,,
"['09:00', '11/01']",11/01 09:00,40,4,9000,,,NIL,10000,5,25,24,1010,94,,NIL,,NIL,,,,
"['10:00', '11/01']",11/01 10:00,60,2,9999,,,NIL,NIL,3,25,24,1011,94,,NIL,,NIL,,,,
"['11:00', '11/01']",11/01 11:00,40,3,9999,,,NIL,10000,5,26,24,1012,89,,NIL,,NIL,,,,
"['12:00', '11/01']",11/01 12:00,60,3,9999,,,NIL,10000,5,27,24,1012,84,,NIL,,NIL,,,,
"['13:00', '11/01']",11/01 13:00,340,6,9999,,,NIL,10000,5,28,24,1012,79,,NIL,,NIL,,,,
"['14:00', '11/01']",11/01 14:00,320,6,9999,,,NIL,1800,5,28,24,1012,79,,NIL,,NIL,,,,
"['14:31', '11/01']",11/01 14:31,50,9,1500,,,1,1000,8,27,24,1012,84,,NIL,,19,,,,
"['15:00', '11/01']",11/01 15:00,90,5,3000,,,1,1800,5,25,24,IL,94,,NIL,,NIL,,,,
"['16:00', '11/01']",11/01 16:00,90,5,5000,,,1,2000,5,25,24,IL,94,,1,,NIL,,,,
"['17:00', '11/01']",11/01 17:00,360,10,9999,,,NIL,10000,5,29,23,1010,70,,NIL,,NIL,,,,
"['18:00', '11/01']",11/01 18:00,20,10,9999,,,NIL,5000,5,28,23,1009,74,,NIL,,NIL,,,,
"['19:00', '11/01']",11/01 19:00,70,11,9999,,,NIL,7000,8,27,23,1009,79,,NIL,,NIL,,,,
"['20:00', '11/01']",11/01 20:00,70,12,9999,,,NIL,7000,8,25,23,1010,89,,NIL,,NIL,,,,
"['21:00', '11/01']",11/01 21:00,80,10,8000,,,NIL,8300,8,24,22,1010,89,,NIL,,NIL,,,,
"['22:00', '11/01']",11/01 22:00,70,8,9999,,,NIL,7000,8,24,21,1011,83,,NIL,,NIL,,,,
"['23:00', '11/01']",11/01 23:00,90,5,9999,,,NIL,7000,8,24,22,1012,89,,NIL,,NIL,,,,
"['00:00', '12/01']",12/01 00:00,70,11,9999,,,NIL,4000,8,24,22,1012,89,,NIL,,NIL,,,,
"['01:00', '12/01']",12/01 01:00,110,4,9999,,,1,2000,5,24,22,1013,89,NIL,,,,NIL,,,
"['02:00', '12/01']",12/01 02:00,220,2,9999,,,NIL,10000,5,24,22,1013,89,NIL,,,,NIL,,,
"['03:00', '12/01']",12/01 03:00,150,6,9999,,,NIL,10000,5,24,23,1013,94,NIL,,,,NIL,,,
"['04:00', '12/01']",12/01 04:00,170,4,9999,,,NIL,NIL,3,24,23,1012,94,NIL,,,,NIL,,,
"['05:00', '12/01']",12/01 05:00,90,7,9999,,,NIL,800,5,23,22,1012,94,NIL,,,,NIL,,,
"['06:00', '12/01']",12/01 06:00,120,4,9999,,,NIL,2000,5,23,22,1012,94,NIL,,,,NIL,,,
"['07:00', '12/01']",12/01 07:00,190,3,9999,,,NIL,2000,5,22,22,1011,100,NIL,,,,NIL,,,
"['08:00', '12/01']",12/01 08:00,70,2,9999,,,NIL,2000,5,23,22,1011,94,NIL,,,,NIL,,,
"['09:00', '12/01']",12/01 09:00,60,2,9999,,,NIL,2000,5,23,22,1012,94,NIL,,,,NIL,,,
"['10:00', '12/01']",12/01 10:00,130,2,9999,,,NIL,10000,5,23,22,1012,94,NIL,,,,NIL,,,
"['11:00', '12/01']",12/01 11:00,60,3,9999,,,NIL,7000,5,25,23,1013,89,NIL,,,,NIL,,,
"['12:00', '12/01']",12/01 12:00,340,6,9999,,,NIL,1600,5,25,23,1014,89,NIL,,,,NIL,,,
"['13:00', '12/01']",12/01 13:00,360,5,9999,,,NIL,1700,5,25,23,1015,89,NIL,,,,NIL,,,
"['14:00', '12/01']",12/01 14:00,310,5,9999,,,NIL,2000,5,27,23,1014,79,NIL,,,,NIL,,,
"['15:00', '12/01']",12/01 15:00,330,7,9999,,,NIL,9000,5,27,23,1014,79,NIL,,,,NIL,,,
"['16:00', '12/01']",12/01 16:00,340,8,9999,,,NIL,NIL,3,27,22,1013,74,NIL,,,,NIL,,,
"['17:00', '12/01']",12/01 17:00,340,7,9999,,,NIL,NIL,3,28,21,1012,66,NIL,,,,NIL,,,
"['18:00', '12/01']",12/01 18:00,360,7,9999,,,NIL,NIL,3,28,23,1011,74,NIL,,,,NIL,,,
"['19:00', '12/01']",12/01 19:00,350,8,9999,,,NIL,NIL,3,29,23,1010,70,NIL,,,,NIL,,,
"['20:00', '12/01']",12/01 20:00,330,8,9999,,,NIL,NIL,3,28,23,1010,74,NIL,,,,NIL,,,
"['21:00', '12/01']",12/01 21:00,360,8,9999,,,NIL,NIL,3,28,22,1010,70,NIL,,,,NIL,,,
"['22:00', '12/01']",12/01 22:00,30,6,9999,,,NIL,2000,5,27,22,1011,74,NIL,,,,NIL,,,
"['22:35', '12/01']",12/01 22:35,120,9,5000,,,1,1700,5,25,24,1012,94,1,,,,120,,,
"['23:00', '12/01']",12/01 23:00,100,7,6000,,,1,800,5,24,23,1012,94,1,,,,NIL,,,
"['00:00', '13/01']",13/01 00:00,80,5,9999,,,NIL,10000,5,24,23,IL,94,NIL,,,,NIL,,,
"['00:35', '13/01']",13/01 00:35,90,6,1500,,,1,1500,8,24,23,1013,94,NIL,,,,NIL,,,
"['01:00', '13/01']",13/01 01:00,110,5,9999,NIL,NIL,1,7000,8,24,23,1013,94,,,,,,,,
"['02:00', '13/01']",13/01 02:00,80,4,9999,NIL,NIL,NIL,2800,5,24,23,1013,94,,,,,,,,
"['03:00', '13/01']",13/01 03:00,70,4,9999,NIL,NIL,NIL,5000,5,24,23,1013,94,,,,,,,,
"['04:00', '13/01']",13/01 04:00,40,4,9999,NIL,NIL,NIL,NIL,NIL,24,23,1012,94,,,,,,,,
"['05:00', '13/01']",13/01 05:00,0,0,9999,NIL,NIL,NIL,NIL,2,24,24,1011,100,,,,,,,,
"['06:00', '13/01']",13/01 06:00,0,0,9999,NIL,NIL,NIL,NIL,3,24,23,1011,94,,,,,,,,
"['07:00', '13/01']",13/01 07:00,70,3,9999,NIL,NIL,NIL,NIL,3,24,24,1011,100,,,,,,,,
"['08:00', '13/01']",13/01 08:00,320,2,9999,NIL,NIL,NIL,1700,5,25,24,1011,94,,,,,,,,
"['09:00', '13/01']",13/01 09:00,230,1,9999,NIL,NIL,NIL,NIL,3,25,23,1012,89,,,,,,,,
"['09:38', '13/01']",13/01 09:38,280,2,2000,NIL,NIL,1,2800,5,25,24,1012,94,,,,,,,,
"['10:00', '13/01']",13/01 10:00,300,2,9999,3000,315,1,NIL,3,25,24,1012,94,,,,,,,,
"['11:00', '13/01']",13/01 11:00,250,2,9999,NIL,NIL,NIL,NIL,3,25,24,1013,94,,,,,,,,
"['12:00', '13/01']",13/01 12:00,300,4,9999,NIL,NIL,NIL,NIL,3,26,24,1014,89,,,,,,,,
"['13:00', '13/01']",13/01 13:00,320,3,9999,NIL,NIL,NIL,1700,5,27,24,1014,84,,,,,,,,
"['14:00', '13/01']",13/01 14:00,350,4,9999,NIL,NIL,NIL,1800,5,28,24,1013,79,,,,,,,,
"['15:00', '13/01']",13/01 15:00,350,7,9999,NIL,NIL,NIL,2300,5,27,25,1013,89,,,,,,,,
"['16:00', '13/01']",13/01 16:00,350,8,9999,NIL,NIL,NIL,NIL,3,28,24,1012,79,,,,,,,,
"['17:00', '13/01']",13/01 17:00,350,9,9999,NIL,NIL,NIL,NIL,3,28,24,1011,79,,,,,,,,
"['18:00', '13/01']",13/01 18:00,90,6,9999,NIL,NIL,NIL,10000,5,28,24,1010,79,,,,,,,,
"['19:00', '13/01']",13/01 19:00,350,8,9999,NIL,NIL,NIL,2000,5,29,24,1009,74,,,,,,,,
"['19:23', '13/01']",13/01 19:23,10,9,3000,NIL,NIL,1,2000,5,28,25,1009,84,,,,,,,,
"['20:00', '13/01']",13/01 20:00,10,5,9999,NIL,NIL,NIL,NIL,3,27,25,1009,89,,,,,,,,
"['21:00', '13/01']",13/01 21:00,20,6,9999,NIL,NIL,NIL,2500,5,27,24,1009,84,,,,,,,,
"['22:00', '13/01']",13/01 22:00,20,6,9999,NIL,NIL,NIL,NIL,3,27,24,1009,84,,,,,,,,
"['23:00', '13/01']",13/01 23:00,40,6,9999,NIL,NIL,NIL,2500,5,27,24,1011,84,,,,,,,,
"['00:00', '14/01']",14/01 00:00,70,3,9999,NIL,NIL,NIL,10000,5,26,24,1012,89,,,,,,,,
"['01:00', '14/01']",14/01 01:00,120,3,9999,NIL,NIL,NIL,10000,5,26,24,1012,89,,,,,,,,
"['02:00', '14/01']",14/01 02:00,80,3,9999,NIL,NIL,NIL,NIL,3,26,24,1012,89,,,,,,,,
"['03:00', '14/01']",14/01 03:00,70,2,9999,NIL,NIL,NIL,NIL,3,25,24,1012,94,,,,,,,,
"['04:00', '14/01']",14/01 04:00,90,3,9999,NIL,NIL,NIL,NIL,3,25,24,1012,94,,,,,,,,
"['05:00', '14/01']",14/01 05:00,120,3,9999,NIL,NIL,NIL,NIL,NIL,25,24,1011,94,,,,,,,,
"['06:00', '14/01']",14/01 06:00,70,2,9999,NIL,NIL,NIL,NIL,NIL,25,24,1011,94,,,,,,,,
"['07:00', '14/01']",14/01 07:00,100,3,9999,NIL,NIL,NIL,NIL,NIL,24,24,1011,100,,,,,,,,
"['08:00', '14/01']",14/01 08:00,80,2,9999,NIL,NIL,NIL,NIL,NIL,24,24,1011,100,,,,,,,,
"['09:00', '14/01']",14/01 09:00,120,3,9999,NIL,NIL,NIL,10000,5,24,23,1011,94,,,,,,,,
"['10:00', '14/01']",14/01 10:00,110,3,9999,NIL,NIL,NIL,10000,5,25,24,1012,94,,,,,,,,
"['11:00', '14/01']",14/01 11:00,120,3,9999,NIL,NIL,NIL,7000,5,25,24,1012,94,,,,,,,,
"['12:00', '14/01']",14/01 12:00,110,2,9999,NIL,NIL,NIL,10000,5,26,24,1013,89,,,,,,,,
"['13:00', '14/01']",14/01 13:00,80,3,9999,NIL,NIL,NIL,10000,5,28,24,1013,79,,,,,,,,
"['14:00', '14/01']",14/01 14:00,50,5,9999,NIL,NIL,NIL,10000,5,29,23,1013,70,,,,,,,,
"['15:00', '14/01']",14/01 15:00,270,3,9999,NIL,NIL,NIL,2500,5,29,24,1012,74,,,,,,,,
"['15:06', '14/01']",14/01 15:06,340,3,4000,NIL,NIL,1,2000,5,27,24,1012,84,,,,,,,,
"['16:00', '14/01']",14/01 16:00,350,5,9999,NIL,NIL,NIL,10000,5,27,24,1011,84,,,,,,,,
"['16:41', '14/01']",14/01 16:41,10,7,3000,NIL,NIL,1,1500,5,27,23,1011,79,,,,,,,,
"['17:00', '14/01']",14/01 17:00,40,7,2500,NIL,NIL,1,1500,5,26,24,1011,89,,,,,,,,
"['17:15', '14/01']",14/01 17:15,70,9,3000,NIL,NIL,1,1000,5,24,23,1011,94,,,,,,,,
"['17:30', '14/01']",14/01 17:30,30,5,9999,2000,180,1,9000,5,24,23,1010,94,,,,,,,,
"['18:00', '14/01']",14/01 18:00,VRB,2,9999,NIL,NIL,NIL,10000,5,25,23,1010,89,,,,,,,,
"['19:00', '14/01']",14/01 19:00,90,4,9999,NIL,NIL,NIL,10000,5,25,24,1009,94,,,,,,,,
"['20:00', '14/01']",14/01 20:00,300,2,9999,NIL,NIL,NIL,10000,5,26,23,1008,84,,,,,,,,
"['21:00', '14/01']",14/01 21:00,30,2,9999,NIL,NIL,NIL,10000,5,26,23,1009,84,,,,,,,,
"['22:00', '14/01']",14/01 22:00,60,6,9999,NIL,NIL,NIL,10000,5,25,24,1010,94,,,,,,,,
"['23:00', '14/01']",14/01 23:00,80,4,9999,NIL,NIL,NIL,NIL,3,25,23,1011,89,,,,,,,,
