validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vnt_rajada,vis,chuva,trovoada,teto,cobertura,tt,po,qnh,ur,vis_setor,vis_setor_dir,nevoeiro,nevoa_umida,chuvisco,pancada,vnt_vrb,fumaca
"['07:00', '25/04']",25/04 07:00,120,1,,9999,,,,NIL,17,15,1015,88,,,,,,,,
"['08:00', '25/04']",25/04 08:00,0,0,,9999,,,,NIL,16,14,1016,88,,,,,,,,
"['09:00', '25/04']",25/04 09:00,0,0,,9999,,,,NIL,16,14,1016,88,,,,,,,,
"['10:00', '25/04']",25/04 10:00,170,2,,9000,,,,NIL,18,16,1017,88,,,,,,,,
"['11:00', '25/04']",25/04 11:00,150,3,,9999,,,,NIL,18,16,1017,88,,,,,,,,
"['12:00', '25/04']",25/04 12:00,180,2,,9999,,,,NIL,22,17,1018,73,,,,,,,,
"['13:00', '25/04']",25/04 13:00,220,3,,9999,,,,NIL,25,17,1018,61,,,,,,,,
"['14:00', '25/04']",25/04 14:00,210,5,,9999,,,,NIL,27,17,1017,54,,,,,,,,
"['15:00', '25/04']",25/04 15:00,210,6,,9999,,,,2,28,16,1016,48,,,,,,,,
"['16:00', '25/04']",25/04 16:00,210,8,,9999,,,,3,29,14,1015,40,,,,,,,,
"['17:00', '25/04']",25/04 17:00,230,7,,9999,,,,2,30,13,1014,35,,,,,,,,
"['18:00', '25/04']",25/04 18:00,210,6,,9999,,,,2,30,13,1014,35,,,,,,,,
"['19:00', '25/04']",25/04 19:00,220,7,,9999,,,,2,30,13,1013,35,,,,,,,,
"['20:00', '25/04']",25/04 20:00,210,4,,9999,,,,NIL,29,13,1014,37,,,,,,,,
"['21:00', '25/04']",25/04 21:00,310,2,,9999,,,,NIL,27,13,1014,42,,,,,,,,
"['22:00', '25/04']",25/04 22:00,310,2,,9999,,,,NIL,26,13,1014,45,,,,,,,,
"['23:00', '25/04']",25/04 23:00,0,0,,9999,,,,NIL,25,11,1016,41,,,,,,,,
"['00:00', '26/04']",26/04 00:00,210,2,,9999,,,,NIL,21,14,1016,64,,,,,,,,
"['01:00', '26/04']",26/04 01:00,260,1,,9999,,,,NIL,20,14,1016,68,,,,,,,,
"['02:00', '26/04']",26/04 02:00,30,5,,9999,,,,NIL,21,08,1017,43,,,,,,,,
"['03:00', '26/04']",26/04 03:00,140,1,,9999,,,,NIL,19,14,1016,73,,,,,,,,
"['04:00', '26/04']",26/04 04:00,110,2,,9999,,,,NIL,18,14,1016,77,,,,,,,,
"['05:00', '26/04']",26/04 05:00,120,4,,9999,,,,NIL,17,14,1015,83,,,,,,,,
"['06:00', '26/04']",26/04 06:00,160,2,,9999,,,,NIL,17,14,1015,83,,,,,,,,
"['07:00', '26/04']",26/04 07:00,0,0,,9999,,,,NIL,17,14,1015,83,,,,,,,,
"['08:00', '26/04']",26/04 08:00,250,2,,9999,,,,NIL,15,13,1015,88,,,,,,,,
"['09:00', '26/04']",26/04 09:00,190,1,,9000,,,,NIL,16,13,1016,82,,,,,,,,
"['10:00', '26/04']",26/04 10:00,110,2,,9999,,,,NIL,17,13,1016,77,,,,,,,,
"['11:00', '26/04']",26/04 11:00,140,3,,9999,,,,NIL,17,14,1017,83,,,,,,,,
"['12:00', '26/04']",26/04 12:00,160,3,,9999,,,,NIL,21,16,1017,73,,,,,,,,
"['13:00', '26/04']",26/04 13:00,30,4,,9999,,,,2,26,15,1018,51,,,,,,,,
"['14:00', '26/04']",26/04 14:00,60,3,,9999,,,,2,27,15,1017,48,,,,,,,,
"['15:00', '26/04']",26/04 15:00,350,4,,9999,,,,2,28,15,1016,45,,,,,,,,
"['16:00', '26/04']",26/04 16:00,20,6,,9999,,,,3,29,15,1015,43,,,,,,,,
"['17:00', '26/04']",26/04 17:00,30,3,,9999,,,,3,28,14,1014,42,,,,,,,,
"['18:00', '26/04']",26/04 18:00,30,6,,9999,,,,3,29,15,1014,43,,,,,,,,
"['19:00', '26/04']",26/04 19:00,30,5,,9999,,,,3,28,15,1014,45,,,,,,,,
"['20:00', '26/04']",26/04 20:00,30,4,,9999,,,,NIL,28,15,1014,45,,,,,,,,
"['21:00', '26/04']",26/04 21:00,30,4,,9999,,,,NIL,26,15,1015,51,,,,,,,,
"['22:00', '26/04']",26/04 22:00,10,5,,9999,,,,NIL,26,15,1015,51,,,,,,,,
"['23:00', '26/04']",26/04 23:00,350,3,,9999,,,,NIL,26,14,1016,48,,,,,,,,
"['00:00', '27/04']",27/04 00:00,230,2,,9999,,,,NIL,23,16,1016,65,,,,,,,,
"['01:00', '27/04']",27/04 01:00,160,2,,9999,NIL,NIL,NIL,NIL,22,16,1016,69,,,,,,,,
"['02:00', '27/04']",27/04 02:00,170,2,,9999,NIL,NIL,NIL,NIL,21,17,1016,78,,,,,,,,
"['03:00', '27/04']",27/04 03:00,210,2,,9999,NIL,NIL,NIL,NIL,22,16,1016,69,,,,,,,,
"['04:00', '27/04']",27/04 04:00,0,0,,9999,NIL,NIL,NIL,NIL,21,16,1016,73,,,,,,,,
"['05:00', '27/04']",27/04 05:00,210,2,,9999,NIL,NIL,NIL,NIL,21,16,1016,73,,,,,,,,
"['06:00', '27/04']",27/04 06:00,20,5,,9999,NIL,NIL,NIL,NIL,21,17,1015,78,,,,,,,,
"['07:00', '27/04']",27/04 07:00,110,3,,9999,NIL,NIL,NIL,NIL,20,17,1015,83,,,,,,,,
"['08:00', '27/04']",27/04 08:00,130,2,,9999,NIL,NIL,NIL,NIL,21,17,1015,78,,,,,,,,
"['09:00', '27/04']",27/04 09:00,140,2,,9999,NIL,NIL,NIL,NIL,20,17,1016,83,,,,,,,,
"['10:00', '27/04']",27/04 10:00,350,7,,9999,NIL,NIL,NIL,NIL,20,17,1017,83,,,,,,,,
"['11:00', '27/04']",27/04 11:00,160,2,,9999,NIL,NIL,NIL,NIL,20,17,1018,83,,,,,,,,
"['12:00', '27/04']",27/04 12:00,10,2,,9999,NIL,NIL,7000,5,22,18,1018,78,,,,,,,,
"['13:00', '27/04']",27/04 13:00,40,7,,9999,NIL,NIL,7000,5,23,18,1018,73,,,,,,,,
"['14:00', '27/04']",27/04 14:00,10,7,,9999,1,NIL,8000,8,22,19,1018,83,,,,,,,,
"['15:00', '27/04']",27/04 15:00,350,4,,9999,NIL,NIL,7000,8,23,18,1017,73,,,,,,,,
"['16:00', '27/04']",27/04 16:00,230,7,,9000,1,NIL,7000,8,22,20,1017,88,,,,,,,,
"['17:00', '27/04']",27/04 17:00,250,3,,9000,1,NIL,3000,8,21,19,1016,88,,,,,,,,
"['18:00', '27/04']",27/04 18:00,160,6,,9999,1,NIL,3000,5,21,19,1016,88,,,,,,,,
"['19:00', '27/04']",27/04 19:00,160,5,,9999,NIL,NIL,7000,5,21,19,1016,88,,,,,,,,
"['20:00', '27/04']",27/04 20:00,150,3,,9999,NIL,NIL,8000,5,21,19,1016,88,,,,,,,,
"['21:00', '27/04']",27/04 21:00,40,6,,9999,NIL,1,7000,5,21,19,1016,88,,,,,,,,
"['22:00', '27/04']",27/04 22:00,360,5,,9999,NIL,1,8000,5,21,19,1016,88,,,,,,,,
"['23:00', '27/04']",27/04 23:00,110,4,,9999,NIL,NIL,NIL,3,20,18,1016,88,,,,,,,,
"['00:00', '28/04']",28/04 00:00,200,2,,9999,NIL,NIL,NIL,3,19,18,1017,94,,,,,,,,
"['01:00', '28/04']",28/04 01:00,110,2,,9999,,,NIL,NIL,19,18,1017,94,NIL,NIL,NIL,NIL,,,,
"['01:17', '28/04']",28/04 01:17,160,3,,4000,,,NIL,3,18,17,1018,94,NIL,NIL,NIL,1,,,,
"['01:23', '28/04']",28/04 01:23,180,2,,400,,,NIL,3,18,17,1018,94,NIL,NIL,1,NIL,,,,
"['01:34', '28/04']",28/04 01:34,190,2,,2000,,,NIL,3,18,18,1018,100,NIL,NIL,1,1,,,,
"['02:00', '28/04']",28/04 02:00,210,3,,500,,,NIL,3,18,18,1018,100,200,NOI,1,NIL,,,,
"['02:13', '28/04']",28/04 02:13,0,0,,3000,,,NIL,3,18,18,1018,100,NIL,NIL,NIL,1,,,,
"['03:00', '28/04']",28/04 03:00,0,0,,9999,,,NIL,3,19,18,1018,94,NIL,NIL,NIL,NIL,,,,
"['03:17', '28/04']",28/04 03:17,160,4,,300,,,NIL,3,18,17,1018,94,NIL,NIL,1,NIL,,,,
"['03:32', '28/04']",28/04 03:32,170,3,,900,,,8000,5,18,17,1017,94,NIL,NIL,1,NIL,,,,
"['04:00', '28/04']",28/04 04:00,160,3,,3000,,,8000,5,18,18,1017,100,NIL,NIL,1,1,,,,
"['05:00', '28/04']",28/04 05:00,100,3,,9999,,,NIL,3,19,18,1016,94,NIL,NIL,NIL,NIL,,,,
"['06:00', '28/04']",28/04 06:00,190,1,,500,,,NIL,3,18,17,1016,94,NIL,NIL,1,NIL,,,,
"['06:30', '28/04']",28/04 06:30,140,4,,50,,,NIL,NIL,18,17,1016,94,NIL,NIL,1,NIL,,,,
"['07:00', '28/04']",28/04 07:00,150,3,,50,,,NIL,NIL,17,17,1016,100,NIL,NIL,1,NIL,,,,
"['07:41', '28/04']",28/04 07:41,140,4,,4000,,,NIL,3,17,17,1016,100,500,0,1,1,,,,
"['08:00', '28/04']",28/04 08:00,140,4,,9999,,,NIL,2,17,16,1016,94,NIL,NIL,1,NIL,,,,
"['09:00', '28/04']",28/04 09:00,100,6,,9999,,,NIL,3,18,17,1017,94,NIL,NIL,NIL,NIL,,,,
"['10:00', '28/04']",28/04 10:00,120,4,,9999,,,NIL,3,18,17,1018,94,NIL,NIL,NIL,NIL,,,,
"['11:00', '28/04']",28/04 11:00,150,5,,9999,,,NIL,NIL,19,18,1019,94,NIL,NIL,NIL,NIL,,,,
"['12:00', '28/04']",28/04 12:00,100,9,,9999,,,NIL,2,22,18,1019,78,NIL,NIL,NIL,NIL,,,,
"['13:00', '28/04']",28/04 13:00,90,6,,9999,,,NIL,3,23,17,1019,69,NIL,NIL,NIL,NIL,,,,
"['14:00', '28/04']",28/04 14:00,100,4,,9999,,,NIL,3,26,18,1019,61,NIL,NIL,NIL,NIL,,,,
"['15:00', '28/04']",28/04 15:00,160,5,,9999,,,3000,5,25,18,1018,65,NIL,NIL,NIL,NIL,,,,
"['16:00', '28/04']",28/04 16:00,200,3,,9999,,,NIL,3,26,18,1017,61,NIL,NIL,NIL,NIL,,,,
"['17:00', '28/04']",28/04 17:00,30,3,,9999,,,NIL,3,28,17,1017,51,NIL,NIL,NIL,NIL,,,,
"['18:00', '28/04']",28/04 18:00,60,5,,9999,,,NIL,3,28,17,1016,51,NIL,NIL,NIL,NIL,,,,
"['19:00', '28/04']",28/04 19:00,70,5,,9999,,,NIL,3,27,16,1016,51,NIL,NIL,NIL,NIL,,,,
"['20:00', '28/04']",28/04 20:00,130,7,,9999,,,NIL,3,25,17,1017,61,NIL,NIL,NIL,NIL,,,,
"['21:00', '28/04']",28/04 21:00,100,10,,9999,,,NIL,NIL,24,17,1017,65,NIL,NIL,NIL,NIL,,,,
"['22:00', '28/04']",28/04 22:00,90,10,,9999,,,NIL,NIL,23,17,1018,69,NIL,NIL,NIL,NIL,,,,
"['23:00', '28/04']",28/04 23:00,110,7,,9999,,,NIL,NIL,22,17,1019,73,NIL,NIL,NIL,NIL,,,,
"['00:00', '29/04']",29/04 00:00,110,9,,9999,,,NIL,NIL,21,17,1019,78,NIL,NIL,NIL,NIL,,,,
"['01:00', '29/04']",29/04 01:00,120,8,,9999,,,,NIL,20,17,1019,83,,,,,,,,
"['02:00', '29/04']",29/04 02:00,120,8,,9999,,,,NIL,20,16,1019,78,,,,,,,,
"['03:00', '29/04']",29/04 03:00,110,7,,9999,,,,NIL,20,16,1019,78,,,,,,,,
"['04:00', '29/04']",29/04 04:00,100,2,,9999,,,,NIL,18,16,1019,88,,,,,,,,
"['05:00', '29/04']",29/04 05:00,170,2,,9999,,,,NIL,18,16,1019,88,,,,,,,,
"['06:00', '29/04']",29/04 06:00,140,3,,9999,,,,NIL,17,16,1018,94,,,,,,,,
"['07:00', '29/04']",29/04 07:00,130,4,,9999,,,,NIL,17,16,1018,94,,,,,,,,
"['08:00', '29/04']",29/04 08:00,130,5,,9999,,,,NIL,17,16,1018,94,,,,,,,,
"['09:00', '29/04']",29/04 09:00,140,5,,9999,,,,NIL,17,15,1019,88,,,,,,,,
"['10:00', '29/04']",29/04 10:00,130,5,,9999,,,,NIL,17,15,1020,88,,,,,,,,
"['11:00', '29/04']",29/04 11:00,130,3,,9999,,,,NIL,19,16,1021,83,,,,,,,,
"['12:00', '29/04']",29/04 12:00,110,10,,9999,,,,2,22,17,1021,73,,,,,,,,
"['13:00', '29/04']",29/04 13:00,90,10,,9999,,,,2,23,16,1021,65,,,,,,,,
"['14:00', '29/04']",29/04 14:00,100,8,,9999,,,,2,23,17,1021,69,,,,,,,,
"['15:00', '29/04']",29/04 15:00,100,5,,9999,,,,3,25,16,1021,57,,,,,,,,
"['16:00', '29/04']",29/04 16:00,100,4,,9999,,,,3,26,15,1020,51,,,,,,,,
"['17:00', '29/04']",29/04 17:00,180,5,,9999,,,,3,28,13,1019,40,,,,,,,,
"['18:00', '29/04']",29/04 18:00,90,4,,9999,,,,2,26,12,1019,42,,,,,,,,
"['19:00', '29/04']",29/04 19:00,260,5,,9999,,,,3,27,13,1019,42,,,,,,,,
"['20:00', '29/04']",29/04 20:00,90,7,,9999,,,,3,26,13,1019,45,,,,,,,,
"['21:00', '29/04']",29/04 21:00,90,10,,9999,,,,3,24,16,1020,61,,,,,,,,
"['22:00', '29/04']",29/04 22:00,90,10,,9999,,,,3,22,15,1020,65,,,,,,,,
"['23:00', '29/04']",29/04 23:00,90,12,,9999,,,,3,21,15,1021,69,,,,,,,,
"['00:00', '30/04']",30/04 00:00,110,10,,9999,,,,NIL,21,15,1021,69,,,,,,,,
"['01:00', '30/04']",30/04 01:00,80,9,,9999,,,,NIL,20,15,1022,73,,,,,,,,
"['02:00', '30/04']",30/04 02:00,90,10,,9999,,,,NIL,19,15,1022,78,,,,,,,,
"['03:00', '30/04']",30/04 03:00,80,11,,9999,,,,NIL,18,14,1022,77,,,,,,,,
"['04:00', '30/04']",30/04 04:00,110,8,,9999,,,,NIL,17,14,1023,83,,,,,,,,
"['05:00', '30/04']",30/04 05:00,120,8,,9999,,,,NIL,16,13,1022,82,,,,,,,,
"['06:00', '30/04']",30/04 06:00,110,7,,9999,,,,NIL,16,12,1022,77,,,,,,,,
"['07:00', '30/04']",30/04 07:00,120,7,,9999,,,,NIL,15,12,1022,82,,,,,,,,
"['08:00', '30/04']",30/04 08:00,130,6,,9999,,,,NIL,14,12,1022,88,,,,,,,,
"['09:00', '30/04']",30/04 09:00,130,5,,9999,,,,NIL,14,12,1022,88,,,,,,,,
"['10:00', '30/04']",30/04 10:00,110,7,,9999,,,,NIL,16,12,1023,77,,,,,,,,
"['11:00', '30/04']",30/04 11:00,130,7,,9999,,,,NIL,17,13,1024,77,,,,,,,,
"['12:00', '30/04']",30/04 12:00,120,9,,9999,,,,NIL,20,13,1024,64,,,,,,,,
"['13:00', '30/04']",30/04 13:00,80,14,,9999,,,,NIL,21,13,1025,60,,,,,,,,
"['14:00', '30/04']",30/04 14:00,100,11,,9999,,,,NIL,23,13,1024,53,,,,,,,,
"['15:00', '30/04']",30/04 15:00,100,10,,9999,,,,NIL,24,13,1023,50,,,,,,,,
"['16:00', '30/04']",30/04 16:00,80,8,,9999,,,,NIL,24,13,1023,50,,,,,,,,
"['17:00', '30/04']",30/04 17:00,90,7,,9999,,,,2,25,14,1022,50,,,,,,,,
"['18:00', '30/04']",30/04 18:00,100,9,,9999,,,,3,25,14,1022,50,,,,,,,,
"['19:00', '30/04']",30/04 19:00,110,11,,9999,,,,3,25,14,1022,50,,,,,,,,
"['20:00', '30/04']",30/04 20:00,90,12,,9999,,,,2,23,14,1022,57,,,,,,,,
"['21:00', '30/04']",30/04 21:00,90,10,,9999,,,,3,22,13,1022,57,,,,,,,,
"['22:00', '30/04']",30/04 22:00,90,9,,9999,,,,NIL,21,13,1022,60,,,,,,,,
"['23:00', '30/04']",30/04 23:00,90,9,,9999,,,,NIL,20,13,1023,64,,,,,,,,
"['00:00', '01/05']",01/05 00:00,100,6,,9999,,,,NIL,19,13,1023,68,,,,,,,,
"['01:00', '01/05']",01/05 01:00,120,6,,9999,,,NIL,NIL,18,13,1023,73,,,,,,,,
"['02:00', '01/05']",01/05 02:00,110,7,,9999,,,NIL,NIL,17,13,1023,77,,,,,,,,
"['03:00', '01/05']",01/05 03:00,130,6,,9999,,,NIL,NIL,16,13,1023,82,,,,,,,,
"['04:00', '01/05']",01/05 04:00,140,5,,9999,,,NIL,NIL,15,13,1023,88,,,,,,,,
"['05:00', '01/05']",01/05 05:00,130,6,,9999,,,NIL,NIL,15,12,1022,82,,,,,,,,
"['06:00', '01/05']",01/05 06:00,130,3,,9999,,,NIL,NIL,15,12,1022,82,,,,,,,,
"['07:00', '01/05']",01/05 07:00,140,7,,9999,,,NIL,NIL,14,12,1022,88,,,,,,,,
"['08:00', '01/05']",01/05 08:00,130,7,,9999,,,NIL,NIL,14,12,1022,88,,,,,,,,
"['09:00', '01/05']",01/05 09:00,130,6,,9999,,,NIL,NIL,14,12,1023,88,,,,,,,,
"['10:00', '01/05']",01/05 10:00,130,6,,9999,,,NIL,NIL,15,12,1024,82,,,,,,,,
"['11:00', '01/05']",01/05 11:00,140,6,,9999,,,NIL,NIL,16,13,1024,82,,,,,,,,
"['12:00', '01/05']",01/05 12:00,100,11,,9999,,,NIL,2,19,14,1025,73,,,,,,,,
"['13:00', '01/05']",01/05 13:00,90,10,,9999,,,NIL,2,20,13,1025,64,,,,,,,,
"['14:00', '01/05']",01/05 14:00,100,10,,9999,,,NIL,3,21,13,1025,60,,,,,,,,
"['15:00', '01/05']",01/05 15:00,90,8,,9999,,,4000,5,22,12,1024,53,,,,,,,,
"['16:00', '01/05']",01/05 16:00,80,11,,9999,,,4000,5,23,11,1023,47,,,,,,,,
"['17:00', '01/05']",01/05 17:00,100,6,,9999,,,4000,5,23,12,1022,50,,,,,,,,
"['18:00', '01/05']",01/05 18:00,80,8,,9999,,,NIL,3,23,11,1022,47,,,,,,,,
"['19:00', '01/05']",01/05 19:00,70,9,,9999,,,NIL,3,23,11,1022,47,,,,,,,,
"['20:00', '01/05']",01/05 20:00,70,7,,9999,,,NIL,3,22,11,1022,50,,,,,,,,
"['21:00', '01/05']",01/05 21:00,90,8,,9999,,,NIL,NIL,21,12,1022,56,,,,,,,,
"['22:00', '01/05']",01/05 22:00,80,7,,9999,,,NIL,NIL,20,12,1022,60,,,,,,,,
"['23:00', '01/05']",01/05 23:00,80,5,,9999,,,NIL,NIL,19,12,1023,64,,,,,,,,
"['00:00', '02/05']",02/05 00:00,100,6,,9999,,,NIL,NIL,19,12,1023,64,,,,,,,,
"['01:00', '02/05']",02/05 01:00,90,6,,9999,,,NIL,NIL,18,12,1022,68,,,,,,,,
"['02:00', '02/05']",02/05 02:00,120,7,,9999,,,NIL,NIL,17,12,1023,72,,,,,,,,
"['03:00', '02/05']",02/05 03:00,110,10,,9999,,,NIL,NIL,17,12,1022,72,,,,,,,,
"['04:00', '02/05']",02/05 04:00,130,6,,9999,,,NIL,NIL,15,11,1022,77,,,,,,,,
"['05:00', '02/05']",02/05 05:00,120,7,,9999,,,NIL,NIL,15,12,1022,82,,,,,,,,
"['06:00', '02/05']",02/05 06:00,130,9,,9999,,,NIL,NIL,15,12,1022,82,,,,,,,,
"['07:00', '02/05']",02/05 07:00,130,6,,9999,,,NIL,NIL,14,12,1022,88,,,,,,,,
"['08:00', '02/05']",02/05 08:00,130,8,,9999,,,NIL,NIL,14,12,1022,88,,,,,,,,
"['09:00', '02/05']",02/05 09:00,130,7,,9999,,,NIL,NIL,14,12,1023,88,,,,,,,,
"['10:00', '02/05']",02/05 10:00,120,4,,9999,,,NIL,NIL,15,12,1023,82,,,,,,,,
"['11:00', '02/05']",02/05 11:00,170,2,,9999,,,NIL,3,16,13,1024,82,,,,,,,,
"['12:00', '02/05']",02/05 12:00,100,7,,9999,,,NIL,3,18,13,1024,73,,,,,,,,
"['13:00', '02/05']",02/05 13:00,100,8,,9999,,,NIL,3,20,14,1024,68,,,,,,,,
"['14:00', '02/05']",02/05 14:00,70,10,,9999,,,3500,5,21,13,1024,60,,,,,,,,
"['15:00', '02/05']",02/05 15:00,80,10,,9999,,,3500,5,22,13,1023,57,,,,,,,,
"['16:00', '02/05']",02/05 16:00,90,7,,9999,,,4000,5,22,13,1022,57,,,,,,,,
"['17:00', '02/05']",02/05 17:00,90,9,,9999,,,4500,5,22,13,1022,57,,,,,,,,
"['18:00', '02/05']",02/05 18:00,90,8,,9999,,,6000,5,22,14,1021,60,,,,,,,,
"['19:00', '02/05']",02/05 19:00,90,10,,9999,,,7000,5,22,14,1021,60,,,,,,,,
"['20:00', '02/05']",02/05 20:00,70,7,,9999,,,7000,5,21,14,1021,64,,,,,,,,
"['21:00', '02/05']",02/05 21:00,90,6,,9999,,,NIL,3,20,14,1021,68,,,,,,,,
"['22:00', '02/05']",02/05 22:00,100,4,,9999,,,NIL,NIL,19,14,1022,73,,,,,,,,
"['23:00', '02/05']",02/05 23:00,110,6,,9999,,,NIL,3,19,14,1023,73,,,,,,,,
"['00:00', '03/05']",03/05 00:00,80,6,,9999,,,NIL,NIL,19,14,1023,73,,,,,,,,
"['01:00', '03/05']",03/05 01:00,130,6,,9999,,,NIL,NIL,18,14,1023,77,,,,,,,,
"['02:00', '03/05']",03/05 02:00,90,7,,9999,,,NIL,NIL,18,14,1023,77,,,,,,,,
"['03:00', '03/05']",03/05 03:00,120,6,,9999,,,NIL,NIL,17,14,1023,83,,,,,,,,
"['04:00', '03/05']",03/05 04:00,110,5,,9999,,,NIL,NIL,17,14,1022,83,,,,,,,,
"['05:00', '03/05']",03/05 05:00,110,7,,9999,,,NIL,NIL,17,14,1022,83,,,,,,,,
"['06:00', '03/05']",03/05 06:00,170,2,,9999,,,NIL,NIL,15,14,1021,94,,,,,,,,
"['07:00', '03/05']",03/05 07:00,150,2,,9999,,,NIL,NIL,15,14,1021,94,,,,,,,,
"['08:00', '03/05']",03/05 08:00,140,3,,9999,,,NIL,NIL,15,13,1021,88,,,,,,,,
"['09:00', '03/05']",03/05 09:00,140,3,,9999,,,NIL,NIL,14,13,1021,94,,,,,,,,
"['10:00', '03/05']",03/05 10:00,140,4,,9999,,,NIL,NIL,15,13,1022,88,,,,,,,,
"['11:00', '03/05']",03/05 11:00,130,4,,9999,,,NIL,NIL,17,14,1022,83,,,,,,,,
"['12:00', '03/05']",03/05 12:00,110,7,,9999,,,NIL,2,20,15,1023,73,,,,,,,,
"['13:00', '03/05']",03/05 13:00,100,7,,9999,,,NIL,3,22,15,1023,65,,,,,,,,
"['14:00', '03/05']",03/05 14:00,100,9,,9999,,,NIL,3,23,15,1022,61,,,,,,,,
"['15:00', '03/05']",03/05 15:00,90,8,,9999,,,3500,5,24,14,1021,54,,,,,,,,
"['16:00', '03/05']",03/05 16:00,90,8,,9999,,,3500,5,24,14,1020,54,,,,,,,,
"['17:00', '03/05']",03/05 17:00,100,8,,9999,,,NIL,3,25,14,1019,50,,,,,,,,
"['18:00', '03/05']",03/05 18:00,90,7,,9999,,,NIL,3,25,14,1019,50,,,,,,,,
"['19:00', '03/05']",03/05 19:00,90,7,,9999,,,NIL,3,25,14,1019,50,,,,,,,,
"['20:00', '03/05']",03/05 20:00,80,7,,9999,,,NIL,2,24,14,1019,54,,,,,,,,
"['21:00', '03/05']",03/05 21:00,90,8,,9999,,,NIL,2,23,14,1019,57,,,,,,,,
"['22:00', '03/05']",03/05 22:00,80,6,,9999,,,NIL,NIL,22,14,1020,60,,,,,,,,
"['23:00', '03/05']",03/05 23:00,80,6,,9999,,,NIL,NIL,21,14,1020,64,,,,,,,,
"['00:00', '04/05']",04/05 00:00,100,7,,9999,,,NIL,NIL,20,14,1021,68,,,,,,,,
"['01:00', '04/05']",04/05 01:00,130,7,,9999,,,NIL,NIL,19,14,1021,73,,,,,,,,
"['02:00', '04/05']",04/05 02:00,110,8,,9999,,,NIL,NIL,19,14,1021,73,,,,,,,,
"['03:00', '04/05']",04/05 03:00,100,8,,9999,,,NIL,NIL,19,14,1021,73,,,,,,,,
"['04:00', '04/05']",04/05 04:00,90,8,,9999,,,NIL,NIL,18,15,1021,83,,,,,,,,
"['05:00', '04/05']",04/05 05:00,90,9,,9999,,,NIL,NIL,19,15,1021,78,,,,,,,,
"['06:00', '04/05']",04/05 06:00,120,7,,9999,,,NIL,NIL,17,14,1021,83,,,,,,,,
"['07:00', '04/05']",04/05 07:00,110,6,,9999,,,NIL,NIL,17,14,1021,83,,,,,,,,
"['08:00', '04/05']",04/05 08:00,130,5,,9999,,,NIL,NIL,15,14,1021,94,,,,,,,,
"['09:00', '04/05']",04/05 09:00,90,6,,9999,,,NIL,NIL,17,15,1021,88,,,,,,,,
"['10:00', '04/05']",04/05 10:00,80,6,,9999,,,NIL,NIL,16,15,1021,94,,,,,,,,
"['11:00', '04/05']",04/05 11:00,50,2,,9999,,,NIL,NIL,20,15,1022,73,,,,,,,,
"['12:00', '04/05']",04/05 12:00,150,2,,9999,,,NIL,2,21,16,1023,73,,,,,,,,
"['13:00', '04/05']",04/05 13:00,40,4,,9999,,,2500,5,22,15,1023,65,,,,,,,,
"['14:00', '04/05']",04/05 14:00,70,6,,9999,,,NIL,3,25,15,1023,54,,,,,,,,
"['15:00', '04/05']",04/05 15:00,40,7,,9999,,,NIL,3,24,14,1022,54,,,,,,,,
"['16:00', '04/05']",04/05 16:00,30,7,,9999,,,NIL,3,26,14,1021,48,,,,,,,,
"['17:00', '04/05']",04/05 17:00,30,6,,9999,,,4000,5,25,14,1020,50,,,,,,,,
"['18:00', '04/05']",04/05 18:00,40,8,,9999,,,NIL,3,26,14,1019,48,,,,,,,,
"['19:00', '04/05']",04/05 19:00,40,5,,9999,,,NIL,3,25,14,1019,50,,,,,,,,
"['20:00', '04/05']",04/05 20:00,30,4,,9999,,,NIL,2,25,13,1020,47,,,,,,,,
"['21:00', '04/05']",04/05 21:00,50,4,,9999,,,NIL,NIL,23,13,1020,53,,,,,,,,
"['22:00', '04/05']",04/05 22:00,80,8,,9999,,,NIL,NIL,22,14,1020,60,,,,,,,,
"['23:00', '04/05']",04/05 23:00,120,2,,9999,,,NIL,NIL,20,14,1021,68,,,,,,,,
"['00:00', '05/05']",05/05 00:00,60,3,,9999,,,NIL,NIL,20,14,1022,68,,,,,,,,
"['01:00', '05/05']",05/05 01:00,120,2,,9999,,,,NIL,19,14,1022,73,,,,,,,,
"['02:00', '05/05']",05/05 02:00,140,3,,9999,,,,NIL,18,15,1022,83,,,,,,,,
"['03:00', '05/05']",05/05 03:00,140,2,,9999,,,,NIL,18,15,1021,83,,,,,,,,
"['04:00', '05/05']",05/05 04:00,170,2,,9999,,,,NIL,17,15,1021,88,,,,,,,,
"['05:00', '05/05']",05/05 05:00,140,1,,9999,,,,NIL,17,14,1020,83,,,,,,,,
"['06:00', '05/05']",05/05 06:00,150,2,,9999,,,,NIL,17,14,1020,83,,,,,,,,
"['07:00', '05/05']",05/05 07:00,160,2,,9999,,,,NIL,16,14,1020,88,,,,,,,,
"['08:00', '05/05']",05/05 08:00,150,2,,9999,,,,NIL,15,14,1020,94,,,,,,,,
"['09:00', '05/05']",05/05 09:00,150,2,,9999,,,,NIL,15,14,1021,94,,,,,,,,
"['10:00', '05/05']",05/05 10:00,160,3,,9999,,,,NIL,15,14,1022,94,,,,,,,,
"['11:00', '05/05']",05/05 11:00,180,2,,9999,,,,NIL,17,14,1022,83,,,,,,,,
