validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vnt_rajada,vnt_vrb,vis,vis_setor,vis_setor_dir,chuva,trovoada,teto,cobertura,tt,po,qnh,ur,nevoeiro,pancada,nevoa_umida,nevoa_seca,fumaca,chuvisco
"['06:00', '14/02']",14/02 06:00,150,2,,NIL,9999,NIL,NIL,NIL,NIL,7000,5,20,18,1016,88,NIL,,,,,
"['07:00', '14/02']",14/02 07:00,190,3,,NIL,9999,NIL,NIL,NIL,NIL,10000,5,20,18,1016,88,NIL,,,,,
"['08:00', '14/02']",14/02 08:00,230,1,,NIL,9999,NIL,NIL,NIL,NIL,9000,5,19,18,1016,94,NIL,,,,,
"['09:00', '14/02']",14/02 09:00,70,4,,NIL,9999,NIL,NIL,NIL,NIL,7000,5,19,18,1016,94,1,,,,,
"['10:00', '14/02']",14/02 10:00,160,5,,NIL,500,NIL,NIL,NIL,NIL,300,5,19,18,1017,94,1,,,,,
"['10:25', '14/02']",14/02 10:25,160,5,,NIL,1500,350,135,NIL,NIL,200,5,19,18,1018,94,1,,,,,
"['11:00', '14/02']",14/02 11:00,VRB,1,,NIL,3500,1500,90,NIL,NIL,200,5,20,20,1018,100,1,,,,,
"['11:15', '14/02']",14/02 11:15,VRB,1,,NIL,5000,2000,180,NIL,NIL,200,5,21,19,1018,88,1,,,,,
"['12:00', '14/02']",14/02 12:00,VRB,2,,NIL,9999,NIL,NIL,NIL,NIL,600,5,21,19,1019,88,NIL,,,,,
"['13:00', '14/02']",14/02 13:00,50,4,,60,9999,NIL,NIL,NIL,NIL,700,5,22,19,1018,83,NIL,,,,,
"['14:00', '14/02']",14/02 14:00,60,5,,75,9999,NIL,NIL,NIL,NIL,6000,5,23,19,1018,78,NIL,,,,,
"['15:00', '14/02']",14/02 15:00,320,3,,310,2500,NIL,NIL,NIL,NIL,2000,5,23,19,1018,78,NIL,,,,,
"['15:15', '14/02']",14/02 15:15,280,8,,NIL,4000,NIL,NIL,1,NIL,2500,5,21,20,1018,94,NIL,,,,,
"['16:00', '14/02']",14/02 16:00,290,4,,295,9999,NIL,NIL,1,NIL,NIL,3,23,19,1016,78,NIL,,,,,
"['17:00', '14/02']",14/02 17:00,340,3,,NIL,9999,NIL,NIL,NIL,NIL,NIL,3,25,19,1015,69,NIL,,,,,
"['18:00', '14/02']",14/02 18:00,260,5,,265,9999,NIL,NIL,NIL,NIL,NIL,3,26,18,1014,61,NIL,,,,,
"['19:00', '14/02']",14/02 19:00,40,10,,NIL,9999,NIL,NIL,NIL,NIL,NIL,3,25,20,1013,74,NIL,,,,,
"['20:00', '14/02']",14/02 20:00,360,6,,NIL,9999,NIL,NIL,NIL,NIL,NIL,3,25,20,1013,74,NIL,,,,,
"['21:00', '14/02']",14/02 21:00,VRB,6,,NIL,9999,NIL,NIL,NIL,NIL,2500,5,23,18,1014,73,NIL,,,,,
"['21:20', '14/02']",14/02 21:20,120,9,,120,9999,1000,135,1,1,2000,5,23,19,1014,78,NIL,,,,,
"['21:35', '14/02']",14/02 21:35,310,14,,320,1000,NIL,NIL,1,1,2000,5,20,18,1015,88,NIL,,,,,
"['22:00', '14/02']",14/02 22:00,VRB,4,,NIL,2000,NIL,NIL,1,1,2000,5,20,19,1015,94,NIL,,,,,
"['22:15', '14/02']",14/02 22:15,100,8,,NIL,5000,NIL,NIL,1,1,2000,5,20,19,1015,94,NIL,,,,,
"['23:00', '14/02']",14/02 23:00,100,7,,NIL,9999,NIL,NIL,1,1,2500,8,20,19,1016,94,NIL,,,,,
"['00:00', '15/02']",15/02 00:00,130,4,,140,9999,NIL,NIL,NIL,1,3000,8,20,19,1017,94,NIL,,,,,
"['01:00', '15/02']",15/02 01:00,190,5,,190,9999,NIL,NIL,NIL,1,3000,5,20,19,1017,94,NIL,,,,,
"['02:00', '15/02']",15/02 02:00,130,8,,95,6000,NIL,NIL,1,NIL,1200,5,19,18,1018,94,NIL,,,,,
"['02:16', '15/02']",15/02 02:16,90,4,,110,9999,NIL,NIL,1,1,1000,5,20,19,1018,94,NIL,,,,,
"['02:40', '15/02']",15/02 02:40,210,3,,NIL,9999,NIL,NIL,1,1,1000,5,19,18,1018,94,NIL,,,,,
"['03:00', '15/02']",15/02 03:00,0,0,,NIL,8000,NIL,NIL,1,1,700,5,19,18,1018,94,NIL,,,,,
"['04:00', '15/02']",15/02 04:00,250,5,,NIL,8000,NIL,NIL,1,1,700,5,19,18,1018,94,NIL,,,,,
"['05:00', '15/02']",15/02 05:00,260,3,,NIL,8000,NIL,NIL,1,1,700,5,19,19,1017,100,NIL,,,,,
"['06:00', '15/02']",15/02 06:00,330,2,,NIL,9999,NIL,NIL,1,NIL,1700,5,19,19,1017,100,NIL,,,,,
