validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vnt_vrb,vis,chuva,trovoada,teto,cobertura,tt,po,qnh,ur,nevoa_umida,vnt_rajada,nevoeiro,vis_setor,vis_setor_dir,nevoa_seca,chuvisco
"['15:00', '13/01']",13/01 15:00,150,10,,9999,,,NIL,3,30,24,1011,70,,,,,,,
"['16:00', '13/01']",13/01 16:00,150,11,,9999,,,NIL,3,29,23,1011,70,,,,,,,
"['18:00', '13/01']",13/01 18:00,170,13,,9999,,,NIL,2,29,23,1010,70,,,,,,,
"['19:00', '13/01']",13/01 19:00,170,13,,9999,,,NIL,2,28,22,1009,70,,,,,,,
"['20:00', '13/01']",13/01 20:00,200,13,,9999,,,NIL,2,29,22,1009,66,,,,,,,
"['21:00', '13/01']",13/01 21:00,190,12,,9999,,,NIL,3,29,22,1009,66,,,,,,,
"['22:00', '13/01']",13/01 22:00,190,10,,9999,,,NIL,3,28,22,1009,70,,,,,,,
"['23:00', '13/01']",13/01 23:00,170,8,,9999,,,NIL,3,27,22,1010,74,,,,,,,
"['00:00', '14/01']",14/01 00:00,160,5,,9999,,,NIL,3,27,23,1011,79,,,,,,,
"['01:00', '14/01']",14/01 01:00,150,7,NIL,9999,,,,3,26,22,1011,79,,,,,,,
"['02:00', '14/01']",14/01 02:00,170,5,NIL,9999,,,,NIL,25,22,1012,83,,,,,,,
"['08:50', '14/01']",14/01 08:50,50,4,NIL,9999,,,,2,25,22,1012,83,,,,,,,
"['09:00', '14/01']",14/01 09:00,50,3,45,9999,,,,2,25,22,1012,83,,,,,,,
"['10:00', '14/01']",14/01 10:00,10,4,NIL,9999,,,,2,26,22,1012,79,,,,,,,
"['11:00', '14/01']",14/01 11:00,350,4,155,9999,,,,2,27,22,1012,74,,,,,,,
"['12:00', '14/01']",14/01 12:00,340,4,160,9999,,,,2,28,23,1013,74,,,,,,,
"['13:00', '14/01']",14/01 13:00,20,3,190,9999,,,,2,29,23,1013,70,,,,,,,
"['14:00', '14/01']",14/01 14:00,150,9,NIL,9999,,,,2,29,23,1012,70,,,,,,,
"['15:00', '14/01']",14/01 15:00,150,11,NIL,9999,,,,2,29,23,1012,70,,,,,,,
"['16:00', '14/01']",14/01 16:00,150,12,NIL,9999,,,,2,28,22,1012,70,,,,,,,
"['17:00', '14/01']",14/01 17:00,170,14,NIL,9999,,,,2,28,22,1011,70,,,,,,,
"['18:00', '14/01']",14/01 18:00,170,14,NIL,9999,,,,2,27,22,1011,74,,,,,,,
"['19:00', '14/01']",14/01 19:00,180,15,NIL,9999,,,,2,28,21,1010,66,,,,,,,
"['21:00', '14/01']",14/01 21:00,350,4,175,9999,,,,3,27,22,1011,74,,,,,,,
"['22:00', '14/01']",14/01 22:00,160,6,NIL,9999,,,,3,26,22,1011,79,,,,,,,
"['23:00', '14/01']",14/01 23:00,90,11,NIL,9999,,,,NIL,28,22,1012,70,,,,,,,
"['00:00', '15/01']",15/01 00:00,120,3,NIL,9999,,,,NIL,27,22,1013,74,,,,,,,
"['01:00', '15/01']",15/01 01:00,140,8,NIL,9999,NIL,NIL,,NIL,25,23,1013,89,,,,,,,
"['02:00', '15/01']",15/01 02:00,180,8,NIL,9999,NIL,NIL,,NIL,23,21,1013,89,,,,,,,
"['08:50', '15/01']",15/01 08:50,360,2,NIL,9999,NIL,NIL,,NIL,24,21,1013,83,,,,,,,
"['09:00', '15/01']",15/01 09:00,360,3,NIL,9999,NIL,NIL,,NIL,25,21,1013,79,,,,,,,
"['10:00', '15/01']",15/01 10:00,20,4,NIL,9999,NIL,NIL,,NIL,25,22,1013,83,,,,,,,
"['11:00', '15/01']",15/01 11:00,50,3,NIL,9999,NIL,NIL,,NIL,27,22,1013,74,,,,,,,
"['12:00', '15/01']",15/01 12:00,320,3,NIL,9999,NIL,NIL,,NIL,27,22,1013,74,,,,,,,
"['13:00', '15/01']",15/01 13:00,150,6,NIL,9999,NIL,NIL,,2,27,23,1013,79,,,,,,,
"['15:00', '15/01']",15/01 15:00,150,9,NIL,9999,NIL,NIL,,2,28,23,1012,74,,,,,,,
"['16:00', '15/01']",15/01 16:00,150,12,NIL,9999,NIL,NIL,,2,27,22,1012,74,,,,,,,
"['17:00', '15/01']",15/01 17:00,160,13,NIL,9999,NIL,NIL,,2,27,22,1011,74,,,,,,,
"['18:00', '15/01']",15/01 18:00,180,13,NIL,9999,NIL,NIL,,2,28,22,1010,70,,,,,,,
"['19:00', '15/01']",15/01 19:00,170,12,NIL,9999,NIL,NIL,,2,29,23,1009,70,,,,,,,
"['20:00', '15/01']",15/01 20:00,200,14,NIL,9999,NIL,1,,3,29,22,1009,66,,,,,,,
"['21:00', '15/01']",15/01 21:00,170,12,NIL,9999,1,1,,2,27,22,1009,74,,,,,,,
"['22:00', '15/01']",15/01 22:00,200,9,NIL,9999,NIL,NIL,,2,27,22,1010,74,,,,,,,
"['23:00', '15/01']",15/01 23:00,180,6,160,9999,NIL,NIL,,2,27,22,1010,74,,,,,,,
"['00:00', '16/01']",16/01 00:00,80,6,80,9999,NIL,NIL,,3,27,22,1011,74,,,,,,,
"['01:00', '16/01']",16/01 01:00,70,6,NIL,9999,,NIL,,2,27,23,1011,79,,,,,,,
"['02:00', '16/01']",16/01 02:00,70,4,NIL,9999,,NIL,,NIL,26,22,1011,79,,,,,,,
"['08:50', '16/01']",16/01 08:50,160,3,155,9999,,NIL,,NIL,25,21,1011,79,,,,,,,
"['09:00', '16/01']",16/01 09:00,170,3,NIL,9999,,NIL,,NIL,25,21,1011,79,,,,,,,
"['10:00', '16/01']",16/01 10:00,150,3,145,9999,,NIL,,3,26,22,1011,79,,,,,,,
"['11:00', '16/01']",16/01 11:00,110,3,110,9999,,NIL,,3,27,22,1011,74,,,,,,,
"['13:00', '16/01']",16/01 13:00,360,4,190,9999,,NIL,,2,30,22,1012,62,,,,,,,
"['14:00', '16/01']",16/01 14:00,120,4,110,9999,,NIL,,2,30,22,1011,62,,,,,,,
"['15:00', '16/01']",16/01 15:00,150,10,NIL,9999,,NIL,,2,31,23,1011,63,,,,,,,
"['16:00', '16/01']",16/01 16:00,150,10,NIL,9999,,NIL,,2,30,23,1010,66,,,,,,,
"['17:00', '16/01']",16/01 17:00,160,12,NIL,9999,,NIL,,2,29,23,1009,70,,,,,,,
"['18:00', '16/01']",16/01 18:00,160,14,NIL,9999,,NIL,,2,31,22,1009,59,,,,,,,
"['19:00', '16/01']",16/01 19:00,150,9,NIL,9999,,NIL,,2,32,24,1008,63,,,,,,,
"['20:00', '16/01']",16/01 20:00,140,12,NIL,9999,,NIL,,2,31,24,1007,66,,,,,,,
"['21:00', '16/01']",16/01 21:00,150,4,NIL,9999,,NIL,,2,31,23,1007,63,,,,,,,
"['22:00', '16/01']",16/01 22:00,110,8,NIL,9999,,NIL,,2,30,24,1008,70,,,,,,,
"['22:08', '16/01']",16/01 22:08,90,7,NIL,9999,,1,,2,30,22,1008,62,,,,,,,
"['23:00', '16/01']",16/01 23:00,60,5,NIL,9999,,1,,2,29,22,1008,66,,,,,,,
"['00:00', '17/01']",17/01 00:00,80,5,NIL,9999,,NIL,,NIL,28,22,1009,70,,,,,,,
"['01:00', '17/01']",17/01 01:00,90,2,NIL,9999,,,,NIL,28,22,1009,70,,,,,,,
"['02:00', '17/01']",17/01 02:00,50,2,NIL,9999,,,,NIL,27,22,1009,74,,,,,,,
"['08:50', '17/01']",17/01 08:50,60,3,NIL,9999,,,,NIL,26,23,1010,84,,,,,,,
"['09:00', '17/01']",17/01 09:00,50,2,NIL,9999,,,,NIL,26,23,1010,84,,,,,,,
"['10:00', '17/01']",17/01 10:00,20,2,NIL,9999,,,,NIL,27,22,1011,74,,,,,,,
"['11:00', '17/01']",17/01 11:00,40,3,NIL,9999,,,,NIL,29,21,1011,62,,,,,,,
"['12:00', '17/01']",17/01 12:00,320,4,NIL,9999,,,,NIL,30,21,1011,59,,,,,,,
"['13:00', '17/01']",17/01 13:00,20,3,180,9999,,,,NIL,32,22,1011,56,,,,,,,
"['14:00', '17/01']",17/01 14:00,VRB,3,NIL,9999,,,,NIL,33,23,1010,56,,,,,,,
"['15:00', '17/01']",17/01 15:00,140,5,NIL,9999,,,,2,32,22,1009,56,,,,,,,
"['16:00', '17/01']",17/01 16:00,VRB,4,NIL,9999,,,,2,33,22,1009,53,,,,,,,
"['17:00', '17/01']",17/01 17:00,150,6,NIL,9999,,,,2,33,22,1008,53,,,,,,,
"['18:00', '17/01']",17/01 18:00,160,9,NIL,9999,,,,2,32,22,1007,56,,,,,,,
"['19:00', '17/01']",17/01 19:00,160,11,NIL,9999,,,,2,30,21,1006,59,,,,,,,
"['20:00', '17/01']",17/01 20:00,180,8,NIL,9999,,,,2,32,21,1006,52,,,,,,,
"['21:00', '17/01']",17/01 21:00,170,5,NIL,9999,,,,2,31,21,1006,55,,,,,,,
"['22:00', '17/01']",17/01 22:00,80,7,90,9999,,,,2,31,22,1007,59,,,,,,,
"['23:00', '17/01']",17/01 23:00,60,8,NIL,9999,,,,NIL,30,23,1007,66,,,,,,,
"['00:00', '18/01']",18/01 00:00,VRB,2,NIL,9999,,,,NIL,30,21,1008,59,,,,,,,
"['01:00', '18/01']",18/01 01:00,VRB,2,NIL,9999,,,,NIL,29,22,1009,66,,,,,,,
"['02:00', '18/01']",18/01 02:00,100,4,NIL,9999,,,,NIL,28,22,1009,70,,,,,,,
"['08:50', '18/01']",18/01 08:50,30,3,NIL,9999,,,,NIL,27,22,1009,74,,,,,,,
"['09:00', '18/01']",18/01 09:00,20,3,NIL,9999,,,,NIL,27,22,1009,74,,,,,,,
"['10:00', '18/01']",18/01 10:00,10,4,NIL,9999,,,,NIL,28,22,1009,70,,,,,,,
"['11:00', '18/01']",18/01 11:00,350,7,165,9999,,,,NIL,30,22,1009,62,,,,,,,
"['12:00', '18/01']",18/01 12:00,20,6,NIL,9999,,,,NIL,30,22,1010,62,,,,,,,
"['13:00', '18/01']",18/01 13:00,330,6,330,9999,,,,NIL,32,20,1010,49,,,,,,,
"['14:00', '18/01']",18/01 14:00,30,5,NIL,9999,,,,NIL,33,22,1010,53,,,,,,,
"['15:00', '18/01']",18/01 15:00,40,9,NIL,9999,,,,NIL,34,23,1009,53,,,,,,,
"['16:00', '18/01']",18/01 16:00,30,8,NIL,9999,,,,NIL,35,24,1009,53,,,,,,,
"['16:30', '18/01']",18/01 16:30,160,5,NIL,9999,,,,NIL,34,22,1009,50,,,,,,,
"['17:00', '18/01']",18/01 17:00,170,9,NIL,9999,,,,2,33,21,1009,49,,,,,,,
"['18:00', '18/01']",18/01 18:00,170,14,NIL,9999,,,,2,33,21,1009,49,,,,,,,
"['19:00', '18/01']",18/01 19:00,160,13,NIL,9999,,,,2,31,20,1008,52,,,,,,,
"['20:00', '18/01']",18/01 20:00,160,12,NIL,9999,,,,2,30,20,1008,55,,,,,,,
"['21:00', '18/01']",18/01 21:00,160,12,NIL,9999,,,,NIL,28,20,1008,62,,,,,,,
"['22:00', '18/01']",18/01 22:00,180,10,NIL,9999,,,,NIL,29,20,1009,58,,,,,,,
"['23:00', '18/01']",18/01 23:00,190,7,NIL,9999,,,,NIL,31,20,1010,52,,,,,,,
"['00:00', '19/01']",19/01 00:00,140,5,NIL,9999,,,,NIL,27,22,1009,74,,,,,,,
"['01:00', '19/01']",19/01 01:00,VRB,2,NIL,9999,,,NIL,NIL,26,23,1010,84,,,,,,,
"['02:00', '19/01']",19/01 02:00,0,0,NIL,9999,,,NIL,NIL,28,22,1010,70,,,,,,,
"['08:50', '19/01']",19/01 08:50,10,4,NIL,9999,,,NIL,NIL,26,22,1011,79,,,,,,,
"['09:00', '19/01']",19/01 09:00,360,2,NIL,9999,,,NIL,NIL,26,22,1011,79,,,,,,,
"['09:10', '19/01']",19/01 09:10,130,4,120,9999,,,NIL,NIL,25,23,1011,89,,,,,,,
"['10:00', '19/01']",19/01 10:00,150,5,NIL,9999,,,NIL,NIL,26,23,1011,84,,,,,,,
"['11:00', '19/01']",19/01 11:00,130,4,NIL,9999,,,NIL,NIL,27,23,1012,79,,,,,,,
"['12:00', '19/01']",19/01 12:00,150,8,NIL,9999,,,NIL,NIL,28,23,1012,74,,,,,,,
"['13:00', '19/01']",19/01 13:00,140,9,NIL,9999,,,NIL,NIL,29,23,1012,70,,,,,,,
"['14:00', '19/01']",19/01 14:00,150,9,NIL,9999,,,NIL,2,29,23,1012,70,,,,,,,
"['15:00', '19/01']",19/01 15:00,130,13,NIL,9999,,,NIL,2,28,23,1012,74,,,,,,,
"['16:00', '19/01']",19/01 16:00,140,15,NIL,9999,,,NIL,2,27,23,1012,79,,,,,,,
"['17:00', '19/01']",19/01 17:00,140,15,NIL,9999,,,NIL,2,27,23,1011,79,,,,,,,
"['19:00', '19/01']",19/01 19:00,150,14,NIL,9999,,,NIL,2,26,23,1011,84,,,,,,,
"['20:00', '19/01']",19/01 20:00,160,17,NIL,9999,,,NIL,2,26,23,1011,84,,,,,,,
"['21:00', '19/01']",19/01 21:00,150,15,NIL,9999,,,7000,5,25,23,1011,89,,,,,,,
"['22:00', '19/01']",19/01 22:00,180,10,NIL,9999,,,NIL,NIL,26,23,1012,84,,,,,,,
"['23:00', '19/01']",19/01 23:00,170,7,NIL,9999,,,NIL,NIL,27,21,1012,70,,,,,,,
"['00:00', '20/01']",20/01 00:00,150,8,150,9999,,,NIL,NIL,26,22,1013,79,,,,,,,
"['01:00', '20/01']",20/01 01:00,140,10,,9999,,,,NIL,25,23,1013,89,,,,,,,
"['02:00', '20/01']",20/01 02:00,160,12,,9999,,,,NIL,24,22,1013,89,,,,,,,
"['08:50', '20/01']",20/01 08:50,190,4,,9999,,,,2,23,23,1013,100,,,,,,,
"['09:00', '20/01']",20/01 09:00,180,2,,9999,,,,2,23,23,1013,100,,,,,,,
"['10:00', '20/01']",20/01 10:00,0,0,,9999,,,,2,25,23,1014,89,,,,,,,
"['11:00', '20/01']",20/01 11:00,140,3,,9999,,,,2,26,23,1014,84,,,,,,,
"['12:00', '20/01']",20/01 12:00,120,2,,9999,,,,2,27,23,1014,79,,,,,,,
"['13:00', '20/01']",20/01 13:00,150,7,,9999,,,,2,27,23,1014,79,,,,,,,
"['14:00', '20/01']",20/01 14:00,150,9,,9999,,,,2,27,23,1014,79,,,,,,,
"['15:00', '20/01']",20/01 15:00,150,12,,9999,,,,2,27,22,1013,74,,,,,,,
"['16:00', '20/01']",20/01 16:00,150,12,,9999,,,,2,28,22,1012,70,,,,,,,
"['17:00', '20/01']",20/01 17:00,170,13,,9999,,,,2,30,21,1012,59,,,,,,,
"['18:00', '20/01']",20/01 18:00,170,13,,9999,,,,2,29,21,1011,62,,,,,,,
"['19:00', '20/01']",20/01 19:00,180,13,,9999,,,,2,28,21,1011,66,,,,,,,
"['20:00', '20/01']",20/01 20:00,190,15,,9999,,,,2,29,21,1010,62,,,,,,,
"['21:00', '20/01']",20/01 21:00,190,14,,9999,,,,2,27,21,1011,70,,,,,,,
"['22:00', '20/01']",20/01 22:00,190,7,,9999,,,,2,28,21,1011,66,,,,,,,
"['23:00', '20/01']",20/01 23:00,180,7,,9999,,,,2,27,22,1012,74,,,,,,,
"['00:00', '21/01']",21/01 00:00,160,6,,9999,,,,NIL,26,22,1013,79,,,,,,,
"['01:00', '21/01']",21/01 01:00,160,8,,9999,,,,NIL,25,22,1013,83,,,,,,,
"['02:00', '21/01']",21/01 02:00,150,7,,9999,,,,NIL,24,22,1013,89,,,,,,,
"['08:50', '21/01']",21/01 08:50,160,5,,9999,,,,NIL,24,22,1014,89,,,,,,,
"['09:00', '21/01']",21/01 09:00,170,5,,9999,,,,NIL,24,22,1014,89,,,,,,,
"['10:00', '21/01']",21/01 10:00,140,4,,9999,,,,NIL,25,22,1015,83,,,,,,,
"['11:00', '21/01']",21/01 11:00,130,2,,9999,,,,2,27,23,1015,79,,,,,,,
"['12:00', '21/01']",21/01 12:00,140,6,,9999,,,,2,26,23,1015,84,,,,,,,
"['13:00', '21/01']",21/01 13:00,140,8,,9999,,,,2,27,23,1015,79,,,,,,,
"['14:00', '21/01']",21/01 14:00,160,11,,9999,,,,2,27,23,1015,79,,,,,,,
"['15:00', '21/01']",21/01 15:00,160,11,,9999,,,,2,28,23,1014,74,,,,,,,
"['16:00', '21/01']",21/01 16:00,160,13,,9999,,,,2,27,23,1014,79,,,,,,,
"['17:00', '21/01']",21/01 17:00,170,13,,9999,,,,2,27,23,1014,79,,,,,,,
"['18:00', '21/01']",21/01 18:00,170,14,,9999,,,,2,28,23,1013,74,,,,,,,
"['19:00', '21/01']",21/01 19:00,190,16,,9999,,,,2,29,22,1013,66,,,,,,,
"['20:00', '21/01']",21/01 20:00,190,15,,9999,,,,2,28,22,1013,70,,,,,,,
"['21:00', '21/01']",21/01 21:00,200,16,,9999,,,,2,27,21,1013,70,,,,,,,
"['22:00', '21/01']",21/01 22:00,190,13,,9999,,,,2,27,22,1013,74,,,,,,,
"['23:00', '21/01']",21/01 23:00,190,13,,9999,,,,3,26,22,1014,79,,,,,,,
"['00:00', '22/01']",22/01 00:00,180,11,,9999,,,,2,26,22,1015,79,,,,,,,
"['01:00', '22/01']",22/01 01:00,170,8,,9999,,,NIL,2,25,22,1016,83,,,,,,,
"['02:00', '22/01']",22/01 02:00,170,6,,9999,,,NIL,NIL,25,22,1015,83,,,,,,,
"['08:50', '22/01']",22/01 08:50,40,4,,9999,,,NIL,2,25,22,1017,83,,,,,,,
"['09:00', '22/01']",22/01 09:00,40,4,,9999,,,NIL,2,25,22,1017,83,,,,,,,
"['10:00', '22/01']",22/01 10:00,50,4,,9999,,,NIL,2,26,22,1017,79,,,,,,,
"['11:00', '22/01']",22/01 11:00,40,4,,9999,,,NIL,2,27,22,1017,74,,,,,,,
"['12:00', '22/01']",22/01 12:00,VRB,2,,9999,,,NIL,2,28,22,1018,70,,,,,,,
"['13:00', '22/01']",22/01 13:00,140,5,,9999,,,NIL,2,28,23,1018,74,,,,,,,
"['14:00', '22/01']",22/01 14:00,160,13,,9999,,,NIL,2,27,23,1018,79,,,,,,,
"['15:00', '22/01']",22/01 15:00,160,12,,9999,,,NIL,2,28,23,1017,74,,,,,,,
"['16:00', '22/01']",22/01 16:00,170,15,,9999,,,NIL,2,28,23,1017,74,,,,,,,
"['17:00', '22/01']",22/01 17:00,180,15,,9999,,,NIL,2,28,23,1016,74,,,,,,,
"['18:00', '22/01']",22/01 18:00,170,15,,9999,,,NIL,3,27,22,1016,74,,,,,,,
"['19:00', '22/01']",22/01 19:00,90,1,,9999,,,NIL,3,29,20,1015,58,,,,,,,
"['20:00', '22/01']",22/01 20:00,180,6,,9999,,,NIL,3,29,22,1016,66,,,,,,,
"['21:00', '22/01']",22/01 21:00,360,9,,9999,,,10000,5,28,24,1016,79,,,,,,,
"['23:00', '22/01']",22/01 23:00,140,4,,9999,,,10000,5,27,23,1016,79,,,,,,,
"['00:00', '23/01']",23/01 00:00,80,9,,9999,,,NIL,3,28,23,1017,74,,,,,,,
"['01:00', '23/01']",23/01 01:00,190,7,NIL,9999,,,10000,5,26,22,1017,79,,,,,,,
"['02:00', '23/01']",23/01 02:00,190,8,NIL,9999,,,10000,5,26,22,1017,79,,,,,,,
"['08:50', '23/01']",23/01 08:50,30,5,NIL,9999,,,NIL,NIL,25,22,1017,83,,,,,,,
"['09:00', '23/01']",23/01 09:00,30,5,NIL,9999,,,NIL,NIL,25,22,1017,83,,,,,,,
"['10:00', '23/01']",23/01 10:00,30,4,NIL,9999,,,NIL,NIL,25,22,1017,83,,,,,,,
"['11:00', '23/01']",23/01 11:00,330,6,NIL,9999,,,NIL,NIL,27,22,1017,74,,,,,,,
"['12:00', '23/01']",23/01 12:00,320,5,315,9999,,,NIL,NIL,27,22,1017,74,,,,,,,
"['13:00', '23/01']",23/01 13:00,120,5,NIL,9999,,,NIL,NIL,29,22,1017,66,,,,,,,
"['14:00', '23/01']",23/01 14:00,150,11,NIL,9999,,,NIL,NIL,28,23,1017,74,,,,,,,
"['15:00', '23/01']",23/01 15:00,160,12,NIL,9999,,,NIL,2,27,22,1016,74,,,,,,,
"['17:00', '23/01']",23/01 17:00,160,9,NIL,9999,,,NIL,2,32,23,1015,59,,,,,,,
"['18:00', '23/01']",23/01 18:00,150,11,NIL,9999,,,NIL,2,31,23,1014,63,,,,,,,
"['19:00', '23/01']",23/01 19:00,130,12,NIL,9999,,,NIL,2,30,23,1013,66,,,,,,,
"['20:00', '23/01']",23/01 20:00,110,14,NIL,9999,,,NIL,2,30,23,1013,66,,,,,,,
"['21:00', '23/01']",23/01 21:00,140,5,145,9999,,,NIL,2,30,23,1014,66,,,,,,,
"['22:00', '23/01']",23/01 22:00,80,10,NIL,9999,,,NIL,3,29,22,1014,66,,,,,,,
"['23:00', '23/01']",23/01 23:00,90,8,90,9999,,,NIL,3,28,21,1014,66,,,,,,,
"['00:00', '24/01']",24/01 00:00,110,10,NIL,9999,,,NIL,3,27,22,1015,74,,,,,,,
"['01:00', '24/01']",24/01 01:00,100,8,90,9999,,,,3,27,21,1015,70,,,,,,,
"['02:00', '24/01']",24/01 02:00,70,6,NIL,9999,,,,3,26,21,1015,74,,,,,,,
"['08:50', '24/01']",24/01 08:50,0,0,NIL,9999,,,,NIL,25,20,1014,74,,,,,,,
"['09:00', '24/01']",24/01 09:00,0,0,NIL,9999,,,,NIL,25,20,1014,74,,,,,,,
"['10:00', '24/01']",24/01 10:00,20,3,NIL,9999,,,,NIL,26,21,1015,74,,,,,,,
"['11:00', '24/01']",24/01 11:00,350,3,175,9999,,,,NIL,27,20,1015,66,,,,,,,
"['12:00', '24/01']",24/01 12:00,330,5,155,9999,,,,NIL,27,21,1015,70,,,,,,,
"['13:00', '24/01']",24/01 13:00,320,5,290,9999,,,,NIL,28,19,1015,58,,,,,,,
"['14:00', '24/01']",24/01 14:00,110,5,95,9999,,,,NIL,28,21,1015,66,,,,,,,
"['15:00', '24/01']",24/01 15:00,160,8,NIL,9999,,,,2,28,21,1014,66,,,,,,,
"['16:00', '24/01']",24/01 16:00,160,11,NIL,9999,,,,2,28,20,1013,62,,,,,,,
"['17:00', '24/01']",24/01 17:00,150,11,NIL,9999,,,,2,29,21,1013,62,,,,,,,
"['18:00', '24/01']",24/01 18:00,150,10,NIL,9999,,,,2,30,21,1012,59,,,,,,,
"['20:00', '24/01']",24/01 20:00,180,13,NIL,9999,,,,2,27,22,1011,74,,,,,,,
"['21:00', '24/01']",24/01 21:00,180,10,NIL,9999,,,,NIL,28,22,1011,70,,,,,,,
"['22:00', '24/01']",24/01 22:00,160,6,150,9999,,,,NIL,28,22,1012,70,,,,,,,
"['23:00', '24/01']",24/01 23:00,110,8,NIL,9999,,,,NIL,28,22,1012,70,,,,,,,
"['00:00', '25/01']",25/01 00:00,100,8,NIL,9999,,,,NIL,27,21,1012,70,,,,,,,
"['01:00', '25/01']",25/01 01:00,90,5,105,9999,,,,NIL,27,21,1013,70,,,,,,,
"['02:00', '25/01']",25/01 02:00,50,4,NIL,9999,,,,NIL,26,22,1013,79,,,,,,,
"['08:50', '25/01']",25/01 08:50,10,2,NIL,9999,,,,NIL,24,21,1012,83,,,,,,,
"['09:00', '25/01']",25/01 09:00,20,2,NIL,9999,,,,NIL,25,21,1012,79,,,,,,,
"['10:00', '25/01']",25/01 10:00,20,2,NIL,9999,,,,NIL,25,21,1012,79,,,,,,,
"['11:00', '25/01']",25/01 11:00,10,3,NIL,9999,,,,NIL,26,21,1013,74,,,,,,,
"['12:00', '25/01']",25/01 12:00,330,4,NIL,9999,,,,NIL,27,22,1013,74,,,,,,,
"['13:00', '25/01']",25/01 13:00,20,4,NIL,9999,,,,NIL,28,22,1012,70,,,,,,,
"['14:00', '25/01']",25/01 14:00,10,5,NIL,9999,,,,NIL,30,21,1012,59,,,,,,,
"['14:30', '25/01']",25/01 14:30,150,7,NIL,9999,,,,NIL,29,22,1012,66,,,,,,,
"['15:00', '25/01']",25/01 15:00,150,6,NIL,9999,,,,NIL,30,22,1012,62,,,,,,,
"['16:00', '25/01']",25/01 16:00,160,10,NIL,9999,,,,NIL,29,21,1011,62,,,,,,,
"['17:00', '25/01']",25/01 17:00,160,10,NIL,9999,,,,2,29,22,1010,66,,,,,,,
"['18:00', '25/01']",25/01 18:00,180,11,NIL,9999,,,,2,30,22,1010,62,,,,,,,
"['19:00', '25/01']",25/01 19:00,190,11,NIL,9999,,,,2,31,22,1009,59,,,,,,,
"['20:00', '25/01']",25/01 20:00,180,10,NIL,9999,,,,2,31,22,1009,59,,,,,,,
"['21:00', '25/01']",25/01 21:00,180,10,NIL,9999,,,,NIL,31,22,1008,59,,,,,,,
"['22:00', '25/01']",25/01 22:00,180,7,NIL,9999,,,,NIL,30,22,1009,62,,,,,,,
"['23:00', '25/01']",25/01 23:00,160,4,125,9999,,,,NIL,28,22,1010,70,,,,,,,
"['00:00', '26/01']",26/01 00:00,50,2,NIL,9999,,,,NIL,29,22,1010,66,,,,,,,
"['01:00', '26/01']",26/01 01:00,70,7,,9999,,,,NIL,28,23,1011,74,,,,,,,
"['02:00', '26/01']",26/01 02:00,VRB,2,,9999,,,,NIL,28,22,1011,70,,,,,,,
"['08:50', '26/01']",26/01 08:50,100,3,,9999,,,,NIL,26,22,1011,79,,,,,,,
"['09:00', '26/01']",26/01 09:00,90,3,,9999,,,,NIL,26,22,1011,79,,,,,,,
"['10:00', '26/01']",26/01 10:00,VRB,2,,9999,,,,NIL,27,22,1012,74,,,,,,,
"['11:00', '26/01']",26/01 11:00,140,5,,9999,,,,NIL,26,23,1013,84,,,,,,,
"['12:00', '26/01']",26/01 12:00,140,6,,9999,,,,NIL,27,23,1013,79,,,,,,,
"['13:00', '26/01']",26/01 13:00,140,9,,9999,,,,NIL,28,23,1013,74,,,,,,,
"['14:00', '26/01']",26/01 14:00,150,10,,9999,,,,2,28,23,1013,74,,,,,,,
"['15:00', '26/01']",26/01 15:00,150,11,,9999,,,,2,28,22,1012,70,,,,,,,
"['16:00', '26/01']",26/01 16:00,160,13,,9999,,,,2,28,23,1012,74,,,,,,,
"['17:00', '26/01']",26/01 17:00,170,12,,9999,,,,2,29,22,1011,66,,,,,,,
"['18:00', '26/01']",26/01 18:00,180,14,,9999,,,,2,30,22,1011,62,,,,,,,
"['19:00', '26/01']",26/01 19:00,180,12,,9999,,,,2,28,22,1010,70,,,,,,,
"['20:00', '26/01']",26/01 20:00,160,11,,9999,,,,2,28,21,1010,66,,,,,,,
"['21:00', '26/01']",26/01 21:00,170,9,,9999,,,,2,29,21,1010,62,,,,,,,
"['22:00', '26/01']",26/01 22:00,170,7,,9999,,,,NIL,28,21,1010,66,,,,,,,
"['23:00', '26/01']",26/01 23:00,160,4,,9999,,,,NIL,29,22,1010,66,,,,,,,
"['00:00', '27/01']",27/01 00:00,120,2,,9999,,,,NIL,29,22,1011,66,,,,,,,
"['01:00', '27/01']",27/01 01:00,130,4,,9999,,,,NIL,26,23,1011,84,,,,,,,
"['02:00', '27/01']",27/01 02:00,0,0,,9999,,,,NIL,27,22,1011,74,,,,,,,
"['08:50', '27/01']",27/01 08:50,330,5,,9999,,,,NIL,26,21,1010,74,,,,,,,
"['09:00', '27/01']",27/01 09:00,320,4,,9999,,,,NIL,26,22,1011,79,,,,,,,
"['10:00', '27/01']",27/01 10:00,340,6,,9999,,,,NIL,27,22,1011,74,,,,,,,
"['11:00', '27/01']",27/01 11:00,350,7,,9999,,,,NIL,28,23,1011,74,,,,,,,
"['12:00', '27/01']",27/01 12:00,10,7,,9999,,,,NIL,30,23,1012,66,,,,,,,
"['13:00', '27/01']",27/01 13:00,20,4,,9999,,,,NIL,31,24,1012,66,,,,,,,
