validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vnt_vrb,vis,teto,cobertura,tt,po,qnh,ur,vnt_rajada,chuva,nevoa_umida,trovoada,vis_setor,vis_setor_dir,nevoa_seca,nevoeiro,chuvisco,pancada
"['07:00', '05/11']",05/11 07:00,120,5,NIL,9999,NIL,NIL,20,20,1009,100,,,,,,,,,,
"['08:00', '05/11']",05/11 08:00,120,4,NIL,9000,NIL,3,20,20,1009,100,,,,,,,,,,
"['08:05', '05/11']",05/11 08:05,110,4,NIL,7000,700,5,20,20,1009,100,,,,,,,,,,
"['09:00', '05/11']",05/11 09:00,100,7,NIL,8000,600,5,21,20,1010,94,,,,,,,,,,
"['10:00', '05/11']",05/11 10:00,100,5,NIL,8000,700,5,21,21,1011,100,,,,,,,,,,
"['11:00', '05/11']",05/11 11:00,150,4,135,7000,700,5,22,20,1011,88,,,,,,,,,,
"['12:00', '05/11']",05/11 12:00,100,5,100,9000,1200,5,24,20,1011,78,,,,,,,,,,
"['13:00', '05/11']",05/11 13:00,VRB,2,NIL,9999,NIL,2,25,21,1011,79,,,,,,,,,,
"['14:00', '05/11']",05/11 14:00,240,4,230,9999,NIL,2,26,21,1011,74,,,,,,,,,,
"['15:00', '05/11']",05/11 15:00,260,5,275,9999,NIL,3,27,22,1011,74,,,,,,,,,,
"['16:00', '05/11']",05/11 16:00,230,8,230,9999,NIL,2,28,20,1010,62,,,,,,,,,,
"['17:00', '05/11']",05/11 17:00,200,8,195,9999,NIL,2,29,19,1010,55,,,,,,,,,,
"['18:00', '05/11']",05/11 18:00,200,9,190,9999,NIL,2,30,21,1010,59,,,,,,,,,,
"['19:00', '05/11']",05/11 19:00,180,11,185,9999,NIL,2,28,22,1009,70,,,,,,,,,,
"['20:00', '05/11']",05/11 20:00,170,8,NIL,9999,NIL,2,28,20,1010,62,,,,,,,,,,
"['21:00', '05/11']",05/11 21:00,180,7,NIL,9999,NIL,2,27,21,1010,70,,,,,,,,,,
"['22:00', '05/11']",05/11 22:00,130,9,NIL,9999,NIL,3,26,21,1011,74,,,,,,,,,,
"['23:00', '05/11']",05/11 23:00,120,6,NIL,9999,NIL,2,24,21,1013,83,,,,,,,,,,
"['00:00', '06/11']",06/11 00:00,140,8,NIL,9999,NIL,2,23,21,1013,89,,,,,,,,,,
"['01:00', '06/11']",06/11 01:00,120,9,NIL,9999,NIL,2,22,20,1013,88,,NIL,NIL,,,,,,,
"['02:00', '06/11']",06/11 02:00,120,9,NIL,9000,1900,5,22,20,1014,88,,NIL,NIL,,,,,,,
"['03:00', '06/11']",06/11 03:00,150,7,160,9000,1700,5,22,20,1013,88,,NIL,NIL,,,,,,,
"['04:00', '06/11']",06/11 04:00,170,5,NIL,9000,2000,5,22,20,1013,88,,NIL,NIL,,,,,,,
"['05:00', '06/11']",06/11 05:00,160,8,NIL,9000,2100,5,22,20,1013,88,,NIL,NIL,,,,,,,
"['06:00', '06/11']",06/11 06:00,130,7,NIL,9999,NIL,3,22,20,1012,88,,NIL,NIL,,,,,,,
"['07:00', '06/11']",06/11 07:00,110,7,NIL,9000,NIL,2,22,20,1012,88,,NIL,NIL,,,,,,,
"['08:00', '06/11']",06/11 08:00,130,5,130,9000,NIL,3,22,20,1012,88,,NIL,NIL,,,,,,,
"['09:00', '06/11']",06/11 09:00,140,5,135,8000,NIL,3,22,20,1013,88,,NIL,NIL,,,,,,,
"['09:47', '06/11']",06/11 09:47,160,3,160,9000,1100,5,22,20,1014,88,,NIL,NIL,,,,,,,
"['10:00', '06/11']",06/11 10:00,180,4,170,9000,1100,5,22,20,1014,88,,NIL,NIL,,,,,,,
"['11:00', '06/11']",06/11 11:00,130,5,130,9999,1300,5,23,21,1015,89,,NIL,NIL,,,,,,,
"['12:00', '06/11']",06/11 12:00,140,7,NIL,9999,1400,5,23,21,1015,89,,NIL,NIL,,,,,,,
"['13:00', '06/11']",06/11 13:00,130,8,NIL,9999,5000,8,23,20,1015,83,,NIL,NIL,,,,,,,
"['14:00', '06/11']",06/11 14:00,120,5,130,9999,5000,5,25,20,1015,74,,NIL,NIL,,,,,,,
"['15:00', '06/11']",06/11 15:00,180,10,180,4000,5000,5,23,21,1015,89,,1,1,,,,,,,
"['15:17', '06/11']",06/11 15:17,160,8,155,3000,2500,8,22,21,1015,94,,1,1,,,,,,,
"['16:00', '06/11']",06/11 16:00,160,6,170,6000,1000,5,22,21,1015,94,,1,NIL,,,,,,,
"['17:00', '06/11']",06/11 17:00,150,10,150,5000,1000,8,23,21,1015,89,,NIL,1,,,,,,,
"['18:00', '06/11']",06/11 18:00,160,13,NIL,5000,1000,8,22,20,1015,88,,NIL,1,,,,,,,
"['19:00', '06/11']",06/11 19:00,150,10,NIL,5000,1000,8,21,20,1015,94,,NIL,1,,,,,,,
"['20:00', '06/11']",06/11 20:00,160,11,NIL,5000,900,8,20,19,1015,94,,NIL,1,,,,,,,
"['21:00', '06/11']",06/11 21:00,160,12,155,5000,800,8,19,18,1016,94,,NIL,1,,,,,,,
"['22:00', '06/11']",06/11 22:00,150,10,160,5000,800,8,18,18,1016,100,,1,1,,,,,,,
"['23:00', '06/11']",06/11 23:00,150,10,NIL,5000,1300,8,18,17,1017,94,,NIL,1,,,,,,,
"['00:00', '07/11']",07/11 00:00,140,8,130,9000,4000,8,18,16,1018,88,,NIL,NIL,,,,,,,
"['01:00', '07/11']",07/11 01:00,130,9,NIL,9000,3000,8,18,16,1018,88,,,,,,,,,,
"['02:00', '07/11']",07/11 02:00,130,8,NIL,9999,3000,8,18,15,1018,83,,,,,,,,,,
"['03:00', '07/11']",07/11 03:00,120,7,NIL,9999,4000,8,18,15,1017,83,,,,,,,,,,
"['04:00', '07/11']",07/11 04:00,130,8,NIL,9999,3500,8,18,14,1017,77,,,,,,,,,,
"['05:00', '07/11']",07/11 05:00,130,8,NIL,9999,3500,8,18,13,1016,73,,,,,,,,,,
"['06:00', '07/11']",07/11 06:00,140,6,NIL,9999,3300,8,17,13,1016,77,,,,,,,,,,
"['07:00', '07/11']",07/11 07:00,130,6,NIL,9999,3000,8,17,12,1016,72,,,,,,,,,,
"['08:00', '07/11']",07/11 08:00,130,7,NIL,9999,3000,5,17,12,1016,72,,,,,,,,,,
"['09:00', '07/11']",07/11 09:00,130,6,NIL,9999,3000,5,17,12,1017,72,,,,,,,,,,
"['10:00', '07/11']",07/11 10:00,120,6,120,9999,3500,5,18,13,1017,73,,,,,,,,,,
"['11:00', '07/11']",07/11 11:00,130,7,NIL,9999,10000,5,19,13,1018,68,,,,,,,,,,
"['12:00', '07/11']",07/11 12:00,110,3,100,9999,9000,5,20,14,1018,68,,,,,,,,,,
"['13:00', '07/11']",07/11 13:00,100,4,110,9999,9000,5,21,14,1017,64,,,,,,,,,,
"['14:00', '07/11']",07/11 14:00,100,6,NIL,9999,9000,5,22,15,1017,65,,,,,,,,,,
"['15:00', '07/11']",07/11 15:00,140,6,135,9999,8000,5,23,15,1016,61,,,,,,,,,,
"['16:00', '07/11']",07/11 16:00,VRB,5,NIL,9999,NIL,NIL,24,15,1015,57,,,,,,,,,,
"['17:00', '07/11']",07/11 17:00,160,11,125,9999,NIL,3,24,15,1015,57,,,,,,,,,,
"['18:00', '07/11']",07/11 18:00,190,11,NIL,9999,NIL,3,23,14,1014,57,,,,,,,,,,
"['19:00', '07/11']",07/11 19:00,170,13,NIL,9999,NIL,3,23,14,1014,57,,,,,,,,,,
"['20:00', '07/11']",07/11 20:00,140,12,NIL,9999,NIL,2,23,14,1014,57,,,,,,,,,,
"['21:00', '07/11']",07/11 21:00,130,11,NIL,9999,NIL,2,22,14,1014,60,,,,,,,,,,
"['22:00', '07/11']",07/11 22:00,140,9,NIL,9999,NIL,2,20,13,1015,64,,,,,,,,,,
"['23:00', '07/11']",07/11 23:00,130,9,NIL,9999,NIL,2,19,13,1015,68,,,,,,,,,,
"['00:00', '08/11']",08/11 00:00,110,9,NIL,9999,NIL,NIL,18,13,1016,73,,,,,,,,,,
"['01:00', '08/11']",08/11 01:00,130,7,NIL,9999,NIL,NIL,18,13,1016,73,,,,,,,,,,
"['02:00', '08/11']",08/11 02:00,130,7,NIL,9999,NIL,NIL,18,13,1016,73,,,,,,,,,,
"['03:00', '08/11']",08/11 03:00,130,6,NIL,9999,NIL,NIL,17,13,1015,77,,,,,,,,,,
"['04:00', '08/11']",08/11 04:00,140,5,NIL,9999,NIL,NIL,17,13,1015,77,,,,,,,,,,
"['05:00', '08/11']",08/11 05:00,140,6,NIL,9999,NIL,NIL,17,13,1014,77,,,,,,,,,,
"['06:00', '08/11']",08/11 06:00,150,5,NIL,9999,NIL,NIL,17,13,1014,77,,,,,,,,,,
"['07:00', '08/11']",08/11 07:00,130,5,NIL,9999,NIL,NIL,17,12,1014,72,,,,,,,,,,
"['08:00', '08/11']",08/11 08:00,70,4,NIL,9999,NIL,NIL,15,13,1015,88,,,,,,,,,,
"['09:00', '08/11']",08/11 09:00,70,5,NIL,9999,NIL,NIL,15,13,1016,88,,,,,,,,,,
"['10:00', '08/11']",08/11 10:00,VRB,2,NIL,9999,NIL,NIL,17,14,1016,83,,,,,,,,,,
"['11:00', '08/11']",08/11 11:00,120,7,115,9999,NIL,NIL,20,13,1016,64,,,,,,,,,,
"['12:00', '08/11']",08/11 12:00,100,7,95,9999,NIL,2,21,13,1016,60,,,,,,,,,,
"['13:00', '08/11']",08/11 13:00,VRB,5,NIL,9999,NIL,2,22,13,1016,57,,,,,,,,,,
"['14:00', '08/11']",08/11 14:00,230,4,240,9999,NIL,2,23,14,1016,57,,,,,,,,,,
"['15:00', '08/11']",08/11 15:00,VRB,4,NIL,9999,NIL,2,24,14,1015,54,,,,,,,,,,
"['16:00', '08/11']",08/11 16:00,VRB,7,NIL,9999,NIL,2,24,15,1015,57,,,,,,,,,,
"['17:00', '08/11']",08/11 17:00,150,7,150,9999,NIL,3,25,14,1014,50,,,,,,,,,,
"['18:00', '08/11']",08/11 18:00,160,8,160,9999,NIL,3,24,14,1014,54,,,,,,,,,,
"['19:00', '08/11']",08/11 19:00,150,10,145,9999,4500,5,25,13,1014,47,,,,,,,,,,
"['20:00', '08/11']",08/11 20:00,130,10,130,9999,NIL,3,24,14,1014,54,,,,,,,,,,
"['21:00', '08/11']",08/11 21:00,130,10,130,9999,NIL,2,23,14,1014,57,,,,,,,,,,
"['22:00', '08/11']",08/11 22:00,140,10,NIL,9999,NIL,2,21,14,1015,64,,,,,,,,,,
"['23:00', '08/11']",08/11 23:00,120,10,NIL,9999,NIL,2,20,14,1015,68,,,,,,,,,,
"['00:00', '09/11']",09/11 00:00,110,11,NIL,9999,NIL,2,19,14,1016,73,,,,,,,,,,
"['01:00', '09/11']",09/11 01:00,130,8,NIL,9999,NIL,NIL,19,14,1017,73,,,,,,,,,,
"['02:00', '09/11']",09/11 02:00,120,7,NIL,9999,NIL,NIL,18,14,1017,77,,,,,,,,,,
"['03:00', '09/11']",09/11 03:00,130,5,NIL,9999,NIL,NIL,18,14,1017,77,,,,,,,,,,
"['04:00', '09/11']",09/11 04:00,50,4,NIL,9999,NIL,NIL,17,14,1016,83,,,,,,,,,,
"['05:00', '09/11']",09/11 05:00,60,2,NIL,9999,NIL,NIL,16,14,1016,88,,,,,,,,,,
"['06:00', '09/11']",09/11 06:00,VRB,1,NIL,9999,NIL,NIL,15,14,1016,94,,,,,,,,,,
"['07:00', '09/11']",09/11 07:00,50,3,NIL,9999,NIL,NIL,15,14,1016,94,,,,,,,,,,
"['08:00', '09/11']",09/11 08:00,80,2,NIL,9999,NIL,NIL,14,14,1016,100,,,,,,,,,,
"['09:00', '09/11']",09/11 09:00,0,0,NIL,9999,NIL,NIL,14,14,1017,100,,,,,,,,,,
"['10:00', '09/11']",09/11 10:00,320,3,NIL,9999,NIL,NIL,17,15,1018,88,,,,,,,,,,
"['11:00', '09/11']",09/11 11:00,310,3,135,9999,NIL,2,19,16,1018,83,,,,,,,,,,
"['12:00', '09/11']",09/11 12:00,VRB,3,NIL,9999,2500,5,21,16,1018,73,,,,,,,,,,
"['13:00', '09/11']",09/11 13:00,80,6,115,9999,NIL,3,23,14,1018,57,,,,,,,,,,
"['14:00', '09/11']",09/11 14:00,VRB,3,NIL,9999,NIL,3,24,15,1018,57,,,,,,,,,,
"['15:00', '09/11']",09/11 15:00,VRB,4,NIL,9999,4000,5,24,14,1017,54,,,,,,,,,,
"['16:00', '09/11']",09/11 16:00,VRB,4,NIL,9999,4500,5,26,14,1017,48,,,,,,,,,,
"['17:00', '09/11']",09/11 17:00,170,11,170,9999,NIL,3,26,14,1017,48,,,,,,,,,,
"['18:00', '09/11']",09/11 18:00,180,10,180,9999,NIL,3,25,08,1016,34,,,,,,,,,,
"['19:00', '09/11']",09/11 19:00,160,9,145,9999,NIL,2,26,11,1016,39,,,,,,,,,,
"['20:00', '09/11']",09/11 20:00,130,11,120,9999,NIL,2,25,11,1016,41,,,,,,,,,,
"['21:00', '09/11']",09/11 21:00,130,11,NIL,9999,NIL,2,24,12,1016,47,,,,,,,,,,
"['22:00', '09/11']",09/11 22:00,130,10,NIL,9999,NIL,NIL,22,13,1016,57,,,,,,,,,,
"['23:00', '09/11']",09/11 23:00,120,10,NIL,9999,NIL,NIL,21,14,1017,64,,,,,,,,,,
"['00:00', '10/11']",10/11 00:00,120,10,NIL,9999,NIL,NIL,20,14,1018,68,,,,,,,,,,
"['01:00', '10/11']",10/11 01:00,110,7,NIL,9999,,NIL,18,14,1018,77,NIL,,,,,,,,,
"['02:00', '10/11']",10/11 02:00,110,5,NIL,9999,,NIL,18,14,1018,77,NIL,,,,,,,,,
"['03:00', '10/11']",10/11 03:00,110,7,NIL,9999,,NIL,18,15,1018,83,NIL,,,,,,,,,
"['04:00', '10/11']",10/11 04:00,110,5,NIL,9999,,NIL,17,15,1017,88,NIL,,,,,,,,,
"['05:00', '10/11']",10/11 05:00,130,7,130,9999,,NIL,18,14,1017,77,NIL,,,,,,,,,
"['06:00', '10/11']",10/11 06:00,90,6,NIL,9999,,NIL,16,14,1017,88,NIL,,,,,,,,,
"['07:00', '10/11']",10/11 07:00,60,5,NIL,9999,,NIL,16,14,1017,88,NIL,,,,,,,,,
"['08:00', '10/11']",10/11 08:00,110,5,NIL,9999,,2,16,13,1017,82,NIL,,,,,,,,,
"['09:00', '10/11']",10/11 09:00,120,3,125,9999,,2,16,13,1018,82,NIL,,,,,,,,,
"['10:00', '10/11']",10/11 10:00,70,3,70,9999,,2,18,14,1019,77,NIL,,,,,,,,,
"['11:00', '10/11']",10/11 11:00,100,9,NIL,9999,,2,20,13,1019,64,NIL,,,,,,,,,
"['12:00', '10/11']",10/11 12:00,110,10,105,9999,,3,22,12,1020,53,NIL,,,,,,,,,
"['13:00', '10/11']",10/11 13:00,130,8,125,9999,,3,22,12,1020,53,NIL,,,,,,,,,
"['14:00', '10/11']",10/11 14:00,100,9,95,9999,,3,24,12,1019,47,NIL,,,,,,,,,
"['15:00', '10/11']",10/11 15:00,90,10,105,9999,,3,24,11,1018,44,NIL,,,,,,,,,
"['16:00', '10/11']",10/11 16:00,80,10,NIL,9999,,3,25,12,1018,44,NIL,,,,,,,,,
"['17:00', '10/11']",10/11 17:00,120,14,NIL,9999,,2,25,11,1017,41,NIL,,,,,,,,,
"['18:00', '10/11']",10/11 18:00,130,12,NIL,9999,,2,25,11,1017,41,NIL,,,,,,,,,
"['19:00', '10/11']",10/11 19:00,110,14,NIL,9999,,3,24,12,1017,47,NIL,,,,,,,,,
"['20:00', '10/11']",10/11 20:00,120,14,NIL,9999,,3,24,12,1017,47,NIL,,,,,,,,,
"['21:00', '10/11']",10/11 21:00,110,17,NIL,9999,,2,22,13,1017,57,NIL,,,,,,,,,
"['22:00', '10/11']",10/11 22:00,120,16,NIL,9999,,3,20,14,1018,68,NIL,,,,,,,,,
"['23:00', '10/11']",10/11 23:00,120,14,NIL,9999,,2,19,14,1019,73,24,,,,,,,,,
"['00:00', '11/11']",11/11 00:00,120,13,NIL,9999,,NIL,19,14,1020,73,NIL,,,,,,,,,
"['01:00', '11/11']",11/11 01:00,120,13,NIL,9999,NIL,NIL,19,14,1020,73,NIL,,,,,,,,,
"['02:00', '11/11']",11/11 02:00,120,15,NIL,9999,NIL,NIL,19,14,1020,73,NIL,,,,,,,,,
"['03:00', '11/11']",11/11 03:00,110,11,NIL,9999,NIL,NIL,18,14,1021,77,21,,,,,,,,,
"['04:00', '11/11']",11/11 04:00,120,11,NIL,9999,NIL,2,18,13,1020,73,NIL,,,,,,,,,
"['05:00', '11/11']",11/11 05:00,110,10,NIL,9999,NIL,2,18,12,1020,68,NIL,,,,,,,,,
"['06:00', '11/11']",11/11 06:00,120,11,NIL,9999,NIL,NIL,18,13,1020,73,NIL,,,,,,,,,
"['07:00', '11/11']",11/11 07:00,110,10,NIL,9999,NIL,NIL,18,13,1020,73,NIL,,,,,,,,,
"['08:00', '11/11']",11/11 08:00,110,8,NIL,9999,NIL,NIL,17,13,1020,77,NIL,,,,,,,,,
"['09:00', '11/11']",11/11 09:00,120,10,NIL,9999,NIL,NIL,18,13,1021,73,NIL,,,,,,,,,
"['10:00', '11/11']",11/11 10:00,110,11,NIL,9999,NIL,NIL,19,13,1021,68,NIL,,,,,,,,,
"['11:00', '11/11']",11/11 11:00,110,10,NIL,9999,NIL,2,21,13,1022,60,NIL,,,,,,,,,
"['12:00', '11/11']",11/11 12:00,100,15,NIL,9999,7000,5,22,14,1022,60,NIL,,,,,,,,,
"['13:00', '11/11']",11/11 13:00,90,17,NIL,9999,7000,5,24,14,1022,54,27,,,,,,,,,
"['14:00', '11/11']",11/11 14:00,110,14,NIL,9999,7000,5,24,13,1021,50,24,,,,,,,,,
"['15:00', '11/11']",11/11 15:00,130,13,NIL,9999,4000,5,24,14,1021,54,NIL,,,,,,,,,
"['16:00', '11/11']",11/11 16:00,110,13,NIL,9999,4000,5,24,14,1020,54,NIL,,,,,,,,,
"['17:00', '11/11']",11/11 17:00,100,16,NIL,9999,4200,5,25,14,1020,50,NIL,,,,,,,,,
"['18:00', '11/11']",11/11 18:00,110,15,110,9999,4500,5,24,14,1019,54,NIL,,,,,,,,,
"['19:00', '11/11']",11/11 19:00,110,20,120,9999,NIL,3,23,15,1019,61,30,,,,,,,,,
"['20:00', '11/11']",11/11 20:00,120,19,NIL,9999,NIL,3,22,14,1020,60,NIL,,,,,,,,,
"['21:00', '11/11']",11/11 21:00,120,18,NIL,9999,NIL,2,21,13,1020,60,NIL,,,,,,,,,
"['22:00', '11/11']",11/11 22:00,120,16,NIL,9999,NIL,NIL,20,12,1021,60,27,,,,,,,,,
"['23:00', '11/11']",11/11 23:00,110,13,NIL,9999,NIL,NIL,19,13,1021,68,NIL,,,,,,,,,
"['00:00', '12/11']",12/11 00:00,110,14,NIL,9999,NIL,NIL,19,13,1021,68,NIL,,,,,,,,,
"['01:00', '12/11']",12/11 01:00,110,15,NIL,9999,NIL,NIL,18,13,1022,73,NIL,,,,,,,,,
"['02:00', '12/11']",12/11 02:00,110,14,NIL,9999,NIL,NIL,18,13,1022,73,NIL,,,,,,,,,
"['03:00', '12/11']",12/11 03:00,110,13,NIL,9999,NIL,NIL,18,12,1022,68,NIL,,,,,,,,,
"['04:00', '12/11']",12/11 04:00,120,11,NIL,9999,NIL,NIL,18,13,1021,73,NIL,,,,,,,,,
"['05:00', '12/11']",12/11 05:00,100,8,NIL,9999,NIL,NIL,17,13,1021,77,NIL,,,,,,,,,
"['06:00', '12/11']",12/11 06:00,110,8,NIL,9999,NIL,NIL,16,13,1021,82,NIL,,,,,,,,,
"['07:00', '12/11']",12/11 07:00,120,8,NIL,9999,NIL,NIL,16,13,1021,82,NIL,,,,,,,,,
"['08:00', '12/11']",12/11 08:00,110,9,NIL,9999,NIL,NIL,16,14,1021,88,NIL,,,,,,,,,
"['09:00', '12/11']",12/11 09:00,110,9,NIL,9999,NIL,NIL,17,14,1021,83,NIL,,,,,,,,,
"['10:00', '12/11']",12/11 10:00,110,10,NIL,9999,NIL,NIL,18,14,1021,77,NIL,,,,,,,,,
"['11:00', '12/11']",12/11 11:00,100,15,NIL,9999,NIL,NIL,20,14,1022,68,NIL,,,,,,,,,
"['12:00', '12/11']",12/11 12:00,110,14,110,9999,NIL,3,21,14,1022,64,NIL,,,,,,,,,
"['13:00', '12/11']",12/11 13:00,90,17,NIL,9999,3500,5,23,14,1022,57,NIL,,,,,,,,,
"['14:00', '12/11']",12/11 14:00,110,15,110,9999,3500,5,22,14,1022,60,NIL,,,,,,,,,
"['15:00', '12/11']",12/11 15:00,110,15,105,9999,4000,5,23,14,1021,57,NIL,,,,,,,,,
"['16:00', '12/11']",12/11 16:00,110,15,115,9999,4000,5,24,14,1021,54,NIL,,,,,,,,,
"['16:19', '12/11']",12/11 16:19,100,16,105,9999,4000,5,24,14,1021,54,27,,,,,,,,,
"['17:00', '12/11']",12/11 17:00,110,16,110,9999,4000,5,24,14,1020,54,NIL,,,,,,,,,
"['18:00', '12/11']",12/11 18:00,100,17,120,9999,NIL,3,23,13,1020,53,NIL,,,,,,,,,
"['19:00', '12/11']",12/11 19:00,110,18,NIL,9999,NIL,2,23,13,1019,53,NIL,,,,,,,,,
"['20:00', '12/11']",12/11 20:00,110,20,NIL,9999,NIL,2,22,14,1019,60,NIL,,,,,,,,,
"['21:00', '12/11']",12/11 21:00,100,20,NIL,9999,NIL,2,21,13,1019,60,NIL,,,,,,,,,
"['22:00', '12/11']",12/11 22:00,100,21,NIL,9999,NIL,NIL,20,13,1020,64,NIL,,,,,,,,,
"['23:00', '12/11']",12/11 23:00,110,17,NIL,9999,NIL,NIL,19,13,1020,68,27,,,,,,,,,
"['00:00', '13/11']",13/11 00:00,110,16,NIL,9999,NIL,NIL,18,13,1020,73,NIL,,,,,,,,,
"['01:00', '13/11']",13/11 01:00,100,14,NIL,9999,,NIL,18,13,1020,73,,,,,,,,,,
"['02:00', '13/11']",13/11 02:00,100,15,NIL,9999,,NIL,18,13,1020,73,,,,,,,,,,
"['03:00', '13/11']",13/11 03:00,100,14,NIL,9999,,NIL,17,13,1019,77,,,,,,,,,,
"['04:00', '13/11']",13/11 04:00,100,11,NIL,9999,,NIL,17,13,1019,77,,,,,,,,,,
"['05:00', '13/11']",13/11 05:00,100,10,NIL,9999,,NIL,17,13,1018,77,,,,,,,,,,
"['06:00', '13/11']",13/11 06:00,100,10,NIL,9999,,NIL,17,13,1017,77,,,,,,,,,,
"['07:00', '13/11']",13/11 07:00,100,9,NIL,9999,,NIL,16,13,1017,82,,,,,,,,,,
"['08:00', '13/11']",13/11 08:00,110,8,NIL,9999,,NIL,16,13,1018,82,,,,,,,,,,
"['09:00', '13/11']",13/11 09:00,110,7,NIL,9999,,NIL,16,13,1018,82,,,,,,,,,,
"['10:00', '13/11']",13/11 10:00,110,8,NIL,9999,,NIL,19,14,1019,73,,,,,,,,,,
"['11:00', '13/11']",13/11 11:00,80,11,NIL,9999,,NIL,21,13,1019,60,,,,,,,,,,
"['12:00', '13/11']",13/11 12:00,90,11,NIL,9999,,2,22,13,1019,57,,,,,,,,,,
"['13:00', '13/11']",13/11 13:00,80,10,80,9999,,2,23,14,1018,57,,,,,,,,,,
"['14:00', '13/11']",13/11 14:00,100,9,105,9999,,2,25,14,1017,50,,,,,,,,,,
"['15:00', '13/11']",13/11 15:00,90,10,95,9999,,2,26,13,1016,45,,,,,,,,,,
"['16:00', '13/11']",13/11 16:00,90,9,100,9999,,2,27,12,1015,39,,,,,,,,,,
"['17:00', '13/11']",13/11 17:00,100,12,105,9999,,2,28,13,1014,40,,,,,,,,,,
"['18:00', '13/11']",13/11 18:00,100,12,110,9999,,2,27,15,1013,48,,,,,,,,,,
"['19:00', '13/11']",13/11 19:00,110,14,110,9999,,NIL,26,15,1013,51,,,,,,,,,,
"['20:00', '13/11']",13/11 20:00,110,15,NIL,9999,,NIL,25,15,1013,54,,,,,,,,,,
"['21:00', '13/11']",13/11 21:00,100,17,NIL,9999,,NIL,23,15,1013,61,,,,,,,,,,
"['22:00', '13/11']",13/11 22:00,110,13,NIL,9999,,NIL,22,15,1013,65,,,,,,,,,,
"['23:00', '13/11']",13/11 23:00,100,14,NIL,9999,,NIL,20,15,1013,73,,,,,,,,,,
"['00:00', '14/11']",14/11 00:00,100,14,NIL,9999,,NIL,20,14,1012,68,,,,,,,,,,
"['01:00', '14/11']",14/11 01:00,100,12,NIL,9999,,NIL,19,14,1012,73,,,,,,,,,,
"['02:00', '14/11']",14/11 02:00,100,11,NIL,9999,,NIL,19,14,1013,73,,,,,,,,,,
"['03:00', '14/11']",14/11 03:00,100,9,NIL,9999,,NIL,18,14,1013,77,,,,,,,,,,
"['04:00', '14/11']",14/11 04:00,110,9,NIL,9999,,NIL,18,14,1012,77,,,,,,,,,,
"['05:00', '14/11']",14/11 05:00,100,5,NIL,9999,,NIL,18,14,1012,77,,,,,,,,,,
"['06:00', '14/11']",14/11 06:00,100,4,NIL,9999,,NIL,17,14,1013,83,,,,,,,,,,
"['07:00', '14/11']",14/11 07:00,90,4,NIL,9999,,NIL,16,14,1013,88,,,,,,,,,,
"['08:00', '14/11']",14/11 08:00,100,5,NIL,9999,,2,16,14,1013,88,,,,,,,,,,
"['09:00', '14/11']",14/11 09:00,80,7,NIL,9999,,NIL,17,15,1013,88,,,,,,,,,,
"['10:00', '14/11']",14/11 10:00,60,3,230,9999,,NIL,19,15,1014,78,,,,,,,,,,
"['11:00', '14/11']",14/11 11:00,0,0,NIL,9999,,NIL,21,14,1015,64,,,,,,,,,,
"['12:00', '14/11']",14/11 12:00,330,8,330,9999,,NIL,23,13,1015,53,,,,,,,,,,
"['13:00', '14/11']",14/11 13:00,VRB,3,NIL,9999,,NIL,25,14,1015,50,,,,,,,,,,
"['14:00', '14/11']",14/11 14:00,300,5,115,9999,,NIL,27,14,1015,45,,,,,,,,,,
"['15:00', '14/11']",14/11 15:00,VRB,3,NIL,9999,,NIL,28,13,1014,40,,,,,,,,,,
"['16:00', '14/11']",14/11 16:00,VRB,3,NIL,9999,,NIL,29,15,1013,43,,,,,,,,,,
"['17:00', '14/11']",14/11 17:00,VRB,2,NIL,9999,,NIL,30,15,1012,40,,,,,,,,,,
"['18:00', '14/11']",14/11 18:00,VRB,5,NIL,9999,,NIL,31,15,1011,38,,,,,,,,,,
"['19:00', '14/11']",14/11 19:00,250,7,NIL,9999,,NIL,31,13,1011,33,,,,,,,,,,
"['20:00', '14/11']",14/11 20:00,240,4,220,9999,,NIL,30,14,1011,38,,,,,,,,,,
"['21:00', '14/11']",14/11 21:00,110,12,NIL,9999,,NIL,27,17,1011,54,,,,,,,,,,
"['22:00', '14/11']",14/11 22:00,100,10,NIL,9999,,NIL,25,16,1012,57,,,,,,,,,,
"['23:00', '14/11']",14/11 23:00,100,9,NIL,9999,,NIL,24,17,1012,65,,,,,,,,,,
"['00:00', '15/11']",15/11 00:00,100,9,NIL,9999,,NIL,23,17,1012,69,,,,,,,,,,
"['01:00', '15/11']",15/11 01:00,100,8,NIL,9999,NIL,NIL,22,17,1012,73,,,,,,,,,,
"['02:00', '15/11']",15/11 02:00,100,9,NIL,9999,NIL,NIL,22,17,1012,73,,,,,,,,,,
"['03:00', '15/11']",15/11 03:00,100,6,110,9999,NIL,NIL,22,18,1012,78,,,,,,,,,,
"['04:00', '15/11']",15/11 04:00,90,3,NIL,9999,NIL,NIL,22,18,1012,78,,,,,,,,,,
"['05:00', '15/11']",15/11 05:00,90,6,NIL,9999,NIL,NIL,21,18,1012,83,,,,,,,,,,
"['06:00', '15/11']",15/11 06:00,70,6,NIL,9999,NIL,NIL,21,18,1012,83,,,,,,,,,,
