validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vis,vis_setor,vis_setor_dir,chuva,trovoada,teto,cobertura,tt,po,qnh,ur,vnt_rajada,vnt_vrb,nevoa_umida,chuvisco,pancada,nevoeiro
"['07:00', '10/01']",10/01 07:00,70,4,9999,,,NIL,NIL,NIL,NIL,24,23,1009,94,NIL,,,,,
"['08:00', '10/01']",10/01 08:00,70,5,9999,,,NIL,NIL,NIL,NIL,24,23,1009,94,NIL,,,,,
"['09:00', '10/01']",10/01 09:00,100,2,9999,,,NIL,NIL,NIL,NIL,24,23,1010,94,NIL,,,,,
"['10:00', '10/01']",10/01 10:00,90,2,9000,,,NIL,NIL,NIL,2,24,23,1011,94,NIL,,,,,
"['11:00', '10/01']",10/01 11:00,90,3,9999,,,NIL,NIL,NIL,2,27,24,1012,84,NIL,,,,,
"['12:00', '10/01']",10/01 12:00,90,7,9999,,,NIL,NIL,NIL,3,28,24,1012,79,NIL,,,,,
"['13:00', '10/01']",10/01 13:00,70,11,9999,,,NIL,NIL,2200,5,29,24,1012,74,NIL,,,,,
"['14:00', '10/01']",10/01 14:00,70,9,9999,,,NIL,NIL,2500,5,31,24,1012,66,NIL,,,,,
"['15:00', '10/01']",10/01 15:00,70,9,9999,,,NIL,NIL,3000,5,31,23,1012,63,NIL,,,,,
"['16:00', '10/01']",10/01 16:00,80,10,9999,,,NIL,NIL,3000,5,32,22,1011,56,NIL,,,,,
"['17:00', '10/01']",10/01 17:00,360,12,9999,,,NIL,NIL,3000,5,28,24,1010,79,NIL,,,,,
"['18:00', '10/01']",10/01 18:00,350,6,6000,,,1,NIL,5000,5,27,23,1009,79,18,,,,,
"['19:00', '10/01']",10/01 19:00,330,4,8000,,,NIL,NIL,NIL,3,26,23,1009,84,NIL,,,,,
"['19:20', '10/01']",10/01 19:20,220,2,9999,,,1,NIL,4100,5,25,24,1008,94,NIL,,,,,
"['20:00', '10/01']",10/01 20:00,290,3,9000,,,1,NIL,5000,5,26,25,1008,94,NIL,,,,,
"['20:15', '10/01']",10/01 20:15,20,6,9000,,,1,1,5000,5,23,22,1009,94,NIL,,,,,
"['21:00', '10/01']",10/01 21:00,320,4,9999,,,1,1,NIL,2,24,23,1009,94,NIL,,,,,
"['22:00', '10/01']",10/01 22:00,10,3,9999,,,NIL,NIL,NIL,NIL,26,25,1009,94,NIL,,,,,
"['23:00', '10/01']",10/01 23:00,30,5,9999,,,NIL,NIL,NIL,NIL,26,24,1010,89,NIL,,,,,
"['00:00', '11/01']",11/01 00:00,60,3,9999,,,NIL,NIL,NIL,NIL,26,24,1011,89,NIL,,,,,
"['01:00', '11/01']",11/01 01:00,60,4,9999,NIL,NIL,NIL,NIL,NIL,NIL,25,24,1012,94,,,,,,
"['02:00', '11/01']",11/01 02:00,70,4,9999,NIL,NIL,NIL,NIL,NIL,NIL,25,24,1012,94,,,,,,
"['03:00', '11/01']",11/01 03:00,0,0,9999,NIL,NIL,NIL,NIL,NIL,NIL,25,24,1012,94,,,,,,
"['04:00', '11/01']",11/01 04:00,50,2,9999,NIL,NIL,NIL,NIL,NIL,NIL,25,24,1011,94,,,,,,
"['05:00', '11/01']",11/01 05:00,70,3,9999,NIL,NIL,NIL,NIL,NIL,NIL,24,24,1010,100,,,,,,
"['06:00', '11/01']",11/01 06:00,130,3,9999,NIL,NIL,NIL,NIL,NIL,NIL,25,24,1010,94,,,,,,
"['07:00', '11/01']",11/01 07:00,120,3,9999,NIL,NIL,NIL,NIL,NIL,NIL,25,24,1010,94,,,,,,
"['08:00', '11/01']",11/01 08:00,110,4,9999,NIL,NIL,NIL,NIL,NIL,NIL,25,24,1009,94,,,,,,
"['09:00', '11/01']",11/01 09:00,150,4,9999,NIL,NIL,NIL,NIL,NIL,2,24,23,1010,94,,,,,,
"['10:00', '11/01']",11/01 10:00,130,3,9999,NIL,NIL,NIL,NIL,NIL,3,24,24,1011,100,,,,,,
"['11:00', '11/01']",11/01 11:00,90,4,9999,NIL,NIL,NIL,NIL,NIL,2,26,25,1012,94,,,,,,
"['12:00', '11/01']",11/01 12:00,90,7,9999,NIL,NIL,NIL,NIL,NIL,3,28,25,1012,84,,,,,,
"['13:00', '11/01']",11/01 13:00,80,9,9999,NIL,NIL,NIL,NIL,NIL,3,30,24,1012,70,,,,,,
"['14:00', '11/01']",11/01 14:00,80,9,9999,NIL,NIL,NIL,NIL,2700,5,29,23,1012,70,,,,,,
"['15:00', '11/01']",11/01 15:00,80,9,9999,NIL,NIL,NIL,NIL,3000,5,32,24,1012,63,,,,,,
"['16:00', '11/01']",11/01 16:00,100,6,9999,NIL,NIL,NIL,NIL,NIL,3,32,23,1011,59,,,,,,
"['17:00', '11/01']",11/01 17:00,350,11,9999,NIL,NIL,NIL,NIL,3000,5,29,24,1010,74,,,,,,
"['17:20', '11/01']",11/01 17:20,350,6,2000,NIL,NIL,1,NIL,2000,5,28,25,1010,84,,,,,,
"['18:00', '11/01']",11/01 18:00,300,6,5000,NIL,NIL,1,NIL,1700,5,25,24,1009,94,,,,,,
"['19:00', '11/01']",11/01 19:00,360,8,9999,4000,135,1,1,2500,5,27,25,1009,89,,,,,,
"['20:00', '11/01']",11/01 20:00,30,6,9999,4000,0,1,1,10000,5,24,23,1010,94,,,,,,
"['21:00', '11/01']",11/01 21:00,30,4,9999,NIL,NIL,NIL,1,10000,5,24,23,1010,94,,,,,,
"['22:00', '11/01']",11/01 22:00,30,4,9999,NIL,NIL,NIL,NIL,10000,5,25,23,1010,89,,,,,,
"['23:00', '11/01']",11/01 23:00,80,4,9999,NIL,NIL,NIL,NIL,NIL,3,24,24,1010,100,,,,,,
"['00:00', '12/01']",12/01 00:00,40,2,9999,NIL,NIL,NIL,NIL,10000,5,25,23,1012,89,,,,,,
"['01:00', '12/01']",12/01 01:00,140,2,9999,,,NIL,NIL,NIL,NIL,25,24,1012,94,,,,,,
"['02:00', '12/01']",12/01 02:00,70,3,9999,,,NIL,NIL,NIL,2,25,24,1012,94,,,,,,
"['03:00', '12/01']",12/01 03:00,70,2,9999,,,NIL,NIL,NIL,NIL,25,24,1012,94,,,,,,
"['04:00', '12/01']",12/01 04:00,90,2,9999,,,NIL,NIL,NIL,NIL,25,24,1012,94,,,,,,
"['05:00', '12/01']",12/01 05:00,80,2,9999,,,NIL,NIL,NIL,NIL,25,24,1012,94,,,,,,
"['06:00', '12/01']",12/01 06:00,80,2,9999,,,NIL,NIL,NIL,NIL,25,24,1012,94,,,,,,
"['07:00', '12/01']",12/01 07:00,70,3,9999,,,NIL,NIL,NIL,NIL,25,24,1012,94,,,,,,
"['08:00', '12/01']",12/01 08:00,130,3,9999,,,NIL,NIL,NIL,NIL,24,23,1010,94,,,,,,
"['09:00', '12/01']",12/01 09:00,110,2,9000,,,NIL,NIL,NIL,NIL,24,23,1010,94,,,,,,
"['10:00', '12/01']",12/01 10:00,150,2,9000,,,NIL,NIL,NIL,NIL,24,24,1011,100,,,,,,
"['11:00', '12/01']",12/01 11:00,80,4,9999,,,NIL,NIL,NIL,2,26,24,1011,89,,,,,,
"['12:00', '12/01']",12/01 12:00,80,5,9999,,,NIL,NIL,NIL,2,28,24,1012,79,,,,,,
"['13:00', '12/01']",12/01 13:00,80,6,9999,,,NIL,NIL,2000,5,29,24,1012,74,,,,,,
"['14:00', '12/01']",12/01 14:00,60,9,9999,,,NIL,NIL,NIL,3,29,24,1012,74,,,,,,
"['15:00', '12/01']",12/01 15:00,80,7,9999,,,NIL,NIL,NIL,3,30,23,1012,66,,,,,,
"['16:00', '12/01']",12/01 16:00,350,9,9999,,,NIL,NIL,NIL,3,29,24,1011,74,,,,,,
"['17:00', '12/01']",12/01 17:00,350,9,9999,,,NIL,1,NIL,3,29,24,1010,74,,,,,,
"['17:18', '12/01']",12/01 17:18,90,15,3000,,,1,1,2400,5,25,24,1010,94,,,,,,
"['18:00', '12/01']",12/01 18:00,40,5,9999,,,1,NIL,3500,5,26,24,1009,89,,,,,,
"['19:00', '12/01']",12/01 19:00,30,9,9999,,,NIL,NIL,NIL,3,28,24,1008,79,,,,,,
"['20:00', '12/01']",12/01 20:00,40,7,9999,,,NIL,NIL,NIL,3,28,24,1008,79,,,,,,
"['21:00', '12/01']",12/01 21:00,40,8,9999,,,NIL,1,NIL,3,28,24,1009,79,,,,,,
"['22:00', '12/01']",12/01 22:00,90,6,9999,,,NIL,1,8000,5,25,24,1010,94,,,,,,
"['23:00', '12/01']",12/01 23:00,80,3,9999,,,NIL,NIL,8000,5,25,24,1010,94,,,,,,
"['00:00', '13/01']",13/01 00:00,80,3,9999,,,NIL,NIL,NIL,3,25,24,1011,94,,,,,,
"['01:00', '13/01']",13/01 01:00,90,2,9999,NIL,NIL,NIL,NIL,NIL,3,25,24,1012,94,NIL,,,,,
"['02:00', '13/01']",13/01 02:00,90,3,9999,NIL,NIL,NIL,NIL,7000,5,25,24,1012,94,NIL,,,,,
"['03:00', '13/01']",13/01 03:00,140,5,9999,NIL,NIL,NIL,NIL,NIL,NIL,25,24,1012,94,NIL,,,,,
"['03:45', '13/01']",13/01 03:45,140,10,4000,NIL,NIL,1,NIL,1500,5,24,23,1011,94,NIL,,,,,
"['04:00', '13/01']",13/01 04:00,140,10,4000,NIL,NIL,1,NIL,1500,5,24,23,1011,94,NIL,,,,,
"['04:32', '13/01']",13/01 04:32,130,6,9999,NIL,NIL,NIL,NIL,NIL,3,24,23,1010,94,NIL,,,,,
"['05:00', '13/01']",13/01 05:00,100,4,9999,NIL,NIL,NIL,NIL,NIL,3,24,23,1010,94,NIL,,,,,
"['06:00', '13/01']",13/01 06:00,130,2,9999,NIL,NIL,NIL,NIL,NIL,3,24,23,1010,94,NIL,,,,,
"['07:00', '13/01']",13/01 07:00,180,3,9999,NIL,NIL,NIL,NIL,NIL,3,24,24,1010,100,NIL,,,,,
"['08:00', '13/01']",13/01 08:00,140,2,9999,NIL,NIL,NIL,NIL,NIL,3,24,23,1010,94,NIL,,,,,
"['09:00', '13/01']",13/01 09:00,0,0,9999,NIL,NIL,NIL,NIL,10000,5,24,23,1010,94,NIL,,,,,
"['10:00', '13/01']",13/01 10:00,130,2,9999,NIL,NIL,NIL,NIL,NIL,3,24,23,1010,94,NIL,,,,,
"['11:00', '13/01']",13/01 11:00,110,2,9999,NIL,NIL,NIL,NIL,NIL,2,25,24,1011,94,NIL,,,,,
"['12:00', '13/01']",13/01 12:00,90,5,9999,NIL,NIL,NIL,NIL,NIL,2,27,24,1011,84,NIL,,,,,
"['13:00', '13/01']",13/01 13:00,70,6,9999,NIL,NIL,NIL,NIL,1700,5,29,24,1012,74,NIL,,,,,
"['14:00', '13/01']",13/01 14:00,70,9,9999,NIL,NIL,NIL,NIL,2700,5,29,23,1012,70,NIL,,,,,
"['15:00', '13/01']",13/01 15:00,40,8,9999,NIL,NIL,NIL,NIL,2700,5,30,23,1011,66,NIL,,,,,
"['16:00', '13/01']",13/01 16:00,340,8,9999,NIL,NIL,NIL,NIL,2500,5,29,25,1011,79,NIL,,,,,
"['17:00', '13/01']",13/01 17:00,30,9,5000,2000,45,1,NIL,2400,5,27,24,1010,84,NIL,,,,,
"['17:10', '13/01']",13/01 17:10,350,8,7000,NIL,NIL,1,NIL,2700,5,26,24,1009,89,NIL,,,,,
"['18:00', '13/01']",13/01 18:00,30,5,9999,NIL,NIL,NIL,NIL,8000,5,28,26,1008,89,NIL,,,,,
"['19:00', '13/01']",13/01 19:00,10,10,9999,NIL,NIL,NIL,NIL,8000,5,29,24,1008,74,NIL,,,,,
"['19:28', '13/01']",13/01 19:28,70,12,3000,NIL,NIL,1,1,2500,5,25,23,1008,89,NIL,,,,,
"['20:00', '13/01']",13/01 20:00,50,7,6000,NIL,NIL,1,NIL,8000,5,25,23,1008,89,NIL,,,,,
"['21:00', '13/01']",13/01 21:00,100,12,2000,NIL,NIL,1,NIL,7000,5,24,22,1009,89,23,,,,,
"['21:30', '13/01']",13/01 21:30,80,4,5000,NIL,NIL,1,NIL,7000,5,23,22,1009,94,NIL,,,,,
"['22:00', '13/01']",13/01 22:00,70,4,8000,NIL,NIL,1,NIL,7000,5,23,23,1009,100,NIL,,,,,
"['23:00', '13/01']",13/01 23:00,120,2,9999,NIL,NIL,NIL,NIL,NIL,3,24,23,1009,94,NIL,,,,,
"['00:00', '14/01']",14/01 00:00,90,3,9999,NIL,NIL,NIL,NIL,NIL,3,24,23,1010,94,NIL,,,,,
"['01:00', '14/01']",14/01 01:00,130,3,9999,,,NIL,,NIL,3,24,23,1011,94,NIL,,,,,
"['02:00', '14/01']",14/01 02:00,110,3,9999,,,NIL,,7000,5,24,22,1011,89,NIL,,,,,
"['03:00', '14/01']",14/01 03:00,120,4,9999,,,NIL,,NIL,NIL,24,23,1011,94,NIL,,,,,
"['04:00', '14/01']",14/01 04:00,130,2,9999,,,NIL,,NIL,NIL,24,23,1010,94,NIL,,,,,
"['05:00', '14/01']",14/01 05:00,150,3,9999,,,NIL,,NIL,NIL,23,22,1010,94,NIL,,,,,
"['05:35', '14/01']",14/01 05:35,110,6,2500,,,1,,1500,5,24,23,1009,94,NIL,,,,,
"['06:00', '14/01']",14/01 06:00,90,5,9999,,,1,,1800,5,24,23,1009,94,NIL,,,,,
"['07:00', '14/01']",14/01 07:00,100,6,5000,,,1,,2400,5,24,23,1009,94,NIL,,,,,
"['08:00', '14/01']",14/01 08:00,130,4,9000,,,NIL,,NIL,3,24,23,1009,94,NIL,,,,,
"['09:00', '14/01']",14/01 09:00,110,3,9999,,,NIL,,NIL,3,24,23,1009,94,NIL,,,,,
"['10:00', '14/01']",14/01 10:00,80,2,9000,,,NIL,,NIL,2,24,23,1010,94,NIL,,,,,
"['11:00', '14/01']",14/01 11:00,130,5,9999,,,NIL,,NIL,3,25,24,1010,94,NIL,,,,,
"['12:00', '14/01']",14/01 12:00,90,7,9999,,,NIL,,NIL,3,28,24,1011,79,NIL,,,,,
"['13:00', '14/01']",14/01 13:00,80,10,9999,,,NIL,,2000,5,28,24,1011,79,NIL,,,,,
"['14:00', '14/01']",14/01 14:00,80,11,9999,,,NIL,,2500,5,30,24,1011,70,NIL,,,,,
"['15:00', '14/01']",14/01 15:00,80,10,9999,,,NIL,,7000,5,31,23,1011,63,NIL,,,,,
"['16:00', '14/01']",14/01 16:00,100,8,9999,,,NIL,,3000,5,31,23,1010,63,NIL,,,,,
"['17:00', '14/01']",14/01 17:00,70,9,9999,,,NIL,,3000,5,30,23,1009,66,NIL,,,,,
"['17:35', '14/01']",14/01 17:35,120,13,2000,,,1,,2000,5,27,22,1008,74,23,,,,,
"['18:00', '14/01']",14/01 18:00,340,4,9999,,,1,,2500,5,25,23,1008,89,NIL,,,,,
"['19:00', '14/01']",14/01 19:00,60,2,9999,,,NIL,,2500,5,27,24,1007,84,NIL,,,,,
"['20:00', '14/01']",14/01 20:00,160,5,9999,,,NIL,,2500,5,27,23,1007,79,NIL,,,,,
"['21:00', '14/01']",14/01 21:00,220,2,9999,,,NIL,,NIL,3,26,24,1007,89,NIL,,,,,
"['22:00', '14/01']",14/01 22:00,60,3,9999,,,NIL,,NIL,3,26,24,1008,89,NIL,,,,,
"['23:00', '14/01']",14/01 23:00,60,4,9999,,,NIL,,NIL,NIL,26,24,1009,89,NIL,,,,,
"['00:00', '15/01']",15/01 00:00,70,3,9999,,,NIL,,NIL,NIL,26,24,1009,89,NIL,,,,,
"['01:00', '15/01']",15/01 01:00,80,4,9999,,,,,NIL,NIL,25,23,1010,89,,NIL,,,,
"['02:00', '15/01']",15/01 02:00,80,3,9999,,,,,NIL,NIL,25,23,1011,89,,NIL,,,,
"['03:00', '15/01']",15/01 03:00,120,2,9999,,,,,NIL,NIL,25,23,1010,89,,NIL,,,,
"['04:00', '15/01']",15/01 04:00,70,4,9999,,,,,NIL,NIL,24,23,1010,94,,NIL,,,,
"['05:00', '15/01']",15/01 05:00,80,5,9999,,,,,NIL,NIL,24,23,1009,94,,NIL,,,,
"['06:00', '15/01']",15/01 06:00,90,5,9999,,,,,NIL,NIL,24,23,1009,94,,NIL,,,,
"['07:00', '15/01']",15/01 07:00,110,4,9999,,,,,NIL,NIL,23,22,1009,94,,NIL,,,,
"['08:00', '15/01']",15/01 08:00,120,3,9999,,,,,NIL,NIL,23,22,1009,94,,NIL,,,,
"['09:00', '15/01']",15/01 09:00,130,4,9999,,,,,NIL,NIL,23,22,1010,94,,NIL,,,,
"['10:00', '15/01']",15/01 10:00,100,2,9999,,,,,NIL,NIL,23,22,1010,94,,NIL,,,,
"['11:00', '15/01']",15/01 11:00,150,5,9999,,,,,NIL,NIL,26,23,1010,84,,NIL,,,,
"['12:00', '15/01']",15/01 12:00,120,7,9999,,,,,NIL,NIL,28,24,1011,79,,NIL,,,,
"['13:00', '15/01']",15/01 13:00,100,11,9999,,,,,NIL,3,29,23,1010,70,,NIL,,,,
"['14:00', '15/01']",15/01 14:00,100,9,9999,,,,,NIL,3,30,23,1010,66,,95,,,,
"['15:00', '15/01']",15/01 15:00,100,9,9999,,,,,NIL,3,32,23,1010,59,,NIL,,,,
"['16:00', '15/01']",15/01 16:00,110,10,9999,,,,,3900,5,32,22,1009,56,,NIL,,,,
"['17:00', '15/01']",15/01 17:00,50,8,9999,,,,,NIL,3,32,22,1008,56,,NIL,,,,
"['18:00', '15/01']",15/01 18:00,350,10,9999,,,,,3300,5,30,24,1007,70,,NIL,,,,
"['19:00', '15/01']",15/01 19:00,360,12,9999,,,,,3300,5,30,24,1007,70,,NIL,,,,
"['20:00', '15/01']",15/01 20:00,360,12,9999,,,,,NIL,3,30,25,1006,75,,NIL,,,,
"['21:00', '15/01']",15/01 21:00,10,9,9999,,,,,NIL,3,29,23,1006,70,,NIL,,,,
"['22:00', '15/01']",15/01 22:00,60,8,9999,,,,,NIL,2,29,22,1007,66,,NIL,,,,
"['23:00', '15/01']",15/01 23:00,60,8,9999,,,,,NIL,2,28,22,1008,70,,NIL,,,,
"['00:00', '16/01']",16/01 00:00,60,8,9999,,,,,NIL,2,26,22,1008,79,,NIL,,,,
"['01:00', '16/01']",16/01 01:00,60,7,9999,NIL,NIL,,NIL,NIL,2,26,22,1009,79,,,,,,
"['02:00', '16/01']",16/01 02:00,70,6,9999,NIL,NIL,,NIL,NIL,NIL,25,22,1009,83,,,,,,
"['03:00', '16/01']",16/01 03:00,70,3,9999,NIL,NIL,,NIL,NIL,NIL,24,22,1009,89,,,,,,
"['04:00', '16/01']",16/01 04:00,50,5,9999,NIL,NIL,,NIL,NIL,NIL,24,22,1008,89,,,,,,
"['05:00', '16/01']",16/01 05:00,60,6,9999,NIL,NIL,,NIL,NIL,NIL,24,22,1008,89,,,,,,
"['06:00', '16/01']",16/01 06:00,70,6,9999,NIL,NIL,,NIL,NIL,NIL,23,22,1008,94,,,,,,
"['07:00', '16/01']",16/01 07:00,90,5,9999,NIL,NIL,,NIL,NIL,NIL,23,22,1008,94,,,,,,
"['08:00', '16/01']",16/01 08:00,100,4,9999,NIL,NIL,,NIL,NIL,NIL,23,22,1008,94,,,,,,
"['09:00', '16/01']",16/01 09:00,60,3,9999,NIL,NIL,,NIL,NIL,NIL,23,22,1008,94,,,,,,
"['10:00', '16/01']",16/01 10:00,120,2,9999,NIL,NIL,,NIL,NIL,NIL,23,22,1009,94,,,,,,
"['11:00', '16/01']",16/01 11:00,100,2,9999,NIL,NIL,,NIL,NIL,NIL,27,23,1010,79,,,,,,
"['12:00', '16/01']",16/01 12:00,90,7,9999,NIL,NIL,,NIL,NIL,NIL,29,23,1010,70,,,,,,
"['13:00', '16/01']",16/01 13:00,80,10,9999,NIL,NIL,,NIL,NIL,3,29,23,1010,70,,,,,,
"['14:00', '16/01']",16/01 14:00,80,8,9999,NIL,NIL,,NIL,NIL,3,30,23,1010,66,,,,,,
"['15:00', '16/01']",16/01 15:00,70,7,9999,NIL,NIL,,NIL,3600,5,31,22,1009,59,,,,,,
"['16:00', '16/01']",16/01 16:00,70,7,9999,NIL,NIL,,NIL,4300,5,32,22,1008,56,,,,,,
"['17:00', '16/01']",16/01 17:00,360,10,9999,NIL,NIL,,NIL,NIL,3,30,24,1008,70,,,,,,
"['18:00', '16/01']",16/01 18:00,360,11,9999,NIL,NIL,,NIL,4000,5,30,24,1007,70,,,,,,
"['19:00', '16/01']",16/01 19:00,350,11,9999,NIL,NIL,,NIL,NIL,3,29,24,1006,74,,,,,,
"['19:40', '16/01']",16/01 19:40,360,11,9999,3000,90,,1,NIL,3,29,24,1006,74,,,,,,
"['20:00', '16/01']",16/01 20:00,110,11,9999,4000,135,,1,4000,5,26,21,1007,74,,,,,,
"['21:00', '16/01']",16/01 21:00,240,2,9999,NIL,NIL,,1,3500,5,26,23,1007,84,,,,,,
"['22:00', '16/01']",16/01 22:00,0,0,9999,NIL,NIL,,NIL,NIL,3,26,24,1007,89,,,,,,
"['23:00', '16/01']",16/01 23:00,40,6,9999,NIL,NIL,,NIL,NIL,3,27,23,1008,79,,,,,,
"['00:00', '17/01']",17/01 00:00,80,7,9999,NIL,NIL,,NIL,NIL,2,26,24,1009,89,,,,,,
"['01:00', '17/01']",17/01 01:00,130,2,9999,NIL,NIL,,NIL,NIL,NIL,26,24,1009,89,,,,,,
"['02:00', '17/01']",17/01 02:00,80,3,9999,NIL,NIL,,NIL,NIL,NIL,25,24,1010,94,,,,,,
"['03:00', '17/01']",17/01 03:00,60,4,9999,NIL,NIL,,NIL,NIL,NIL,25,23,1009,89,,,,,,
"['04:00', '17/01']",17/01 04:00,70,4,9999,NIL,NIL,,NIL,NIL,NIL,25,23,1009,89,,,,,,
"['05:00', '17/01']",17/01 05:00,70,3,9999,NIL,NIL,,NIL,NIL,NIL,25,23,1009,89,,,,,,
"['06:00', '17/01']",17/01 06:00,60,3,9999,NIL,NIL,,NIL,NIL,NIL,25,23,1009,89,,,,,,
"['07:00', '17/01']",17/01 07:00,40,4,9999,NIL,NIL,,NIL,NIL,NIL,24,23,1008,94,,,,,,
"['08:00', '17/01']",17/01 08:00,50,4,9999,NIL,NIL,,NIL,NIL,NIL,24,23,1008,94,,,,,,
"['09:00', '17/01']",17/01 09:00,80,2,9999,NIL,NIL,,NIL,NIL,NIL,24,23,1008,94,,,,,,
"['10:00', '17/01']",17/01 10:00,120,2,9999,NIL,NIL,,NIL,NIL,NIL,24,23,1008,94,,,,,,
"['11:00', '17/01']",17/01 11:00,90,2,9999,NIL,NIL,,NIL,NIL,NIL,25,24,1009,94,,,,,,
"['12:00', '17/01']",17/01 12:00,100,4,9999,NIL,NIL,,NIL,7000,5,27,24,1010,84,,,,,,
"['13:00', '17/01']",17/01 13:00,80,5,9999,NIL,NIL,,NIL,1800,5,28,24,1010,79,,,,,,
"['14:00', '17/01']",17/01 14:00,80,8,9999,NIL,NIL,,NIL,2000,5,29,23,1010,70,,,,,,
"['15:00', '17/01']",17/01 15:00,90,6,9999,NIL,NIL,,NIL,3000,5,30,23,1010,66,,,,,,
"['16:00', '17/01']",17/01 16:00,50,6,9999,NIL,NIL,,NIL,3000,5,30,22,1009,62,,,,,,
"['17:00', '17/01']",17/01 17:00,350,7,9999,NIL,NIL,,NIL,3000,5,30,24,1008,70,,,,,,
"['18:00', '17/01']",17/01 18:00,350,9,9999,NIL,NIL,,NIL,3500,5,30,24,1007,70,,,,,,
"['19:00', '17/01']",17/01 19:00,350,7,9999,NIL,NIL,,NIL,NIL,3,30,25,1006,75,,,,,,
"['20:00', '17/01']",17/01 20:00,360,9,9999,NIL,NIL,,NIL,NIL,3,30,25,1006,75,,,,,,
"['20:35', '17/01']",17/01 20:35,50,8,9999,NIL,NIL,,1,NIL,3,29,24,1007,74,,,,,,
"['21:00', '17/01']",17/01 21:00,120,12,9999,3000,90,,1,NIL,3,27,23,1007,79,,,,,,
"['22:00', '17/01']",17/01 22:00,50,4,9999,NIL,NIL,,1,NIL,3,26,23,1007,84,,,,,,
"['23:00', '17/01']",17/01 23:00,60,5,9999,NIL,NIL,,NIL,NIL,3,25,22,1008,83,,,,,,
"['00:00', '18/01']",18/01 00:00,60,6,9999,NIL,NIL,,NIL,NIL,3,25,24,1009,94,,,,,,
"['01:00', '18/01']",18/01 01:00,70,5,9999,NIL,NIL,NIL,NIL,NIL,3,25,24,1010,94,,,,,,
"['02:00', '18/01']",18/01 02:00,50,7,9999,NIL,NIL,NIL,NIL,NIL,3,26,24,1010,89,,,,,,
"['03:00', '18/01']",18/01 03:00,60,8,9999,NIL,NIL,NIL,NIL,NIL,NIL,25,24,1010,94,,,,,,
"['05:00', '18/01']",18/01 05:00,90,5,9999,NIL,NIL,NIL,NIL,NIL,NIL,25,24,1009,94,,,,,,
"['06:00', '18/01']",18/01 06:00,80,3,9999,NIL,NIL,NIL,NIL,NIL,3,25,24,1008,94,,,,,,
"['07:00', '18/01']",18/01 07:00,80,5,9999,NIL,NIL,NIL,NIL,NIL,3,25,24,1008,94,,,,,,
"['08:00', '18/01']",18/01 08:00,100,3,9999,NIL,NIL,NIL,NIL,NIL,3,25,24,1009,94,,,,,,
"['09:00', '18/01']",18/01 09:00,120,3,9999,NIL,NIL,NIL,NIL,NIL,3,25,24,1009,94,,,,,,
"['10:00', '18/01']",18/01 10:00,150,4,9999,NIL,NIL,NIL,NIL,10000,5,25,24,1010,94,,,,,,
"['11:00', '18/01']",18/01 11:00,160,6,9999,NIL,NIL,NIL,NIL,8000,5,25,24,1011,94,,,,,,
"['12:00', '18/01']",18/01 12:00,160,8,9999,NIL,NIL,NIL,NIL,2000,5,26,24,1011,89,,,,,,
"['12:25', '18/01']",18/01 12:25,160,7,9999,NIL,NIL,NIL,NIL,800,5,26,24,1011,89,,,,,,
"['13:00', '18/01']",18/01 13:00,140,7,9999,NIL,NIL,NIL,NIL,900,5,26,24,1011,89,,,,,,
"['14:00', '18/01']",18/01 14:00,140,7,9999,NIL,NIL,NIL,NIL,NIL,3,28,24,1011,79,,,,,,
"['15:00', '18/01']",18/01 15:00,160,6,9999,NIL,NIL,NIL,NIL,1500,5,27,24,1011,84,,,,,,
"['16:00', '18/01']",18/01 16:00,170,8,9999,NIL,NIL,NIL,NIL,NIL,3,29,24,1010,74,,,,,,
"['17:00', '18/01']",18/01 17:00,150,5,9999,NIL,NIL,NIL,NIL,2500,5,31,25,1009,71,,,,,,
"['18:00', '18/01']",18/01 18:00,360,12,9999,4000,315,NIL,NIL,NIL,3,27,24,1008,84,,,,,,
"['18:30', '18/01']",18/01 18:30,350,8,2000,NIL,NIL,1,NIL,NIL,3,26,22,1008,79,,,,,,
"['18:45', '18/01']",18/01 18:45,340,7,3000,NIL,NIL,1,1,NIL,3,24,21,1008,83,,,,,,
"['19:00', '18/01']",18/01 19:00,340,7,4000,NIL,NIL,1,1,NIL,3,25,22,1008,83,,,,,,
"['19:15', '18/01']",18/01 19:15,90,10,2000,NIL,NIL,1,1,NIL,3,23,22,1009,94,,,,,,
"['20:00', '18/01']",18/01 20:00,120,3,6000,1500,225,1,1,10000,5,23,22,1009,94,,,,,,
"['21:00', '18/01']",18/01 21:00,170,3,6000,NIL,NIL,1,1,10000,5,23,23,1009,100,,,,,,
"['22:00', '18/01']",18/01 22:00,90,5,9999,NIL,NIL,NIL,NIL,10000,5,24,23,1010,94,,,,,,
"['23:00', '18/01']",18/01 23:00,100,3,9999,NIL,NIL,NIL,NIL,10000,5,24,22,1010,89,,,,,,
"['00:00', '19/01']",19/01 00:00,80,5,9999,NIL,NIL,NIL,NIL,NIL,3,24,23,1011,94,,,,,,
"['01:00', '19/01']",19/01 01:00,180,3,9999,,,NIL,NIL,NIL,3,24,23,1011,94,,,,,,
"['02:00', '19/01']",19/01 02:00,110,3,9999,,,NIL,NIL,NIL,3,24,23,1011,94,,,,,,
