validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vnt_vrb,vis,vis_setor,vis_setor_dir,chuvisco,chuva,nevoa_umida,teto,cobertura,tt,po,qnh,ur,vnt_rajada,trovoada,pancada,nevoeiro,nevoa_seca
"['19:00', '28/11']",28/11 19:00,270,12,NIL,9999,,,,,,NIL,3,29,13,1009,37,,,,,
"['20:00', '28/11']",28/11 20:00,210,8,195,9999,,,,,,NIL,2,29,15,1009,43,,,,,
"['21:00', '28/11']",28/11 21:00,130,7,NIL,9999,,,,,,NIL,2,23,20,1010,83,,,,,
"['22:00', '28/11']",28/11 22:00,120,5,NIL,9999,,,,,,NIL,2,21,20,1011,94,,,,,
"['23:00', '28/11']",28/11 23:00,120,6,NIL,6000,,,,,,NIL,2,20,19,1011,94,,,,,
"['00:00', '29/11']",29/11 00:00,110,3,NIL,8000,,,,,,NIL,2,20,19,1012,94,,,,,
"['01:00', '29/11']",29/11 01:00,90,5,NIL,6000,,,,,NIL,NIL,2,19,19,1011,100,,,,,
"['02:00', '29/11']",29/11 02:00,40,8,NIL,4000,,,,,1,200,5,20,19,1010,94,,,,,
"['03:00', '29/11']",29/11 03:00,100,4,NIL,3000,,,,,1,200,8,19,19,1010,100,,,,,
"['04:00', '29/11']",29/11 04:00,80,7,NIL,5000,,,,,1,300,8,19,19,1009,100,,,,,
"['05:00', '29/11']",29/11 05:00,40,5,NIL,6000,,,,,NIL,300,8,19,19,1009,100,,,,,
"['06:00', '29/11']",29/11 06:00,20,5,200,8000,,,,,NIL,500,8,20,19,1009,94,,,,,
"['07:00', '29/11']",29/11 07:00,30,4,NIL,9000,,,,,NIL,500,5,19,19,1008,100,,,,,
"['08:00', '29/11']",29/11 08:00,30,6,NIL,8000,,,,,NIL,400,5,19,19,1008,100,,,,,
"['08:40', '29/11']",29/11 08:40,350,3,NIL,9000,,,,,NIL,6000,5,19,19,1009,100,,,,,
"['09:00', '29/11']",29/11 09:00,300,7,295,9999,,,,,NIL,7000,5,20,19,1009,94,,,,,
"['10:00', '29/11']",29/11 10:00,330,5,330,9999,,,,,NIL,NIL,NIL,21,19,1009,88,,,,,
"['11:00', '29/11']",29/11 11:00,320,8,NIL,9999,,,,,NIL,NIL,NIL,24,18,1009,69,,,,,
"['12:00', '29/11']",29/11 12:00,280,11,NIL,9999,,,,,NIL,NIL,NIL,26,17,1009,58,,,,,
"['13:00', '29/11']",29/11 13:00,290,14,NIL,9999,,,,,NIL,NIL,NIL,28,16,1009,48,,,,,
"['14:00', '29/11']",29/11 14:00,320,15,NIL,9999,,,,,NIL,NIL,NIL,29,16,1009,45,,,,,
"['15:00', '29/11']",29/11 15:00,290,15,NIL,9999,,,,,NIL,NIL,NIL,29,17,1008,48,,,,,
"['16:00', '29/11']",29/11 16:00,330,12,NIL,9999,,,,,NIL,NIL,NIL,29,17,1008,48,,,,,
"['17:00', '29/11']",29/11 17:00,300,17,NIL,9999,,,,,NIL,NIL,NIL,29,17,1007,48,,,,,
"['18:00', '29/11']",29/11 18:00,300,15,NIL,9999,,,,,NIL,NIL,NIL,29,17,1007,48,,,,,
"['19:00', '29/11']",29/11 19:00,290,17,NIL,9999,,,,,NIL,NIL,NIL,30,18,1006,49,,,,,
"['20:00', '29/11']",29/11 20:00,290,13,NIL,9999,,,,,NIL,NIL,NIL,30,18,1006,49,,,,,
"['21:00', '29/11']",29/11 21:00,320,13,NIL,9999,,,,,NIL,NIL,NIL,28,18,1006,55,,,,,
"['22:00', '29/11']",29/11 22:00,310,8,NIL,9999,,,,,NIL,NIL,NIL,26,18,1006,61,,,,,
"['23:00', '29/11']",29/11 23:00,290,9,NIL,9999,,,,,NIL,NIL,3,26,18,1007,61,,,,,
"['00:00', '30/11']",30/11 00:00,280,11,NIL,9999,,,,,NIL,NIL,2,26,18,1008,61,,,,,
"['01:00', '30/11']",30/11 01:00,270,8,290,9999,,,,,,,2,24,16,1009,61,,,,,
"['02:00', '30/11']",30/11 02:00,270,8,NIL,9999,,,,,,,NIL,23,15,1009,61,,,,,
"['03:00', '30/11']",30/11 03:00,250,9,NIL,9999,,,,,,,NIL,22,14,1010,60,,,,,
"['04:00', '30/11']",30/11 04:00,250,7,NIL,9999,,,,,,,NIL,21,13,1009,60,,,,,
"['05:00', '30/11']",30/11 05:00,250,6,NIL,9999,,,,,,,2,20,11,1009,56,,,,,
"['06:00', '30/11']",30/11 06:00,270,6,NIL,9999,,,,,,,3,19,10,1009,56,,,,,
"['07:00', '30/11']",30/11 07:00,260,7,NIL,9999,,,,,,,NIL,18,09,1009,56,,,,,
"['08:00', '30/11']",30/11 08:00,270,5,NIL,9999,,,,,,,2,17,09,1009,59,,,,,
"['09:00', '30/11']",30/11 09:00,270,5,270,9999,,,,,,,NIL,18,09,1010,56,,,,,
"['10:00', '30/11']",30/11 10:00,250,8,270,9999,,,,,,,NIL,19,09,1010,52,,,,,
"['11:00', '30/11']",30/11 11:00,250,11,NIL,9999,,,,,,,NIL,21,10,1011,49,,,,,
"['12:00', '30/11']",30/11 12:00,250,9,NIL,9999,,,,,,,NIL,22,11,1011,50,,,,,
"['13:00', '30/11']",30/11 13:00,280,11,NIL,9999,,,,,,,NIL,24,11,1011,44,,,,,
"['14:00', '30/11']",30/11 14:00,280,12,NIL,9999,,,,,,,NIL,26,12,1011,42,,,,,
"['15:00', '30/11']",30/11 15:00,270,11,NIL,9999,,,,,,,NIL,27,11,1010,37,,,,,
"['16:00', '30/11']",30/11 16:00,260,11,NIL,9999,,,,,,,NIL,28,10,1010,32,,,,,
"['17:00', '30/11']",30/11 17:00,240,10,NIL,9999,,,,,,,NIL,29,11,1009,33,,,,,
"['18:00', '30/11']",30/11 18:00,240,11,245,9999,,,,,,,NIL,29,09,1009,29,,,,,
"['19:00', '30/11']",30/11 19:00,220,12,215,9999,,,,,,,NIL,29,10,1008,31,,,,,
"['20:00', '30/11']",30/11 20:00,220,12,NIL,9999,,,,,,,NIL,28,09,1008,30,,,,,
"['21:00', '30/11']",30/11 21:00,330,9,NIL,9999,,,,,,,NIL,28,10,1008,32,,,,,
"['22:00', '30/11']",30/11 22:00,130,9,NIL,9999,,,,,,,NIL,21,16,1009,73,,,,,
"['23:00', '30/11']",30/11 23:00,110,7,NIL,9999,,,,,,,NIL,19,15,1010,78,,,,,
"['00:00', '01/12']",01/12 00:00,100,6,NIL,9999,,,,,,,NIL,18,14,1011,77,,,,,
"['01:00', '01/12']",01/12 01:00,120,6,NIL,9999,,,,,,NIL,2,17,14,1012,83,,,,,
"['02:00', '01/12']",01/12 02:00,120,7,NIL,9999,,,,,,NIL,NIL,16,15,1012,94,,,,,
"['03:00', '01/12']",01/12 03:00,120,6,NIL,9999,,,,,,NIL,NIL,16,15,1012,94,,,,,
"['04:00', '01/12']",01/12 04:00,100,6,NIL,9999,,,,,,NIL,NIL,16,15,1012,94,,,,,
"['05:00', '01/12']",01/12 05:00,110,4,110,9999,,,,,,1300,5,16,15,1012,94,,,,,
"['06:00', '01/12']",01/12 06:00,120,5,NIL,9999,,,,,,1300,5,16,15,1012,94,,,,,
"['07:00', '01/12']",01/12 07:00,120,4,NIL,9999,,,,,,NIL,3,15,14,1012,94,,,,,
"['08:00', '01/12']",01/12 08:00,130,4,NIL,9999,,,,,,NIL,3,15,14,1013,94,,,,,
"['09:00', '01/12']",01/12 09:00,140,4,NIL,9999,,,,,,NIL,2,15,15,1013,100,,,,,
"['10:00', '01/12']",01/12 10:00,70,6,NIL,9999,,,,,,NIL,2,18,16,1013,88,,,,,
"['11:00', '01/12']",01/12 11:00,60,5,NIL,9999,,,,,,NIL,3,20,17,1014,83,,,,,
"['12:00', '01/12']",01/12 12:00,50,6,NIL,9999,,,,,,1900,5,22,17,1014,73,,,,,
"['13:00', '01/12']",01/12 13:00,10,5,NIL,9999,,,,,,NIL,3,23,17,1014,69,,,,,
"['14:00', '01/12']",01/12 14:00,50,5,NIL,9999,,,,,,3000,5,25,17,1014,61,,,,,
"['15:00', '01/12']",01/12 15:00,130,7,NIL,9999,,,,,,4500,5,25,18,1014,65,,,,,
"['16:00', '01/12']",01/12 16:00,100,8,NIL,9999,,,,,,NIL,3,27,19,1013,62,,,,,
"['17:00', '01/12']",01/12 17:00,70,8,NIL,9999,,,,,,3500,5,25,18,1013,65,,,,,
"['18:00', '01/12']",01/12 18:00,90,11,NIL,9999,,,,,,NIL,3,26,19,1013,65,,,,,
"['19:00', '01/12']",01/12 19:00,90,11,NIL,9999,,,,,,NIL,3,24,19,1012,74,,,,,
"['19:30', '01/12']",01/12 19:30,130,13,NIL,9999,,,,,,900,5,22,18,1012,78,,,,,
"['20:00', '01/12']",01/12 20:00,120,12,NIL,9999,,,,,,900,5,20,18,1013,88,,,,,
"['21:00', '01/12']",01/12 21:00,120,11,NIL,9999,,,,,,800,5,19,17,1014,88,,,,,
"['22:00', '01/12']",01/12 22:00,100,8,NIL,9999,,,,,,700,8,18,17,1014,94,,,,,
"['23:00', '01/12']",01/12 23:00,100,9,NIL,9999,,,,,,700,8,18,17,1015,94,,,,,
"['00:00', '02/12']",02/12 00:00,110,10,NIL,9999,,,,,,700,8,18,17,1015,94,,,,,
"['01:00', '02/12']",02/12 01:00,100,7,NIL,9999,,,NIL,NIL,,600,8,18,17,1016,94,,,,,
"['02:00', '02/12']",02/12 02:00,110,8,NIL,7000,,,NIL,1,,600,8,18,17,1016,94,,,,,
"['03:00', '02/12']",02/12 03:00,120,8,NIL,9999,,,NIL,NIL,,600,8,17,16,1016,94,,,,,
"['04:00', '02/12']",02/12 04:00,110,6,NIL,9999,,,NIL,NIL,,500,8,16,16,1015,100,,,,,
"['05:00', '02/12']",02/12 05:00,120,6,NIL,9999,,,NIL,NIL,,500,8,16,16,1015,100,,,,,
"['06:00', '02/12']",02/12 06:00,110,9,NIL,9999,,,NIL,NIL,,500,8,17,16,1014,94,,,,,
"['07:00', '02/12']",02/12 07:00,110,6,NIL,9999,,,NIL,NIL,,500,8,17,16,1015,94,,,,,
"['08:00', '02/12']",02/12 08:00,130,8,NIL,6000,,,1,NIL,,500,8,16,16,1015,100,,,,,
"['09:00', '02/12']",02/12 09:00,100,8,NIL,9000,,,1,NIL,,500,8,16,16,1016,100,,,,,
"['10:00', '02/12']",02/12 10:00,110,3,110,9999,,,NIL,NIL,,500,8,17,16,1016,94,,,,,
"['11:00', '02/12']",02/12 11:00,110,7,NIL,6000,,,NIL,NIL,,500,8,17,17,1016,100,,,,,
"['12:00', '02/12']",02/12 12:00,110,6,110,9000,,,NIL,NIL,,900,8,17,17,1017,100,,,,,
"['13:00', '02/12']",02/12 13:00,100,7,NIL,9999,,,NIL,NIL,,1000,8,19,17,1017,88,,,,,
"['14:00', '02/12']",02/12 14:00,110,7,105,9999,,,NIL,NIL,,1000,8,20,17,1017,83,,,,,
"['15:00', '02/12']",02/12 15:00,120,6,110,9999,,,NIL,NIL,,1400,8,20,17,1017,83,,,,,
"['16:00', '02/12']",02/12 16:00,110,10,110,9999,,,NIL,NIL,,2000,5,20,17,1016,83,,,,,
"['17:00', '02/12']",02/12 17:00,110,9,110,9999,,,NIL,NIL,,2300,5,21,17,1016,78,,,,,
"['18:00', '02/12']",02/12 18:00,130,12,NIL,9999,,,NIL,NIL,,1700,5,20,17,1015,83,,,,,
"['18:25', '02/12']",02/12 18:25,120,12,NIL,9999,,,NIL,NIL,,1300,5,22,18,1014,78,,,,,
"['19:00', '02/12']",02/12 19:00,120,13,NIL,9999,,,NIL,NIL,,1300,5,21,18,1014,83,,,,,
"['20:00', '02/12']",02/12 20:00,120,12,NIL,9999,,,NIL,NIL,,1300,5,19,16,1014,83,,,,,
"['21:00', '02/12']",02/12 21:00,110,12,NIL,9999,,,NIL,NIL,,900,5,17,15,1014,88,,,,,
"['22:00', '02/12']",02/12 22:00,110,7,NIL,9999,,,NIL,NIL,,500,8,16,15,1016,94,,,,,
"['23:00', '02/12']",02/12 23:00,110,7,NIL,9999,,,NIL,NIL,,600,5,16,15,1016,94,,,,,
"['00:00', '03/12']",03/12 00:00,120,7,NIL,9999,,,NIL,1,,600,8,16,15,1017,94,,,,,
"['01:00', '03/12']",03/12 01:00,120,8,NIL,8000,,,NIL,1,,400,8,15,15,1017,100,,,,,
"['02:00', '03/12']",03/12 02:00,120,8,NIL,9999,,,NIL,1,,400,8,15,15,1017,100,,,,,
"['03:00', '03/12']",03/12 03:00,100,7,NIL,9999,,,NIL,NIL,,500,8,15,15,1016,100,,,,,
"['04:00', '03/12']",03/12 04:00,110,7,NIL,9999,,,NIL,NIL,,400,8,15,15,1015,100,,,,,
"['05:00', '03/12']",03/12 05:00,120,8,NIL,9999,,,NIL,NIL,,500,8,15,14,1015,94,,,,,
"['06:00', '03/12']",03/12 06:00,110,5,NIL,9999,,,NIL,NIL,,400,8,15,15,1016,100,,,,,
"['07:00', '03/12']",03/12 07:00,110,4,NIL,8000,,,NIL,NIL,,400,8,15,15,1016,100,,,,,
"['08:00', '03/12']",03/12 08:00,110,4,NIL,9000,,,NIL,NIL,,500,8,15,15,1016,100,,,,,
"['09:00', '03/12']",03/12 09:00,110,4,NIL,9000,,,NIL,NIL,,500,8,15,15,1016,100,,,,,
"['10:00', '03/12']",03/12 10:00,120,6,NIL,9000,,,NIL,NIL,,400,8,15,15,1017,100,,,,,
"['11:00', '03/12']",03/12 11:00,100,6,NIL,6000,,,1,NIL,,700,8,16,16,1018,100,,,,,
"['12:00', '03/12']",03/12 12:00,100,9,NIL,8000,,,NIL,NIL,,800,5,18,17,1018,94,,,,,
"['13:00', '03/12']",03/12 13:00,90,9,NIL,9999,,,NIL,NIL,,900,5,18,16,1018,88,,,,,
"['14:00', '03/12']",03/12 14:00,80,8,NIL,9999,,,NIL,NIL,,1400,8,20,16,1018,78,,,,,
"['15:00', '03/12']",03/12 15:00,80,8,NIL,9999,,,NIL,NIL,,1400,8,19,16,1018,83,,,,,
"['15:20', '03/12']",03/12 15:20,90,7,NIL,9999,,,NIL,NIL,,3000,5,20,16,1018,78,,,,,
"['16:00', '03/12']",03/12 16:00,80,8,80,9999,,,NIL,NIL,,3000,5,20,16,1017,78,,,,,
"['17:00', '03/12']",03/12 17:00,90,11,100,9999,,,NIL,NIL,,3000,5,21,16,1017,73,,,,,
"['18:00', '03/12']",03/12 18:00,120,12,115,9999,,,NIL,NIL,,4000,5,22,17,1017,73,,,,,
"['19:00', '03/12']",03/12 19:00,130,11,NIL,9999,,,NIL,NIL,,4500,5,20,16,1016,78,,,,,
"['20:00', '03/12']",03/12 20:00,120,8,120,9999,,,NIL,NIL,,1500,5,19,16,1017,83,,,,,
"['21:00', '03/12']",03/12 21:00,120,9,NIL,9999,,,NIL,NIL,,1500,5,18,15,1017,83,,,,,
"['22:00', '03/12']",03/12 22:00,110,9,NIL,9999,,,NIL,NIL,,1000,5,16,15,1017,94,,,,,
"['23:00', '03/12']",03/12 23:00,110,8,NIL,9999,,,NIL,NIL,,1300,5,15,14,1018,94,,,,,
"['00:00', '04/12']",04/12 00:00,100,9,110,9999,,,NIL,NIL,,1300,5,15,14,1019,94,,,,,
"['01:00', '04/12']",04/12 01:00,100,11,NIL,9999,,,,,,1300,5,15,13,1020,88,,,,,
"['02:00', '04/12']",04/12 02:00,100,7,NIL,9999,,,,,,1300,5,15,13,1020,88,,,,,
"['03:00', '04/12']",04/12 03:00,110,5,NIL,9999,,,,,,1300,5,15,14,1019,94,,,,,
"['04:00', '04/12']",04/12 04:00,100,4,NIL,9999,,,,,,900,8,15,14,1019,94,,,,,
"['05:00', '04/12']",04/12 05:00,100,4,NIL,9999,,,,,,1300,5,15,14,1019,94,,,,,
"['06:00', '04/12']",04/12 06:00,110,3,NIL,9999,,,,,,1300,5,15,14,1018,94,,,,,
"['07:00', '04/12']",04/12 07:00,100,2,NIL,9999,,,,,,600,5,15,15,1018,100,,,,,
"['08:00', '04/12']",04/12 08:00,70,4,NIL,9999,,,,,,1300,5,15,14,1019,94,,,,,
"['09:00', '04/12']",04/12 09:00,70,4,NIL,9999,,,,,,NIL,2,14,13,1019,94,,,,,
"['10:00', '04/12']",04/12 10:00,100,4,NIL,9999,,,,,,NIL,2,17,14,1020,83,,,,,
"['11:00', '04/12']",04/12 11:00,80,10,NIL,9999,,,,,,2000,5,18,14,1021,77,,,,,
"['12:00', '04/12']",04/12 12:00,50,7,NIL,9999,,,,,,2000,5,19,14,1021,73,,,,,
"['13:00', '04/12']",04/12 13:00,70,8,NIL,9999,,,,,,2500,5,22,15,1021,65,,,,,
"['14:00', '04/12']",04/12 14:00,40,6,NIL,9999,,,,,,4000,5,21,13,1020,60,,,,,
"['15:00', '04/12']",04/12 15:00,50,6,NIL,9999,,,,,,3500,5,24,14,1020,54,,,,,
"['16:00', '04/12']",04/12 16:00,100,5,NIL,9999,,,,,,3500,5,25,15,1020,54,,,,,
"['17:00', '04/12']",04/12 17:00,110,8,NIL,9999,,,,,,NIL,3,25,16,1019,57,,,,,
"['18:00', '04/12']",04/12 18:00,110,9,105,9999,,,,,,NIL,3,25,16,1018,57,,,,,
"['19:00', '04/12']",04/12 19:00,80,11,NIL,9999,,,,,,NIL,3,24,16,1018,61,,,,,
"['20:00', '04/12']",04/12 20:00,80,12,NIL,9999,,,,,,NIL,3,22,17,1018,73,,,,,
"['21:00', '04/12']",04/12 21:00,90,12,NIL,9999,,,,,,NIL,3,19,16,1018,83,,,,,
"['21:21', '04/12']",04/12 21:21,100,10,NIL,9999,,,,,,1300,5,19,17,1019,88,,,,,
"['22:00', '04/12']",04/12 22:00,110,9,NIL,9999,,,,,,800,8,18,16,1019,88,,,,,
"['23:00', '04/12']",04/12 23:00,100,9,NIL,9999,,,,,,700,8,17,16,1020,94,,,,,
"['00:00', '05/12']",05/12 00:00,100,8,NIL,9999,,,,,,800,5,16,15,1020,94,,,,,
"['01:00', '05/12']",05/12 01:00,110,6,NIL,9999,,,,NIL,NIL,700,8,17,16,1021,94,NIL,,,,
"['02:00', '05/12']",05/12 02:00,110,5,NIL,9999,,,,NIL,NIL,700,8,17,16,1021,94,NIL,,,,
"['03:00', '05/12']",05/12 03:00,110,6,110,9999,,,,NIL,NIL,600,8,17,16,1021,94,NIL,,,,
"['04:00', '05/12']",05/12 04:00,110,3,NIL,9999,,,,NIL,NIL,700,8,16,16,1020,100,NIL,,,,
"['05:00', '05/12']",05/12 05:00,60,6,NIL,9999,,,,NIL,NIL,800,5,17,15,1020,88,NIL,,,,
"['06:00', '05/12']",05/12 06:00,80,5,70,9999,,,,NIL,NIL,1200,5,16,15,1020,94,NIL,,,,
"['07:00', '05/12']",05/12 07:00,360,4,180,9999,,,,NIL,NIL,1000,5,16,15,1020,94,NIL,,,,
"['08:00', '05/12']",05/12 08:00,40,5,NIL,9999,,,,NIL,NIL,1000,5,16,15,1019,94,NIL,,,,
"['09:00', '05/12']",05/12 09:00,30,5,210,9999,,,,NIL,NIL,1000,5,16,14,1021,88,NIL,,,,
"['09:24', '05/12']",05/12 09:24,30,3,205,9999,,,,NIL,NIL,NIL,2,16,15,1020,94,NIL,,,,
"['10:00', '05/12']",05/12 10:00,50,3,55,9999,,,,NIL,NIL,NIL,2,17,15,1021,88,NIL,,,,
"['11:00', '05/12']",05/12 11:00,30,5,200,9999,,,,NIL,NIL,NIL,2,19,14,1021,73,NIL,,,,
"['12:00', '05/12']",05/12 12:00,30,6,220,9999,,,,NIL,NIL,NIL,2,21,15,1020,69,NIL,,,,
"['13:00', '05/12']",05/12 13:00,VRB,5,NIL,9999,,,,NIL,NIL,NIL,2,23,16,1020,65,NIL,,,,
"['14:00', '05/12']",05/12 14:00,VRB,5,NIL,9999,,,,NIL,NIL,NIL,2,24,16,1020,61,NIL,,,,
"['15:00', '05/12']",05/12 15:00,150,7,150,9999,,,,NIL,NIL,NIL,2,24,16,1019,61,NIL,,,,
"['16:00', '05/12']",05/12 16:00,120,9,125,9999,,,,NIL,NIL,NIL,3,26,17,1018,58,NIL,,,,
"['17:00', '05/12']",05/12 17:00,130,4,135,9999,,,,NIL,NIL,NIL,3,28,17,1017,51,NIL,,,,
"['18:00', '05/12']",05/12 18:00,120,10,NIL,9999,,,,NIL,NIL,4000,5,26,17,1016,58,NIL,,,,
"['19:00', '05/12']",05/12 19:00,70,11,NIL,6000,,,,1,NIL,900,5,22,18,1016,78,NIL,,,,
"['20:00', '05/12']",05/12 20:00,120,10,NIL,9999,,,,NIL,NIL,900,5,20,19,1016,94,NIL,,,,
"['20:31', '05/12']",05/12 20:31,200,15,195,2000,,,,1,1,700,8,19,18,1017,94,25,,,,
"['21:00', '05/12']",05/12 21:00,130,12,NIL,6000,,,,1,NIL,800,8,19,19,1017,100,NIL,,,,
"['22:00', '05/12']",05/12 22:00,80,10,80,9000,,,,NIL,NIL,800,5,18,18,1017,100,NIL,,,,
"['23:00', '05/12']",05/12 23:00,70,3,70,9999,,,,NIL,NIL,700,5,18,18,1018,100,NIL,,,,
"['00:00', '06/12']",06/12 00:00,130,8,NIL,2000,,,,NIL,1,200,8,17,17,1019,100,NIL,,,,
"['01:00', '06/12']",06/12 01:00,70,8,60,8000,,,1,1,,300,5,17,17,1019,100,,,,,
"['02:00', '06/12']",06/12 02:00,VRB,2,NIL,9999,,,NIL,NIL,,600,5,17,17,1019,100,,,,,
"['03:00', '06/12']",06/12 03:00,50,5,NIL,9999,,,NIL,NIL,,700,5,17,17,1018,100,,,,,
"['04:00', '06/12']",06/12 04:00,70,4,75,9999,,,NIL,NIL,,700,5,17,17,1018,100,,,,,
"['05:00', '06/12']",06/12 05:00,40,5,NIL,9999,,,NIL,NIL,,700,5,17,17,1017,100,,,,,
"['06:00', '06/12']",06/12 06:00,70,4,NIL,9999,,,NIL,NIL,,700,5,17,17,1017,100,,,,,
"['07:00', '06/12']",06/12 07:00,VRB,2,NIL,9999,,,NIL,NIL,,800,8,17,17,1017,100,,,,,
"['08:00', '06/12']",06/12 08:00,VRB,2,NIL,9999,,,NIL,NIL,,900,8,17,17,1017,100,,,,,
"['09:00', '06/12']",06/12 09:00,100,3,NIL,9999,,,NIL,NIL,,1000,8,17,16,1018,94,,,,,
"['10:00', '06/12']",06/12 10:00,VRB,2,NIL,9999,,,NIL,NIL,,1000,8,17,16,1018,94,,,,,
"['11:00', '06/12']",06/12 11:00,80,5,NIL,9999,,,NIL,NIL,,1200,8,18,16,1019,88,,,,,
"['12:00', '06/12']",06/12 12:00,80,3,NIL,9999,,,NIL,NIL,,1400,5,19,16,1019,83,,,,,
"['13:00', '06/12']",06/12 13:00,90,10,NIL,9999,,,NIL,NIL,,6000,5,21,17,1018,78,,,,,
"['14:00', '06/12']",06/12 14:00,100,6,NIL,9999,,,NIL,NIL,,1400,8,21,18,1019,83,,,,,
"['15:00', '06/12']",06/12 15:00,90,3,NIL,9999,,,NIL,NIL,,1500,8,22,17,1018,73,,,,,
"['15:17', '06/12']",06/12 15:17,80,4,NIL,9999,,,NIL,NIL,,5000,5,23,17,1018,69,,,,,
"['16:00', '06/12']",06/12 16:00,90,9,NIL,9999,,,NIL,NIL,,3000,8,21,17,1018,78,,,,,
"['17:00', '06/12']",06/12 17:00,110,10,NIL,9999,,,NIL,NIL,,3000,5,21,18,1017,83,,,,,
"['17:02', '06/12']",06/12 17:02,110,14,NIL,9999,,,NIL,NIL,,1000,5,19,17,1017,88,,,,,
"['18:00', '06/12']",06/12 18:00,140,18,NIL,9999,,,NIL,1,,1000,8,17,16,1017,94,,,,,
"['19:00', '06/12']",06/12 19:00,130,12,NIL,5000,,,NIL,1,,900,8,16,16,1018,100,,,,,
"['19:20', '06/12']",06/12 19:20,140,14,NIL,9999,,,NIL,1,,700,5,17,16,1017,94,,,,,
"['20:00', '06/12']",06/12 20:00,120,13,NIL,9999,,,NIL,NIL,,900,8,17,16,1017,94,,,,,
"['21:00', '06/12']",06/12 21:00,90,8,NIL,9999,,,NIL,NIL,,900,8,16,16,1018,100,,,,,
"['22:00', '06/12']",06/12 22:00,130,11,NIL,9999,,,NIL,NIL,,1000,5,16,15,1019,94,,,,,
"['23:00', '06/12']",06/12 23:00,120,6,NIL,9999,,,NIL,NIL,,1000,5,15,14,1019,94,,,,,
"['00:00', '07/12']",07/12 00:00,120,8,NIL,9999,,,1,NIL,,700,5,15,14,1020,94,,,,,
"['01:00', '07/12']",07/12 01:00,100,5,NIL,9999,,,NIL,NIL,NIL,900,5,15,14,1020,94,,,,,
"['02:00', '07/12']",07/12 02:00,120,6,NIL,9999,,,NIL,NIL,NIL,600,8,15,15,1019,100,,,,,
"['03:00', '07/12']",07/12 03:00,140,7,NIL,9999,,,NIL,NIL,NIL,900,5,15,15,1019,100,,,,,
"['04:00', '07/12']",07/12 04:00,130,7,NIL,9999,,,NIL,NIL,NIL,900,5,15,15,1018,100,,,,,
"['05:00', '07/12']",07/12 05:00,120,3,NIL,9999,,,NIL,NIL,NIL,600,8,15,15,1018,100,,,,,
"['06:00', '07/12']",07/12 06:00,120,5,NIL,9999,,,NIL,NIL,NIL,600,8,15,15,1018,100,,,,,
"['07:00', '07/12']",07/12 07:00,120,5,NIL,9999,,,NIL,NIL,NIL,600,8,15,15,1018,100,,,,,
"['08:00', '07/12']",07/12 08:00,120,7,NIL,9000,,,NIL,NIL,NIL,700,8,15,15,1019,100,,,,,
"['09:00', '07/12']",07/12 09:00,120,7,NIL,9999,,,NIL,NIL,NIL,900,5,14,14,1019,100,,,,,
"['10:00', '07/12']",07/12 10:00,120,9,115,6000,,,NIL,1,NIL,600,8,14,14,1020,100,,,,,
"['11:00', '07/12']",07/12 11:00,130,9,NIL,9999,,,NIL,1,NIL,600,8,15,15,1021,100,,,,,
"['12:00', '07/12']",07/12 12:00,120,10,125,3000,,,1,1,NIL,500,8,16,15,1021,94,,,,,
"['13:00', '07/12']",07/12 13:00,130,11,120,3500,,,1,1,1,700,8,16,16,1021,100,,,,,
"['14:00', '07/12']",07/12 14:00,120,13,NIL,9999,,,NIL,NIL,NIL,800,8,18,16,1021,88,,,,,
"['15:00', '07/12']",07/12 15:00,120,13,NIL,9999,,,NIL,NIL,NIL,800,8,18,16,1021,88,,,,,
"['16:00', '07/12']",07/12 16:00,140,18,NIL,6000,,,NIL,NIL,NIL,900,8,18,16,1021,88,,,,,
"['17:00', '07/12']",07/12 17:00,130,13,NIL,6000,,,NIL,1,NIL,1200,8,17,14,1020,83,,,,,
"['18:00', '07/12']",07/12 18:00,130,16,NIL,9999,,,NIL,NIL,NIL,1000,5,17,14,1020,83,,,,,
"['19:00', '07/12']",07/12 19:00,130,18,NIL,9999,,,NIL,NIL,NIL,1300,5,16,13,1020,82,,,,,
"['20:00', '07/12']",07/12 20:00,130,15,NIL,9999,,,NIL,NIL,NIL,1000,5,15,13,1020,88,,,,,
"['21:00', '07/12']",07/12 21:00,140,14,NIL,9999,,,NIL,NIL,NIL,1300,5,15,12,1020,82,,,,,
"['22:00', '07/12']",07/12 22:00,130,13,NIL,9999,,,NIL,NIL,NIL,NIL,3,14,12,1021,88,,,,,
"['23:00', '07/12']",07/12 23:00,150,10,NIL,9999,,,NIL,NIL,NIL,2500,5,14,12,1021,88,,,,,
"['23:20', '07/12']",07/12 23:20,150,10,NIL,9999,,,NIL,NIL,NIL,1100,5,14,12,1021,88,,,,,
"['00:00', '08/12']",08/12 00:00,150,12,NIL,9999,,,NIL,NIL,NIL,NIL,3,13,12,1021,94,,,,,
"['01:00', '08/12']",08/12 01:00,120,6,NIL,9999,,,,NIL,,2000,5,13,12,1021,94,,,,,
"['02:00', '08/12']",08/12 02:00,130,9,NIL,9999,,,,NIL,,900,8,14,13,1020,94,,,,,
"['03:00', '08/12']",08/12 03:00,130,11,NIL,4500,,,,1,,800,8,13,13,1020,100,,,,,
